"Status","Year","Sex","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Shropshire and Staffordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","780","740","31380","26670"
"In post","2021","Female","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","90","80","27980","21710"
"In post","2021","Female","Shropshire and Staffordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Valuation Office Agency","30","30","[c]","[c]"
"In post","2021","Female","South Yorkshire","Cabinet Office (excl. agencies)","60","50","46160","40160"
"In post","2021","Female","South Yorkshire","Crown Prosecution Service","100","80","34320","28430"
"In post","2021","Female","South Yorkshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Department for Education (excl. agencies)","600","560","40330","36960"
"In post","2021","Female","South Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Department for Work and Pensions (excl. agencies)","2160","1820","29040","27570"
"In post","2021","Female","South Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Education and Skills Funding Agency","170","150","37280","31280"
"In post","2021","Female","South Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","HM Courts and Tribunals Service","240","200","22240","19830"
"In post","2021","Female","South Yorkshire","HM Prison and Probation Service","780","720","27750","25400"
"In post","2021","Female","South Yorkshire","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Female","South Yorkshire","Home Office (incl. agencies)","1320","1160","27470","24890"
"In post","2021","Female","South Yorkshire","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Female","South Yorkshire","National Crime Agency","50","50","34400","32870"
"In post","2021","Female","South Yorkshire","Public Health England","50","50","36010","31470"
"In post","2021","Female","South Yorkshire","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South Yorkshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Accountant in Bankruptcy","80","60","30300","29190"
"In post","2021","Female","Southern Scotland","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Female","Southern Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Crown Office and Procurator Fiscal Service","210","190","33530","29040"
"In post","2021","Female","Southern Scotland","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Female","Southern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Department for Work and Pensions (excl. agencies)","630","530","26090","27570"
"In post","2021","Female","Southern Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","550","520","39850","33930"
"In post","2021","Female","Southern Scotland","Forestry and Land Scotland","40","40","[c]","[c]"
"In post","2021","Female","Southern Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","HM Revenue and Customs (excl. agencies)","1370","1140","24780","21440"
"In post","2021","Female","Southern Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Scottish Courts and Tribunals Service","120","110","25410","22820"
"In post","2021","Female","Southern Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","Scottish Government (excl. agencies)","90","80","29560","27150"
"In post","2021","Female","Southern Scotland","Scottish Prison Service","60","50","28080","25870"
"In post","2021","Female","Southern Scotland","Scottish Public Pensions Agency","160","130","28590","26160"
"In post","2021","Female","Southern Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Southern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Animal and Plant Health Agency","350","320","31710","28430"
"In post","2021","Female","Surrey, East and West Sussex","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Crown Prosecution Service","120","110","41010","33960"
"In post","2021","Female","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","60","50","39080","36520"
"In post","2021","Female","Surrey, East and West Sussex","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Department for Transport (excl. agencies)","70","60","33750","31210"
"In post","2021","Female","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","1600","1380","26530","27570"
"In post","2021","Female","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","HM Courts and Tribunals Service","240","200","25300","21300"
"In post","2021","Female","Surrey, East and West Sussex","HM Prison and Probation Service","1050","970","30650","30010"
"In post","2021","Female","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","330","280","31010","28130"
"In post","2021","Female","Surrey, East and West Sussex","Home Office (incl. agencies)","350","300","28010","26620"
"In post","2021","Female","Surrey, East and West Sussex","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","160","150","27280","21580"
"In post","2021","Female","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Public Health England","60","50","48910","46210"
"In post","2021","Female","Surrey, East and West Sussex","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Surrey, East and West Sussex","Veterinary Medicines Directorate","100","100","39100","36590"
"In post","2021","Female","Surrey, East and West Sussex","Wilton Park","60","50","33030","28640"
"In post","2021","Female","Tees Valley and Durham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Crown Prosecution Service","70","60","36990","28430"
"In post","2021","Female","Tees Valley and Durham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Department for Education (excl. agencies)","340","320","36770","36500"
"In post","2021","Female","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","1610","1350","25080","27570"
"In post","2021","Female","Tees Valley and Durham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Education and Skills Funding Agency","100","90","37110","36500"
"In post","2021","Female","Tees Valley and Durham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","HM Courts and Tribunals Service","230","190","24040","20100"
"In post","2021","Female","Tees Valley and Durham","HM Land Registry","460","410","27810","27130"
"In post","2021","Female","Tees Valley and Durham","HM Prison and Probation Service","1360","1250","28420","26300"
"In post","2021","Female","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","350","300","23340","21420"
"In post","2021","Female","Tees Valley and Durham","Home Office (incl. agencies)","610","490","24030","21430"
"In post","2021","Female","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Valuation Office Agency","160","150","23470","21100"
"In post","2021","Female","Unknown","Cabinet Office (excl. agencies)","330","320","36050","32000"
"In post","2021","Female","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Work and Pensions (excl. agencies)","570","520","30000","27570"
"In post","2021","Female","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Ministry of Defence (excl. agencies)","70","60","35170","33300"
"In post","2021","Female","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Royal Fleet Auxiliary","160","160","33120","32700"
"In post","2021","Female","West Central Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Advisory, Conciliation and Arbitration Service","50","50","28900","28660"
"In post","2021","Female","West Central Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Criminal Injuries Compensation Authority","160","140","26500","22570"
"In post","2021","Female","West Central Scotland","Crown Office and Procurator Fiscal Service","570","520","35050","29040"
"In post","2021","Female","West Central Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Department for Work and Pensions (excl. agencies)","2600","2180","24880","26120"
"In post","2021","Female","West Central Scotland","Disclosure Scotland","160","140","28010","24110"
"In post","2021","Female","West Central Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Education Scotland","130","120","55700","61010"
"In post","2021","Female","West Central Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","Female","West Central Scotland","HM Courts and Tribunals Service","130","110","22240","20650"
"In post","2021","Female","West Central Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","HM Revenue and Customs (excl. agencies)","1770","1510","26920","25560"
"In post","2021","Female","West Central Scotland","Home Office (incl. agencies)","460","410","26830","24890"
"In post","2021","Female","West Central Scotland","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Ministry of Defence (excl. agencies)","840","780","26760","22080"
"In post","2021","Female","West Central Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Office of Gas and Electricity Markets","240","240","34900","31720"
"In post","2021","Female","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Registers of Scotland","90","80","32750","30080"
"In post","2021","Female","West Central Scotland","Scottish Courts and Tribunals Service","250","220","26510","22820"
"In post","2021","Female","West Central Scotland","Scottish Government (excl. agencies)","770","740","43400","39660"
"In post","2021","Female","West Central Scotland","Scottish Housing Regulator","30","30","[c]","[c]"
"In post","2021","Female","West Central Scotland","Scottish Prison Service","450","430","29330","28410"
"In post","2021","Female","West Central Scotland","Social Security Scotland","430","410","31420","26160"
"In post","2021","Female","West Central Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Transport Scotland","170","170","40430","35890"
"In post","2021","Female","West Central Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Advisory, Conciliation and Arbitration Service","60","50","30520","30950"
"In post","2021","Female","West Midlands","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Crown Prosecution Service","330","300","38140","32170"
"In post","2021","Female","West Midlands","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","39300","36740"
"In post","2021","Female","West Midlands","Department for Education (excl. agencies)","260","250","38490","36500"
"In post","2021","Female","West Midlands","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Department for Transport (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Female","West Midlands","Department for Work and Pensions (excl. agencies)","3430","2890","25870","27570"
"In post","2021","Female","West Midlands","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2021","Female","West Midlands","Education and Skills Funding Agency","330","320","41580","37100"
"In post","2021","Female","West Midlands","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","Female","West Midlands","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Female","West Midlands","HM Courts and Tribunals Service","760","670","22730","20650"
"In post","2021","Female","West Midlands","HM Land Registry","170","150","29860","27130"
"In post","2021","Female","West Midlands","HM Prison and Probation Service","860","780","28770","26330"
"In post","2021","Female","West Midlands","HM Revenue and Customs (excl. agencies)","1540","1390","29920","25560"
"In post","2021","Female","West Midlands","Home Office (incl. agencies)","510","450","27880","25310"
"In post","2021","Female","West Midlands","Insolvency Service","230","220","30340","26290"
"In post","2021","Female","West Midlands","Institute for Apprenticeships and Technical Education","60","60","42300","37110"
"In post","2021","Female","West Midlands","Legal Aid Agency","80","70","24550","21170"
"In post","2021","Female","West Midlands","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Ministry of Defence (excl. agencies)","160","150","31990","26670"
"In post","2021","Female","West Midlands","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","40190","36340"
"In post","2021","Female","West Midlands","Ministry of Justice (excl. agencies)","60","60","40690","36830"
"In post","2021","Female","West Midlands","National Crime Agency","190","180","34970","34140"
"In post","2021","Female","West Midlands","Office for Standards in Education, Children's Services and Skills","100","100","52200","51360"
"In post","2021","Female","West Midlands","Office of Qualifications and Examinations Regulation","150","150","43160","39250"
"In post","2021","Female","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Office of the Public Guardian","540","490","22300","19930"
"In post","2021","Female","West Midlands","Public Health England","350","300","40260","33850"
"In post","2021","Female","West Midlands","Standards and Testing Agency","40","40","[c]","[c]"
"In post","2021","Female","West Midlands","Teaching Regulation Agency","40","40","[c]","[c]"
"In post","2021","Female","West Midlands","Valuation Office Agency","80","70","31460","27570"
"In post","2021","Female","West Midlands","Water Services Regulation Authority","90","90","49210","43240"
"In post","2021","Female","West Wales and The Valleys","Animal and Plant Health Agency","140","120","27120","24920"
"In post","2021","Female","West Wales and The Valleys","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Crown Prosecution Service","50","50","38900","33310"
"In post","2021","Female","West Wales and The Valleys","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","2330","2000","25390","27570"
"In post","2021","Female","West Wales and The Valleys","Driver and Vehicle Licensing Agency","3770","3110","24230","21590"
"In post","2021","Female","West Wales and The Valleys","Driver and Vehicle Standards Agency","180","170","27500","26130"
"In post","2021","Female","West Wales and The Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","HM Courts and Tribunals Service","340","300","22450","20100"
"In post","2021","Female","West Wales and The Valleys","HM Land Registry","430","380","28240","27130"
"In post","2021","Female","West Wales and The Valleys","HM Prison and Probation Service","600","550","29090","28200"
"In post","2021","Female","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","30","20","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Ministry of Defence (excl. agencies)","70","70","24690","21130"
"In post","2021","Female","West Wales and The Valleys","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Welsh Government (excl. agencies)","1530","1430","37380","37410"
"In post","2021","Female","West Wales and The Valleys","Welsh Revenue Authority","30","30","[c]","[c]"
"In post","2021","Female","West Yorkshire","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2021","Female","West Yorkshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Cabinet Office (excl. agencies)","100","100","47700","40250"
"In post","2021","Female","West Yorkshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Crown Prosecution Service","270","240","37730","33310"
"In post","2021","Female","West Yorkshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","West Yorkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Department for Work and Pensions (excl. agencies)","2620","2270","29300","27570"
"In post","2021","Female","West Yorkshire","Department of Health and Social Care (excl. agencies)","620","590","41930","36820"
"In post","2021","Female","West Yorkshire","Driver and Vehicle Standards Agency","90","80","24660","21590"
"In post","2021","Female","West Yorkshire","Education and Skills Funding Agency","40","30","[c]","[c]"
"In post","2021","Female","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Female","West Yorkshire","HM Courts and Tribunals Service","540","450","23050","20100"
"In post","2021","Female","West Yorkshire","HM Prison and Probation Service","1480","1360","29130","26300"
"In post","2021","Female","West Yorkshire","HM Revenue and Customs (excl. agencies)","2310","2040","29340","25560"
"In post","2021","Female","West Yorkshire","Home Office (incl. agencies)","430","390","28360","25310"
"In post","2021","Female","West Yorkshire","Insolvency Service","70","60","30090","26410"
"In post","2021","Female","West Yorkshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","West Yorkshire","Ministry of Justice (excl. agencies)","210","210","33390","30990"
"In post","2021","Female","West Yorkshire","National Crime Agency","60","60","35070","36410"
"In post","2021","Female","West Yorkshire","Public Health England","170","140","39300","36330"
"In post","2021","Female","West Yorkshire","Rural Payments Agency","30","30","[c]","[c]"
"In post","2021","Female","West Yorkshire","Valuation Office Agency","200","180","28800","25930"
"In post","2021","Male","Bedfordshire and Hertfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Crown Prosecution Service","60","60","49620","51120"
"In post","2021","Male","Bedfordshire and Hertfordshire","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","360","350","28850","29290"
"In post","2021","Male","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","90","90","30390","30580"
"In post","2021","Male","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","60","60","24090","21310"
"In post","2021","Male","Bedfordshire and Hertfordshire","HM Prison and Probation Service","460","450","31400","30400"
"In post","2021","Male","Bedfordshire and Hertfordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Home Office (incl. agencies)","170","150","28950","27370"
"In post","2021","Male","Bedfordshire and Hertfordshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","140","140","44390","40850"
"In post","2021","Male","Bedfordshire and Hertfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","390","380","36340","35620"
"In post","2021","Male","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","National Crime Agency","60","60","41860","41070"
"In post","2021","Male","Bedfordshire and Hertfordshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","60","60","37790","33300"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","80","80","39180","37260"
