"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","City of Edinburgh","Property","Male","110","110","38270","36780"
"In post","2021","City of Edinburgh","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Female","3780","3540","41720","37460"
"In post","2021","City of Edinburgh","Unknown","Male","3200","3140","41990","37660"
"In post","2021","Clackmannanshire and Fife","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Legal","Female","70","60","30800","22820"
"In post","2021","Clackmannanshire and Fife","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","No function","Female","180","170","28380","26110"
"In post","2021","Clackmannanshire and Fife","No function","Male","250","230","32050","33650"
"In post","2021","Clackmannanshire and Fife","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Project Delivery","Male","100","100","36960","36440"
"In post","2021","Clackmannanshire and Fife","Property","Female","40","30","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Property","Male","80","70","35140","33300"
"In post","2021","Clackmannanshire and Fife","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Security","Male","40","40","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Female","340","300","25960","27570"
"In post","2021","Clackmannanshire and Fife","Unknown","Male","170","160","28500","27570"
"In post","2021","Conwy and Denbighshire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","No function","Female","70","70","28200","24800"
"In post","2021","Conwy and Denbighshire","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Female","370","340","35600","34490"
"In post","2021","Conwy and Denbighshire","Unknown","Male","200","190","37970","34490"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","No function","Female","140","120","27750","23840"
"In post","2021","Cornwall and Isles of Scilly","No function","Male","120","120","30770","26780"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Male","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Male","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","690","600","25640","27570"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","470","460","25090","25190"
"In post","2021","Coventry","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Digital, Data & Technology","Female","110","110","40630","36960"
"In post","2021","Coventry","Digital, Data & Technology","Male","140","140","40320","37100"
"In post","2021","Coventry","Finance","Female","100","90","38240","36640"
"In post","2021","Coventry","Finance","Male","60","60","38180","31000"
"In post","2021","Coventry","Human Resources","Female","30","30","[c]","[c]"
"In post","2021","Coventry","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","No function","Female","780","730","36360","32710"
"In post","2021","Coventry","No function","Male","460","450","39980","36780"
"In post","2021","Coventry","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Female","320","280","27950","27570"
"In post","2021","Coventry","Unknown","Male","190","180","28990","27570"
"In post","2021","Croydon","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Commercial","Female","70","70","46880","45070"
"In post","2021","Croydon","Commercial","Male","50","50","[c]","[c]"
"In post","2021","Croydon","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Counter Fraud","Female","270","250","36130","32520"
"In post","2021","Croydon","Counter Fraud","Male","360","350","39050","36160"
"In post","2021","Croydon","Debt","Female","160","140","26640","25180"
"In post","2021","Croydon","Debt","Male","90","90","27940","24120"
"In post","2021","Croydon","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Digital, Data & Technology","Male","40","30","[c]","[c]"
"In post","2021","Croydon","Finance","Female","60","60","43340","36160"
"In post","2021","Croydon","Finance","Male","50","50","[c]","[c]"
"In post","2021","Croydon","Human Resources","Female","60","60","48950","51030"
"In post","2021","Croydon","Human Resources","Male","40","40","[c]","[c]"
"In post","2021","Croydon","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Legal","Female","90","80","44400","37510"
"In post","2021","Croydon","Legal","Male","60","50","48420","38290"
"In post","2021","Croydon","No function","Female","1160","1080","34780","31390"
"In post","2021","Croydon","No function","Male","980","950","38310","36160"
"In post","2021","Croydon","Project Delivery","Female","100","90","53770","59160"
"In post","2021","Croydon","Project Delivery","Male","90","80","55280","59160"
"In post","2021","Croydon","Property","Female","110","100","37120","34810"
"In post","2021","Croydon","Property","Male","120","110","38450","36160"
"In post","2021","Croydon","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Female","3200","2940","36560","31060"
"In post","2021","Croydon","Unknown","Male","2370","2340","40250","35200"
"In post","2021","Darlington","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Digital, Data & Technology","Female","40","40","[c]","[c]"
"In post","2021","Darlington","Digital, Data & Technology","Male","40","40","[c]","[c]"
"In post","2021","Darlington","Finance","Female","30","30","[c]","[c]"
"In post","2021","Darlington","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","No function","Female","330","310","34180","30230"
"In post","2021","Darlington","No function","Male","180","180","35810","30940"
"In post","2021","Darlington","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Female","70","60","29350","27570"
"In post","2021","Darlington","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Derby","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","No function","Female","210","180","25330","22260"
"In post","2021","Derby","No function","Male","100","90","34500","27680"
"In post","2021","Derby","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Security","Male","40","40","[c]","[c]"
"In post","2021","Derby","Unknown","Female","420","350","24320","21010"
"In post","2021","Derby","Unknown","Male","210","200","24220","21010"
"In post","2021","Derry City and Strabane","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Commercial","Female","100","90","40920","38340"
"In post","2021","Devon CC","Commercial","Male","100","100","45130","47680"
"In post","2021","Devon CC","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Digital, Data & Technology","Female","240","220","37780","39650"
"In post","2021","Devon CC","Digital, Data & Technology","Male","610","580","41250","39750"
"In post","2021","Devon CC","Finance","Female","30","30","[c]","[c]"
"In post","2021","Devon CC","Finance","Male","30","30","[c]","[c]"
"In post","2021","Devon CC","Grants Management","Female","90","80","25420","25190"
"In post","2021","Devon CC","Grants Management","Male","90","90","27840","25560"
"In post","2021","Devon CC","Human Resources","Female","70","70","35920","32810"
"In post","2021","Devon CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Legal","Female","70","60","39290","38380"
"In post","2021","Devon CC","Legal","Male","50","50","[c]","[c]"
"In post","2021","Devon CC","No function","Female","730","670","28890","24740"
"In post","2021","Devon CC","No function","Male","1000","950","30760","27680"
"In post","2021","Devon CC","Project Delivery","Female","170","150","38470","39650"
"In post","2021","Devon CC","Project Delivery","Male","210","200","42030","40040"
"In post","2021","Devon CC","Property","Female","60","50","32760","30000"
"In post","2021","Devon CC","Property","Male","80","70","33720","32110"
"In post","2021","Devon CC","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Security","Male","90","80","20910","19530"
"In post","2021","Devon CC","Unknown","Female","1110","900","24930","21350"
"In post","2021","Devon CC","Unknown","Male","570","540","26110","26120"
"In post","2021","Dorset CC","Analysis","Female","50","50","30320","29270"
"In post","2021","Dorset CC","Analysis","Male","60","60","35290","29990"
"In post","2021","Dorset CC","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","No function","Female","570","510","27010","26310"
"In post","2021","Dorset CC","No function","Male","660","630","28950","27380"
"In post","2021","Dorset CC","Project Delivery","Female","40","40","[c]","[c]"
"In post","2021","Dorset CC","Project Delivery","Male","60","60","27010","26070"
"In post","2021","Dorset CC","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Security","Male","60","60","24230","20060"
"In post","2021","Dorset CC","Unknown","Female","190","170","26040","25140"
"In post","2021","Dorset CC","Unknown","Male","280","280","32390","32670"
"In post","2021","Dudley","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","No function","Female","90","80","25290","22920"
"In post","2021","Dudley","No function","Male","60","60","24860","22920"
"In post","2021","Dudley","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Female","700","570","24660","26120"
"In post","2021","Dudley","Unknown","Male","280","260","25460","27570"
"In post","2021","Dumfries and Galloway","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","No function","Female","80","70","27720","25870"
"In post","2021","Dumfries and Galloway","No function","Male","110","100","31560","33650"
"In post","2021","Dumfries and Galloway","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Property","Female","40","30","[c]","[c]"
"In post","2021","Dumfries and Galloway","Property","Male","130","130","30260","28120"
"In post","2021","Dumfries and Galloway","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Female","100","80","26700","27570"
"In post","2021","Dumfries and Galloway","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Durham CC","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","No function","Female","1690","1520","26660","24920"
"In post","2021","Durham CC","No function","Male","1630","1530","28980","27150"
"In post","2021","Durham CC","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Property","Female","160","150","23300","21100"
"In post","2021","Durham CC","Property","Male","110","110","26330","21100"
"In post","2021","Durham CC","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Unknown","Female","1180","960","24340","21430"
"In post","2021","Durham CC","Unknown","Male","610","560","25040","21430"
"In post","2021","Ealing","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","No function","Female","40","40","[c]","[c]"
"In post","2021","Ealing","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","Female","260","240","31550","31060"
"In post","2021","Ealing","Unknown","Male","140","130","30580","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Legal","Female","40","30","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","No function","Female","30","30","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Project Delivery","Female","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Project Delivery","Male","210","200","25480","24830"
"In post","2021","East Ayrshire and North Ayrshire mainland","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Female","390","330","25990","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Male","160","150","28120","27570"
"In post","2021","East Cumbria","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Grants Management","Female","140","120","25360","21050"
"In post","2021","East Cumbria","Grants Management","Male","90","80","25180","21050"
"In post","2021","East Cumbria","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Legal","Female","30","30","[c]","[c]"
"In post","2021","East Cumbria","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","No function","Female","210","190","26850","22670"
"In post","2021","East Cumbria","No function","Male","110","110","29240","25290"
"In post","2021","East Cumbria","Project Delivery","Female","40","30","[c]","[c]"
"In post","2021","East Cumbria","Project Delivery","Male","80","80","26470","22790"
"In post","2021","East Cumbria","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Security","Male","40","40","[c]","[c]"
"In post","2021","East Cumbria","Unknown","Female","80","70","27490","27570"
"In post","2021","East Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","No function","Female","50","50","26580","23840"
"In post","2021","East Derbyshire","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Property","Female","[c]","[c]","[c]","[c]"
