"Status","Year","Organisation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Public Pensions Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","Unknown","60","60","29880","24110"
"In post","2021","Scottish Public Pensions Agency","White","Unknown","220","200","29600","26160"
"In post","2021","Serious Fraud Office","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Counter Fraud","60","60","46920","40270"
"In post","2021","Serious Fraud Office","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Legal","30","30","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Counter Fraud","150","140","46040","40270"
"In post","2021","Serious Fraud Office","White","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","No function","50","40","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Unknown","210","200","29780","26160"
"In post","2021","Social Security Scotland","White","Unknown","880","850","31960","27150"
"In post","2021","Standards and Testing Agency","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","White","No function","90","80","44510","42220"
"In post","2021","Standards and Testing Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Unknown","120","120","25580","22230"
"In post","2021","Student Awards Agency for Scotland","White","Unknown","110","110","34190","30650"
"In post","2021","Submarine Delivery Agency","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Project Delivery","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Project Delivery","100","100","45110","43110"
"In post","2021","Submarine Delivery Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Project Delivery","100","90","38080","35630"
"In post","2021","Submarine Delivery Agency","White","Commercial","120","120","40210","38200"
"In post","2021","Submarine Delivery Agency","White","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","White","Finance","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","White","Human Resources","200","190","37820","32710"
"In post","2021","Submarine Delivery Agency","White","Project Delivery","1070","1050","42360","40470"
"In post","2021","Teaching Regulation Agency","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","No function","50","40","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","No function","90","80","32980","28460"
"In post","2021","The National Archives","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","Digital, Data & Technology","70","60","40740","40000"
"In post","2021","The National Archives","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","No function","220","210","35320","31310"
"In post","2021","The National Archives","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Unknown","100","90","42020","42190"
"In post","2021","Transport Scotland","White","Unknown","380","370","45130","42190"
"In post","2021","UK Export Finance","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Commercial","140","140","56300","51600"
"In post","2021","UK Export Finance","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Property","[c]","[c]","[c]","[c]"
