"Status","Year","Region_ITL3","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South West Wales","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Operational Delivery","Wales","600","560","28900","26290"
"In post","2021","South West Wales","Other","Wales","100","90","38110","37410"
"In post","2021","South West Wales","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Policy","Wales","130","120","39800","37410"
"In post","2021","South West Wales","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Unknown","Wales","430","380","25310","27570"
"In post","2021","South West Wales","Veterinarian","Wales","40","30","[c]","[c]"
"In post","2021","Southampton","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Digital, Data and Technology","South East (England)","90","80","39360","34040"
"In post","2021","Southampton","Finance","South East (England)","30","30","[c]","[c]"
"In post","2021","Southampton","Human Resources","South East (England)","40","30","[c]","[c]"
"In post","2021","Southampton","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Operational Delivery","South East (England)","490","450","29950","26130"
"In post","2021","Southampton","Other","South East (England)","40","40","[c]","[c]"
"In post","2021","Southampton","Policy","South East (England)","170","170","39320","39040"
"In post","2021","Southampton","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Property","South East (England)","80","70","33660","31100"
"In post","2021","Southampton","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Unknown","South East (England)","270","240","26150","27570"
"In post","2021","Southend-on-Sea","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Digital, Data and Technology","East of England","260","240","37660","35000"
"In post","2021","Southend-on-Sea","Finance","East of England","120","110","32890","31810"
"In post","2021","Southend-on-Sea","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Operational Delivery","East of England","360","320","25680","21440"
"In post","2021","Southend-on-Sea","Policy","East of England","60","60","40850","38630"
"In post","2021","Southend-on-Sea","Project Delivery","East of England","80","70","40870","38630"
"In post","2021","Southend-on-Sea","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Tax","East of England","110","100","31330","28130"
"In post","2021","Southend-on-Sea","Unknown","East of England","270","240","29650","29290"
"In post","2021","Staffordshire CC","Commercial","West Midlands (England)","70","70","39280","33300"
"In post","2021","Staffordshire CC","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data and Technology","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","West Midlands (England)","70","70","37870","33300"
"In post","2021","Staffordshire CC","Human Resources","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Staffordshire CC","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Knowledge and Information Management","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Staffordshire CC","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Medicine","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Staffordshire CC","Operational Delivery","West Midlands (England)","2330","2200","28280","26310"
"In post","2021","Staffordshire CC","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Other","West Midlands (England)","250","230","25300","25200"
"In post","2021","Staffordshire CC","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Policy","West Midlands (England)","60","60","34650","33300"
"In post","2021","Staffordshire CC","Project Delivery","West Midlands (England)","160","150","39700","33630"
"In post","2021","Staffordshire CC","Property","West Midlands (England)","90","90","35790","33300"
"In post","2021","Staffordshire CC","Psychology","West Midlands (England)","80","80","30800","28380"
"In post","2021","Staffordshire CC","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Security","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Staffordshire CC","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Unknown","West Midlands (England)","560","500","28870","27570"
"In post","2021","Staffordshire CC","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Stoke-on-Trent","Operational Delivery","West Midlands (England)","640","590","22390","18890"
"In post","2021","Stoke-on-Trent","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Property","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Stoke-on-Trent","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Unknown","West Midlands (England)","490","430","25650","27570"
"In post","2021","Suffolk","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Human Resources","East of England","30","30","[c]","[c]"
"In post","2021","Suffolk","Intelligence Analysis","East of England","70","70","29640","27370"
"In post","2021","Suffolk","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Legal","East of England","330","300","28430","25560"
"In post","2021","Suffolk","Medicine","East of England","30","30","[c]","[c]"
"In post","2021","Suffolk","Operational Delivery","East of England","1780","1680","27730","26750"
"In post","2021","Suffolk","Other","East of England","370","350","23700","21130"
"In post","2021","Suffolk","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Project Delivery","East of England","40","40","[c]","[c]"
"In post","2021","Suffolk","Property","East of England","90","90","28680","29720"
"In post","2021","Suffolk","Psychology","East of England","50","50","[c]","[c]"
"In post","2021","Suffolk","Science and Engineering","East of England","430","400","32820","29510"
"In post","2021","Suffolk","Security","East of England","70","70","25160","19560"
"In post","2021","Suffolk","Tax","East of England","120","110","35990","31950"
"In post","2021","Suffolk","Unknown","East of England","630","560","27130","27570"
"In post","2021","Suffolk","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Operational Delivery","North East (England)","2090","1690","23550","21440"
"In post","2021","Sunderland","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Project Delivery","North East (England)","40","40","[c]","[c]"
"In post","2021","Sunderland","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Tax","North East (England)","390","370","26730","20140"
"In post","2021","Sunderland","Unknown","North East (England)","1830","1590","25650","27570"
"In post","2021","Swansea","Commercial","Wales","170","150","33520","31040"
"In post","2021","Swansea","Communications","Wales","70","70","30830","26780"
"In post","2021","Swansea","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Digital, Data and Technology","Wales","860","840","39160","35860"
"In post","2021","Swansea","Finance","Wales","210","200","35180","32180"
"In post","2021","Swansea","Human Resources","Wales","210","190","33380","31590"
"In post","2021","Swansea","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Legal","Wales","70","70","50400","51010"
"In post","2021","Swansea","Medicine","Wales","50","50","77930","86520"
"In post","2021","Swansea","Operational Delivery","Wales","6050","5250","23410","21590"
"In post","2021","Swansea","Other","Wales","110","110","37670","37410"
"In post","2021","Swansea","Policy","Wales","230","210","33670","31860"
"In post","2021","Swansea","Project Delivery","Wales","120","120","39530","39040"
"In post","2021","Swansea","Property","Wales","130","120","32920","30000"
"In post","2021","Swansea","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Security","Wales","120","120","30490","26350"
"In post","2021","Swansea","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Unknown","Wales","600","520","24810","26120"
"In post","2021","Swindon","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Operational Delivery","South West (England)","140","130","24420","22430"
"In post","2021","Swindon","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Policy","South West (England)","60","60","48610","49090"
"In post","2021","Swindon","Project Delivery","South West (England)","40","40","[c]","[c]"
"In post","2021","Swindon","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Unknown","South West (England)","180","160","27810","27570"
"In post","2021","Telford and Wrekin","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Digital, Data and Technology","West Midlands (England)","240","230","44610","38630"
"In post","2021","Telford and Wrekin","Finance","West Midlands (England)","70","60","43040","38630"
"In post","2021","Telford and Wrekin","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Operational Delivery","West Midlands (England)","530","480","27780","27130"
"In post","2021","Telford and Wrekin","Other","West Midlands (England)","90","90","25650","21580"
"In post","2021","Telford and Wrekin","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Project Delivery","West Midlands (England)","170","160","41220","38630"
"In post","2021","Telford and Wrekin","Property","West Midlands (England)","60","50","34800","33300"
"In post","2021","Telford and Wrekin","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Security","West Midlands (England)","110","100","30940","28130"
"In post","2021","Telford and Wrekin","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Tax","West Midlands (England)","70","60","35630","31870"
"In post","2021","Telford and Wrekin","Unknown","West Midlands (England)","490","440","29220","27570"
"In post","2021","Thurrock","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Operational Delivery","East of England","280","270","25380","25040"
"In post","2021","Thurrock","Unknown","East of England","80","80","29720","29290"
"In post","2021","Torbay","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Operational Delivery","South West (England)","70","60","29540","24550"
"In post","2021","Torbay","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Unknown","South West (England)","270","220","24720","26120"
"In post","2021","Tower Hamlets","Commercial","London","60","50","44170","40400"
"In post","2021","Tower Hamlets","Communications","London","150","140","46810","40850"
"In post","2021","Tower Hamlets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Digital, Data and Technology","London","480","480","50830","46160"
"In post","2021","Tower Hamlets","Economics","London","200","200","55350","55860"
"In post","2021","Tower Hamlets","Finance","London","320","310","48720","44410"
"In post","2021","Tower Hamlets","Human Resources","London","170","160","51740","47750"
"In post","2021","Tower Hamlets","Intelligence Analysis","London","40","30","[c]","[c]"
"In post","2021","Tower Hamlets","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Legal","London","220","210","64730","63240"
"In post","2021","Tower Hamlets","Medicine","London","170","160","64780","67750"
"In post","2021","Tower Hamlets","Operational Delivery","London","1060","1020","37400","32870"
"In post","2021","Tower Hamlets","Operational Research","London","110","100","48400","42350"
"In post","2021","Tower Hamlets","Other","London","620","600","50300","46250"
"In post","2021","Tower Hamlets","Policy","London","390","370","52770","54120"
"In post","2021","Tower Hamlets","Project Delivery","London","630","600","54760","52850"
"In post","2021","Tower Hamlets","Property","London","220","210","41280","36800"
"In post","2021","Tower Hamlets","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Science and Engineering","London","150","150","51400","43080"
"In post","2021","Tower Hamlets","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Social Research","London","80","80","49690","49430"
"In post","2021","Tower Hamlets","Statistics","London","160","160","49390","43500"
"In post","2021","Tower Hamlets","Tax","London","150","150","42820","38480"
"In post","2021","Tower Hamlets","Unknown","London","1420","1380","46430","41760"
"In post","2021","Tyneside","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Communications","North East (England)","80","80","34110","31810"
"In post","2021","Tyneside","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Digital, Data and Technology","North East (England)","540","520","39830","38630"
"In post","2021","Tyneside","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Finance","North East (England)","220","220","39820","38630"
"In post","2021","Tyneside","Human Resources","North East (England)","60","60","37360","33250"
"In post","2021","Tyneside","Intelligence Analysis","North East (England)","40","30","[c]","[c]"
"In post","2021","Tyneside","Internal Audit","North East (England)","40","30","[c]","[c]"
"In post","2021","Tyneside","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Knowledge and Information Management","North East (England)","30","30","[c]","[c]"
"In post","2021","Tyneside","Legal","North East (England)","290","270","38490","32100"
"In post","2021","Tyneside","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Operational Delivery","North East (England)","6010","5270","25350","21440"
"In post","2021","Tyneside","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Other","North East (England)","110","100","28680","25310"
"In post","2021","Tyneside","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Policy","North East (England)","150","140","43070","38630"
"In post","2021","Tyneside","Project Delivery","North East (England)","760","730","40940","38630"
"In post","2021","Tyneside","Property","North East (England)","170","160","35010","31100"
"In post","2021","Tyneside","Science and Engineering","North East (England)","60","50","34000","29960"
"In post","2021","Tyneside","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Tax","North East (England)","1680","1610","29570","25560"
"In post","2021","Tyneside","Unknown","North East (England)","6190","5610","28390","26120"
"In post","2021","Tyneside","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","150","140","38770","40370"
"In post","2021","Unknown","Other","Unknown","1860","1860","37500","34310"
"In post","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","30","30","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","70","70","27510","27370"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Wakefield","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Digital, Data and Technology","Yorkshire and The Humber","50","50","37230","34460"
"In post","2021","Wakefield","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Human Resources","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Wakefield","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Operational Delivery","Yorkshire and The Humber","1220","1120","29940","30030"
"In post","2021","Wakefield","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Psychology","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Wakefield","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Unknown","Yorkshire and The Humber","280","240","27650","27570"
"In post","2021","Walsall","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Operational Delivery","West Midlands (England)","100","90","25470","22920"
"In post","2021","Walsall","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Unknown","West Midlands (England)","490","420","24650","26120"
"In post","2021","Wandsworth","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Operational Delivery","London","760","730","32410","33260"
"In post","2021","Wandsworth","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Unknown","London","150","130","28870","31060"
"In post","2021","Warrington","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Digital, Data and Technology","North West (England)","120","120","41950","41700"
"In post","2021","Warrington","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Human Resources","North West (England)","60","60","41600","39240"
"In post","2021","Warrington","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Operational Delivery","North West (England)","1810","1750","32950","31650"
"In post","2021","Warrington","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Project Delivery","North West (England)","50","50","[c]","[c]"
"In post","2021","Warrington","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Unknown","North West (England)","500","440","25360","27570"
"In post","2021","Warwickshire","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Human Resources","West Midlands (England)","80","70","35610","31180"
"In post","2021","Warwickshire","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Operational Delivery","West Midlands (England)","370","350","26750","24260"
"In post","2021","Warwickshire","Other","West Midlands (England)","180","170","23260","20920"
"In post","2021","Warwickshire","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Security","West Midlands (England)","60","60","25900","19560"
"In post","2021","Warwickshire","Unknown","West Midlands (England)","530","460","25250","26120"
"In post","2021","West Cumbria","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
