"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","The National Archives","Digital, Data and Technology","100","100","40050","39000"
"In post","2021","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","80","80","34940","31310"
"In post","2021","The National Archives","Operational Delivery","170","160","29320","28040"
"In post","2021","The National Archives","Other","80","80","43040","35000"
"In post","2021","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","240","240","53470","47150"
"In post","2021","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","90","80","37320","36030"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","600","590","40840","36840"
"In post","2021","United Kingdom Statistics Authority","Economics","150","150","37150","32540"
"In post","2021","United Kingdom Statistics Authority","Finance","60","60","37140","29840"
"In post","2021","United Kingdom Statistics Authority","Human Resources","160","150","37410","32430"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","3000","2500","26570","23050"
"In post","2021","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Policy","60","50","37220","36030"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","230","220","40440","36030"
"In post","2021","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Social Research","550","520","37670","37020"
"In post","2021","United Kingdom Statistics Authority","Statistics","530","520","42070","37020"
"In post","2021","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","60","50","62140","60800"
"In post","2021","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","160","150","39340","37410"
"In post","2021","Welsh Government","Digital, Data and Technology","230","220","38190","37410"
"In post","2021","Welsh Government","Economics","50","50","[c]","[c]"
"In post","2021","Welsh Government","Finance","340","320","41780","37410"
"In post","2021","Welsh Government","Human Resources","200","190","35770","29050"
"In post","2021","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","110","110","33200","28850"
"In post","2021","Welsh Government","Legal","150","140","56570","60830"
"In post","2021","Welsh Government","Medicine","170","160","45990","43760"
"In post","2021","Welsh Government","Operational Delivery","1640","1530","36810","28850"
"In post","2021","Welsh Government","Other","620","580","42660","37410"
"In post","2021","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Policy","1600","1530","43130","37410"
"In post","2021","Welsh Government","Project Delivery","70","70","42540","41560"
"In post","2021","Welsh Government","Property","70","60","39700","37410"
"In post","2021","Welsh Government","Science and Engineering","70","70","50340","47000"
"In post","2021","Welsh Government","Social Research","140","130","44830","47000"
"In post","2021","Welsh Government","Statistics","80","80","39620","37410"
"In post","2021","Welsh Government","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","90","90","40840","39290"
"In post","2022","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","240","240","46670","40270"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","180","170","40810","38180"
"In post","2022","Attorney General's Departments","Finance","220","200","31900","26970"
"In post","2022","Attorney General's Departments","Human Resources","250","240","37120","31560"
"In post","2022","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","5440","5050","56830","55610"
"In post","2022","Attorney General's Departments","Operational Delivery","2890","2680","27060","25480"
"In post","2022","Attorney General's Departments","Other","490","470","34070","27710"
"In post","2022","Attorney General's Departments","Policy","110","110","50840","54760"
"In post","2022","Attorney General's Departments","Project Delivery","100","100","39640","36600"
"In post","2022","Attorney General's Departments","Property","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","350","340","35830","34070"
"In post","2022","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","150","150","46300","41420"
"In post","2022","Cabinet Office","Finance","90","90","48340","42300"
"In post","2022","Cabinet Office","Human Resources","50","50","44000","38330"
"In post","2022","Cabinet Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","210","210","41270","38980"
"In post","2022","Cabinet Office","Other","40","30","[c]","[c]"
"In post","2022","Cabinet Office","Policy","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","70","70","49900","49700"
"In post","2022","Cabinet Office","Property","150","150","51410","52700"
"In post","2022","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","9870","9690","47210","40600"
"In post","2022","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","30","30","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","260","240","66100","57250"
"In post","2022","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","50","50","34230","29160"
"In post","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","290","270","31150","29160"
"In post","2022","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","70","70","57160","57000"
"In post","2022","Competition and Markets Authority","Economics","100","90","64410","59510"
"In post","2022","Competition and Markets Authority","Human Resources","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","150","140","68780","71370"
"In post","2022","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","380","360","61780","56630"
"In post","2022","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","250","240","44160","45150"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","260","250","43170","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","410","390","33450","34050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","1090","1070","41030","38000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","270","260","46670","39830"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","370","350","44810","41870"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","410","390","41960","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","50","50","39520","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","130","130","48400","44990"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","4000","3760","31970","27450"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","70","70","44230","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","4660","4560","49190","50120"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","500","480","44490","41530"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","1360","1280","41700","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Statistics","70","60","44180","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","60","60","49320","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","80","80","48160","51070"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","80","70","52240","56360"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","80","80","43900","35520"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","100","100","42740","34360"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","1180","1160","46790","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","220","220","47310","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Commercial","450","440","40190","36780"
"In post","2022","Department for Education","Communications","360","350","40140","36660"
"In post","2022","Department for Education","Digital, Data and Technology","1080","1050","40810","37100"
"In post","2022","Department for Education","Finance","920","900","41700","37100"
"In post","2022","Department for Education","Human Resources","170","160","35980","30390"
"In post","2022","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","70","60","54310","60350"
"In post","2022","Department for Education","Operational Delivery","1620","1560","42080","36960"
"In post","2022","Department for Education","Policy","3330","3180","45290","40940"
"In post","2022","Department for Education","Project Delivery","60","60","46920","49860"
"In post","2022","Department for Education","Property","620","610","50430","50630"
"In post","2022","Department for Education","Security","30","30","[c]","[c]"
"In post","2022","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","160","150","37280","36520"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","250","230","40820","37140"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","860","850","42870","44820"
"In post","2022","Department for Environment, Food and Rural Affairs","Economics","60","60","42980","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","460","440","41400","37250"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","330","310","41240","37340"
"In post","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","60","60","37770","30400"
"In post","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","4480","4180","26900","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Other","120","120","38130","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Policy","3930","3800","42370","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Project Delivery","220","210","35110","32140"
"In post","2022","Department for Environment, Food and Rural Affairs","Property","410","390","38880","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","1060","1010","33400","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Veterinarian","350","330","43560","38750"
"In post","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Communications","110","110","44510","38540"
"In post","2022","Department for International Trade","Digital, Data and Technology","170","160","47710","47000"
"In post","2022","Department for International Trade","Economics","150","150","44120","38710"
"In post","2022","Department for International Trade","Finance","90","90","48410","47980"
"In post","2022","Department for International Trade","Human Resources","130","120","44970","41610"
"In post","2022","Department for International Trade","International Trade","1460","1440","48100","49370"
"In post","2022","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","140","140","40190","32120"
"In post","2022","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other","150","150","45720","38540"
"In post","2022","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","230","230","46050","39520"
"In post","2022","Department for International Trade","Project Delivery","90","90","47160","49850"
"In post","2022","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","50","50","44950","41650"
"In post","2022","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Commercial","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Communications","110","110","44660","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","150","140","47190","45720"
"In post","2022","Department for Levelling Up, Housing and Communities","Economics","60","60","48610","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Finance","140","130","49420","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Human Resources","100","100","41460","35600"
"In post","2022","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","50","50","34700","29360"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","730","700","34170","31860"
"In post","2022","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning","140","140","44660","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","380","330","56300","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","1860","1820","47280","46820"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","170","170","45400","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","140","140","45710","42980"
"In post","2022","Department for Transport","Commercial","380","360","39130","34710"
"In post","2022","Department for Transport","Communications","230","220","38970","34710"
"In post","2022","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","50","50","31380","30730"
"In post","2022","Department for Transport","Digital, Data and Technology","1240","1220","39840","38650"
"In post","2022","Department for Transport","Economics","150","150","48360","54110"
"In post","2022","Department for Transport","Finance","470","450","40880","39040"
"In post","2022","Department for Transport","Human Resources","450","420","36300","32800"
"In post","2022","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","80","70","36260","33350"
"In post","2022","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","50","50","77410","86300"
"In post","2022","Department for Transport","Operational Delivery","9620","8700","26210","26130"
"In post","2022","Department for Transport","Operational Research","80","70","34330","32020"
"In post","2022","Department for Transport","Other","60","60","49370","50540"
"In post","2022","Department for Transport","Policy","1560","1510","45520","42470"
"In post","2022","Department for Transport","Project Delivery","560","540","47480","42890"
"In post","2022","Department for Transport","Property","180","160","34780","31040"
"In post","2022","Department for Transport","Science and Engineering","150","150","46650","43360"
"In post","2022","Department for Transport","Security","200","200","38530","36340"
"In post","2022","Department for Transport","Social Research","50","50","[c]","[c]"
"In post","2022","Department for Transport","Statistics","80","80","43260","42470"
"In post","2022","Department for Transport","Unknown","700","680","50000","38850"
"In post","2022","Department for Work and Pensions","Commercial","510","480","35150","32010"
"In post","2022","Department for Work and Pensions","Communications","110","100","43510","40840"
"In post","2022","Department for Work and Pensions","Counter Fraud","5570","4970","27930","27570"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","4000","3850","42290","37020"
"In post","2022","Department for Work and Pensions","Economics","50","50","40370","37380"
"In post","2022","Department for Work and Pensions","Finance","1210","1130","38230","35310"
"In post","2022","Department for Work and Pensions","Human Resources","840","790","38620","34290"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","480","450","36100","31990"
"In post","2022","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Operational Delivery","69040","61550","26830","27570"
"In post","2022","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other","7730","7010","26510","27570"
"In post","2022","Department for Work and Pensions","Policy","1120","1060","45570","40310"
"In post","2022","Department for Work and Pensions","Project Delivery","1490","1320","35220","33170"
"In post","2022","Department for Work and Pensions","Property","210","200","42590","37710"
"In post","2022","Department for Work and Pensions","Psychology","60","50","35120","34340"
"In post","2022","Department for Work and Pensions","Science and Engineering","480","450","38780","35910"
"In post","2022","Department for Work and Pensions","Security","460","440","39280","35310"
"In post","2022","Department for Work and Pensions","Social Research","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Statistics","210","200","45390","40310"
"In post","2022","Department for Work and Pensions","Unknown","520","490","34690","27570"
"In post","2022","Department of Health and Social Care","Commercial","510","500","47660","43420"
"In post","2022","Department of Health and Social Care","Communications","490","470","45680","41010"
"In post","2022","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","390","390","44320","40450"
"In post","2022","Department of Health and Social Care","Economics","90","80","47580","49530"
"In post","2022","Department of Health and Social Care","Finance","620","610","43190","40650"
"In post","2022","Department of Health and Social Care","Human Resources","550","540","41120","35700"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","560","500","82430","81710"
"In post","2022","Department of Health and Social Care","Operational Delivery","4430","4130","41230","36690"
"In post","2022","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","330","320","50150","49530"
"In post","2022","Department of Health and Social Care","Policy","1110","1070","48770","49530"
"In post","2022","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","70","70","40840","39500"
"In post","2022","Department of Health and Social Care","Science and Engineering","2350","2210","41910","40060"
"In post","2022","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","60","60","49890","52340"
"In post","2022","Department of Health and Social Care","Unknown","210","200","49230","49530"
"In post","2022","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Inspector of Education and Training","70","60","75110","75480"
"In post","2022","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","50","50","41300","37350"
"In post","2022","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","60","60","38260","37350"
"In post","2022","Food Standards Agency","Digital, Data and Technology","60","60","45710","41220"
"In post","2022","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Operational Delivery","610","590","32200","28800"
"In post","2022","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Policy","260","260","41000","37350"
"In post","2022","Food Standards Agency","Project Delivery","40","30","[c]","[c]"
"In post","2022","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
