"Status","Year","Region_ITL1","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Declared non-disabled","Unknown","3040","2770","35710","31880"
"In post","2022","South East (England)","Undeclared","Heterosexual / straight","1390","1290","31270","29290"
"In post","2022","South East (England)","Undeclared","LGBO","110","110","30730","28920"
"In post","2022","South East (England)","Undeclared","Undeclared","1170","1090","33360","31650"
"In post","2022","South East (England)","Undeclared","Unknown","400","360","31600","31650"
"In post","2022","South East (England)","Unknown","Heterosexual / straight","1840","1700","33240","30210"
"In post","2022","South East (England)","Unknown","LGBO","90","90","32980","30210"
"In post","2022","South East (England)","Unknown","Undeclared","270","260","37290","33440"
"In post","2022","South East (England)","Unknown","Unknown","3920","3650","31040","27380"
"In post","2022","South West (England)","Declared disabled","Heterosexual / straight","3700","3420","32660","28640"
"In post","2022","South West (England)","Declared disabled","LGBO","400","380","30580","27570"
"In post","2022","South West (England)","Declared disabled","Undeclared","600","560","33090","29230"
"In post","2022","South West (England)","Declared disabled","Unknown","300","270","32640","27570"
"In post","2022","South West (England)","Declared non-disabled","Heterosexual / straight","25730","24310","35070","32010"
"In post","2022","South West (England)","Declared non-disabled","LGBO","1200","1160","32550","28800"
"In post","2022","South West (England)","Declared non-disabled","Undeclared","2470","2290","35910","33300"
"In post","2022","South West (England)","Declared non-disabled","Unknown","3910","3590","35790","31650"
"In post","2022","South West (England)","Undeclared","Heterosexual / straight","1190","1120","33910","31380"
"In post","2022","South West (England)","Undeclared","LGBO","70","70","33650","30200"
"In post","2022","South West (England)","Undeclared","Undeclared","1120","1060","36450","33440"
"In post","2022","South West (England)","Undeclared","Unknown","220","200","31200","29000"
"In post","2022","South West (England)","Unknown","Heterosexual / straight","1810","1730","36570","33370"
"In post","2022","South West (England)","Unknown","LGBO","100","90","32030","28710"
"In post","2022","South West (England)","Unknown","Undeclared","370","350","40840","39070"
"In post","2022","South West (England)","Unknown","Unknown","3530","3360","32760","27570"
"In post","2022","Unknown","Declared disabled","Heterosexual / straight","100","90","32150","27700"
"In post","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Heterosexual / straight","680","650","33830","31030"
"In post","2022","Unknown","Declared non-disabled","LGBO","40","40","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Undeclared","60","50","32620","27570"
"In post","2022","Unknown","Declared non-disabled","Unknown","70","60","27960","27570"
"In post","2022","Unknown","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2190","2170","37080","32700"
"In post","2022","Wales","Declared disabled","Heterosexual / straight","2790","2520","29800","27570"
"In post","2022","Wales","Declared disabled","LGBO","320","310","30540","27570"
"In post","2022","Wales","Declared disabled","Undeclared","540","460","27440","23670"
"In post","2022","Wales","Declared disabled","Unknown","180","150","27850","26590"
"In post","2022","Wales","Declared non-disabled","Heterosexual / straight","20800","19430","32950","27570"
"In post","2022","Wales","Declared non-disabled","LGBO","1080","1050","31640","27570"
"In post","2022","Wales","Declared non-disabled","Undeclared","2450","2180","30810","26780"
"In post","2022","Wales","Declared non-disabled","Unknown","1980","1720","30630","27570"
"In post","2022","Wales","Undeclared","Heterosexual / straight","820","750","29330","26820"
"In post","2022","Wales","Undeclared","LGBO","70","70","29260","26820"
"In post","2022","Wales","Undeclared","Undeclared","860","800","32470","29200"
"In post","2022","Wales","Undeclared","Unknown","160","140","29600","27570"
"In post","2022","Wales","Unknown","Heterosexual / straight","1310","1240","33030","30210"
"In post","2022","Wales","Unknown","LGBO","120","110","30420","29820"
"In post","2022","Wales","Unknown","Undeclared","200","190","37330","33370"
"In post","2022","Wales","Unknown","Unknown","4230","3990","29090","25700"
"In post","2022","West Midlands (England)","Declared disabled","Heterosexual / straight","3060","2790","30040","27570"
"In post","2022","West Midlands (England)","Declared disabled","LGBO","320","300","29560","27570"
"In post","2022","West Midlands (England)","Declared disabled","Undeclared","390","350","29380","27570"
"In post","2022","West Midlands (England)","Declared disabled","Unknown","260","220","28120","27570"
"In post","2022","West Midlands (England)","Declared non-disabled","Heterosexual / straight","17550","16440","31410","27570"
"In post","2022","West Midlands (England)","Declared non-disabled","LGBO","780","750","30650","27470"
"In post","2022","West Midlands (England)","Declared non-disabled","Undeclared","1400","1270","30560","27570"
"In post","2022","West Midlands (England)","Declared non-disabled","Unknown","2440","2140","29340","27570"
"In post","2022","West Midlands (England)","Undeclared","Heterosexual / straight","950","890","30020","27570"
"In post","2022","West Midlands (England)","Undeclared","LGBO","60","60","31150","27570"
"In post","2022","West Midlands (England)","Undeclared","Undeclared","670","630","32220","28170"
"In post","2022","West Midlands (England)","Undeclared","Unknown","250","220","29190","27570"
"In post","2022","West Midlands (England)","Unknown","Heterosexual / straight","1170","1120","34230","30320"
"In post","2022","West Midlands (England)","Unknown","LGBO","60","60","33660","29100"
"In post","2022","West Midlands (England)","Unknown","Undeclared","160","160","35970","32770"
"In post","2022","West Midlands (England)","Unknown","Unknown","3650","3460","30680","26590"
"In post","2022","Yorkshire and The Humber","Declared disabled","Heterosexual / straight","3360","3050","30900","27570"
"In post","2022","Yorkshire and The Humber","Declared disabled","LGBO","390","370","31160","27570"
"In post","2022","Yorkshire and The Humber","Declared disabled","Undeclared","400","360","30780","27570"
"In post","2022","Yorkshire and The Humber","Declared disabled","Unknown","220","190","28850","27570"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Heterosexual / straight","20770","19280","32460","27570"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","LGBO","1110","1070","31880","27570"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Undeclared","1760","1610","31330","27570"
"In post","2022","Yorkshire and The Humber","Declared non-disabled","Unknown","2440","2130","31350","27570"
"In post","2022","Yorkshire and The Humber","Undeclared","Heterosexual / straight","1080","1000","31290","29200"
"In post","2022","Yorkshire and The Humber","Undeclared","LGBO","90","90","34180","30820"
"In post","2022","Yorkshire and The Humber","Undeclared","Undeclared","810","760","32930","31180"
"In post","2022","Yorkshire and The Humber","Undeclared","Unknown","270","230","30690","31650"
"In post","2022","Yorkshire and The Humber","Unknown","Heterosexual / straight","1370","1320","35200","31320"
"In post","2022","Yorkshire and The Humber","Unknown","LGBO","120","120","33130","29360"
"In post","2022","Yorkshire and The Humber","Unknown","Undeclared","360","340","38940","36780"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","4700","4500","30670","26820"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Heterosexual / straight","100","90","27830","26470"
"Leaver CS","2021","East Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared disabled","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Heterosexual / straight","570","520","27860","25970"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Undeclared","70","60","27130","21920"
"Leaver CS","2021","East Midlands (England)","Declared non-disabled","Unknown","280","230","26410","23340"
"Leaver CS","2021","East Midlands (England)","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Unknown","320","290","25220","24000"
"Leaver CS","2021","East of England","Declared disabled","Heterosexual / straight","110","90","27810","26680"
"Leaver CS","2021","East of England","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Declared disabled","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","East of England","Declared non-disabled","Heterosexual / straight","610","560","30400","26000"
"Leaver CS","2021","East of England","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Declared non-disabled","Undeclared","80","70","31260","26870"
"Leaver CS","2021","East of England","Declared non-disabled","Unknown","300","250","28560","25110"
"Leaver CS","2021","East of England","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Heterosexual / straight","60","50","31070","23620"
"Leaver CS","2021","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Unknown","350","320","30630","27570"
"Leaver CS","2021","London","Declared disabled","Heterosexual / straight","250","230","38320","31880"
"Leaver CS","2021","London","Declared disabled","LGBO","40","40","[c]","[c]"
"Leaver CS","2021","London","Declared disabled","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","London","Declared disabled","Unknown","110","90","[c]","[c]"
"Leaver CS","2021","London","Declared non-disabled","Heterosexual / straight","1970","1830","42380","34710"
"Leaver CS","2021","London","Declared non-disabled","LGBO","140","140","44960","36800"
"Leaver CS","2021","London","Declared non-disabled","Undeclared","240","210","45520","39960"
"Leaver CS","2021","London","Declared non-disabled","Unknown","600","490","43580","31880"
"Leaver CS","2021","London","Undeclared","Heterosexual / straight","80","80","41230","35430"
"Leaver CS","2021","London","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Undeclared","80","70","42830","38410"
"Leaver CS","2021","London","Undeclared","Unknown","130","120","40230","34510"
"Leaver CS","2021","London","Unknown","Heterosexual / straight","170","160","43580","39630"
"Leaver CS","2021","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","1410","1230","37320","31060"
"Leaver CS","2021","North East (England)","Declared disabled","Heterosexual / straight","100","80","26000","21010"
"Leaver CS","2021","North East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Declared disabled","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","North East (England)","Declared non-disabled","Heterosexual / straight","470","390","27040","21010"
"Leaver CS","2021","North East (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Declared non-disabled","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Declared non-disabled","Unknown","450","350","26000","21010"
"Leaver CS","2021","North East (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Unknown","390","330","25260","21050"
"Leaver CS","2021","North West (England)","Declared disabled","Heterosexual / straight","190","170","29340","26120"
"Leaver CS","2021","North West (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Declared disabled","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Declared disabled","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Declared non-disabled","Heterosexual / straight","1010","880","28440","24110"
"Leaver CS","2021","North West (England)","Declared non-disabled","LGBO","60","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Declared non-disabled","Undeclared","100","80","29830","25210"
"Leaver CS","2021","North West (England)","Declared non-disabled","Unknown","530","420","26990","26890"
"Leaver CS","2021","North West (England)","Undeclared","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Unknown","530","490","26500","21050"
"Leaver CS","2021","Northern Ireland","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared non-disabled","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Declared non-disabled","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Scotland","Declared disabled","Heterosexual / straight","110","100","29030","27300"
"Leaver CS","2021","Scotland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared disabled","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Heterosexual / straight","550","480","32460","27150"
"Leaver CS","2021","Scotland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Declared non-disabled","Undeclared","60","50","31680","27570"
"Leaver CS","2021","Scotland","Declared non-disabled","Unknown","530","440","32380","26890"
"Leaver CS","2021","Scotland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Heterosexual / straight","120","110","37570","33650"
"Leaver CS","2021","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Undeclared","120","110","28510","22820"
"Leaver CS","2021","Scotland","Unknown","Unknown","620","540","33340","27570"
"Leaver CS","2021","South East (England)","Declared disabled","Heterosexual / straight","200","180","26500","25970"
"Leaver CS","2021","South East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared disabled","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Heterosexual / straight","1080","980","30200","27370"
"Leaver CS","2021","South East (England)","Declared non-disabled","LGBO","70","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Declared non-disabled","Undeclared","100","90","31480","27570"
"Leaver CS","2021","South East (England)","Declared non-disabled","Unknown","220","180","30850","27570"
"Leaver CS","2021","South East (England)","Undeclared","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Undeclared","80","70","33340","31100"
"Leaver CS","2021","South East (England)","Undeclared","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Heterosexual / straight","100","90","30310","26100"
"Leaver CS","2021","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Unknown","580","520","29020","24370"
"Leaver CS","2021","South West (England)","Declared disabled","Heterosexual / straight","210","180","29390","26020"
"Leaver CS","2021","South West (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared disabled","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Heterosexual / straight","1060","980","33290","28260"
"Leaver CS","2021","South West (England)","Declared non-disabled","LGBO","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Undeclared","120","100","31640","27130"
"Leaver CS","2021","South West (England)","Declared non-disabled","Unknown","260","220","30100","27130"
"Leaver CS","2021","South West (England)","Undeclared","Heterosexual / straight","80","70","33750","29430"
"Leaver CS","2021","South West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Undeclared","60","60","33260","32640"
"Leaver CS","2021","South West (England)","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Heterosexual / straight","80","70","32790","30410"
"Leaver CS","2021","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Unknown","380","350","31760","27570"
"Leaver CS","2021","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","620","610","39950","32000"
"Leaver CS","2021","Wales","Declared disabled","Heterosexual / straight","120","100","26200","21590"
"Leaver CS","2021","Wales","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Heterosexual / straight","640","560","31220","25690"
"Leaver CS","2021","Wales","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Undeclared","90","60","29870","21590"
"Leaver CS","2021","Wales","Declared non-disabled","Unknown","380","310","28020","25490"
"Leaver CS","2021","Wales","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","420","380","26940","21590"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Heterosexual / straight","120","100","26630","26120"
"Leaver CS","2021","West Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Heterosexual / straight","630","550","29960","25850"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Undeclared","70","60","33120","27570"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Unknown","350","280","29180","26120"
"Leaver CS","2021","West Midlands (England)","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","410","380","30250","22150"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Heterosexual / straight","140","120","28960","26400"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Heterosexual / straight","750","660","30450","26260"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Undeclared","80","70","30460","27180"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Unknown","530","430","31190","27130"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","510","420","29830","24920"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Heterosexual / straight","190","170","27400","26740"
"Leaver CS","2022","East Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared disabled","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Heterosexual / straight","980","900","29560","27570"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Undeclared","80","70","27480","26800"
"Leaver CS","2022","East Midlands (England)","Declared non-disabled","Unknown","230","190","27760","27570"
"Leaver CS","2022","East Midlands (England)","Undeclared","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","450","410","25190","21260"
"Leaver CS","2022","East of England","Declared disabled","Heterosexual / straight","240","210","29390","27570"
"Leaver CS","2022","East of England","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Heterosexual / straight","1370","1250","31010","27570"
