"Status","Year","Sex","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","LGBO","White","510","480","36270","32600"
"Leaver Dept.","2022","Female","Undeclared","Asian","80","70","38530","31990"
"Leaver Dept.","2022","Female","Undeclared","Black","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Undeclared","220","200","40510","37120"
"Leaver Dept.","2022","Female","Undeclared","Unknown","560","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","White","590","540","38860","33460"
"Leaver Dept.","2022","Female","Unknown","Asian","150","130","48090","35830"
"Leaver Dept.","2022","Female","Unknown","Black","80","60","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Undeclared","230","200","43880","38200"
"Leaver Dept.","2022","Female","Unknown","Unknown","1650","1560","35740","32000"
"Leaver Dept.","2022","Female","Unknown","White","990","840","44680","38080"
"Leaver Dept.","2022","Male","Heterosexual / straight","Asian","820","790","35290","30450"
"Leaver Dept.","2022","Male","Heterosexual / straight","Black","300","290","36750","31520"
"Leaver Dept.","2022","Male","Heterosexual / straight","Mixed","160","160","39120","34550"
"Leaver Dept.","2022","Male","Heterosexual / straight","Other ethnicity","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Undeclared","60","60","38720","34690"
"Leaver Dept.","2022","Male","Heterosexual / straight","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","White","3890","3760","40470","34530"
"Leaver Dept.","2022","Male","LGBO","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","White","560","530","38610","33280"
"Leaver Dept.","2022","Male","Undeclared","Asian","60","50","39700","34550"
"Leaver Dept.","2022","Male","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Undeclared","290","280","40970","36170"
"Leaver Dept.","2022","Male","Undeclared","Unknown","460","30","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","White","330","320","42040","35070"
"Leaver Dept.","2022","Male","Unknown","Asian","110","100","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Undeclared","170","160","45240","41350"
"Leaver Dept.","2022","Male","Unknown","Unknown","1430","1380","37830","32000"
"Leaver Dept.","2022","Male","Unknown","White","710","630","49030","43110"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Asian","1970","1890","29500","27570"
"New entrant CS","2021","Female","Heterosexual / straight","Black","1630","1590","29760","29290"
"New entrant CS","2021","Female","Heterosexual / straight","Chinese","60","60","32430","29090"
"New entrant CS","2021","Female","Heterosexual / straight","Mixed","770","740","29140","27570"
"New entrant CS","2021","Female","Heterosexual / straight","Other ethnicity","210","200","30160","27850"
"New entrant CS","2021","Female","Heterosexual / straight","Undeclared","110","110","28570","27570"
"New entrant CS","2021","Female","Heterosexual / straight","Unknown","130","120","29590","27570"
"New entrant CS","2021","Female","Heterosexual / straight","White","14400","13830","28570","27570"
"New entrant CS","2021","Female","LGBO","Asian","40","30","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Black","60","60","28970","28500"
"New entrant CS","2021","Female","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Mixed","110","110","29690","27680"
"New entrant CS","2021","Female","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","White","1540","1520","27700","27570"
"New entrant CS","2021","Female","Undeclared","Asian","90","80","29600","27570"
"New entrant CS","2021","Female","Undeclared","Black","60","50","30110","31060"
"New entrant CS","2021","Female","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Mixed","60","60","31950","28800"
"New entrant CS","2021","Female","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Undeclared","270","260","31100","28590"
"New entrant CS","2021","Female","Undeclared","Unknown","90","80","26220","20850"
"New entrant CS","2021","Female","Undeclared","White","870","830","29880","27570"
"New entrant CS","2021","Female","Unknown","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Unknown","8670","8360","28820","25560"
"New entrant CS","2021","Female","Unknown","White","350","330","30400","26030"
"New entrant CS","2021","Male","Heterosexual / straight","Asian","1790","1770","30570","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Black","820","810","30420","29290"
"New entrant CS","2021","Male","Heterosexual / straight","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Mixed","440","430","29550","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Other ethnicity","120","120","32630","30300"
"New entrant CS","2021","Male","Heterosexual / straight","Undeclared","110","110","30130","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Unknown","80","80","34040","30190"
"New entrant CS","2021","Male","Heterosexual / straight","White","11080","10970","30150","27570"
"New entrant CS","2021","Male","LGBO","Asian","50","50","29580","27570"
"New entrant CS","2021","Male","LGBO","Black","30","30","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Mixed","90","80","32310","28940"
"New entrant CS","2021","Male","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","White","1460","1440","28600","27570"
"New entrant CS","2021","Male","Undeclared","Asian","80","80","34560","27850"
"New entrant CS","2021","Male","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Undeclared","360","360","32810","27570"
"New entrant CS","2021","Male","Undeclared","Unknown","60","60","30490","23800"
"New entrant CS","2021","Male","Undeclared","White","520","500","32360","27570"
"New entrant CS","2021","Male","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","7750","7630","30140","25560"
"New entrant CS","2021","Male","Unknown","White","330","330","31720","27000"
"New entrant CS","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Asian","2410","2310","29420","27570"
"New entrant CS","2022","Female","Heterosexual / straight","Black","1530","1480","29720","27680"
"New entrant CS","2022","Female","Heterosexual / straight","Mixed","790","760","29700","27570"
"New entrant CS","2022","Female","Heterosexual / straight","Other ethnicity","190","190","29150","27500"
"New entrant CS","2022","Female","Heterosexual / straight","Undeclared","150","140","28430","26590"
"New entrant CS","2022","Female","Heterosexual / straight","Unknown","200","190","31550","28100"
"New entrant CS","2022","Female","Heterosexual / straight","White","17610","16850","29240","26590"
"New entrant CS","2022","Female","LGBO","Asian","70","70","28300","27160"
"New entrant CS","2022","Female","LGBO","Black","50","50","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Mixed","110","110","27900","26130"
"New entrant CS","2022","Female","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","White","2120","2080","28370","26310"
"New entrant CS","2022","Female","Undeclared","Asian","110","110","30840","28000"
"New entrant CS","2022","Female","Undeclared","Black","80","70","31720","31060"
"New entrant CS","2022","Female","Undeclared","Mixed","80","80","29160","26590"
"New entrant CS","2022","Female","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Undeclared","230","220","31530","27570"
"New entrant CS","2022","Female","Undeclared","Unknown","360","200","35590","32790"
"New entrant CS","2022","Female","Undeclared","White","1020","980","30350","27570"
"New entrant CS","2022","Female","Unknown","Asian","140","130","30530","27570"
"New entrant CS","2022","Female","Unknown","Black","50","50","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Unknown","11330","10750","28190","25110"
"New entrant CS","2022","Female","Unknown","White","650","620","28990","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Asian","2120","2080","29940","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Black","930","920","30800","28700"
"New entrant CS","2022","Male","Heterosexual / straight","Mixed","480","470","30070","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Other ethnicity","150","150","30510","28350"
"New entrant CS","2022","Male","Heterosexual / straight","Undeclared","120","110","30720","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Unknown","170","160","31660","27810"
"New entrant CS","2022","Male","Heterosexual / straight","White","12710","12520","30890","27310"
"New entrant CS","2022","Male","LGBO","Asian","60","60","30670","27570"
"New entrant CS","2022","Male","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Mixed","80","70","30750","27570"
"New entrant CS","2022","Male","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","White","1630","1610","29750","27230"
"New entrant CS","2022","Male","Undeclared","Asian","80","80","30370","27570"
"New entrant CS","2022","Male","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Mixed","40","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Undeclared","400","390","34130","31020"
"New entrant CS","2022","Male","Undeclared","Unknown","260","140","35750","32790"
"New entrant CS","2022","Male","Undeclared","White","650","640","31320","27570"
"New entrant CS","2022","Male","Unknown","Asian","120","120","30160","26590"
"New entrant CS","2022","Male","Unknown","Black","30","30","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Unknown","9250","8990","29700","26400"
"New entrant CS","2022","Male","Unknown","White","530","520","30930","27010"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
