"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","HM Treasury","Unknown","120","120","58650","54840"
"In post","2022","Male","Home Office","Declared disabled","1380","1310","32600","28650"
"In post","2022","Male","Home Office","Declared non-disabled","12420","11970","33410","28670"
"In post","2022","Male","Home Office","Undeclared","930","890","33660","30410"
"In post","2022","Male","Home Office","Unknown","2930","2840","32970","28650"
"In post","2022","Male","Ministry of Defence","Declared disabled","2650","2580","34530","33000"
"In post","2022","Male","Ministry of Defence","Declared non-disabled","23170","22760","36340","33300"
"In post","2022","Male","Ministry of Defence","Undeclared","2570","2500","34970","33300"
"In post","2022","Male","Ministry of Defence","Unknown","6440","6350","34920","32710"
"In post","2022","Male","Ministry of Justice","Declared disabled","3870","3670","31530","29970"
"In post","2022","Male","Ministry of Justice","Declared non-disabled","24210","23360","31930","29740"
"In post","2022","Male","Ministry of Justice","Undeclared","4720","4400","32700","31650"
"In post","2022","Male","Ministry of Justice","Unknown","4510","4350","28400","25830"
"In post","2022","Male","National Crime Agency","Declared disabled","130","130","39900","37360"
"In post","2022","Male","National Crime Agency","Declared non-disabled","930","920","45650","43710"
"In post","2022","Male","National Crime Agency","Unknown","1990","1980","41460","39730"
"In post","2022","Male","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northern Ireland Office","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Male","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Declared disabled","40","40","[c]","[c]"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","500","500","53350","51360"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Unknown","50","50","39580","32010"
"In post","2022","Male","Office of Gas and Electricity Markets","Declared disabled","40","40","[c]","[c]"
"In post","2022","Male","Office of Gas and Electricity Markets","Declared non-disabled","640","630","44900","38030"
"In post","2022","Male","Office of Gas and Electricity Markets","Unknown","50","50","[c]","[c]"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Declared non-disabled","70","70","49170","43110"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Rail and Road","Declared non-disabled","190","180","57240","55700"
"In post","2022","Male","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Government","Declared disabled","910","880","37000","35000"
"In post","2022","Male","Scottish Government","Declared non-disabled","5070","4970","40360","36130"
"In post","2022","Male","Scottish Government","Undeclared","160","150","41500","37710"
"In post","2022","Male","Scottish Government","Unknown","5600","5350","35560","35000"
"In post","2022","Male","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","Declared non-disabled","160","160","37130","34770"
"In post","2022","Male","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","Unknown","80","80","35710","31680"
"In post","2022","Male","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","Declared non-disabled","240","240","56270","50530"
"In post","2022","Male","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","Declared disabled","220","200","33050","31320"
"In post","2022","Male","UK Statistics Authority","Declared non-disabled","1200","1100","36680","33210"
"In post","2022","Male","UK Statistics Authority","Undeclared","60","50","31620","30210"
"In post","2022","Male","UK Statistics Authority","Unknown","1030","960","34140","30710"
"In post","2022","Male","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Declared non-disabled","90","90","55400","51630"
"In post","2022","Male","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government","Declared disabled","140","140","40600","38160"
"In post","2022","Male","Welsh Government","Declared non-disabled","2000","1950","44100","38160"
"In post","2022","Male","Welsh Government","Undeclared","100","90","44030","41980"
"In post","2022","Male","Welsh Government","Unknown","170","170","40800","34190"
"In post","2022","Unknown","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Declared non-disabled","160","140","45200","50000"
"Leaver CS","2021","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Unknown","60","60","44820","51250"
"Leaver CS","2021","Female","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Declared non-disabled","80","70","44490","34780"
"Leaver CS","2021","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Unknown","90","90","42200","32000"
"Leaver CS","2021","Female","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Declared non-disabled","110","100","40990","33780"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","70","70","31330","24980"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Declared non-disabled","130","120","46090","40780"
"Leaver CS","2021","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","280","260","31950","26420"
"Leaver CS","2021","Female","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Unknown","50","50","29310","18200"
"Leaver CS","2021","Female","Department for Transport","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Declared non-disabled","180","150","27150","21590"
"Leaver CS","2021","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Unknown","60","50","22630","21590"
"Leaver CS","2021","Female","Department for Work and Pensions","Declared disabled","420","330","26700","27570"
"Leaver CS","2021","Female","Department for Work and Pensions","Declared non-disabled","1920","1510","26070","25110"
"Leaver CS","2021","Female","Department for Work and Pensions","Undeclared","80","60","27220","25150"
"Leaver CS","2021","Female","Department for Work and Pensions","Unknown","410","390","27230","27570"
"Leaver CS","2021","Female","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Declared non-disabled","360","320","37150","32330"
"Leaver CS","2021","Female","Department of Health and Social Care","Undeclared","60","50","34120","32420"
"Leaver CS","2021","Female","Department of Health and Social Care","Unknown","190","80","42950","34530"
"Leaver CS","2021","Female","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Declared non-disabled","70","30","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Declared non-disabled","90","70","31830","27130"
"Leaver CS","2021","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Declared disabled","400","310","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Declared non-disabled","1770","1420","27800","26000"
"Leaver CS","2021","Female","HM Revenue and Customs","Undeclared","200","160","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Unknown","1080","890","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Declared disabled","70","50","28120","25120"
"Leaver CS","2021","Female","Home Office","Declared non-disabled","490","400","28750","25120"
"Leaver CS","2021","Female","Home Office","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Declared disabled","150","140","28400","25000"
"Leaver CS","2021","Female","Ministry of Defence","Declared non-disabled","650","590","30010","26580"
"Leaver CS","2021","Female","Ministry of Defence","Undeclared","70","70","29930","26670"
"Leaver CS","2021","Female","Ministry of Defence","Unknown","250","230","30580","28100"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Declared disabled","370","320","24570","20100"
"Leaver CS","2021","Female","Ministry of Justice","Declared non-disabled","1660","1450","25750","21170"
"Leaver CS","2021","Female","Ministry of Justice","Undeclared","270","220","27340","21400"
"Leaver CS","2021","Female","Ministry of Justice","Unknown","670","640","23360","19930"
"Leaver CS","2021","Female","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Declared non-disabled","70","60","50510","51360"
"Leaver CS","2021","Female","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Declared non-disabled","160","140","37590","32140"
"Leaver CS","2021","Female","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Unknown","240","210","32510","26850"
"Leaver CS","2021","Female","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Unknown","80","60","24930","19130"
"Leaver CS","2021","Female","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Declared non-disabled","60","50","39610","36500"
"Leaver CS","2021","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Declared non-disabled","110","100","52030","55000"
"Leaver CS","2021","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","Declared non-disabled","80","70","60890","54700"
"Leaver CS","2021","Male","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","Unknown","100","100","47270","33470"
"Leaver CS","2021","Male","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Declared non-disabled","180","170","45880","40220"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","100","100","38260","31500"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Declared non-disabled","110","110","43600","40210"
"Leaver CS","2021","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","240","230","35950","29300"
"Leaver CS","2021","Male","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Transport","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","Department for Transport","Declared non-disabled","250","210","34470","26780"
"Leaver CS","2021","Male","Department for Transport","Undeclared","60","50","35820","30780"
"Leaver CS","2021","Male","Department for Transport","Unknown","70","70","29900","26260"
"Leaver CS","2021","Male","Department for Work and Pensions","Declared disabled","250","220","26790","26890"
"Leaver CS","2021","Male","Department for Work and Pensions","Declared non-disabled","1100","990","28230","26120"
"Leaver CS","2021","Male","Department for Work and Pensions","Undeclared","60","50","28200","27570"
"Leaver CS","2021","Male","Department for Work and Pensions","Unknown","290","290","27250","27570"
"Leaver CS","2021","Male","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","Declared non-disabled","180","150","45670","36580"
"Leaver CS","2021","Male","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Declared non-disabled","100","60","46270","41900"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","Declared non-disabled","60","40","35730","33180"
"Leaver CS","2021","Male","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","Declared disabled","250","210","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","Declared non-disabled","1060","940","33860","26500"
"Leaver CS","2021","Male","HM Revenue and Customs","Undeclared","160","150","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","Unknown","780","720","26560","24500"
"Leaver CS","2021","Male","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Home Office","Declared disabled","80","70","31330","27240"
"Leaver CS","2021","Male","Home Office","Declared non-disabled","480","430","32370","27370"
"Leaver CS","2021","Male","Home Office","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","Home Office","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Defence","Declared disabled","220","210","31930","28830"
"Leaver CS","2021","Male","Ministry of Defence","Declared non-disabled","1190","1140","34100","32350"
"Leaver CS","2021","Male","Ministry of Defence","Undeclared","150","150","34730","33450"
"Leaver CS","2021","Male","Ministry of Defence","Unknown","530","510","31990","29880"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice","Declared disabled","270","250","24400","20650"
"Leaver CS","2021","Male","Ministry of Justice","Declared non-disabled","1620","1500","28890","21220"
"Leaver CS","2021","Male","Ministry of Justice","Undeclared","360","310","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice","Unknown","640","620","25290","21030"
"Leaver CS","2021","Male","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","National Crime Agency","Unknown","70","70","44190","40710"
"Leaver CS","2021","Male","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
