"Status","Year","Region_ITL1","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Overseas","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","No function","Asian","70","70","47850","40330"
"In post","2021","Overseas","No function","Black","30","30","[c]","[c]"
"In post","2021","Overseas","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","No function","Mixed","50","50","49840","41760"
"In post","2021","Overseas","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","No function","Undeclared","100","100","52020","53650"
"In post","2021","Overseas","No function","Unknown","160","160","56450","55040"
"In post","2021","Overseas","No function","White","1350","1350","53600","54470"
"In post","2021","Overseas","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Project Delivery","Unknown","160","160","55260","55060"
"In post","2021","Overseas","Project Delivery","White","410","410","55680","55620"
"In post","2021","Overseas","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Property","White","160","160","39670","39260"
"In post","2021","Overseas","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Security","White","100","100","40380","34450"
"In post","2021","Overseas","Unknown","Asian","40","40","[c]","[c]"
"In post","2021","Overseas","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Undeclared","50","50","[c]","[c]"
"In post","2021","Overseas","Unknown","Unknown","210","210","46410","46570"
"In post","2021","Overseas","Unknown","White","500","490","42060","37640"
"In post","2021","Scotland","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Analysis","White","50","50","[c]","[c]"
"In post","2021","Scotland","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Commercial","Unknown","120","120","41650","39190"
"In post","2021","Scotland","Commercial","White","250","240","36500","33930"
"In post","2021","Scotland","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Communications","White","180","170","32820","31810"
"In post","2021","Scotland","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Undeclared","40","30","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","Unknown","140","130","29740","28130"
"In post","2021","Scotland","Counter Fraud","White","660","600","30740","28130"
"In post","2021","Scotland","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Debt","Unknown","490","460","20890","20140"
"In post","2021","Scotland","Debt","White","880","780","22500","20140"
"In post","2021","Scotland","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Digital, Data & Technology","Unknown","210","200","37330","33930"
"In post","2021","Scotland","Digital, Data & Technology","White","420","410","38690","35660"
"In post","2021","Scotland","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Finance","Unknown","220","200","27250","20850"
"In post","2021","Scotland","Finance","White","690","600","29220","25560"
"In post","2021","Scotland","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Human Resources","Unknown","120","110","29690","27330"
"In post","2021","Scotland","Human Resources","White","890","840","29450","25560"
"In post","2021","Scotland","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Internal Audit","White","50","50","[c]","[c]"
"In post","2021","Scotland","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Legal","Unknown","1560","1400","27050","22820"
"In post","2021","Scotland","Legal","White","740","690","50170","52490"
"In post","2021","Scotland","No function","Asian","130","120","32720","24920"
"In post","2021","Scotland","No function","Black","70","60","31260","25560"
"In post","2021","Scotland","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","No function","Mixed","60","60","31510","25560"
"In post","2021","Scotland","No function","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Scotland","No function","Undeclared","630","590","33800","33650"
"In post","2021","Scotland","No function","Unknown","3750","3500","28070","25870"
"In post","2021","Scotland","No function","White","7750","7140","30630","28130"
"In post","2021","Scotland","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Project Delivery","Undeclared","70","60","36310","33470"
"In post","2021","Scotland","Project Delivery","Unknown","220","210","32820","30300"
"In post","2021","Scotland","Project Delivery","White","1460","1400","37040","33930"
"In post","2021","Scotland","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Property","Undeclared","50","50","32220","29510"
"In post","2021","Scotland","Property","Unknown","220","220","30000","28160"
"In post","2021","Scotland","Property","White","1050","1020","31040","29140"
"In post","2021","Scotland","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Security","Undeclared","60","50","35880","39070"
"In post","2021","Scotland","Security","Unknown","180","170","28950","26750"
"In post","2021","Scotland","Security","White","1110","1080","30620","26750"
"In post","2021","Scotland","Unknown","Asian","260","240","29850","27570"
"In post","2021","Scotland","Unknown","Black","110","110","30810","27570"
"In post","2021","Scotland","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Mixed","150","150","35670","30650"
"In post","2021","Scotland","Unknown","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Scotland","Unknown","Undeclared","640","590","30340","27570"
"In post","2021","Scotland","Unknown","Unknown","2870","2710","34770","29190"
"In post","2021","Scotland","Unknown","White","18500","17090","33410","27570"
"In post","2021","South East (England)","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Analysis","Undeclared","50","50","[c]","[c]"
"In post","2021","South East (England)","Analysis","Unknown","80","80","33960","30130"
"In post","2021","South East (England)","Analysis","White","700","660","39550","37320"
"In post","2021","South East (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Commercial","Undeclared","40","30","[c]","[c]"
"In post","2021","South East (England)","Commercial","Unknown","90","90","55980","53320"
"In post","2021","South East (England)","Commercial","White","500","480","36750","33630"
"In post","2021","South East (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Communications","Unknown","50","40","[c]","[c]"
"In post","2021","South East (England)","Communications","White","250","240","32910","31270"
"In post","2021","South East (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","Unknown","90","80","30540","28130"
"In post","2021","South East (England)","Counter Fraud","White","300","280","31220","28130"
"In post","2021","South East (England)","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Debt","White","70","60","28240","28130"
"In post","2021","South East (England)","Digital, Data & Technology","Asian","30","30","[c]","[c]"
"In post","2021","South East (England)","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Digital, Data & Technology","Undeclared","40","40","[c]","[c]"
"In post","2021","South East (England)","Digital, Data & Technology","Unknown","150","150","38240","36030"
"In post","2021","South East (England)","Digital, Data & Technology","White","640","620","38290","35300"
"In post","2021","South East (England)","Finance","Asian","40","40","[c]","[c]"
"In post","2021","South East (England)","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","South East (England)","Finance","Unknown","70","60","33470","31200"
"In post","2021","South East (England)","Finance","White","820","780","36520","33300"
"In post","2021","South East (England)","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Grants Management","Unknown","50","50","26500","21050"
"In post","2021","South East (England)","Grants Management","White","90","90","31240","26520"
"In post","2021","South East (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Human Resources","Unknown","40","40","[c]","[c]"
"In post","2021","South East (England)","Human Resources","White","500","470","35540","31180"
"In post","2021","South East (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Internal Audit","White","60","50","35850","33300"
"In post","2021","South East (England)","Legal","Asian","40","30","[c]","[c]"
"In post","2021","South East (England)","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Legal","Undeclared","30","30","[c]","[c]"
"In post","2021","South East (England)","Legal","Unknown","90","80","36420","30110"
"In post","2021","South East (England)","Legal","White","690","620","43810","42950"
"In post","2021","South East (England)","No function","Asian","450","410","31160","27850"
"In post","2021","South East (England)","No function","Black","370","350","30310","28960"
"In post","2021","South East (England)","No function","Chinese","40","30","[c]","[c]"
"In post","2021","South East (England)","No function","Mixed","300","280","30610","29640"
"In post","2021","South East (England)","No function","Other ethnicity","80","70","32570","31300"
"In post","2021","South East (England)","No function","Undeclared","720","670","34840","31960"
"In post","2021","South East (England)","No function","Unknown","2160","1980","27860","26680"
"In post","2021","South East (England)","No function","White","12150","11160","31160","29540"
"In post","2021","South East (England)","Project Delivery","Asian","40","40","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Project Delivery","Undeclared","150","150","39660","39630"
"In post","2021","South East (England)","Project Delivery","Unknown","120","120","37780","35830"
"In post","2021","South East (England)","Project Delivery","White","1920","1860","37920","35300"
"In post","2021","South East (England)","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Property","Undeclared","40","40","[c]","[c]"
"In post","2021","South East (England)","Property","Unknown","80","70","32180","26530"
"In post","2021","South East (England)","Property","White","860","830","35060","33300"
"In post","2021","South East (England)","Security","Asian","50","50","[c]","[c]"
"In post","2021","South East (England)","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Security","Undeclared","100","100","35340","39070"
"In post","2021","South East (England)","Security","Unknown","280","280","31520","28750"
"In post","2021","South East (England)","Security","White","1420","1400","31970","28750"
"In post","2021","South East (England)","Unknown","Asian","630","570","27850","27570"
"In post","2021","South East (England)","Unknown","Black","330","310","28690","29290"
"In post","2021","South East (England)","Unknown","Chinese","30","30","[c]","[c]"
"In post","2021","South East (England)","Unknown","Mixed","230","220","29230","27570"
"In post","2021","South East (England)","Unknown","Other ethnicity","80","70","27230","27570"
"In post","2021","South East (England)","Unknown","Undeclared","970","880","28980","27570"
"In post","2021","South East (England)","Unknown","Unknown","850","800","29030","27570"
"In post","2021","South East (England)","Unknown","White","11100","10200","28310","27570"
"In post","2021","South West (England)","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Analysis","White","390","370","37220","35720"
"In post","2021","South West (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Commercial","Undeclared","90","80","43500","40580"
"In post","2021","South West (England)","Commercial","Unknown","160","160","55210","49700"
"In post","2021","South West (England)","Commercial","White","1060","1020","40480","38300"
"In post","2021","South West (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Communications","Unknown","40","30","[c]","[c]"
"In post","2021","South West (England)","Communications","White","290","270","35680","33300"
"In post","2021","South West (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Undeclared","30","30","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","Unknown","70","60","32520","28130"
"In post","2021","South West (England)","Counter Fraud","White","280","260","35400","31810"
"In post","2021","South West (England)","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Debt","White","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Asian","40","40","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Mixed","30","30","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data & Technology","Undeclared","140","140","39850","39650"
"In post","2021","South West (England)","Digital, Data & Technology","Unknown","360","350","36990","35780"
"In post","2021","South West (England)","Digital, Data & Technology","White","1730","1660","39620","38450"
"In post","2021","South West (England)","Finance","Asian","30","30","[c]","[c]"
"In post","2021","South West (England)","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","Undeclared","60","50","40170","33860"
"In post","2021","South West (England)","Finance","Unknown","70","70","36570","32730"
"In post","2021","South West (England)","Finance","White","1030","980","39810","35880"
"In post","2021","South West (England)","Grants Management","Asian","[c]","[c]","[c]","[c]"
