"Status","Year","Function_of_post","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","London","Economics","1070","1050","49130","46250"
"In post","2022","Analysis","London","Finance","40","40","[c]","[c]"
"In post","2022","Analysis","London","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Analysis","London","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Operational Delivery","170","170","43300","39840"
"In post","2022","Analysis","London","Operational Research","260","250","51260","52310"
"In post","2022","Analysis","London","Other","330","320","58420","53720"
"In post","2022","Analysis","London","Policy","350","330","51940","53360"
"In post","2022","Analysis","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Science and Engineering","50","40","[c]","[c]"
"In post","2022","Analysis","London","Security","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Social Research","380","370","46740","42460"
"In post","2022","Analysis","London","Statistics","840","810","47890","43490"
"In post","2022","Analysis","London","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Unknown","80","80","45570","43430"
"In post","2022","Analysis","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Statistics","100","100","42640","37020"
"In post","2022","Analysis","North East (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Economics","60","60","39310","33370"
"In post","2022","Analysis","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Operational Delivery","50","50","35060","33680"
"In post","2022","Analysis","North West (England)","Operational Research","70","60","42950","40520"
"In post","2022","Analysis","North West (England)","Policy","30","30","[c]","[c]"
"In post","2022","Analysis","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Social Research","50","50","42540","40520"
"In post","2022","Analysis","North West (England)","Statistics","160","150","40030","33990"
"In post","2022","Analysis","North West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Other","40","40","[c]","[c]"
"In post","2022","Analysis","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Statistics","40","40","[c]","[c]"
"In post","2022","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Operational Delivery","140","130","32040","30210"
"In post","2022","Analysis","South East (England)","Operational Research","270","260","42830","47010"
"In post","2022","Analysis","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Science and Engineering","100","90","39990","38070"
"In post","2022","Analysis","South East (England)","Social Research","230","220","39160","38340"
"In post","2022","Analysis","South East (England)","Statistics","200","190","40870","38340"
"In post","2022","Analysis","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Operational Research","40","30","[c]","[c]"
"In post","2022","Analysis","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Science and Engineering","220","210","34490","30220"
"In post","2022","Analysis","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Statistics","170","160","39540","36300"
"In post","2022","Analysis","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Economics","140","130","34290","30710"
"In post","2022","Analysis","Wales","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Operational Delivery","380","350","32200","30710"
"In post","2022","Analysis","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Social Research","350","340","39070","38340"
"In post","2022","Analysis","Wales","Statistics","360","350","42140","38340"
"In post","2022","Analysis","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Statistics","30","30","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Economics","30","30","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Policy","150","130","46650","49530"
"In post","2022","Analysis","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Statistics","120","120","42980","36950"
"In post","2022","Analysis","Yorkshire and The Humber","Unknown","40","30","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Commercial","70","70","40340","38550"
"In post","2022","Commercial","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Commercial","150","140","37030","35900"
"In post","2022","Commercial","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Unknown","60","60","59440","56920"
"In post","2022","Commercial","London","Commercial","730","720","46600","42470"
"In post","2022","Commercial","London","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Operational Delivery","220","210","52980","47940"
"In post","2022","Commercial","London","Other","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Property","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Unknown","820","810","73300","65610"
"In post","2022","Commercial","North East (England)","Commercial","80","80","37660","36500"
"In post","2022","Commercial","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Commercial","380","370","37390","36780"
"In post","2022","Commercial","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Operational Delivery","40","30","[c]","[c]"
"In post","2022","Commercial","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Unknown","230","220","60470","61710"
"In post","2022","Commercial","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Commercial","40","40","[c]","[c]"
"In post","2022","Commercial","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Commercial","280","270","35000","33300"
"In post","2022","Commercial","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Commercial","Scotland","Unknown","50","50","65250","63550"
"In post","2022","Commercial","South East (England)","Commercial","410","400","37280","35000"
"In post","2022","Commercial","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Commercial","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Unknown","70","70","71600","68950"
"In post","2022","Commercial","South West (England)","Commercial","1100","1060","39850","38070"
"In post","2022","Commercial","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Other","80","80","41820","39890"
"In post","2022","Commercial","South West (England)","Project Delivery","80","70","45420","41420"
"In post","2022","Commercial","South West (England)","Science and Engineering","70","70","45890","42730"
"In post","2022","Commercial","South West (England)","Unknown","100","100","74610","67420"
"In post","2022","Commercial","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","60","60","53190","53110"
"In post","2022","Commercial","Wales","Commercial","330","310","34140","31040"
"In post","2022","Commercial","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Commercial","170","170","36120","34650"
"In post","2022","Commercial","West Midlands (England)","Operational Delivery","60","60","27970","25120"
"In post","2022","Commercial","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Unknown","80","80","72670","66070"
"In post","2022","Commercial","Yorkshire and The Humber","Commercial","320","310","39150","36780"
"In post","2022","Commercial","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Unknown","150","150","63100","62010"
"In post","2022","Communications","East Midlands (England)","Communications","90","90","38550","36970"
"In post","2022","Communications","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Operational Delivery","260","250","28420","26590"
"In post","2022","Communications","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Tax","280","270","28850","26820"
"In post","2022","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Communications","70","70","33440","31410"
"In post","2022","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Communications","1860","1810","46880","42890"
"In post","2022","Communications","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Knowledge and Information Management","70","60","40640","40490"
"In post","2022","Communications","London","Operational Delivery","50","50","[c]","[c]"
"In post","2022","Communications","London","Other","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Unknown","360","350","50070","43890"
"In post","2022","Communications","North East (England)","Communications","90","80","36410","33370"
"In post","2022","Communications","North East (England)","Operational Delivery","690","640","29200","26820"
"In post","2022","Communications","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Tax","720","690","29270","26820"
"In post","2022","Communications","North East (England)","Unknown","40","30","[c]","[c]"
"In post","2022","Communications","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Communications","190","180","37230","34880"
"In post","2022","Communications","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Operational Delivery","210","210","31140","28370"
"In post","2022","Communications","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Tax","370","360","28620","26820"
"In post","2022","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Communications","70","70","38570","37710"
"In post","2022","Communications","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Communications","270","260","34250","33000"
"In post","2022","Communications","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Communications","280","260","36290","33590"
"In post","2022","Communications","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Communications","220","200","35960","31040"
"In post","2022","Communications","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Operational Delivery","230","220","31070","26820"
"In post","2022","Communications","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Tax","470","450","28930","26820"
"In post","2022","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Communications","120","120","38570","36340"
"In post","2022","Communications","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Operational Delivery","240","240","27990","26590"
"In post","2022","Communications","West Midlands (England)","Tax","220","210","29280","26820"
"In post","2022","Communications","West Midlands (England)","Unknown","50","50","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Communications","140","130","44140","41990"
"In post","2022","Communications","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Operational Delivery","110","110","32400","33370"
"In post","2022","Communications","Yorkshire and The Humber","Tax","430","420","28750","26820"
"In post","2022","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Counter Fraud","320","280","28140","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Legal","190","180","33270","33370"
"In post","2022","Counter Fraud","East Midlands (England)","Operational Delivery","210","190","33690","33080"
"In post","2022","Counter Fraud","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Tax","130","130","42290","40180"
"In post","2022","Counter Fraud","East Midlands (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Counter Fraud","320","290","30290","29290"
"In post","2022","Counter Fraud","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Legal","300","270","28600","26820"
"In post","2022","Counter Fraud","East of England","Operational Delivery","60","50","28450","27570"
"In post","2022","Counter Fraud","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Counter Fraud","1220","1130","34100","31060"
"In post","2022","Counter Fraud","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Intelligence Analysis","90","90","43450","37930"
"In post","2022","Counter Fraud","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Legal","960","930","38540","37900"
"In post","2022","Counter Fraud","London","Operational Delivery","560","520","35140","31060"
"In post","2022","Counter Fraud","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Other","80","70","42110","37930"
"In post","2022","Counter Fraud","London","Tax","360","340","46350","40910"
"In post","2022","Counter Fraud","London","Unknown","310","300","39950","37610"
"In post","2022","Counter Fraud","North East (England)","Counter Fraud","510","460","27190","27570"
"In post","2022","Counter Fraud","North East (England)","Intelligence Analysis","40","30","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Legal","170","170","30980","28440"
"In post","2022","Counter Fraud","North East (England)","Operational Delivery","240","230","31070","28920"
"In post","2022","Counter Fraud","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Tax","120","120","42010","40180"
"In post","2022","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Counter Fraud","680","620","29440","27570"
"In post","2022","Counter Fraud","North West (England)","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Legal","470","450","33050","33080"
"In post","2022","Counter Fraud","North West (England)","Operational Delivery","910","840","31370","27570"
"In post","2022","Counter Fraud","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
