"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Finance","290","290","41760","36960"
"In post","2022","LGBO","Finance","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Unknown","70","70","38490","33300"
"In post","2022","LGBO","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Geography","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Human Resources","440","430","40280","35310"
"In post","2022","LGBO","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Inspector of Education and Training","No function","50","50","69840","75500"
"In post","2022","LGBO","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Intelligence Analysis","Security","30","30","[c]","[c]"
"In post","2022","LGBO","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Internal Audit","40","30","[c]","[c]"
"In post","2022","LGBO","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","International Trade","No function","110","110","48280","46150"
"In post","2022","LGBO","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","No function","40","40","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Counter Fraud","110","110","33920","33080"
"In post","2022","LGBO","Legal","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Legal","330","320","56330","55090"
"In post","2022","LGBO","Legal","No function","50","50","[c]","[c]"
"In post","2022","LGBO","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Medicine","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Analysis","40","40","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Communications","80","80","30640","32970"
"In post","2022","LGBO","Operational Delivery","Counter Fraud","140","140","29390","26820"
"In post","2022","LGBO","Operational Delivery","Debt","130","120","24960","21250"
"In post","2022","LGBO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Finance","40","40","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Grants Management","80","70","25490","24920"
"In post","2022","LGBO","Operational Delivery","Human Resources","80","80","30440","27570"
"In post","2022","LGBO","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Legal","160","150","27640","25480"
"In post","2022","LGBO","Operational Delivery","No function","8650","8330","28620","27570"
"In post","2022","LGBO","Operational Delivery","Project Delivery","80","70","35790","33370"
"In post","2022","LGBO","Operational Delivery","Property","50","50","31560","22040"
"In post","2022","LGBO","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Delivery","Unknown","820","790","29090","25310"
"In post","2022","LGBO","Operational Research","Analysis","50","50","[c]","[c]"
"In post","2022","LGBO","Operational Research","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Debt","110","100","22930","21260"
"In post","2022","LGBO","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","No function","420","410","30770","27570"
"In post","2022","LGBO","Other","Project Delivery","100","100","34810","28730"
"In post","2022","LGBO","Other","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other","Unknown","310","300","28830","26350"
"In post","2022","LGBO","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Analysis","40","30","[c]","[c]"
"In post","2022","LGBO","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","No function","1880","1850","46010","40650"
"In post","2022","LGBO","Policy","Project Delivery","120","110","55150","54160"
"In post","2022","LGBO","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Policy","Unknown","320","310","47310","43080"
"In post","2022","LGBO","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Project Delivery","490","480","42800","40050"
"In post","2022","LGBO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Unknown","70","70","44940","41950"
"In post","2022","LGBO","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Property","210","200","38370","33370"
"In post","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Psychology","No function","70","70","31490","29060"
"In post","2022","LGBO","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Digital, Data & Technology","60","60","35320","37420"
"In post","2022","LGBO","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","No function","250","240","35250","31660"
"In post","2022","LGBO","Science and Engineering","Project Delivery","90","90","34930","31690"
"In post","2022","LGBO","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Unknown","50","40","[c]","[c]"
"In post","2022","LGBO","Security","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Security","280","270","33380","31960"
"In post","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Social Research","Analysis","100","100","39790","35920"
"In post","2022","LGBO","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Statistics","Analysis","160","160","41010","38340"
"In post","2022","LGBO","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","Communications","120","120","29110","26820"
"In post","2022","LGBO","Tax","Counter Fraud","70","70","43400","37930"
"In post","2022","LGBO","Tax","Debt","60","60","22150","21250"
"In post","2022","LGBO","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tax","No function","580","560","34960","33080"
"In post","2022","LGBO","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Communications","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Counter Fraud","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Digital, Data & Technology","110","110","48660","54700"
"In post","2022","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Human Resources","90","90","39590","34550"
"In post","2022","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","No function","400","390","40240","34550"
"In post","2022","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Security","50","50","31410","29750"
"In post","2022","LGBO","Unknown","Unknown","880","860","38310","33070"
"In post","2022","LGBO","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Commercial","430","410","40590","39650"
"In post","2022","Undeclared","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Finance","60","60","37070","33730"
"In post","2022","Undeclared","Commercial","No function","50","40","[c]","[c]"
"In post","2022","Undeclared","Commercial","Project Delivery","80","80","43330","39650"
"In post","2022","Undeclared","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Communications","380","370","42270","37640"
"In post","2022","Undeclared","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","40","30","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Counter Fraud","580","520","28650","27570"
"In post","2022","Undeclared","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Digital, Data & Technology","1750","1710","41010","38000"
"In post","2022","Undeclared","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","180","170","49460","47470"
"In post","2022","Undeclared","Economics","Analysis","120","110","48110","51350"
"In post","2022","Undeclared","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Finance","920","880","41220","37590"
"In post","2022","Undeclared","Finance","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","320","310","37280","33300"
"In post","2022","Undeclared","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Human Resources","620","590","36140","33290"
"In post","2022","Undeclared","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","80","80","39060","37030"
"In post","2022","Undeclared","Inspector of Education and Training","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Security","140","140","40040","37000"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","200","180","30630","28650"
"In post","2022","Undeclared","Internal Audit","Internal Audit","90","80","47200","43200"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","No function","90","90","47560","51710"
"In post","2022","Undeclared","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Digital, Data & Technology","140","140","34010","32410"
"In post","2022","Undeclared","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","No function","70","60","35780","33260"
"In post","2022","Undeclared","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Legal","Counter Fraud","320","300","35450","33370"
"In post","2022","Undeclared","Legal","Legal","430","400","58150","58590"
"In post","2022","Undeclared","Legal","No function","200","180","46920","45960"
"In post","2022","Undeclared","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","No function","110","100","82310","86360"
"In post","2022","Undeclared","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Unknown","130","110","53140","45840"
"In post","2022","Undeclared","Operational Delivery","Analysis","70","60","39910","36760"
"In post","2022","Undeclared","Operational Delivery","Commercial","30","30","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Communications","90","80","30700","26820"
"In post","2022","Undeclared","Operational Delivery","Counter Fraud","340","310","30030","27570"
"In post","2022","Undeclared","Operational Delivery","Debt","260","220","24920","22080"
"In post","2022","Undeclared","Operational Delivery","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Finance","150","120","27370","22080"
"In post","2022","Undeclared","Operational Delivery","Grants Management","90","80","24910","21300"
"In post","2022","Undeclared","Operational Delivery","Human Resources","110","100","28900","27570"
"In post","2022","Undeclared","Operational Delivery","Legal","120","120","26130","25480"
"In post","2022","Undeclared","Operational Delivery","No function","16830","15120","28940","27570"
"In post","2022","Undeclared","Operational Delivery","Project Delivery","140","130","39510","37420"
"In post","2022","Undeclared","Operational Delivery","Property","80","70","30960","22930"
"In post","2022","Undeclared","Operational Delivery","Unknown","3000","2710","29990","27370"
"In post","2022","Undeclared","Operational Research","Analysis","50","40","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Analysis","40","40","[c]","[c]"
"In post","2022","Undeclared","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Undeclared","Other","Debt","220","180","22260","21260"
"In post","2022","Undeclared","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Legal","40","30","[c]","[c]"
"In post","2022","Undeclared","Other","No function","570","540","32520","27570"
"In post","2022","Undeclared","Other","Project Delivery","310","300","33560","31730"
"In post","2022","Undeclared","Other","Property","30","30","[c]","[c]"
"In post","2022","Undeclared","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","1420","1370","28760","25640"
"In post","2022","Undeclared","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","No function","30","30","[c]","[c]"
"In post","2022","Undeclared","Policy","Analysis","80","80","50380","53360"
"In post","2022","Undeclared","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","No function","2240","2190","46650","42470"
"In post","2022","Undeclared","Policy","Project Delivery","150","140","53420","52580"
"In post","2022","Undeclared","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Unknown","620","600","47190","42410"
"In post","2022","Undeclared","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Project Delivery","1100","1040","44040","40580"
"In post","2022","Undeclared","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","190","180","47130","42170"
"In post","2022","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","No function","[c]","[c]","[c]","[c]"
