"Status","Year","Region_ITL2","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Declared non-disabled","400","350","27680","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","60","50","30370","31650"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","590","560","25630","23170"
"In post","2022","Lincolnshire","Heterosexual / straight","Declared disabled","330","300","28520","27570"
"In post","2022","Lincolnshire","Heterosexual / straight","Declared non-disabled","1770","1680","28920","26780"
"In post","2022","Lincolnshire","Heterosexual / straight","Undeclared","140","130","28640","27570"
"In post","2022","Lincolnshire","Heterosexual / straight","Unknown","80","70","29780","25000"
"In post","2022","Lincolnshire","LGBO","Declared disabled","30","30","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Declared non-disabled","50","50","27920","26520"
"In post","2022","Lincolnshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Declared disabled","40","40","[c]","[c]"
"In post","2022","Lincolnshire","Undeclared","Declared non-disabled","150","140","29180","26780"
"In post","2022","Lincolnshire","Undeclared","Undeclared","90","90","31360","28130"
"In post","2022","Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Declared non-disabled","120","110","28430","27570"
"In post","2022","Lincolnshire","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2022","Lincolnshire","Unknown","Unknown","140","140","28070","26130"
"In post","2022","Merseyside","Heterosexual / straight","Declared disabled","1940","1750","29040","26820"
"In post","2022","Merseyside","Heterosexual / straight","Declared non-disabled","11570","10740","30080","26820"
"In post","2022","Merseyside","Heterosexual / straight","Undeclared","390","360","29570","26820"
"In post","2022","Merseyside","Heterosexual / straight","Unknown","650","620","32410","27130"
"In post","2022","Merseyside","LGBO","Declared disabled","170","160","28860","26820"
"In post","2022","Merseyside","LGBO","Declared non-disabled","520","510","29250","26590"
"In post","2022","Merseyside","LGBO","Undeclared","50","50","[c]","[c]"
"In post","2022","Merseyside","LGBO","Unknown","50","50","[c]","[c]"
"In post","2022","Merseyside","Undeclared","Declared disabled","210","180","28150","26780"
"In post","2022","Merseyside","Undeclared","Declared non-disabled","850","770","28940","26410"
"In post","2022","Merseyside","Undeclared","Undeclared","360","330","32450","28920"
"In post","2022","Merseyside","Undeclared","Unknown","70","60","37080","30650"
"In post","2022","Merseyside","Unknown","Declared disabled","180","150","26390","22600"
"In post","2022","Merseyside","Unknown","Declared non-disabled","1350","1160","28180","27130"
"In post","2022","Merseyside","Unknown","Undeclared","90","80","28830","27570"
"In post","2022","Merseyside","Unknown","Unknown","2770","2610","27880","24880"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Declared disabled","90","80","33660","27570"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Declared non-disabled","860","810","39810","31540"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Unknown","180","170","35310","35000"
"In post","2022","North Eastern Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Declared non-disabled","80","80","39960","32010"
"In post","2022","North Eastern Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Declared non-disabled","130","120","33620","27690"
"In post","2022","North Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Unknown","Unknown","420","390","32080","30040"
"In post","2022","North Yorkshire","Heterosexual / straight","Declared disabled","380","350","32120","28200"
"In post","2022","North Yorkshire","Heterosexual / straight","Declared non-disabled","2620","2490","33470","30210"
"In post","2022","North Yorkshire","Heterosexual / straight","Undeclared","150","140","30450","29030"
"In post","2022","North Yorkshire","Heterosexual / straight","Unknown","150","140","34080","29760"
"In post","2022","North Yorkshire","LGBO","Declared disabled","50","50","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Declared non-disabled","150","140","32490","29180"
"In post","2022","North Yorkshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Undeclared","Declared disabled","50","50","32360","27570"
"In post","2022","North Yorkshire","Undeclared","Declared non-disabled","230","210","32630","29670"
"In post","2022","North Yorkshire","Undeclared","Undeclared","130","120","32820","30350"
"In post","2022","North Yorkshire","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Declared non-disabled","240","220","30630","27570"
"In post","2022","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Unknown","Unknown","440","410","31830","27570"
"In post","2022","Northern Ireland","Heterosexual / straight","Declared disabled","270","250","29470","26820"
"In post","2022","Northern Ireland","Heterosexual / straight","Declared non-disabled","2260","2150","30300","26820"
"In post","2022","Northern Ireland","Heterosexual / straight","Undeclared","130","120","29830","26820"
"In post","2022","Northern Ireland","Heterosexual / straight","Unknown","250","240","31230","27420"
"In post","2022","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Declared non-disabled","90","90","28890","26590"
"In post","2022","Northern Ireland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Undeclared","Declared non-disabled","110","100","29160","26220"
"In post","2022","Northern Ireland","Undeclared","Undeclared","70","70","30820","27420"
"In post","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Declared non-disabled","110","100","29980","26820"
"In post","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Unknown","860","820","27560","24880"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","Declared disabled","2010","1780","28360","26820"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","Declared non-disabled","12020","11000","31170","27570"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","Undeclared","450","420","29710","26820"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","Unknown","660","590","31270","26820"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","Declared disabled","190","180","28590","26820"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","Declared non-disabled","650","630","30590","27570"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","Undeclared","50","50","27230","26820"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","Unknown","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Declared disabled","200","170","29090","26820"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Declared non-disabled","790","710","29570","26780"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Undeclared","420","390","32440","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Unknown","110","90","33270","26820"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Declared disabled","200","170","26170","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Declared non-disabled","1910","1620","27520","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Undeclared","90","80","29080","26820"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Unknown","3470","3170","28400","26520"
"In post","2022","Outer London - East and North East","Heterosexual / straight","Declared disabled","390","360","30920","31060"
"In post","2022","Outer London - East and North East","Heterosexual / straight","Declared non-disabled","2140","2020","31980","31060"
"In post","2022","Outer London - East and North East","Heterosexual / straight","Undeclared","140","130","32830","31060"
"In post","2022","Outer London - East and North East","Heterosexual / straight","Unknown","60","60","31150","31060"
"In post","2022","Outer London - East and North East","LGBO","Declared disabled","40","30","[c]","[c]"
"In post","2022","Outer London - East and North East","LGBO","Declared non-disabled","90","80","32260","31060"
"In post","2022","Outer London - East and North East","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Declared disabled","60","50","30530","30780"
"In post","2022","Outer London - East and North East","Undeclared","Declared non-disabled","190","160","30490","31060"
"In post","2022","Outer London - East and North East","Undeclared","Undeclared","70","70","31360","31060"
"In post","2022","Outer London - East and North East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Declared non-disabled","420","360","30370","31060"
"In post","2022","Outer London - East and North East","Unknown","Undeclared","70","70","31300","31060"
"In post","2022","Outer London - East and North East","Unknown","Unknown","350","340","29980","30460"
"In post","2022","Outer London - South","Heterosexual / straight","Declared disabled","910","850","37460","33020"
"In post","2022","Outer London - South","Heterosexual / straight","Declared non-disabled","6670","6340","39190","35070"
"In post","2022","Outer London - South","Heterosexual / straight","Undeclared","250","230","37530","33440"
"In post","2022","Outer London - South","Heterosexual / straight","Unknown","350","350","40760","37560"
"In post","2022","Outer London - South","LGBO","Declared disabled","90","90","40390","35050"
"In post","2022","Outer London - South","LGBO","Declared non-disabled","210","210","41980","37380"
"In post","2022","Outer London - South","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Undeclared","Declared disabled","150","130","36710","32880"
"In post","2022","Outer London - South","Undeclared","Declared non-disabled","680","640","38330","34810"
"In post","2022","Outer London - South","Undeclared","Undeclared","320","300","42080","37610"
"In post","2022","Outer London - South","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Declared disabled","60","60","35420","31150"
"In post","2022","Outer London - South","Unknown","Declared non-disabled","380","350","37090","31880"
"In post","2022","Outer London - South","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2022","Outer London - South","Unknown","Unknown","1630","1580","38360","35050"
"In post","2022","Outer London - West and North West","Heterosexual / straight","Declared disabled","660","600","32450","31060"
"In post","2022","Outer London - West and North West","Heterosexual / straight","Declared non-disabled","5120","4800","33370","31060"
"In post","2022","Outer London - West and North West","Heterosexual / straight","Undeclared","210","190","32750","31060"
"In post","2022","Outer London - West and North West","Heterosexual / straight","Unknown","270","260","36980","32090"
"In post","2022","Outer London - West and North West","LGBO","Declared disabled","60","60","33910","31460"
"In post","2022","Outer London - West and North West","LGBO","Declared non-disabled","230","220","32920","31060"
"In post","2022","Outer London - West and North West","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Undeclared","Declared disabled","120","100","32780","31060"
"In post","2022","Outer London - West and North West","Undeclared","Declared non-disabled","600","540","33340","30890"
"In post","2022","Outer London - West and North West","Undeclared","Undeclared","220","200","34880","31060"
"In post","2022","Outer London - West and North West","Undeclared","Unknown","70","60","48940","40850"
"In post","2022","Outer London - West and North West","Unknown","Declared disabled","50","50","29630","28810"
"In post","2022","Outer London - West and North West","Unknown","Declared non-disabled","420","370","32950","31060"
"In post","2022","Outer London - West and North West","Unknown","Undeclared","60","50","35540","35650"
"In post","2022","Outer London - West and North West","Unknown","Unknown","1040","1000","35950","31020"
"In post","2022","Overseas","Heterosexual / straight","Declared disabled","170","170","48220","44140"
"In post","2022","Overseas","Heterosexual / straight","Declared non-disabled","1970","1960","49070","46600"
"In post","2022","Overseas","Heterosexual / straight","Undeclared","50","50","46790","41500"
"In post","2022","Overseas","Heterosexual / straight","Unknown","300","300","55140","53740"
"In post","2022","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","LGBO","Declared non-disabled","130","130","52510","52760"
"In post","2022","Overseas","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Undeclared","Declared non-disabled","190","190","46310","41240"
"In post","2022","Overseas","Undeclared","Undeclared","90","90","46850","41960"
"In post","2022","Overseas","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2022","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Declared non-disabled","70","70","50200","52400"
"In post","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","570","570","50400","51450"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","Declared disabled","910","830","29880","27570"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","Declared non-disabled","4970","4680","31400","27570"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","Undeclared","320","290","30410","27570"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","Unknown","230","220","34340","27570"
"In post","2022","Shropshire and Staffordshire","LGBO","Declared disabled","90","80","28360","26740"
"In post","2022","Shropshire and Staffordshire","LGBO","Declared non-disabled","240","230","29260","26700"
"In post","2022","Shropshire and Staffordshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Undeclared","Declared disabled","120","110","31050","27570"
"In post","2022","Shropshire and Staffordshire","Undeclared","Declared non-disabled","360","330","30840","27570"
"In post","2022","Shropshire and Staffordshire","Undeclared","Undeclared","240","220","32060","28200"
"In post","2022","Shropshire and Staffordshire","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Declared disabled","50","50","30190","27570"
"In post","2022","Shropshire and Staffordshire","Unknown","Declared non-disabled","480","420","29920","27570"
"In post","2022","Shropshire and Staffordshire","Unknown","Undeclared","80","70","28750","31650"
"In post","2022","Shropshire and Staffordshire","Unknown","Unknown","770","730","31180","26310"
"In post","2022","South Yorkshire","Heterosexual / straight","Declared disabled","1010","900","30470","27570"
"In post","2022","South Yorkshire","Heterosexual / straight","Declared non-disabled","5850","5340","32460","27570"
"In post","2022","South Yorkshire","Heterosexual / straight","Undeclared","300","270","32300","30140"
"In post","2022","South Yorkshire","Heterosexual / straight","Unknown","440","420","34600","31070"
"In post","2022","South Yorkshire","LGBO","Declared disabled","110","110","31960","28590"
"In post","2022","South Yorkshire","LGBO","Declared non-disabled","280","270","32470","28550"
"In post","2022","South Yorkshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Undeclared","Declared disabled","130","110","30600","27570"
"In post","2022","South Yorkshire","Undeclared","Declared non-disabled","480","440","31070","27570"
"In post","2022","South Yorkshire","Undeclared","Undeclared","210","200","33630","31610"
"In post","2022","South Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Unknown","Declared disabled","70","60","30320","27570"
"In post","2022","South Yorkshire","Unknown","Declared non-disabled","640","550","32160","27570"
"In post","2022","South Yorkshire","Unknown","Undeclared","60","50","29990","30200"
"In post","2022","South Yorkshire","Unknown","Unknown","830","800","31630","25610"
"In post","2022","Southern Scotland","Heterosexual / straight","Declared disabled","400","360","29140","26820"
"In post","2022","Southern Scotland","Heterosexual / straight","Declared non-disabled","2920","2680","31430","27570"
"In post","2022","Southern Scotland","Heterosexual / straight","Undeclared","80","80","30140","27570"
"In post","2022","Southern Scotland","Heterosexual / straight","Unknown","300","260","31560","27940"
"In post","2022","Southern Scotland","LGBO","Declared disabled","40","40","[c]","[c]"
"In post","2022","Southern Scotland","LGBO","Declared non-disabled","110","110","30670","27570"
"In post","2022","Southern Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Undeclared","Declared disabled","30","30","[c]","[c]"
"In post","2022","Southern Scotland","Undeclared","Declared non-disabled","170","150","29910","27570"
"In post","2022","Southern Scotland","Undeclared","Undeclared","80","70","31430","26820"
"In post","2022","Southern Scotland","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Southern Scotland","Unknown","Declared disabled","60","50","28810","26820"
"In post","2022","Southern Scotland","Unknown","Declared non-disabled","540","470","28610","27360"
"In post","2022","Southern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Unknown","Unknown","1460","1340","28560","24400"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","Declared disabled","760","690","30190","27570"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","Declared non-disabled","4720","4340","31860","28350"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","Undeclared","280","260","31190","28010"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","Unknown","170","170","35340","28520"
"In post","2022","Surrey, East and West Sussex","LGBO","Declared disabled","110","110","29570","27570"
"In post","2022","Surrey, East and West Sussex","LGBO","Declared non-disabled","350","330","30480","27570"
"In post","2022","Surrey, East and West Sussex","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Undeclared","Declared disabled","110","90","29690","27570"
"In post","2022","Surrey, East and West Sussex","Undeclared","Declared non-disabled","520","470","31980","28350"
"In post","2022","Surrey, East and West Sussex","Undeclared","Undeclared","250","230","33950","32560"
"In post","2022","Surrey, East and West Sussex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Unknown","Declared disabled","60","50","30230","27570"
"In post","2022","Surrey, East and West Sussex","Unknown","Declared non-disabled","500","430","29460","27570"
"In post","2022","Surrey, East and West Sussex","Unknown","Undeclared","100","90","31890","31740"
"In post","2022","Surrey, East and West Sussex","Unknown","Unknown","780","720","31350","27570"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","Declared disabled","970","870","28560","27570"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","Declared non-disabled","5340","4890","29290","27130"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","Undeclared","390","350","30280","29320"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","Unknown","270","260","30390","25480"
"In post","2022","Tees Valley and Durham","LGBO","Declared disabled","70","60","27970","27570"
"In post","2022","Tees Valley and Durham","LGBO","Declared non-disabled","250","240","29110","27130"
"In post","2022","Tees Valley and Durham","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Undeclared","Declared disabled","110","100","27390","27120"
"In post","2022","Tees Valley and Durham","Undeclared","Declared non-disabled","410","370","29350","27130"
"In post","2022","Tees Valley and Durham","Undeclared","Undeclared","190","170","30940","29120"
"In post","2022","Tees Valley and Durham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Unknown","Declared disabled","80","60","25320","26120"
"In post","2022","Tees Valley and Durham","Unknown","Declared non-disabled","640","550","27930","27130"
"In post","2022","Tees Valley and Durham","Unknown","Undeclared","190","160","30090","31650"
"In post","2022","Tees Valley and Durham","Unknown","Unknown","870","830","26650","24260"
"In post","2022","Unknown","Heterosexual / straight","Declared disabled","100","90","32150","27700"
"In post","2022","Unknown","Heterosexual / straight","Declared non-disabled","680","650","33830","31030"
"In post","2022","Unknown","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"In post","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared non-disabled","60","50","32620","27570"
"In post","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","70","60","27960","27570"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2190","2170","37080","32700"
"In post","2022","West Central Scotland","Heterosexual / straight","Declared disabled","1380","1240","29620","27570"
"In post","2022","West Central Scotland","Heterosexual / straight","Declared non-disabled","9390","8790","32370","27570"
"In post","2022","West Central Scotland","Heterosexual / straight","Undeclared","320","300","30030","27570"
"In post","2022","West Central Scotland","Heterosexual / straight","Unknown","1410","1320","37270","35000"
"In post","2022","West Central Scotland","LGBO","Declared disabled","190","190","29740","27230"
"In post","2022","West Central Scotland","LGBO","Declared non-disabled","550","530","31590","27570"
"In post","2022","West Central Scotland","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2022","West Central Scotland","LGBO","Unknown","70","70","32060","27940"
"In post","2022","West Central Scotland","Undeclared","Declared disabled","180","160","28390","27570"
"In post","2022","West Central Scotland","Undeclared","Declared non-disabled","800","730","30470","27570"
"In post","2022","West Central Scotland","Undeclared","Undeclared","280","260","31830","27570"
"In post","2022","West Central Scotland","Undeclared","Unknown","110","100","36930","34500"
"In post","2022","West Central Scotland","Unknown","Declared disabled","180","160","30480","27570"
"In post","2022","West Central Scotland","Unknown","Declared non-disabled","1250","1100","30400","26990"
"In post","2022","West Central Scotland","Unknown","Undeclared","60","50","25780","25140"
"In post","2022","West Central Scotland","Unknown","Unknown","3640","3450","31160","27230"
"In post","2022","West Midlands","Heterosexual / straight","Declared disabled","1780","1620","30350","27570"
"In post","2022","West Midlands","Heterosexual / straight","Declared non-disabled","10240","9560","31900","27570"
"In post","2022","West Midlands","Heterosexual / straight","Undeclared","450","420","29670","27570"
"In post","2022","West Midlands","Heterosexual / straight","Unknown","860","820","34450","32770"
"In post","2022","West Midlands","LGBO","Declared disabled","200","190","30310","27570"
"In post","2022","West Midlands","LGBO","Declared non-disabled","420","400","32040","27570"
"In post","2022","West Midlands","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","West Midlands","Undeclared","Declared disabled","220","200","28710","27570"
"In post","2022","West Midlands","Undeclared","Declared non-disabled","840","760","30780","27570"
"In post","2022","West Midlands","Undeclared","Undeclared","330","300","32800","27570"
"In post","2022","West Midlands","Undeclared","Unknown","120","110","34940","32530"
"In post","2022","West Midlands","Unknown","Declared disabled","180","160","27390","26300"
"In post","2022","West Midlands","Unknown","Declared non-disabled","1670","1450","29620","27570"
"In post","2022","West Midlands","Unknown","Undeclared","80","70","28300","27570"
"In post","2022","West Midlands","Unknown","Unknown","2610","2480","30830","26820"
"In post","2022","West Wales and The Valleys","Heterosexual / straight","Declared disabled","1370","1210","27120","26350"
"In post","2022","West Wales and The Valleys","Heterosexual / straight","Declared non-disabled","9490","8770","30370","27570"
"In post","2022","West Wales and The Valleys","Heterosexual / straight","Undeclared","480","430","28300","26130"
"In post","2022","West Wales and The Valleys","Heterosexual / straight","Unknown","310","290","29890","26800"
"In post","2022","West Wales and The Valleys","LGBO","Declared disabled","120","120","27790","27130"
"In post","2022","West Wales and The Valleys","LGBO","Declared non-disabled","390","380","29030","26780"
"In post","2022","West Wales and The Valleys","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Undeclared","Declared disabled","360","290","24970","21840"
"In post","2022","West Wales and The Valleys","Undeclared","Declared non-disabled","1500","1290","28080","24330"
"In post","2022","West Wales and The Valleys","Undeclared","Undeclared","400","360","30640","26780"
"In post","2022","West Wales and The Valleys","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Unknown","Declared disabled","80","60","24440","24250"
"In post","2022","West Wales and The Valleys","Unknown","Declared non-disabled","940","800","26660","27130"
"In post","2022","West Wales and The Valleys","Unknown","Undeclared","80","70","28020","27570"
"In post","2022","West Wales and The Valleys","Unknown","Unknown","1420","1330","27120","21840"
"In post","2022","West Yorkshire","Heterosexual / straight","Declared disabled","1560","1420","31650","27570"
"In post","2022","West Yorkshire","Heterosexual / straight","Declared non-disabled","9530","8910","33230","27930"
"In post","2022","West Yorkshire","Heterosexual / straight","Undeclared","450","420","31220","27570"
"In post","2022","West Yorkshire","Heterosexual / straight","Unknown","670","640","37150","33370"
"In post","2022","West Yorkshire","LGBO","Declared disabled","180","170","32160","27570"
"In post","2022","West Yorkshire","LGBO","Declared non-disabled","560","540","32610","28920"
"In post","2022","West Yorkshire","LGBO","Undeclared","50","50","[c]","[c]"
"In post","2022","West Yorkshire","LGBO","Unknown","60","60","36250","31800"
"In post","2022","West Yorkshire","Undeclared","Declared disabled","170","150","31560","27570"
"In post","2022","West Yorkshire","Undeclared","Declared non-disabled","780","700","32090","27570"
"In post","2022","West Yorkshire","Undeclared","Undeclared","340","320","33520","31650"
"In post","2022","West Yorkshire","Undeclared","Unknown","270","260","39310","36820"
"In post","2022","West Yorkshire","Unknown","Declared disabled","110","90","29190","27570"
"In post","2022","West Yorkshire","Unknown","Declared non-disabled","1240","1080","31960","27570"
"In post","2022","West Yorkshire","Unknown","Undeclared","130","110","31020","31650"
"In post","2022","West Yorkshire","Unknown","Unknown","3050","2920","30770","26820"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Declared non-disabled","130","120","30220","25280"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
