"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Riding of Yorkshire","Security","50","50","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","Unknown","120","100","28210","27570"
"In post","2021","East Riding of Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Operational Delivery","790","740","33460","33590"
"In post","2021","East Surrey","Other","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Unknown","140","130","30010","29290"
"In post","2021","East Sussex CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Operational Delivery","590","550","27900","26780"
"In post","2021","East Sussex CC","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Other","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Property","30","30","[c]","[c]"
"In post","2021","East Sussex CC","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Sussex CC","Unknown","1220","1070","25110","27570"
"In post","2021","Enfield","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Operational Delivery","80","80","28220","26810"
"In post","2021","Enfield","Unknown","280","260","30570","31060"
"In post","2021","Essex Haven Gateway","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Medicine","40","30","[c]","[c]"
"In post","2021","Essex Haven Gateway","Operational Delivery","240","230","28640","26130"
"In post","2021","Essex Haven Gateway","Other","120","120","24670","21580"
"In post","2021","Essex Haven Gateway","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Project Delivery","50","40","[c]","[c]"
"In post","2021","Essex Haven Gateway","Property","70","60","33020","30550"
"In post","2021","Essex Haven Gateway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Security","210","200","40700","41070"
"In post","2021","Essex Haven Gateway","Unknown","330","300","30460","29290"
"In post","2021","Essex Thames Gateway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Essex Thames Gateway","Operational Delivery","210","190","25120","22920"
"In post","2021","Essex Thames Gateway","Other","[c]","[c]","[c]","[c]"
"In post","2021","Essex Thames Gateway","Unknown","710","640","28200","29290"
"In post","2021","Falkirk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Operational Delivery","470","430","30190","33650"
"In post","2021","Falkirk","Other","100","100","31760","33650"
"In post","2021","Falkirk","Property","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Unknown","1180","1020","25610","21010"
"In post","2021","Fermanagh and Omagh","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Other","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Security","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Legal","50","50","48500","48830"
"In post","2021","Flintshire and Wrexham","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Operational Delivery","990","970","27010","24920"
"In post","2021","Flintshire and Wrexham","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Other","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Property","60","50","39120","41610"
"In post","2021","Flintshire and Wrexham","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Science and Engineering","230","220","27260","28750"
"In post","2021","Flintshire and Wrexham","Security","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Unknown","630","560","24790","25600"
"In post","2021","Glasgow City","Commercial","90","90","35010","33300"
"In post","2021","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Counter Fraud","70","60","27850","25220"
"In post","2021","Glasgow City","Digital, Data and Technology","140","140","37450","33300"
"In post","2021","Glasgow City","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Finance","50","50","35040","31350"
"In post","2021","Glasgow City","Human Resources","460","430","24740","21580"
"In post","2021","Glasgow City","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Legal","180","170","55570","59480"
"In post","2021","Glasgow City","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Operational Delivery","3440","3160","27440","25560"
"In post","2021","Glasgow City","Other","470","450","31170","26670"
"In post","2021","Glasgow City","Policy","130","130","32550","26420"
"In post","2021","Glasgow City","Project Delivery","120","110","39370","37920"
"In post","2021","Glasgow City","Property","60","60","31580","26670"
"In post","2021","Glasgow City","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Science and Engineering","80","80","40110","36710"
"In post","2021","Glasgow City","Security","30","30","[c]","[c]"
"In post","2021","Glasgow City","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Glasgow City","Tax","560","520","35320","31810"
"In post","2021","Glasgow City","Unknown","5650","5260","33460","27570"
"In post","2021","Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Legal","50","50","42070","33960"
"In post","2021","Gloucestershire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Operational Delivery","550","480","27830","27130"
"In post","2021","Gloucestershire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Other","150","150","23970","21480"
"In post","2021","Gloucestershire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Project Delivery","40","30","[c]","[c]"
"In post","2021","Gloucestershire","Property","30","30","[c]","[c]"
"In post","2021","Gloucestershire","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Gloucestershire","Security","80","80","32990","39070"
"In post","2021","Gloucestershire","Unknown","380","330","27020","27570"
"In post","2021","Gloucestershire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Operational Delivery","410","390","28760","27380"
"In post","2021","Greater Manchester North East","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Other","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Unknown","760","690","26890","27570"
"In post","2021","Greater Manchester North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Operational Delivery","540","510","27020","24920"
"In post","2021","Greater Manchester North West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Other","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Unknown","1400","1240","24370","21010"
"In post","2021","Greater Manchester South East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Human Resources","180","160","26060","21130"
"In post","2021","Greater Manchester South East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Operational Delivery","270","240","25970","22920"
"In post","2021","Greater Manchester South East","Other","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Unknown","860","790","24760","21010"
"In post","2021","Greater Manchester South West","Commercial","70","70","39740","38630"
"In post","2021","Greater Manchester South West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Digital, Data and Technology","200","200","42730","38630"
"In post","2021","Greater Manchester South West","Finance","50","50","37150","33870"
"In post","2021","Greater Manchester South West","Human Resources","130","120","36680","31810"
"In post","2021","Greater Manchester South West","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Legal","420","410","33740","31810"
"In post","2021","Greater Manchester South West","Operational Delivery","2590","2380","26570","25310"
"In post","2021","Greater Manchester South West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Other","120","120","37790","32100"
"In post","2021","Greater Manchester South West","Policy","100","100","44360","38630"
"In post","2021","Greater Manchester South West","Project Delivery","110","110","42490","38630"
"In post","2021","Greater Manchester South West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Security","60","60","35490","31540"
"In post","2021","Greater Manchester South West","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South West","Tax","1060","1010","31800","31810"
"In post","2021","Greater Manchester South West","Unknown","1150","1090","29410","27570"
"In post","2021","Gwent Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Operational Delivery","230","210","27940","23830"
"In post","2021","Gwent Valleys","Other","30","30","[c]","[c]"
"In post","2021","Gwent Valleys","Policy","70","70","41860","37410"
"In post","2021","Gwent Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","690","620","25870","27570"
"In post","2021","Gwynedd","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Operational Delivery","270","250","25970","23830"
"In post","2021","Gwynedd","Other","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Property","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Unknown","430","390","23420","21010"
"In post","2021","Gwynedd","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Hackney and Newham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Human Resources","40","40","[c]","[c]"
"In post","2021","Hackney and Newham","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Hackney and Newham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Legal","120","110","49050","43560"
"In post","2021","Hackney and Newham","Operational Delivery","710","660","30940","26810"
"In post","2021","Hackney and Newham","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Other","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Policy","80","70","54020","58310"
"In post","2021","Hackney and Newham","Project Delivery","40","30","[c]","[c]"
"In post","2021","Hackney and Newham","Property","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Security","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Tax","630","600","40340","36240"
"In post","2021","Hackney and Newham","Unknown","1260","1160","29880","31060"
"In post","2021","Haringey and Islington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Operational Delivery","990","960","30730","30220"
"In post","2021","Haringey and Islington","Other","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Property","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Security","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Unknown","460","420","30800","31060"
"In post","2021","Harrow and Hillingdon","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Intelligence Analysis","190","170","32310","30500"
"In post","2021","Harrow and Hillingdon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Operational Delivery","2170","1950","30870","29080"
"In post","2021","Harrow and Hillingdon","Other","290","260","25680","25000"
"In post","2021","Harrow and Hillingdon","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Project Delivery","40","40","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Property","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Security","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Unknown","520","480","30780","31060"
"In post","2021","Harrow and Hillingdon","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Operational Delivery","700","670","28670","26810"
"In post","2021","Hartlepool and Stockton-on-Tees","Other","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Property","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Security","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","790","690","25160","27570"
"In post","2021","Heart of Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Legal","110","100","51150","51120"
"In post","2021","Heart of Essex","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Operational Delivery","800","750","29390","28340"
"In post","2021","Heart of Essex","Other","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Unknown","150","140","29830","29290"
"In post","2021","Heart of Essex","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Operational Delivery","40","30","[c]","[c]"
"In post","2021","Herefordshire, County of","Other","80","80","21280","20920"
"In post","2021","Herefordshire, County of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Property","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Security","80","80","35580","39070"
"In post","2021","Herefordshire, County of","Unknown","140","130","26120","27570"
"In post","2021","Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Hertfordshire","Finance","100","90","45090","39600"
"In post","2021","Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Legal","110","100","53060","54390"
"In post","2021","Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Operational Delivery","1080","1020","30860","29750"
"In post","2021","Hertfordshire","Other","50","50","32680","26090"
"In post","2021","Hertfordshire","Policy","50","50","[c]","[c]"
"In post","2021","Hertfordshire","Project Delivery","100","100","44920","43170"
"In post","2021","Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Science and Engineering","170","170","50740","45570"
"In post","2021","Hertfordshire","Security","50","50","[c]","[c]"
"In post","2021","Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Tax","[c]","[c]","[c]","[c]"
