"Status","Year","Organisation","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Standards and Testing Agency","Department for Education","White","90","80","45080","42220"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","Unknown","120","120","25580","22230"
"In post","2021","Student Awards Agency for Scotland","Scottish Government","White","110","110","34190","30650"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Asian","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Undeclared","130","120","44030","41830"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","120","120","38550","32790"
"In post","2021","Submarine Delivery Agency","Ministry of Defence","White","1470","1440","41740","39860"
"In post","2021","Teaching Regulation Agency","Department for Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Department for Education","White","50","40","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Asian","50","40","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","The National Archives","Unknown","130","130","34410","30360"
"In post","2021","The National Archives","The National Archives","White","340","320","36670","34260"
"In post","2021","Transport Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Scottish Government","Unknown","100","90","42020","42190"
"In post","2021","Transport Scotland","Scottish Government","White","380","370","45130","42190"
"In post","2021","UK Export Finance","UK Export Finance","Asian","60","60","49250","42240"
"In post","2021","UK Export Finance","UK Export Finance","Black","30","30","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","UK Export Finance","White","260","260","56280","50430"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"In post","2021","UK Hydrographic Office","Ministry of Defence","Unknown","200","190","34360","33290"
"In post","2021","UK Hydrographic Office","Ministry of Defence","White","580","560","34870","33290"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","430","420","34170","27050"
"In post","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","White","980","920","39140","39040"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Undeclared","80","80","46470","49100"
"In post","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","White","140","140","48290","49080"
"In post","2021","UK Supreme Court","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","UK Supreme Court","White","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Asian","130","120","30310","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Black","70","60","30210","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Mixed","90","80","31420","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Undeclared","70","60","33860","30310"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","1090","990","30240","29540"
"In post","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","White","4070","3630","33240","29540"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Asian","190","180","32600","30000"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Black","60","60","35170","31060"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Mixed","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Undeclared","180","170","37180","33250"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","Unknown","920","850","30320","25930"
"In post","2021","Valuation Office Agency","HM Revenue and Customs","White","2120","1970","34930","32100"
"In post","2021","Vehicle Certification Agency","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Department for Transport","White","170","160","35940","34290"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","White","120","120","43120","39510"
"In post","2021","Wales Office","Wales Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Wales Office","White","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","40","40","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Water Services Regulation Authority","White","170","160","60570","53120"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Asian","50","50","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Mixed","60","60","39540","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Undeclared","230","220","42700","37410"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","Unknown","120","110","37080","28850"
"In post","2021","Welsh Government (excl. agencies)","Welsh Government","White","5200","4910","41080","37410"
"In post","2021","Welsh Revenue Authority","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Welsh Government","Unknown","70","70","45660","43760"
"In post","2021","Welsh Revenue Authority","Welsh Government","White","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Foreign, Commonwealth and Development Office","White","80","70","33860","28680"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Scottish Government","White","90","80","33830","30040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Asian","60","50","34320","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Black","40","40","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","50","50","34240","33160"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","130","120","28290","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","White","730","670","34000","31040"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Asian","80","80","28280","27960"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mixed","50","50","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","160","160","32780","30110"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","240","220","28660","25100"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","White","2340","2220","30660","27960"
"In post","2022","Attorney General's Office","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Asian","510","500","45500","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Black","250","250","42140","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Mixed","220","220","46350","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other ethnicity","70","70","46060","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","240","230","46390","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","4140","4100","46660","34550"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","White","4500","4380","48330","41820"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","White","600","570","34020","30220"
"In post","2022","Charity Commission","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Unknown","130","120","33280","29160"
"In post","2022","Charity Commission","Charity Commission","White","320","300","33940","29160"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Asian","30","30","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","80","70","32230","26700"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","100","100","28740","24500"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","White","940","870","31240","25460"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Asian","110","110","49170","42290"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Black","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Mixed","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Unknown","50","50","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","White","580","560","64840","59880"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","70","60","26850","25120"
"In post","2022","Criminal Injuries Compensation Authority","Ministry of Justice","White","230","210","28080","25120"
"In post","2022","Crown Commercial Service","Cabinet Office","Asian","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Unknown","90","90","37160","31250"
"In post","2022","Crown Commercial Service","Cabinet Office","White","620","610","39920","38980"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Asian","60","60","38030","35540"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","50","50","46950","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","White","2180","2050","36460","30360"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Asian","700","650","40230","36240"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Black","390","370","40020","31820"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Mixed","190","170","42250","40000"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Other ethnicity","50","50","43520","39750"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Undeclared","130","130","40340","38000"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Unknown","610","570","41530","37010"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","White","4960","4630","41620","38000"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","30","30","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","White","390","380","29720","29470"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Asian","350","330","33960","31950"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Black","210","210","33150","32670"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Mixed","130","130","35210","31600"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Undeclared","610","590","39210","38430"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Unknown","610","590","32260","30000"
"In post","2022","Defence Equipment and Support","Ministry of Defence","White","8800","8460","37130","34250"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Asian","60","60","42790","38510"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Mixed","80","70","36930","37080"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","390","370","43620","47010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","430","420","35190","29260"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","White","3660","3520","41580","38700"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Asian","620","620","43870","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Black","360","360","40660","36190"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Mixed","260","250","45910","41780"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Other ethnicity","70","70","48880","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","260","250","53060","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","480","480","46130","40110"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","White","3950","3850","50600","53380"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Asian","160","160","44080","38060"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Black","110","110","38300","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Mixed","100","100","45380","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","50","50","46390","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","130","130","45970","41970"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","White","1440","1410","48190","51730"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Asian","570","560","40560","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Black","250","250","39860","36740"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Mixed","170","160","43250","40230"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Other ethnicity","50","50","47170","49860"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Undeclared","200","190","44110","40300"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Unknown","640","620","42870","37510"
"In post","2022","Department for Education (excl. agencies)","Department for Education","White","4420","4240","45100","41990"
