"Status","Year","Age","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","16-19","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Wales and The Valleys","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Wales and The Valleys","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","White","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","White","80","80","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cheshire","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cumbria","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","White","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Devon","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Devon","White","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Dorset and Somerset","White","50","40","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","East Anglia","White","90","90","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","20-29","East Wales","White","140","140","23140","21010"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Eastern Scotland","Unknown","80","80","24350","22820"
"Leaver CS","2021","20-29","Eastern Scotland","White","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Essex","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","80","80","25800","24500"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","White","230","230","24000","21360"
"Leaver CS","2021","20-29","Greater Manchester","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","20-29","Greater Manchester","White","90","90","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","White","90","90","23140","20920"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","White","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Highlands and Islands","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Asian","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - East","Unknown","90","90","29190","28670"
"Leaver CS","2021","20-29","Inner London - East","White","90","90","33500","29250"
"Leaver CS","2021","20-29","Inner London - West","Asian","80","80","27420","26830"
"Leaver CS","2021","20-29","Inner London - West","Black","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - West","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - West","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - West","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inner London - West","Undeclared","60","60","21680","18200"
"Leaver CS","2021","20-29","Inner London - West","Unknown","390","350","28790","27010"
"Leaver CS","2021","20-29","Inner London - West","White","340","320","32500","30940"
"Leaver CS","2021","20-29","Kent","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Kent","White","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Lancashire","White","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","White","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","20-29","Merseyside","White","90","90","22220","21430"
"Leaver CS","2021","20-29","North Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Eastern Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","White","70","70","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - East and North East","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - South","White","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Asian","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Outer London - West and North West","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","White","60","60","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","20-29","South Yorkshire","White","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southern Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","White","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tees Valley and Durham","White","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Black","[c]","[c]","[c]","[c]"
