"Status","Year","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Maritime and Coastguard Agency","Heterosexual / straight","710","690","39290","36040"
"In post","2022","Declared non-disabled","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Maritime and Coastguard Agency","Undeclared","90","90","40200","38350"
"In post","2022","Declared non-disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","310","300","52050","53100"
"In post","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Undeclared","60","50","55750","53730"
"In post","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Met Office","Heterosexual / straight","1560","1490","40190","39650"
"In post","2022","Declared non-disabled","Met Office","LGBO","100","100","36110","37420"
"In post","2022","Declared non-disabled","Met Office","Undeclared","380","360","39640","39650"
"In post","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Heterosexual / straight","21990","21260","32780","29200"
"In post","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","LGBO","650","630","34220","33000"
"In post","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Undeclared","1950","1870","34210","33000"
"In post","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","530","510","32830","30910"
"In post","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Heterosexual / straight","3450","3360","43900","41750"
"In post","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","LGBO","270","260","44520","41750"
"In post","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Undeclared","260","250","44360","41750"
"In post","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","140","130","39690","34260"
"In post","2022","Declared non-disabled","National Crime Agency","Heterosexual / straight","1400","1350","44160","41870"
"In post","2022","Declared non-disabled","National Crime Agency","LGBO","60","60","41230","37560"
"In post","2022","Declared non-disabled","National Crime Agency","Undeclared","100","100","42510","41340"
"In post","2022","Declared non-disabled","National Crime Agency","Unknown","70","70","42150","40210"
"In post","2022","Declared non-disabled","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","Heterosexual / straight","130","120","40480","36130"
"In post","2022","Declared non-disabled","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","Unknown","70","60","33020","25930"
"In post","2022","Declared non-disabled","National Savings and Investments","Heterosexual / straight","130","130","49890","44800"
"In post","2022","Declared non-disabled","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","National Savings and Investments","Undeclared","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","Heterosexual / straight","90","90","46910","41750"
"In post","2022","Declared non-disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1320","1270","51950","51360"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","LGBO","110","110","50740","46360"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","70","70","47650","46360"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Heterosexual / straight","630","620","42000","35050"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","LGBO","80","70","37710","32160"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Undeclared","60","60","41640","37120"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","410","410","47930","43650"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","170","160","44430","38760"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Heterosexual / straight","200","190","53240","52500"
"In post","2022","Declared non-disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Unknown","70","70","59670","60020"
"In post","2022","Declared non-disabled","Office of the Public Guardian","Heterosexual / straight","780","720","24280","20970"
"In post","2022","Declared non-disabled","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Public Guardian","Undeclared","70","70","24640","21090"
"In post","2022","Declared non-disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectorate","Heterosexual / straight","450","410","46090","47660"
"In post","2022","Declared non-disabled","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectorate","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Planning Inspectorate","Unknown","70","60","32300","27530"
"In post","2022","Declared non-disabled","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Queen Elizabeth II Centre","Unknown","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Registers of Scotland","Heterosexual / straight","520","510","35210","30840"
"In post","2022","Declared non-disabled","Registers of Scotland","LGBO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Registers of Scotland","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Rural Payments Agency","Heterosexual / straight","1050","950","27430","25100"
"In post","2022","Declared non-disabled","Rural Payments Agency","LGBO","70","70","26670","24920"
"In post","2022","Declared non-disabled","Rural Payments Agency","Undeclared","60","60","24670","21300"
"In post","2022","Declared non-disabled","Rural Payments Agency","Unknown","1120","1050","24770","21300"
"In post","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Heterosexual / straight","400","380","31200","27080"
"In post","2022","Declared non-disabled","Scottish Courts and Tribunals Service","LGBO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Unknown","140","130","22990","22000"
"In post","2022","Declared non-disabled","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Fiscal Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Forestry","Heterosexual / straight","70","70","36890","31060"
"In post","2022","Declared non-disabled","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Forestry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Forestry","Unknown","90","90","35640","36390"
"In post","2022","Declared non-disabled","Scottish Government (excl. agencies)","Heterosexual / straight","3960","3810","45160","40810"
"In post","2022","Declared non-disabled","Scottish Government (excl. agencies)","LGBO","300","290","42540","39660"
"In post","2022","Declared non-disabled","Scottish Government (excl. agencies)","Undeclared","240","230","45060","40810"
"In post","2022","Declared non-disabled","Scottish Government (excl. agencies)","Unknown","480","440","47000","44130"
"In post","2022","Declared non-disabled","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Prison Service","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Public Pensions Agency","Heterosexual / straight","80","70","33860","30040"
"In post","2022","Declared non-disabled","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Public Pensions Agency","Unknown","50","40","[c]","[c]"
"In post","2022","Declared non-disabled","Serious Fraud Office","Heterosexual / straight","280","270","46720","41100"
"In post","2022","Declared non-disabled","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Security Scotland","Heterosexual / straight","1110","1080","31750","27940"
"In post","2022","Declared non-disabled","Social Security Scotland","LGBO","100","100","29560","27230"
"In post","2022","Declared non-disabled","Social Security Scotland","Undeclared","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Standards and Testing Agency","Heterosexual / straight","70","70","44450","42220"
"In post","2022","Declared non-disabled","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Student Awards Agency for Scotland","Heterosexual / straight","60","50","33640","30790"
"In post","2022","Declared non-disabled","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Submarine Delivery Agency","Heterosexual / straight","1240","1210","41310","39720"
"In post","2022","Declared non-disabled","Submarine Delivery Agency","LGBO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Submarine Delivery Agency","Undeclared","100","90","43150","40320"
"In post","2022","Declared non-disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Teaching Regulation Agency","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The Insolvency Service","Heterosexual / straight","680","650","35390","34050"
"In post","2022","Declared non-disabled","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The Insolvency Service","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","The Insolvency Service","Unknown","310","290","32390","28560"
"In post","2022","Declared non-disabled","The National Archives","Heterosexual / straight","200","190","38460","34770"
"In post","2022","Declared non-disabled","The National Archives","LGBO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","Undeclared","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","Unknown","90","80","35080","34770"
"In post","2022","Declared non-disabled","Transport Scotland","Heterosexual / straight","220","220","46970","43000"
"In post","2022","Declared non-disabled","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Heterosexual / straight","370","370","52210","47300"
"In post","2022","Declared non-disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","Heterosexual / straight","3110","2870","39670","33340"
"In post","2022","Declared non-disabled","UK Health Security Agency","LGBO","200","190","38850","32330"
"In post","2022","Declared non-disabled","UK Health Security Agency","Undeclared","320","290","39320","32330"
"In post","2022","Declared non-disabled","UK Health Security Agency","Unknown","70","60","57240","48860"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Heterosexual / straight","480","460","35830","33290"
"In post","2022","Declared non-disabled","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","Heterosexual / straight","110","110","46080","40140"
"In post","2022","Declared non-disabled","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","Heterosexual / straight","2310","2060","35050","30810"
"In post","2022","Declared non-disabled","UK Statistics Authority","LGBO","120","110","35480","31320"
"In post","2022","Declared non-disabled","UK Statistics Authority","Undeclared","120","110","34980","33710"
"In post","2022","Declared non-disabled","UK Statistics Authority","Unknown","390","340","35500","31860"
"In post","2022","Declared non-disabled","UK Supreme Court","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","Heterosexual / straight","2020","1890","36840","32890"
"In post","2022","Declared non-disabled","Valuation Office Agency","LGBO","100","100","33330","31670"
"In post","2022","Declared non-disabled","Valuation Office Agency","Undeclared","180","160","36130","32890"
"In post","2022","Declared non-disabled","Valuation Office Agency","Unknown","190","170","34560","31670"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Heterosexual / straight","160","150","36900","34290"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Heterosexual / straight","110","110","38790","34550"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Heterosexual / straight","150","150","54780","49810"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Unknown","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Heterosexual / straight","4320","4080","42190","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","LGBO","190","190","42410","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Undeclared","480","450","42550","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Unknown","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Heterosexual / straight","50","50","35140","30700"
"In post","2022","Declared non-disabled","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Heterosexual / straight","60","60","29150","25800"
"In post","2022","Undeclared","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Undeclared","80","70","34340","31460"
"In post","2022","Undeclared","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Heterosexual / straight","150","140","45470","40600"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Undeclared","120","120","43790","40600"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Undeclared","40","40","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Undeclared","170","160","29480","29470"
"In post","2022","Undeclared","Defence Equipment and Support","Heterosexual / straight","330","310","37170","34280"
"In post","2022","Undeclared","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Undeclared","380","360","40020","39110"
"In post","2022","Undeclared","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","140","140","47410","41890"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","150","150","51710","53380"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","40","40","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Heterosexual / straight","160","160","43870","40230"
"In post","2022","Undeclared","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Undeclared","70","70","46560","49860"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","170","160","41340","37510"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","110","100","42120","38750"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","80","80","42760","39600"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","60","60","46530","47160"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Heterosexual / straight","140","130","44760","42470"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Undeclared","110","110","49990","44480"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","2320","2140","27910","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","LGBO","200","190","27880","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Undeclared","970","910","28660","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","640","570","27130","27570"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","Heterosexual / straight","210","190","27290","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
