"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Welsh Government","Asian","70","70","39470","38160"
"In post","2022","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Mixed","60","60","41650","38160"
"In post","2022","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Undeclared","240","230","43870","38160"
"In post","2022","Welsh Government","Unknown","200","190","40620","33190"
"In post","2022","Welsh Government","White","5350","5050","41990","38160"
"Leaver CS","2021","Attorney General's Departments","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","70","60","48260","55000"
"Leaver CS","2021","Attorney General's Departments","White","260","230","48690","52110"
"Leaver CS","2021","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","200","200","48400","33630"
"Leaver CS","2021","Cabinet Office","White","120","120","48910","41590"
"Leaver CS","2021","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","White","50","50","57000","55030"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","200","190","35540","27010"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","White","250","230","43080","39250"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","White","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","80","80","40760","36870"
"Leaver CS","2021","Department for Education","White","210","200","45450","40640"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","500","470","33470","27760"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","50","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","60","60","22160","18200"
"Leaver CS","2021","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","White","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","150","140","29280","22580"
"Leaver CS","2021","Department for Transport","White","490","400","30080","26380"
"Leaver CS","2021","Department for Work and Pensions","Asian","250","220","25760","25110"
"Leaver CS","2021","Department for Work and Pensions","Black","120","110","26850","25110"
"Leaver CS","2021","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Mixed","70","60","25450","25110"
"Leaver CS","2021","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","190","150","27440","26890"
"Leaver CS","2021","Department for Work and Pensions","Unknown","850","800","27820","27570"
"Leaver CS","2021","Department for Work and Pensions","White","3010","2470","26770","26120"
"Leaver CS","2021","Department of Health and Social Care","Asian","140","130","35380","29470"
"Leaver CS","2021","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","90","70","34820","34530"
"Leaver CS","2021","Department of Health and Social Care","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","White","580","500","43170","36690"
"Leaver CS","2021","ESTYN","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","White","40","40","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","200","100","44210","40420"
"Leaver CS","2021","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","60","50","32300","25850"
"Leaver CS","2021","HM Land Registry","White","190","150","31440","27130"
"Leaver CS","2021","HM Revenue and Customs","Asian","260","210","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Black","70","60","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","330","290","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","1450","1270","27290","24500"
"Leaver CS","2021","HM Revenue and Customs","White","3540","2900","30950","26180"
"Leaver CS","2021","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","90","80","[c]","[c]"
"Leaver CS","2021","Home Office","Asian","120","100","28090","27760"
"Leaver CS","2021","Home Office","Black","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","90","70","32410","29080"
"Leaver CS","2021","Home Office","Unknown","140","130","27060","24880"
"Leaver CS","2021","Home Office","White","880","750","30850","25310"
"Leaver CS","2021","Ministry of Defence","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","180","160","35850","34440"
"Leaver CS","2021","Ministry of Defence","Unknown","530","510","31370","29700"
"Leaver CS","2021","Ministry of Defence","White","2420","2270","31990","28940"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","White","100","90","44540","41290"
"Leaver CS","2021","Ministry of Justice","Asian","170","150","25740","22680"
"Leaver CS","2021","Ministry of Justice","Black","170","160","27630","23500"
"Leaver CS","2021","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Mixed","100","90","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Undeclared","120","110","31220","22570"
"Leaver CS","2021","Ministry of Justice","Unknown","1510","1430","24550","19930"
"Leaver CS","2021","Ministry of Justice","White","3760","3340","26270","20650"
"Leaver CS","2021","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","White","130","130","45320","42430"
"Leaver CS","2021","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","White","100","90","54110","51360"
"Leaver CS","2021","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","White","50","50","45680","39870"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Unknown","390","350","32500","28170"
"Leaver CS","2021","Scottish Government","White","510","460","37320","33620"
"Leaver CS","2021","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","110","100","26440","19170"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","White","170","140","29910","23050"
"Leaver CS","2021","Wales Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","White","130","110","43410","37410"
"Leaver CS","2022","Attorney General's Departments","Asian","60","60","38610","33100"
"Leaver CS","2022","Attorney General's Departments","Black","40","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","80","70","44100","40000"
"Leaver CS","2022","Attorney General's Departments","White","440","400","45320","50500"
"Leaver CS","2022","Cabinet Office","Asian","50","50","49910","43060"
"Leaver CS","2022","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","360","350","52090","43060"
"Leaver CS","2022","Cabinet Office","White","350","330","48140","41600"
"Leaver CS","2022","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","White","40","40","[c]","[c]"
