"Status","Year","Function_of_post","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","White","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Asian","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","Unknown","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","White","150","140","46590","46060"
"In post","2022","Digital, Data & Technology","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","White","150","140","39190","34290"
"In post","2022","Digital, Data & Technology","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","White","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","Undeclared","60","60","40710","39650"
"In post","2022","Digital, Data & Technology","Science and Engineering","Unknown","60","60","39340","39650"
"In post","2022","Digital, Data & Technology","Science and Engineering","White","800","750","38790","39650"
"In post","2022","Digital, Data & Technology","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","White","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","White","60","60","40180","40180"
"In post","2022","Digital, Data & Technology","Unknown","Asian","160","150","47440","52080"
"In post","2022","Digital, Data & Technology","Unknown","Black","90","90","46370","40770"
"In post","2022","Digital, Data & Technology","Unknown","Mixed","60","60","47280","50890"
"In post","2022","Digital, Data & Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","50","50","52340","54700"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","250","250","48030","45700"
"In post","2022","Digital, Data & Technology","Unknown","White","900","880","50430","54700"
"In post","2022","Finance","Commercial","Asian","50","50","36930","36570"
"In post","2022","Finance","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","Undeclared","30","30","[c]","[c]"
"In post","2022","Finance","Commercial","Unknown","40","40","[c]","[c]"
"In post","2022","Finance","Commercial","White","470","440","37000","33180"
"In post","2022","Finance","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","White","80","80","46880","47010"
"In post","2022","Finance","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Counter Fraud","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Asian","30","30","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"In post","2022","Finance","Digital, Data and Technology","White","150","150","39330","36500"
"In post","2022","Finance","Economics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Economics","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Finance","Asian","800","780","40360","36820"
"In post","2022","Finance","Finance","Black","360","350","40070","37640"
"In post","2022","Finance","Finance","Mixed","150","140","41100","37490"
"In post","2022","Finance","Finance","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Finance","Finance","Undeclared","360","350","40020","36600"
"In post","2022","Finance","Finance","Unknown","980","950","39680","36650"
"In post","2022","Finance","Finance","White","6210","5920","41300","36970"
"In post","2022","Finance","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Asian","130","120","27460","22080"
"In post","2022","Finance","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Delivery","Undeclared","60","50","27680","22080"
"In post","2022","Finance","Operational Delivery","Unknown","270","240","25370","21250"
"In post","2022","Finance","Operational Delivery","White","1000","870","28400","22080"
"In post","2022","Finance","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Other","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Policy","White","40","30","[c]","[c]"
"In post","2022","Finance","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Project Delivery","White","40","40","[c]","[c]"
"In post","2022","Finance","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Property","White","30","30","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Science and Engineering","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Security","White","230","220","42420","37020"
"In post","2022","Finance","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tax","White","50","50","[c]","[c]"
"In post","2022","Finance","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","80","80","45900","42260"
"In post","2022","Finance","Unknown","White","170","160","47690","40600"
"In post","2022","Grants Management","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Asian","40","30","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Operational Delivery","Undeclared","90","80","27540","26320"
"In post","2022","Grants Management","Operational Delivery","Unknown","860","810","23890","21300"
"In post","2022","Grants Management","Operational Delivery","White","1300","1170","25830","24920"
"In post","2022","Grants Management","Policy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Policy","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Corporate Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Economics","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Asian","450","430","37890","34160"
"In post","2022","Human Resources","Human Resources","Black","270","270","36510","34260"
"In post","2022","Human Resources","Human Resources","Mixed","180","170","40820","37280"
"In post","2022","Human Resources","Human Resources","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Human Resources","Human Resources","Undeclared","250","240","36780","33300"
"In post","2022","Human Resources","Human Resources","Unknown","710","690","36810","32800"
"In post","2022","Human Resources","Human Resources","White","6560","6190","39020","34290"
"In post","2022","Human Resources","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Legal","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","Asian","100","90","31360","29290"
"In post","2022","Human Resources","Operational Delivery","Black","50","50","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Operational Delivery","Undeclared","50","50","30370","27570"
"In post","2022","Human Resources","Operational Delivery","Unknown","130","120","29020","26820"
"In post","2022","Human Resources","Operational Delivery","White","1170","1080","30290","27570"
"In post","2022","Human Resources","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Other","White","60","50","36160","35000"
"In post","2022","Human Resources","Policy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Policy","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Property","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Science and Engineering","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Security","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tax","Unknown","40","30","[c]","[c]"
"In post","2022","Human Resources","Tax","White","140","130","35520","33080"
"In post","2022","Human Resources","Unknown","Asian","90","90","38230","35590"
"In post","2022","Human Resources","Unknown","Black","50","50","40970","37300"
"In post","2022","Human Resources","Unknown","Mixed","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","160","150","38320","33370"
"In post","2022","Human Resources","Unknown","White","930","890","40090","35590"
"In post","2022","Internal Audit","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Asian","80","80","48030","44180"
"In post","2022","Internal Audit","Internal Audit","Black","30","30","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Undeclared","40","30","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","White","540","510","46900","43710"
"In post","2022","Internal Audit","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Operational Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Security","White","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Communications","Asian","[c]","[c]","[c]","[c]"
