"Status","Year","Ethnicity","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Commercial","140","140","37670","37990"
"In post","2021","Undeclared","SEO/HEO","Communications","60","60","38880","39180"
"In post","2021","Undeclared","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Digital, Data and Technology","400","390","38540","38450"
"In post","2021","Undeclared","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Finance","170","160","38570","37510"
"In post","2021","Undeclared","SEO/HEO","Human Resources","100","90","36520","35070"
"In post","2021","Undeclared","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Intelligence Analysis","90","90","37220","36420"
"In post","2021","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Knowledge and Information Management","80","70","37230","37310"
"In post","2021","Undeclared","SEO/HEO","Legal","200","190","38160","37230"
"In post","2021","Undeclared","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Operational Delivery","1420","1350","37240","36030"
"In post","2021","Undeclared","SEO/HEO","Operational Research","40","30","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Other","290","280","36360","36300"
"In post","2021","Undeclared","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Policy","500","490","38050","37410"
"In post","2021","Undeclared","SEO/HEO","Project Delivery","450","440","37800","38630"
"In post","2021","Undeclared","SEO/HEO","Property","210","200","37720","36970"
"In post","2021","Undeclared","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Science and Engineering","550","520","37630","37320"
"In post","2021","Undeclared","SEO/HEO","Security","100","90","40560","39040"
"In post","2021","Undeclared","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Tax","390","370","35340","35000"
"In post","2021","Undeclared","SEO/HEO","Unknown","740","710","36160","35310"
"In post","2021","Undeclared","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Operational Delivery","360","340","31230","31420"
"In post","2021","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Science and Engineering","70","70","42610","42800"
"In post","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Commercial","50","50","22370","21590"
"In post","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Digital, Data and Technology","80","80","21680","21590"
"In post","2021","Unknown","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Finance","180","150","20890","20140"
"In post","2021","Unknown","AA/AO","Human Resources","120","110","21360","20920"
"In post","2021","Unknown","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Legal","60","50","21120","20140"
"In post","2021","Unknown","AA/AO","Medicine","80","80","20830","20520"
"In post","2021","Unknown","AA/AO","Operational Delivery","15430","14210","22440","21430"
"In post","2021","Unknown","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Other","670","630","22660","20920"
"In post","2021","Unknown","AA/AO","Policy","110","100","22920","23060"
"In post","2021","Unknown","AA/AO","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Property","160","150","19670","18760"
"In post","2021","Unknown","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Science and Engineering","130","130","21510","21520"
"In post","2021","Unknown","AA/AO","Security","710","710","28120","26170"
"In post","2021","Unknown","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Tax","2160","2060","20190","20140"
"In post","2021","Unknown","AA/AO","Unknown","3570","3220","21300","21010"
"In post","2021","Unknown","EO","Commercial","80","80","25230","25610"
"In post","2021","Unknown","EO","Communications","130","120","27250","27270"
"In post","2021","Unknown","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Digital, Data and Technology","420","410","26970","26350"
"In post","2021","Unknown","EO","Economics","30","30","[c]","[c]"
"In post","2021","Unknown","EO","Finance","140","140","25990","25960"
"In post","2021","Unknown","EO","Human Resources","140","140","26900","27130"
"In post","2021","Unknown","EO","Intelligence Analysis","70","70","27320","26670"
"In post","2021","Unknown","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2021","Unknown","EO","Legal","420","400","27150","25560"
"In post","2021","Unknown","EO","Medicine","40","40","[c]","[c]"
"In post","2021","Unknown","EO","Operational Delivery","5930","5620","28050","26780"
"In post","2021","Unknown","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Other","470","460","27110","27750"
"In post","2021","Unknown","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Policy","420","420","27710","27680"
"In post","2021","Unknown","EO","Project Delivery","170","170","26600","26150"
"In post","2021","Unknown","EO","Property","280","260","26790","26000"
"In post","2021","Unknown","EO","Psychology","60","60","28350","27380"
"In post","2021","Unknown","EO","Science and Engineering","200","200","24080","25760"
"In post","2021","Unknown","EO","Security","100","100","29770","26670"
"In post","2021","Unknown","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Statistics","40","40","[c]","[c]"
"In post","2021","Unknown","EO","Tax","1260","1210","26090","25560"
"In post","2021","Unknown","EO","Unknown","4240","4020","27900","27570"
"In post","2021","Unknown","G6/G7","Commercial","100","100","54870","53360"
"In post","2021","Unknown","G6/G7","Communications","190","190","57660","54860"
"In post","2021","Unknown","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Digital, Data and Technology","550","540","58400","57170"
"In post","2021","Unknown","G6/G7","Economics","160","150","57720","55620"
"In post","2021","Unknown","G6/G7","Finance","210","200","57310","55020"
"In post","2021","Unknown","G6/G7","Human Resources","120","120","57820","55250"
"In post","2021","Unknown","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Intelligence Analysis","120","120","57980","53360"
"In post","2021","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","International Trade","170","160","54980","52770"
"In post","2021","Unknown","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Legal","720","670","60470","59160"
"In post","2021","Unknown","G6/G7","Medicine","100","80","75210","79040"
"In post","2021","Unknown","G6/G7","Operational Delivery","540","520","57590","55420"
"In post","2021","Unknown","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Other","230","220","59560","57430"
"In post","2021","Unknown","G6/G7","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Policy","1630","1590","57350","54760"
"In post","2021","Unknown","G6/G7","Project Delivery","370","360","56450","54540"
"In post","2021","Unknown","G6/G7","Property","130","120","58670","57130"
"In post","2021","Unknown","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Science and Engineering","160","150","56370","56590"
"In post","2021","Unknown","G6/G7","Security","50","50","[c]","[c]"
"In post","2021","Unknown","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Statistics","60","60","55240","54700"
"In post","2021","Unknown","G6/G7","Tax","270","260","57050","52580"
"In post","2021","Unknown","G6/G7","Unknown","1910","1870","60760","57380"
"In post","2021","Unknown","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Legal","50","50","[c]","[c]"
"In post","2021","Unknown","SCS","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Unknown","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Other","30","30","[c]","[c]"
"In post","2021","Unknown","SCS","Policy","200","190","89440","79720"
"In post","2021","Unknown","SCS","Project Delivery","40","40","[c]","[c]"
"In post","2021","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Unknown","610","600","89590","76460"
"In post","2021","Unknown","SCS","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Commercial","320","310","36810","37400"
"In post","2021","Unknown","SEO/HEO","Communications","330","320","38100","37480"
"In post","2021","Unknown","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Counter Fraud","120","110","37600","38510"
"In post","2021","Unknown","SEO/HEO","Digital, Data and Technology","1130","1110","36970","36500"
"In post","2021","Unknown","SEO/HEO","Economics","200","200","34540","33880"
"In post","2021","Unknown","SEO/HEO","Finance","410","400","36620","36500"
"In post","2021","Unknown","SEO/HEO","Human Resources","280","270","35920","35230"
"In post","2021","Unknown","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Intelligence Analysis","100","100","37620","37000"
"In post","2021","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","International Trade","210","210","35430","34770"
"In post","2021","Unknown","SEO/HEO","Knowledge and Information Management","80","80","36250","35530"
"In post","2021","Unknown","SEO/HEO","Legal","480","470","35760","36160"
"In post","2021","Unknown","SEO/HEO","Medicine","120","110","37470","37890"
"In post","2021","Unknown","SEO/HEO","Operational Delivery","2840","2700","36200","34810"
"In post","2021","Unknown","SEO/HEO","Operational Research","60","60","37310","36590"
"In post","2021","Unknown","SEO/HEO","Other","560","530","38860","38690"
"In post","2021","Unknown","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Policy","1820","1780","36470","35700"
"In post","2021","Unknown","SEO/HEO","Project Delivery","770","750","36620","37310"
"In post","2021","Unknown","SEO/HEO","Property","350","330","37350","36150"
"In post","2021","Unknown","SEO/HEO","Psychology","80","80","36040","31980"
"In post","2021","Unknown","SEO/HEO","Science and Engineering","430","410","36480","37320"
"In post","2021","Unknown","SEO/HEO","Security","140","130","37770","36030"
"In post","2021","Unknown","SEO/HEO","Social Research","100","100","34790","36030"
"In post","2021","Unknown","SEO/HEO","Statistics","140","140","35320","36030"
"In post","2021","Unknown","SEO/HEO","Tax","1230","1180","33990","31810"
"In post","2021","Unknown","SEO/HEO","Unknown","4100","4030","33690","32000"
"In post","2021","Unknown","SEO/HEO","Veterinarian","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Delivery","1090","980","27360","24800"
"In post","2021","Unknown","Unknown","Other","1860","1860","37640","34460"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Science and Engineering","70","70","32100","31250"
"In post","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Commercial","170","160","22440","21590"
"In post","2021","White","AA/AO","Communications","180","170","22010","21590"
"In post","2021","White","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Counter Fraud","40","30","[c]","[c]"
"In post","2021","White","AA/AO","Digital, Data and Technology","300","290","21890","21580"
"In post","2021","White","AA/AO","Economics","40","40","[c]","[c]"
"In post","2021","White","AA/AO","Finance","830","700","21360","21440"
"In post","2021","White","AA/AO","Human Resources","960","870","21590","21130"
"In post","2021","White","AA/AO","Intelligence Analysis","90","80","22510","21430"
"In post","2021","White","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Knowledge and Information Management","260","250","21900","21130"
"In post","2021","White","AA/AO","Legal","200","180","21370","21440"
"In post","2021","White","AA/AO","Medicine","210","190","22480","22640"
"In post","2021","White","AA/AO","Operational Delivery","54440","48450","23040","21440"
"In post","2021","White","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Other","6330","6020","20990","20920"
"In post","2021","White","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Policy","450","430","23180","23500"
"In post","2021","White","AA/AO","Project Delivery","240","230","21550","21130"
"In post","2021","White","AA/AO","Property","780","740","19480","18800"
"In post","2021","White","AA/AO","Psychology","50","40","[c]","[c]"
"In post","2021","White","AA/AO","Science and Engineering","1090","1050","21660","21580"
"In post","2021","White","AA/AO","Security","4150","4050","26610","21580"
"In post","2021","White","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","AA/AO","Tax","1200","1120","20320","20140"
"In post","2021","White","AA/AO","Unknown","25040","21670","21200","21010"
"In post","2021","White","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","White","EO","Commercial","510","480","25850","26400"
"In post","2021","White","EO","Communications","400","380","27400","26780"
"In post","2021","White","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","EO","Counter Fraud","130","120","26170","25580"
"In post","2021","White","EO","Digital, Data and Technology","1430","1370","27470","26670"
"In post","2021","White","EO","Economics","60","60","27200","27680"
"In post","2021","White","EO","Finance","1170","1100","26400","26670"
"In post","2021","White","EO","Human Resources","990","930","26910","26670"
"In post","2021","White","EO","Intelligence Analysis","1220","1160","27640","27370"
"In post","2021","White","EO","Internal Audit","30","30","[c]","[c]"
"In post","2021","White","EO","International Trade","40","30","[c]","[c]"
"In post","2021","White","EO","Knowledge and Information Management","370","350","26770","26670"
"In post","2021","White","EO","Legal","1190","1130","27240","25560"
"In post","2021","White","EO","Medicine","260","240","30520","30620"
"In post","2021","White","EO","Operational Delivery","31400","28980","27640","26780"
"In post","2021","White","EO","Operational Research","40","30","[c]","[c]"
"In post","2021","White","EO","Other","3860","3670","26180","26670"
"In post","2021","White","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","EO","Policy","1500","1450","28230","28500"
"In post","2021","White","EO","Project Delivery","1410","1350","26340","26670"
"In post","2021","White","EO","Property","990","920","26880","26670"
"In post","2021","White","EO","Psychology","330","320","26610","26330"
"In post","2021","White","EO","Science and Engineering","1510","1470","25940","26370"
"In post","2021","White","EO","Security","850","830","33190","29080"
"In post","2021","White","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","EO","Statistics","160","150","27570","27850"
"In post","2021","White","EO","Tax","2120","1930","26480","25560"
"In post","2021","White","EO","Unknown","37790","34030","27820","27570"
"In post","2021","White","EO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","White","G6/G7","Commercial","810","780","59430","56840"
"In post","2021","White","G6/G7","Communications","660","630","58070","56900"
"In post","2021","White","G6/G7","Corporate Finance","50","50","[c]","[c]"
"In post","2021","White","G6/G7","Counter Fraud","80","80","61340","58940"
"In post","2021","White","G6/G7","Digital, Data and Technology","2330","2290","58120","56610"
"In post","2021","White","G6/G7","Economics","600","580","60120","58960"
"In post","2021","White","G6/G7","Finance","1550","1510","59300","58130"
"In post","2021","White","G6/G7","Human Resources","1340","1290","58350","57440"
"In post","2021","White","G6/G7","Inspector of Education and Training","480","470","75350","75500"
"In post","2021","White","G6/G7","Intelligence Analysis","240","230","58950","58230"
"In post","2021","White","G6/G7","Internal Audit","150","150","59000","58220"
"In post","2021","White","G6/G7","International Trade","340","340","56030","53590"
"In post","2021","White","G6/G7","Knowledge and Information Management","300","290","57780","55930"
"In post","2021","White","G6/G7","Legal","4070","3750","59460","58040"
"In post","2021","White","G6/G7","Medicine","450","390","74720","75330"
"In post","2021","White","G6/G7","Operational Delivery","5120","4970","58930","56680"
"In post","2021","White","G6/G7","Operational Research","420","390","54260","52880"
"In post","2021","White","G6/G7","Other","1450","1400","61970","59420"
"In post","2021","White","G6/G7","Planning","60","60","57900","54940"
"In post","2021","White","G6/G7","Planning Inspectors","300","260","58310","58810"
"In post","2021","White","G6/G7","Policy","7970","7730","58830","57460"
"In post","2021","White","G6/G7","Project Delivery","3320","3240","56840","54760"
"In post","2021","White","G6/G7","Property","880","860","58030","55940"
"In post","2021","White","G6/G7","Psychology","100","90","64380","65520"
"In post","2021","White","G6/G7","Science and Engineering","2470","2340","55620","54270"
"In post","2021","White","G6/G7","Security","240","230","60530","58130"
"In post","2021","White","G6/G7","Social Research","270","250","56220","56190"
"In post","2021","White","G6/G7","Statistics","510","490","57220","57620"
"In post","2021","White","G6/G7","Tax","2030","1930","56770","52580"
"In post","2021","White","G6/G7","Unknown","6710","6470","59380","58320"
"In post","2021","White","G6/G7","Veterinarian","110","110","55610","54340"
"In post","2021","White","SCS","Commercial","70","70","90410","83150"
"In post","2021","White","SCS","Communications","80","80","88430","82250"
"In post","2021","White","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Digital, Data and Technology","170","170","91800","85000"
"In post","2021","White","SCS","Economics","80","80","88870","82270"
"In post","2021","White","SCS","Finance","230","230","91030","84000"
"In post","2021","White","SCS","Human Resources","170","160","90210","83660"
"In post","2021","White","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","International Trade","70","60","85940","75570"
"In post","2021","White","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Legal","290","280","88950","83230"
"In post","2021","White","SCS","Medicine","260","210","107350","101180"
"In post","2021","White","SCS","Operational Delivery","550","530","92470","85910"
"In post","2021","White","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Other","220","210","94470","86350"
"In post","2021","White","SCS","Planning","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Policy","1440","1390","85730","77860"
"In post","2021","White","SCS","Project Delivery","360","350","91900","86160"
"In post","2021","White","SCS","Property","60","60","88900","81320"
"In post","2021","White","SCS","Science and Engineering","110","100","94770","91550"
"In post","2021","White","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","SCS","Statistics","50","50","81550","77960"
"In post","2021","White","SCS","Tax","80","70","82300","78420"
"In post","2021","White","SCS","Unknown","910","890","92540","83230"
"In post","2021","White","SCS","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","White","SEO/HEO","Commercial","2280","2200","37700","37100"
"In post","2021","White","SEO/HEO","Communications","1400","1350","37830","37410"
"In post","2021","White","SEO/HEO","Corporate Finance","40","40","[c]","[c]"
"In post","2021","White","SEO/HEO","Counter Fraud","340","320","37460","37910"
"In post","2021","White","SEO/HEO","Digital, Data and Technology","4490","4350","37800","37500"
"In post","2021","White","SEO/HEO","Economics","520","510","35060","34000"
"In post","2021","White","SEO/HEO","Finance","2530","2430","37860","37410"
"In post","2021","White","SEO/HEO","Human Resources","2550","2420","36930","36460"
"In post","2021","White","SEO/HEO","Inspector of Education and Training","290","280","51000","51360"
"In post","2021","White","SEO/HEO","Intelligence Analysis","970","950","36820","36140"
"In post","2021","White","SEO/HEO","Internal Audit","360","340","40330","40000"
"In post","2021","White","SEO/HEO","International Trade","320","310","35530","35060"
"In post","2021","White","SEO/HEO","Knowledge and Information Management","780","750","37030","36970"
"In post","2021","White","SEO/HEO","Legal","2440","2270","38860","38000"
"In post","2021","White","SEO/HEO","Medicine","550","500","38830","37890"
"In post","2021","White","SEO/HEO","Operational Delivery","23080","21940","36860","36000"
"In post","2021","White","SEO/HEO","Operational Research","420","410","36670","37320"
"In post","2021","White","SEO/HEO","Other","4010","3870","35660","35060"
"In post","2021","White","SEO/HEO","Planning","80","80","39130","39600"
"In post","2021","White","SEO/HEO","Policy","8030","7810","37380","36960"
"In post","2021","White","SEO/HEO","Project Delivery","6300","6080","36790","37320"
"In post","2021","White","SEO/HEO","Property","2410","2320","37030","35910"
"In post","2021","White","SEO/HEO","Psychology","650","610","37590","33300"
"In post","2021","White","SEO/HEO","Science and Engineering","4980","4770","37040","37320"
"In post","2021","White","SEO/HEO","Security","1000","980","40780","38160"
"In post","2021","White","SEO/HEO","Social Research","610","580","37880","37020"
"In post","2021","White","SEO/HEO","Statistics","710","690","36860","37020"
"In post","2021","White","SEO/HEO","Tax","4560","4280","34550","31870"
"In post","2021","White","SEO/HEO","Unknown","14860","14120","36030","34550"
"In post","2021","White","SEO/HEO","Veterinarian","220","210","41010","37910"
"In post","2021","White","Unknown","Commercial","170","170","38330","37400"
"In post","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Finance","110","110","41850","39860"
"In post","2021","White","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2021","White","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2021","White","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Operational Delivery","9020","8330","30120","30210"
"In post","2021","White","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Other","180","180","44220","40700"
"In post","2021","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Project Delivery","470","460","42990","40580"
"In post","2021","White","Unknown","Property","40","40","[c]","[c]"
"In post","2021","White","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Science and Engineering","630","630","39860","37890"
"In post","2021","White","Unknown","Security","60","60","37890","37170"
"In post","2021","White","Unknown","Unknown","170","170","[c]","[c]"
"In post","2022","Asian","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Counter Fraud","240","200","23730","25110"
"In post","2022","Asian","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Finance","50","50","22970","22420"
"In post","2022","Asian","AA/AO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Human Resources","60","50","22450","21530"
"In post","2022","Asian","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Medicine","30","30","[c]","[c]"
"In post","2022","Asian","AA/AO","Operational Delivery","6510","5710","22670","21260"
"In post","2022","Asian","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Other","570","500","22070","21260"
"In post","2022","Asian","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Asian","AA/AO","Policy","60","60","24090","24370"
"In post","2022","Asian","AA/AO","Project Delivery","60","40","23510","23460"
