"Status","Year","Region_ITL1","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North East (England)","Tees Valley and Durham","Department for International Trade","40","40","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","2280","2000","25330","27570"
"In post","2022","North East (England)","Tees Valley and Durham","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Driver and Vehicle Standards Agency","60","60","29500","26830"
"In post","2022","North East (England)","Tees Valley and Durham","Education and Skills Funding Agency","170","160","37800","36500"
"In post","2022","North East (England)","Tees Valley and Durham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","HM Courts and Tribunals Service","280","240","25980","20970"
"In post","2022","North East (England)","Tees Valley and Durham","HM Land Registry","730","670","28860","27130"
"In post","2022","North East (England)","Tees Valley and Durham","HM Prison and Probation Service","3340","3110","29440","27700"
"In post","2022","North East (England)","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","430","380","24820","22080"
"In post","2022","North East (England)","Tees Valley and Durham","HM Treasury (excl. agencies)","110","110","42430","33760"
"In post","2022","North East (England)","Tees Valley and Durham","Home Office","980","850","25270","21680"
"In post","2022","North East (England)","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Ministry of Justice (excl. agencies)","70","70","38550","34110"
"In post","2022","North East (England)","Tees Valley and Durham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","Valuation Office Agency","400","380","25760","22010"
"In post","2022","North West (England)","Cheshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","240","240","41910","37930"
"In post","2022","North West (England)","Cheshire","Department for Levelling Up, Housing and Communities (excl. agencies)","60","50","39580","36340"
"In post","2022","North West (England)","Cheshire","Department for Work and Pensions (excl. agencies)","770","680","25640","27570"
"In post","2022","North West (England)","Cheshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Health and Safety Executive","30","30","[c]","[c]"
"In post","2022","North West (England)","Cheshire","HM Courts and Tribunals Service","130","120","26990","20970"
"In post","2022","North West (England)","Cheshire","HM Prison and Probation Service","1210","1130","29080","26880"
"In post","2022","North West (England)","Cheshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Ministry of Defence (excl. agencies)","390","370","27870","22330"
"In post","2022","North West (England)","Cheshire","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2022","North West (England)","Cheshire","National Crime Agency","1220","1190","37100","36410"
"In post","2022","North West (England)","Cheshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Rural Payments Agency","120","110","25040","21300"
"In post","2022","North West (England)","Cheshire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cheshire","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Animal and Plant Health Agency","160","150","25320","21300"
"In post","2022","North West (England)","Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Crown Prosecution Service","40","30","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Defence Equipment and Support","80","80","23470","21310"
"In post","2022","North West (England)","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","90","80","35450","30450"
"In post","2022","North West (England)","Cumbria","Department for Work and Pensions (excl. agencies)","250","220","26960","27570"
"In post","2022","North West (England)","Cumbria","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","HM Courts and Tribunals Service","90","80","25980","21190"
"In post","2022","North West (England)","Cumbria","HM Prison and Probation Service","350","320","29350","27380"
"In post","2022","North West (England)","Cumbria","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Ministry of Defence (excl. agencies)","140","130","29850","25680"
"In post","2022","North West (England)","Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Rural Payments Agency","850","760","25010","21300"
"In post","2022","North West (England)","Cumbria","Submarine Delivery Agency","160","160","42950","40340"
"In post","2022","North West (England)","Cumbria","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Cumbria","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Advisory, Conciliation and Arbitration Service","130","120","30120","30950"
"In post","2022","North West (England)","Greater Manchester","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Cabinet Office (excl. agencies)","390","380","45020","38630"
"In post","2022","North West (England)","Greater Manchester","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Crown Prosecution Service","370","340","40310","36240"
"In post","2022","North West (England)","Greater Manchester","Defence Equipment and Support","30","30","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Department for Business, Energy and Industrial Strategy (excl. agencies)","240","240","41030","36740"
"In post","2022","North West (England)","Greater Manchester","Department for Digital, Culture, Media and Sport","110","110","41700","34960"
"In post","2022","North West (England)","Greater Manchester","Department for Education (excl. agencies)","990","970","40530","36500"
"In post","2022","North West (England)","Greater Manchester","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Department for Levelling Up, Housing and Communities (excl. agencies)","70","70","38520","36340"
"In post","2022","North West (England)","Greater Manchester","Department for Work and Pensions (excl. agencies)","5290","4850","28400","27570"
"In post","2022","North West (England)","Greater Manchester","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Driver and Vehicle Standards Agency","180","170","27780","26780"
"In post","2022","North West (England)","Greater Manchester","Education and Skills Funding Agency","230","220","38170","36500"
"In post","2022","North West (England)","Greater Manchester","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","HM Courts and Tribunals Service","1150","1050","25300","21410"
"In post","2022","North West (England)","Greater Manchester","HM Prison and Probation Service","2570","2430","29380","27120"
"In post","2022","North West (England)","Greater Manchester","HM Revenue and Customs (excl. agencies)","6560","6240","33470","33080"
"In post","2022","North West (England)","Greater Manchester","Home Office","1730","1660","32120","27370"
"In post","2022","North West (England)","Greater Manchester","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Legal Aid Agency","70","60","30990","25120"
"In post","2022","North West (England)","Greater Manchester","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Ministry of Defence (excl. agencies)","110","100","28870","24550"
"In post","2022","North West (England)","Greater Manchester","Ministry of Justice (excl. agencies)","120","120","38580","36050"
"In post","2022","North West (England)","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Office for Standards in Education, Children's Services and Skills","400","380","36100","31700"
"In post","2022","North West (England)","Greater Manchester","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Greater Manchester","The Insolvency Service","180","180","34030","33720"
"In post","2022","North West (England)","Greater Manchester","UK Health Security Agency","290","270","34070","27220"
"In post","2022","North West (England)","Greater Manchester","Valuation Office Agency","160","150","38040","33370"
"In post","2022","North West (England)","Greater Manchester","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Animal and Plant Health Agency","100","90","28660","24920"
"In post","2022","North West (England)","Lancashire","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Crown Prosecution Service","180","170","40070","38000"
"In post","2022","North West (England)","Lancashire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","50","40","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Department for Work and Pensions (excl. agencies)","8110","7390","28030","27570"
"In post","2022","North West (England)","Lancashire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Driver and Vehicle Standards Agency","100","90","28360","26830"
"In post","2022","North West (England)","Lancashire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","HM Courts and Tribunals Service","310","280","26440","20970"
"In post","2022","North West (England)","Lancashire","HM Land Registry","430","390","29700","27130"
"In post","2022","North West (England)","Lancashire","HM Prison and Probation Service","2710","2500","29640","27380"
"In post","2022","North West (England)","Lancashire","HM Revenue and Customs (excl. agencies)","1670","1480","29400","22080"
"In post","2022","North West (England)","Lancashire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Ministry of Defence (excl. agencies)","570","530","29150","26670"
"In post","2022","North West (England)","Lancashire","Ministry of Justice (excl. agencies)","70","70","37760","37270"
"In post","2022","North West (England)","Lancashire","National Crime Agency","70","70","38230","36410"
"In post","2022","North West (England)","Lancashire","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Lancashire","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","North West (England)","Lancashire","UK Health Security Agency","50","40","[c]","[c]"
"In post","2022","North West (England)","Lancashire","Valuation Office Agency","80","70","34780","32890"
"In post","2022","North West (England)","Lancashire","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Cabinet Office (excl. agencies)","100","90","51700","49700"
"In post","2022","North West (England)","Merseyside","Charity Commission","350","330","31850","29160"
"In post","2022","North West (England)","Merseyside","Crown Commercial Service","390","380","37980","38330"
"In post","2022","North West (England)","Merseyside","Crown Prosecution Service","390","370","37370","30130"
"In post","2022","North West (England)","Merseyside","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","35920","30190"
"In post","2022","North West (England)","Merseyside","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Department for Work and Pensions (excl. agencies)","3930","3450","25910","27570"
"In post","2022","North West (England)","Merseyside","Department of Health and Social Care (excl. agencies)","50","40","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Driver and Vehicle Standards Agency","120","110","28550","26780"
"In post","2022","North West (England)","Merseyside","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Health and Safety Executive","950","900","39230","34880"
"In post","2022","North West (England)","Merseyside","HM Courts and Tribunals Service","520","460","25640","21490"
"In post","2022","North West (England)","Merseyside","HM Land Registry","530","480","30020","27130"
"In post","2022","North West (England)","Merseyside","HM Prison and Probation Service","1380","1290","29510","27120"
"In post","2022","North West (England)","Merseyside","HM Revenue and Customs (excl. agencies)","5940","5520","30870","26820"
"In post","2022","North West (England)","Merseyside","Home Office","5490","5100","26910","24890"
"In post","2022","North West (England)","Merseyside","Legal Aid Agency","190","180","25810","25120"
"In post","2022","North West (England)","Merseyside","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Ministry of Defence (excl. agencies)","360","340","26950","22330"
"In post","2022","North West (England)","Merseyside","Ministry of Justice (excl. agencies)","70","70","38370","36050"
"In post","2022","North West (England)","Merseyside","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","The Insolvency Service","50","40","[c]","[c]"
"In post","2022","North West (England)","Merseyside","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","UK Health Security Agency","90","80","44080","36330"
"In post","2022","North West (England)","Merseyside","Valuation Office Agency","140","130","33870","31900"
"In post","2022","Northern Ireland","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Food Standards Agency","100","100","37610","37350"
"In post","2022","Northern Ireland","Northern Ireland","HM Revenue and Customs (excl. agencies)","2360","2220","30580","26820"
"In post","2022","Northern Ireland","Northern Ireland","Home Office","560","520","26350","24880"
"In post","2022","Northern Ireland","Northern Ireland","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Ministry of Defence (excl. agencies)","890","870","24540","20560"
"In post","2022","Northern Ireland","Northern Ireland","National Crime Agency","120","120","40080","36740"
"In post","2022","Northern Ireland","Northern Ireland","Northern Ireland Office","90","90","41380","36720"
"In post","2022","Northern Ireland","Northern Ireland","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Northern Ireland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Defence Equipment and Support","70","70","42420","41450"
"In post","2022","Overseas","Overseas","Department for International Trade","180","180","55360","53470"
"In post","2022","Overseas","Overseas","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","FCDO Services","130","120","39780","40090"
"In post","2022","Overseas","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","2090","2080","52460","53470"
"In post","2022","Overseas","Overseas","Home Office","300","300","30510","27370"
"In post","2022","Overseas","Overseas","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Ministry of Defence (excl. agencies)","690","690","42310","40580"
"In post","2022","Overseas","Overseas","National Crime Agency","130","130","62920","61710"
"In post","2022","Overseas","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Animal and Plant Health Agency","50","50","35180","29180"
"In post","2022","Scotland","Eastern Scotland","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Companies House","40","40","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","Scotland","Eastern Scotland","Crown Office and Procurator Fiscal Service","860","810","37590","31540"
"In post","2022","Scotland","Eastern Scotland","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Defence Equipment and Support","70","60","34900","33870"
"In post","2022","Scotland","Eastern Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Department for Work and Pensions (excl. agencies)","2970","2640","25500","27570"
"In post","2022","Scotland","Eastern Scotland","Driver and Vehicle Standards Agency","130","120","29180","26800"
"In post","2022","Scotland","Eastern Scotland","Education Scotland","100","100","53610","50670"
"In post","2022","Scotland","Eastern Scotland","Food Standards Scotland","50","40","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Forestry and Land Scotland","350","330","36060","32040"
"In post","2022","Scotland","Eastern Scotland","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Health and Safety Executive","40","40","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","HM Revenue and Customs (excl. agencies)","2320","2200","30320","26820"
"In post","2022","Scotland","Eastern Scotland","Home Office","200","180","28220","25310"
"In post","2022","Scotland","Eastern Scotland","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Ministry of Defence (excl. agencies)","680","660","30010","26350"
"In post","2022","Scotland","Eastern Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","National Records of Scotland","440","420","36490","34040"
"In post","2022","Scotland","Eastern Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Office of the Scottish Charity Regulator","40","40","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","80","80","48520","49860"
"In post","2022","Scotland","Eastern Scotland","Registers of Scotland","990","950","33990","30840"
"In post","2022","Scotland","Eastern Scotland","Revenue Scotland","80","80","39500","36130"
"In post","2022","Scotland","Eastern Scotland","Scottish Courts and Tribunals Service","1010","940","30670","27080"
"In post","2022","Scotland","Eastern Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Scottish Forestry","90","90","40470","38580"
"In post","2022","Scotland","Eastern Scotland","Scottish Government (excl. agencies)","6320","6070","45060","40130"
"In post","2022","Scotland","Eastern Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Scottish Prison Service","2410","2260","33500","35000"
"In post","2022","Scotland","Eastern Scotland","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Eastern Scotland","Social Security Scotland","910","880","28090","27230"
"In post","2022","Scotland","Eastern Scotland","Student Awards Agency for Scotland","230","220","31560","27230"
"In post","2022","Scotland","Eastern Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
