"Status","Year","Region_ITL3","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Clackmannanshire and Fife","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Unknown","250","240","29920","28410"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Declared disabled","60","60","32770","28530"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Declared non-disabled","470","440","35450","34490"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Declared disabled","160","140","26980","27570"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Declared non-disabled","870","790","26790","26670"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Unknown","60","50","25360","21130"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Declared non-disabled","100","90","26430","26850"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Declared non-disabled","190","170","25330","26120"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","90","80","27880","26350"
"In post","2021","Coventry","Heterosexual / straight","Declared disabled","170","150","34380","30070"
"In post","2021","Coventry","Heterosexual / straight","Declared non-disabled","1220","1160","37530","32870"
"In post","2021","Coventry","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"In post","2021","Coventry","Heterosexual / straight","Unknown","130","120","34490","29730"
"In post","2021","Coventry","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","LGBO","Declared non-disabled","60","50","37210","32300"
"In post","2021","Coventry","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Undeclared","Declared non-disabled","110","100","35820","31000"
"In post","2021","Coventry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2021","Coventry","Unknown","Declared non-disabled","370","340","37060","33840"
"In post","2021","Coventry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Unknown","210","200","39530","36500"
"In post","2021","Croydon","Heterosexual / straight","Declared disabled","700","650","36840","32520"
"In post","2021","Croydon","Heterosexual / straight","Declared non-disabled","5820","5530","38900","35070"
"In post","2021","Croydon","Heterosexual / straight","Undeclared","180","170","37250","33300"
"In post","2021","Croydon","Heterosexual / straight","Unknown","150","150","39760","35050"
"In post","2021","Croydon","LGBO","Declared disabled","70","60","39480","35140"
"In post","2021","Croydon","LGBO","Declared non-disabled","180","170","41470","36480"
"In post","2021","Croydon","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Undeclared","Declared disabled","130","120","36600","32350"
"In post","2021","Croydon","Undeclared","Declared non-disabled","620","580","37770","33960"
"In post","2021","Croydon","Undeclared","Undeclared","300","280","40290","36160"
"In post","2021","Croydon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2021","Croydon","Unknown","Declared non-disabled","300","280","36920","32090"
"In post","2021","Croydon","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Croydon","Unknown","Unknown","1060","1030","36460","32520"
"In post","2021","Darlington","Heterosexual / straight","Declared disabled","90","80","34020","30230"
"In post","2021","Darlington","Heterosexual / straight","Declared non-disabled","610","570","36020","32480"
"In post","2021","Darlington","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"In post","2021","Darlington","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"In post","2021","Darlington","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Darlington","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Darlington","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Unknown","Unknown","60","60","36060","29360"
"In post","2021","Derby","Heterosexual / straight","Declared disabled","110","100","25380","21010"
"In post","2021","Derby","Heterosexual / straight","Declared non-disabled","500","450","27510","26750"
"In post","2021","Derby","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derby","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derby","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derby","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derby","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","Declared non-disabled","60","50","26130","21010"
"In post","2021","Derby","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Declared non-disabled","150","130","24180","21010"
"In post","2021","Derby","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Unknown","60","60","24810","24610"
"In post","2021","Derry City and Strabane","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Heterosexual / straight","Declared disabled","370","320","28100","26330"
"In post","2021","Devon CC","Heterosexual / straight","Declared non-disabled","2020","1850","28200","26350"
"In post","2021","Devon CC","Heterosexual / straight","Undeclared","110","100","27850","25920"
"In post","2021","Devon CC","Heterosexual / straight","Unknown","110","110","30040","25550"
"In post","2021","Devon CC","LGBO","Declared disabled","40","40","[c]","[c]"
"In post","2021","Devon CC","LGBO","Declared non-disabled","90","90","25630","23560"
"In post","2021","Devon CC","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Declared disabled","40","30","[c]","[c]"
"In post","2021","Devon CC","Undeclared","Declared non-disabled","200","180","29010","26670"
"In post","2021","Devon CC","Undeclared","Undeclared","90","80","28730","27380"
"In post","2021","Devon CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Unknown","Declared disabled","130","120","32630","31990"
"In post","2021","Devon CC","Unknown","Declared non-disabled","2040","1890","37840","38200"
"In post","2021","Devon CC","Unknown","Undeclared","70","50","28400","27570"
"In post","2021","Devon CC","Unknown","Unknown","230","220","24580","21150"
"In post","2021","Dorset CC","Heterosexual / straight","Declared disabled","180","160","29260","27570"
"In post","2021","Dorset CC","Heterosexual / straight","Declared non-disabled","1130","1070","29170","27130"
"In post","2021","Dorset CC","Heterosexual / straight","Undeclared","90","80","29630","27570"
"In post","2021","Dorset CC","Heterosexual / straight","Unknown","60","60","27720","22640"
"In post","2021","Dorset CC","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","LGBO","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Dorset CC","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","Declared non-disabled","110","100","29540","27260"
"In post","2021","Dorset CC","Undeclared","Undeclared","70","60","32240","31650"
"In post","2021","Dorset CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Declared non-disabled","130","110","28580","27470"
"In post","2021","Dorset CC","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Unknown","220","210","28390","23970"
"In post","2021","Dudley","Heterosexual / straight","Declared disabled","130","110","25320","25410"
"In post","2021","Dudley","Heterosexual / straight","Declared non-disabled","560","480","25490","26580"
"In post","2021","Dudley","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"In post","2021","Dudley","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Undeclared","Declared non-disabled","70","50","24150","21010"
"In post","2021","Dudley","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Declared non-disabled","220","180","24620","25990"
"In post","2021","Dudley","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Unknown","70","60","24080","21010"
"In post","2021","Dumfries and Galloway","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Heterosexual / straight","Declared non-disabled","160","140","29360","27570"
"In post","2021","Dumfries and Galloway","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Heterosexual / straight","Unknown","70","70","32010","33650"
"In post","2021","Dumfries and Galloway","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Declared non-disabled","150","140","29590","27570"
"In post","2021","Dumfries and Galloway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Unknown","110","100","27970","25920"
"In post","2021","Durham CC","Heterosexual / straight","Declared disabled","440","380","26520","25310"
"In post","2021","Durham CC","Heterosexual / straight","Declared non-disabled","2980","2680","27200","25310"
"In post","2021","Durham CC","Heterosexual / straight","Undeclared","210","190","29230","30450"
"In post","2021","Durham CC","Heterosexual / straight","Unknown","130","120","24400","22350"
"In post","2021","Durham CC","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","LGBO","Declared non-disabled","130","120","27920","25810"
"In post","2021","Durham CC","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Undeclared","Declared disabled","40","40","[c]","[c]"
"In post","2021","Durham CC","Undeclared","Declared non-disabled","250","220","28190","25960"
"In post","2021","Durham CC","Undeclared","Undeclared","120","110","28260","27130"
"In post","2021","Durham CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Unknown","Declared disabled","50","40","[c]","[c]"
"In post","2021","Durham CC","Unknown","Declared non-disabled","430","360","27930","27130"
"In post","2021","Durham CC","Unknown","Undeclared","190","160","29910","31650"
"In post","2021","Durham CC","Unknown","Unknown","580","560","23660","22350"
"In post","2021","Ealing","Heterosexual / straight","Declared disabled","70","60","32180","31060"
"In post","2021","Ealing","Heterosexual / straight","Declared non-disabled","240","230","31160","31060"
"In post","2021","Ealing","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","Declared non-disabled","80","70","31170","31060"
"In post","2021","Ealing","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","Unknown","40","30","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Declared disabled","70","60","25090","27150"
"In post","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Declared non-disabled","560","510","27080","26670"
"In post","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Declared non-disabled","50","50","27080","26780"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Declared non-disabled","90","70","24850","23890"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Unknown","60","60","23200","22230"
"In post","2021","East Cumbria","Heterosexual / straight","Declared disabled","80","70","27760","26520"
"In post","2021","East Cumbria","Heterosexual / straight","Declared non-disabled","540","490","27360","24920"
"In post","2021","East Cumbria","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Undeclared","Declared non-disabled","50","40","27830","23970"
"In post","2021","East Cumbria","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Unknown","Declared non-disabled","130","110","26050","22260"
"In post","2021","East Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Heterosexual / straight","Declared disabled","70","60","26430","27570"
"In post","2021","East Derbyshire","Heterosexual / straight","Declared non-disabled","200","180","26900","27570"
"In post","2021","East Derbyshire","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","Declared non-disabled","50","40","26850","27570"
"In post","2021","East Derbyshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Declared disabled","130","120","29720","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Declared non-disabled","1170","1110","30540","26800"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Undeclared","50","50","32250","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Unknown","270","270","32050","33650"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Declared non-disabled","110","100","32370","30740"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Unknown","60","50","32430","29350"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Declared non-disabled","100","90","26690","26600"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","410","400","29780","28890"
"In post","2021","East Kent","Heterosexual / straight","Declared disabled","340","310","28100","27370"
"In post","2021","East Kent","Heterosexual / straight","Declared non-disabled","2510","2310","27950","25590"
"In post","2021","East Kent","Heterosexual / straight","Undeclared","90","90","28050","26590"
"In post","2021","East Kent","Heterosexual / straight","Unknown","100","90","30530","26970"
"In post","2021","East Kent","LGBO","Declared disabled","30","30","[c]","[c]"
"In post","2021","East Kent","LGBO","Declared non-disabled","100","90","27130","25260"
"In post","2021","East Kent","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Undeclared","Declared disabled","60","50","28250","27370"
"In post","2021","East Kent","Undeclared","Declared non-disabled","320","280","28580","27370"
"In post","2021","East Kent","Undeclared","Undeclared","180","170","29570","27370"
"In post","2021","East Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Unknown","Declared non-disabled","200","180","29660","29290"
"In post","2021","East Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Unknown","Unknown","260","240","26830","24880"
"In post","2021","East Lancashire","Heterosexual / straight","Declared disabled","70","60","25410","27570"
"In post","2021","East Lancashire","Heterosexual / straight","Declared non-disabled","240","220","25960","27570"
"In post","2021","East Lancashire","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Unknown","Declared non-disabled","70","60","25910","27570"
"In post","2021","East Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Heterosexual / straight","Declared non-disabled","60","50","28400","27570"
"In post","2021","East Lothian and Midlothian","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Heterosexual / straight","Declared disabled","140","120","27350","27570"
"In post","2021","East Merseyside","Heterosexual / straight","Declared non-disabled","530","480","27970","27570"
"In post","2021","East Merseyside","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Undeclared","Declared non-disabled","50","40","27170","26780"
"In post","2021","East Merseyside","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Unknown","Declared non-disabled","170","140","25590","27570"
"In post","2021","East Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Unknown","Unknown","60","60","28940","27570"
"In post","2021","East Riding of Yorkshire","Heterosexual / straight","Declared disabled","140","130","27990","26930"
"In post","2021","East Riding of Yorkshire","Heterosexual / straight","Declared non-disabled","1080","1020","28570","26670"
"In post","2021","East Riding of Yorkshire","Heterosexual / straight","Undeclared","90","80","30800","31070"
