"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Dorset and Somerset","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dorset and Somerset","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","40-49","East of England","30","30","[c]","[c]"
"Leaver Dept.","2021","East Anglia","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","20-29","Wales","130","130","26930","26290"
"Leaver Dept.","2021","East Wales","30-39","Wales","140","140","36050","33410"
"Leaver Dept.","2021","East Wales","40-49","Wales","70","60","37420","32960"
"Leaver Dept.","2021","East Wales","50-59","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","East Wales","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","20-29","Scotland","60","60","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","30-39","Scotland","60","60","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","40-49","Scotland","40","30","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","50-59","Scotland","40","40","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","230","230","26980","27470"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","190","180","36000","34490"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","130","120","46030","41340"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","90","90","41370","37460"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","20-29","North West (England)","140","130","26090","24860"
"Leaver Dept.","2021","Greater Manchester","30-39","North West (England)","150","140","28380","27470"
"Leaver Dept.","2021","Greater Manchester","40-49","North West (England)","100","100","29800","27570"
"Leaver Dept.","2021","Greater Manchester","50-59","North West (England)","70","60","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","20-29","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","30-39","South East (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","40-49","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","50-59","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","20-29","London","170","170","35290","32580"
"Leaver Dept.","2021","Inner London - East","30-39","London","140","130","46640","44680"
"Leaver Dept.","2021","Inner London - East","40-49","London","110","100","50120","48900"
"Leaver Dept.","2021","Inner London - East","50-59","London","60","60","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","60-64","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","65+","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","16-19","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","20-29","London","1890","1730","35980","33570"
"Leaver Dept.","2021","Inner London - West","30-39","London","1460","1330","47570","50700"
"Leaver Dept.","2021","Inner London - West","40-49","London","680","610","57720","56300"
"Leaver Dept.","2021","Inner London - West","50-59","London","320","310","54100","47820"
"Leaver Dept.","2021","Inner London - West","60-64","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","65+","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","London","90","40","[c]","[c]"
"Leaver Dept.","2021","Kent","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","20-29","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Lancashire","30-39","North West (England)","50","40","[c]","[c]"
"Leaver Dept.","2021","Lancashire","40-49","North West (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Lancashire","50-59","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Lancashire","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","20-29","North West (England)","90","90","24130","24110"
"Leaver Dept.","2021","Merseyside","30-39","North West (England)","110","100","26870","24890"
"Leaver Dept.","2021","Merseyside","40-49","North West (England)","80","80","31900","27570"
"Leaver Dept.","2021","Merseyside","50-59","North West (England)","70","70","[c]","[c]"
"Leaver Dept.","2021","Merseyside","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","30-39","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","20-29","North East (England)","140","140","23840","21010"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","30-39","North East (England)","150","140","26900","25220"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","40-49","North East (England)","90","90","29500","27570"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","50-59","North East (England)","70","70","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","20-29","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","30-39","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","40-49","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","50-59","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","20-29","London","90","90","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","30-39","London","70","70","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","40-49","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","50-59","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","65+","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","20-29","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","30-39","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","40-49","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","50-59","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","60-64","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","30-39","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","20-29","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","30-39","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","40-49","Yorkshire and The Humber","50","50","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","30-39","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","20-29","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","20-29","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","30-39","North East (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","40-49","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","470","470","32260","32000"
"Leaver Dept.","2021","Unknown","30-39","Unknown","160","160","39720","32040"
"Leaver Dept.","2021","Unknown","40-49","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","20-29","Scotland","70","70","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","30-39","Scotland","90","90","26930","25980"
"Leaver Dept.","2021","West Central Scotland","40-49","Scotland","70","60","28300","27570"
"Leaver Dept.","2021","West Central Scotland","50-59","Scotland","70","70","29970","27570"
"Leaver Dept.","2021","West Central Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","20-29","West Midlands (England)","110","110","23520","21010"
"Leaver Dept.","2021","West Midlands","30-39","West Midlands (England)","160","150","27730","24890"
"Leaver Dept.","2021","West Midlands","40-49","West Midlands (England)","90","90","33060","27770"
"Leaver Dept.","2021","West Midlands","50-59","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","20-29","Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","30-39","Wales","70","70","26860","25950"
"Leaver Dept.","2021","West Wales and The Valleys","40-49","Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","20-29","Yorkshire and The Humber","110","100","25760","24890"
"Leaver Dept.","2021","West Yorkshire","30-39","Yorkshire and The Humber","90","80","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","40-49","Yorkshire and The Humber","80","80","35670","31740"
"Leaver Dept.","2021","West Yorkshire","50-59","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","20-29","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","South East (England)","70","70","29110","27570"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","South East (England)","100","90","39770","38200"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","South East (England)","120","110","44940","42380"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","South East (England)","110","100","45450","40560"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","30-39","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Cheshire","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","20-29","East Midlands (England)","140","130","26000","25000"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","30-39","East Midlands (England)","130","130","31030","27570"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","40-49","East Midlands (England)","120","120","37280","31720"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","50-59","East Midlands (England)","80","70","42410","35310"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","40-49","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Devon","50-59","South West (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Devon","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","20-29","East of England","80","80","25730","25010"
"Leaver Dept.","2022","East Anglia","30-39","East of England","100","100","32870","30760"
"Leaver Dept.","2022","East Anglia","40-49","East of England","120","100","40040","33630"
"Leaver Dept.","2022","East Anglia","50-59","East of England","100","100","47370","38060"
"Leaver Dept.","2022","East Anglia","60-64","East of England","40","30","[c]","[c]"
"Leaver Dept.","2022","East Anglia","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","20-29","Wales","180","170","29020","27980"
"Leaver Dept.","2022","East Wales","30-39","Wales","210","200","34260","30830"
"Leaver Dept.","2022","East Wales","40-49","Wales","120","110","36570","32380"
"Leaver Dept.","2022","East Wales","50-59","Wales","60","60","37190","27900"
"Leaver Dept.","2022","East Wales","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","20-29","Scotland","120","110","26200","26470"
"Leaver Dept.","2022","Eastern Scotland","30-39","Scotland","150","140","28110","27570"
"Leaver Dept.","2022","Eastern Scotland","40-49","Scotland","130","120","32140","27570"
"Leaver Dept.","2022","Eastern Scotland","50-59","Scotland","80","70","32840","27570"
"Leaver Dept.","2022","Eastern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","30-39","East of England","40","40","[c]","[c]"
"Leaver Dept.","2022","Essex","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","50-59","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Essex","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","510","500","26390","26070"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","520","490","34730","33400"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","450","420","41940","39170"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","300","280","46970","42290"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","80","80","50430","41640"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","20-29","North West (England)","300","290","25810","24880"
"Leaver Dept.","2022","Greater Manchester","30-39","North West (England)","280","270","31830","27570"
"Leaver Dept.","2022","Greater Manchester","40-49","North West (England)","230","220","36930","31420"
"Leaver Dept.","2022","Greater Manchester","50-59","North West (England)","160","150","38940","32740"
"Leaver Dept.","2022","Greater Manchester","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","20-29","South East (England)","80","80","28100","28590"
"Leaver Dept.","2022","Hampshire and Isle of Wight","30-39","South East (England)","80","70","34220","31040"
