"Status","Year","Region_ITL1","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","LGBO","Unknown","90","90","32980","30210"
"In post","2022","South East (England)","Undeclared","Declared disabled","500","450","30690","27570"
"In post","2022","South East (England)","Undeclared","Declared non-disabled","2130","1960","32610","29290"
"In post","2022","South East (England)","Undeclared","Undeclared","1170","1090","33360","31650"
"In post","2022","South East (England)","Undeclared","Unknown","270","260","37290","33440"
"In post","2022","South East (England)","Unknown","Declared disabled","280","240","30940","27570"
"In post","2022","South East (England)","Unknown","Declared non-disabled","3040","2770","35710","31880"
"In post","2022","South East (England)","Unknown","Undeclared","400","360","31600","31650"
"In post","2022","South East (England)","Unknown","Unknown","3920","3650","31040","27380"
"In post","2022","South West (England)","Heterosexual / straight","Declared disabled","3700","3420","32660","28640"
"In post","2022","South West (England)","Heterosexual / straight","Declared non-disabled","25730","24310","35070","32010"
"In post","2022","South West (England)","Heterosexual / straight","Undeclared","1190","1120","33910","31380"
"In post","2022","South West (England)","Heterosexual / straight","Unknown","1810","1730","36570","33370"
"In post","2022","South West (England)","LGBO","Declared disabled","400","380","30580","27570"
"In post","2022","South West (England)","LGBO","Declared non-disabled","1200","1160","32550","28800"
"In post","2022","South West (England)","LGBO","Undeclared","70","70","33650","30200"
"In post","2022","South West (England)","LGBO","Unknown","100","90","32030","28710"
"In post","2022","South West (England)","Undeclared","Declared disabled","600","560","33090","29230"
"In post","2022","South West (England)","Undeclared","Declared non-disabled","2470","2290","35910","33300"
"In post","2022","South West (England)","Undeclared","Undeclared","1120","1060","36450","33440"
"In post","2022","South West (England)","Undeclared","Unknown","370","350","40840","39070"
"In post","2022","South West (England)","Unknown","Declared disabled","300","270","32640","27570"
"In post","2022","South West (England)","Unknown","Declared non-disabled","3910","3590","35790","31650"
"In post","2022","South West (England)","Unknown","Undeclared","220","200","31200","29000"
"In post","2022","South West (England)","Unknown","Unknown","3530","3360","32760","27570"
"In post","2022","Unknown","Heterosexual / straight","Declared disabled","100","90","32150","27700"
"In post","2022","Unknown","Heterosexual / straight","Declared non-disabled","680","650","33830","31030"
"In post","2022","Unknown","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"In post","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Declared non-disabled","60","50","32620","27570"
"In post","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","70","60","27960","27570"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2190","2170","37080","32700"
"In post","2022","Wales","Heterosexual / straight","Declared disabled","2790","2520","29800","27570"
"In post","2022","Wales","Heterosexual / straight","Declared non-disabled","20800","19430","32950","27570"
"In post","2022","Wales","Heterosexual / straight","Undeclared","820","750","29330","26820"
"In post","2022","Wales","Heterosexual / straight","Unknown","1310","1240","33030","30210"
"In post","2022","Wales","LGBO","Declared disabled","320","310","30540","27570"
"In post","2022","Wales","LGBO","Declared non-disabled","1080","1050","31640","27570"
"In post","2022","Wales","LGBO","Undeclared","70","70","29260","26820"
"In post","2022","Wales","LGBO","Unknown","120","110","30420","29820"
"In post","2022","Wales","Undeclared","Declared disabled","540","460","27440","23670"
"In post","2022","Wales","Undeclared","Declared non-disabled","2450","2180","30810","26780"
"In post","2022","Wales","Undeclared","Undeclared","860","800","32470","29200"
"In post","2022","Wales","Undeclared","Unknown","200","190","37330","33370"
"In post","2022","Wales","Unknown","Declared disabled","180","150","27850","26590"
"In post","2022","Wales","Unknown","Declared non-disabled","1980","1720","30630","27570"
"In post","2022","Wales","Unknown","Undeclared","160","140","29600","27570"
"In post","2022","Wales","Unknown","Unknown","4230","3990","29090","25700"
"In post","2022","West Midlands (England)","Heterosexual / straight","Declared disabled","3060","2790","30040","27570"
"In post","2022","West Midlands (England)","Heterosexual / straight","Declared non-disabled","17550","16440","31410","27570"
"In post","2022","West Midlands (England)","Heterosexual / straight","Undeclared","950","890","30020","27570"
"In post","2022","West Midlands (England)","Heterosexual / straight","Unknown","1170","1120","34230","30320"
"In post","2022","West Midlands (England)","LGBO","Declared disabled","320","300","29560","27570"
"In post","2022","West Midlands (England)","LGBO","Declared non-disabled","780","750","30650","27470"
"In post","2022","West Midlands (England)","LGBO","Undeclared","60","60","31150","27570"
"In post","2022","West Midlands (England)","LGBO","Unknown","60","60","33660","29100"
"In post","2022","West Midlands (England)","Undeclared","Declared disabled","390","350","29380","27570"
"In post","2022","West Midlands (England)","Undeclared","Declared non-disabled","1400","1270","30560","27570"
"In post","2022","West Midlands (England)","Undeclared","Undeclared","670","630","32220","28170"
"In post","2022","West Midlands (England)","Undeclared","Unknown","160","160","35970","32770"
"In post","2022","West Midlands (England)","Unknown","Declared disabled","260","220","28120","27570"
"In post","2022","West Midlands (England)","Unknown","Declared non-disabled","2440","2140","29340","27570"
"In post","2022","West Midlands (England)","Unknown","Undeclared","250","220","29190","27570"
"In post","2022","West Midlands (England)","Unknown","Unknown","3650","3460","30680","26590"
"In post","2022","Yorkshire and The Humber","Heterosexual / straight","Declared disabled","3360","3050","30900","27570"
"In post","2022","Yorkshire and The Humber","Heterosexual / straight","Declared non-disabled","20770","19280","32460","27570"
"In post","2022","Yorkshire and The Humber","Heterosexual / straight","Undeclared","1080","1000","31290","29200"
"In post","2022","Yorkshire and The Humber","Heterosexual / straight","Unknown","1370","1320","35200","31320"
"In post","2022","Yorkshire and The Humber","LGBO","Declared disabled","390","370","31160","27570"
"In post","2022","Yorkshire and The Humber","LGBO","Declared non-disabled","1110","1070","31880","27570"
"In post","2022","Yorkshire and The Humber","LGBO","Undeclared","90","90","34180","30820"
"In post","2022","Yorkshire and The Humber","LGBO","Unknown","120","120","33130","29360"
"In post","2022","Yorkshire and The Humber","Undeclared","Declared disabled","400","360","30780","27570"
"In post","2022","Yorkshire and The Humber","Undeclared","Declared non-disabled","1760","1610","31330","27570"
"In post","2022","Yorkshire and The Humber","Undeclared","Undeclared","810","760","32930","31180"
"In post","2022","Yorkshire and The Humber","Undeclared","Unknown","360","340","38940","36780"
"In post","2022","Yorkshire and The Humber","Unknown","Declared disabled","220","190","28850","27570"
"In post","2022","Yorkshire and The Humber","Unknown","Declared non-disabled","2440","2130","31350","27570"
"In post","2022","Yorkshire and The Humber","Unknown","Undeclared","270","230","30690","31650"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","4700","4500","30670","26820"
"Leaver CS","2021","East Midlands (England)","Heterosexual / straight","Declared disabled","100","90","27830","26470"
"Leaver CS","2021","East Midlands (England)","Heterosexual / straight","Declared non-disabled","570","520","27860","25970"
"Leaver CS","2021","East Midlands (England)","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Declared non-disabled","70","60","27130","21920"
"Leaver CS","2021","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Declared non-disabled","280","230","26410","23340"
"Leaver CS","2021","East Midlands (England)","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Unknown","320","290","25220","24000"
"Leaver CS","2021","East of England","Heterosexual / straight","Declared disabled","110","90","27810","26680"
"Leaver CS","2021","East of England","Heterosexual / straight","Declared non-disabled","610","560","30400","26000"
"Leaver CS","2021","East of England","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Heterosexual / straight","Unknown","60","50","31070","23620"
"Leaver CS","2021","East of England","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Declared non-disabled","80","70","31260","26870"
"Leaver CS","2021","East of England","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Declared non-disabled","300","250","28560","25110"
"Leaver CS","2021","East of England","Unknown","Undeclared","100","80","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Unknown","350","320","30630","27570"
"Leaver CS","2021","London","Heterosexual / straight","Declared disabled","250","230","38320","31880"
"Leaver CS","2021","London","Heterosexual / straight","Declared non-disabled","1970","1830","42380","34710"
"Leaver CS","2021","London","Heterosexual / straight","Undeclared","80","80","41230","35430"
"Leaver CS","2021","London","Heterosexual / straight","Unknown","170","160","43580","39630"
"Leaver CS","2021","London","LGBO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","London","LGBO","Declared non-disabled","140","140","44960","36800"
"Leaver CS","2021","London","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","London","Undeclared","Declared non-disabled","240","210","45520","39960"
"Leaver CS","2021","London","Undeclared","Undeclared","80","70","42830","38410"
"Leaver CS","2021","London","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","London","Unknown","Declared disabled","110","90","[c]","[c]"
"Leaver CS","2021","London","Unknown","Declared non-disabled","600","490","43580","31880"
"Leaver CS","2021","London","Unknown","Undeclared","130","120","40230","34510"
"Leaver CS","2021","London","Unknown","Unknown","1410","1230","37320","31060"
"Leaver CS","2021","North East (England)","Heterosexual / straight","Declared disabled","100","80","26000","21010"
"Leaver CS","2021","North East (England)","Heterosexual / straight","Declared non-disabled","470","390","27040","21010"
"Leaver CS","2021","North East (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Declared disabled","100","80","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Declared non-disabled","450","350","26000","21010"
"Leaver CS","2021","North East (England)","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Unknown","390","330","25260","21050"
"Leaver CS","2021","North West (England)","Heterosexual / straight","Declared disabled","190","170","29340","26120"
"Leaver CS","2021","North West (England)","Heterosexual / straight","Declared non-disabled","1010","880","28440","24110"
"Leaver CS","2021","North West (England)","Heterosexual / straight","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","LGBO","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","North West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Undeclared","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Undeclared","Declared non-disabled","100","80","29830","25210"
"Leaver CS","2021","North West (England)","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Declared non-disabled","530","420","26990","26890"
"Leaver CS","2021","North West (England)","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Unknown","530","490","26500","21050"
"Leaver CS","2021","Northern Ireland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Heterosexual / straight","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Scotland","Heterosexual / straight","Declared disabled","110","100","29030","27300"
"Leaver CS","2021","Scotland","Heterosexual / straight","Declared non-disabled","550","480","32460","27150"
"Leaver CS","2021","Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Heterosexual / straight","Unknown","120","110","37570","33650"
"Leaver CS","2021","Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Declared non-disabled","60","50","31680","27570"
"Leaver CS","2021","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Undeclared","Unknown","120","110","28510","22820"
"Leaver CS","2021","Scotland","Unknown","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Declared non-disabled","530","440","32380","26890"
"Leaver CS","2021","Scotland","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Unknown","620","540","33340","27570"
"Leaver CS","2021","South East (England)","Heterosexual / straight","Declared disabled","200","180","26500","25970"
"Leaver CS","2021","South East (England)","Heterosexual / straight","Declared non-disabled","1080","980","30200","27370"
"Leaver CS","2021","South East (England)","Heterosexual / straight","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","South East (England)","Heterosexual / straight","Unknown","100","90","30310","26100"
"Leaver CS","2021","South East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","LGBO","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","South East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Undeclared","Declared non-disabled","100","90","31480","27570"
"Leaver CS","2021","South East (England)","Undeclared","Undeclared","80","70","33340","31100"
"Leaver CS","2021","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Declared disabled","50","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Declared non-disabled","220","180","30850","27570"
"Leaver CS","2021","South East (England)","Unknown","Undeclared","80","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Unknown","580","520","29020","24370"
"Leaver CS","2021","South West (England)","Heterosexual / straight","Declared disabled","210","180","29390","26020"
"Leaver CS","2021","South West (England)","Heterosexual / straight","Declared non-disabled","1060","980","33290","28260"
"Leaver CS","2021","South West (England)","Heterosexual / straight","Undeclared","80","70","33750","29430"
"Leaver CS","2021","South West (England)","Heterosexual / straight","Unknown","80","70","32790","30410"
"Leaver CS","2021","South West (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","LGBO","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Declared non-disabled","120","100","31640","27130"
"Leaver CS","2021","South West (England)","Undeclared","Undeclared","60","60","33260","32640"
"Leaver CS","2021","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Declared non-disabled","260","220","30100","27130"
"Leaver CS","2021","South West (England)","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Unknown","380","350","31760","27570"
"Leaver CS","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","620","610","39950","32000"
"Leaver CS","2021","Wales","Heterosexual / straight","Declared disabled","120","100","26200","21590"
"Leaver CS","2021","Wales","Heterosexual / straight","Declared non-disabled","640","560","31220","25690"
"Leaver CS","2021","Wales","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Wales","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Declared non-disabled","90","60","29870","21590"
"Leaver CS","2021","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Declared non-disabled","380","310","28020","25490"
"Leaver CS","2021","Wales","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","420","380","26940","21590"
"Leaver CS","2021","West Midlands (England)","Heterosexual / straight","Declared disabled","120","100","26630","26120"
"Leaver CS","2021","West Midlands (England)","Heterosexual / straight","Declared non-disabled","630","550","29960","25850"
"Leaver CS","2021","West Midlands (England)","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","LGBO","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Declared non-disabled","70","60","33120","27570"
"Leaver CS","2021","West Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Declared non-disabled","350","280","29180","26120"
"Leaver CS","2021","West Midlands (England)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","410","380","30250","22150"
"Leaver CS","2021","Yorkshire and The Humber","Heterosexual / straight","Declared disabled","140","120","28960","26400"
"Leaver CS","2021","Yorkshire and The Humber","Heterosexual / straight","Declared non-disabled","750","660","30450","26260"
"Leaver CS","2021","Yorkshire and The Humber","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Declared non-disabled","80","70","30460","27180"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","530","430","31190","27130"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Unknown","510","420","29830","24920"
"Leaver CS","2022","East Midlands (England)","Heterosexual / straight","Declared disabled","190","170","27400","26740"
"Leaver CS","2022","East Midlands (England)","Heterosexual / straight","Declared non-disabled","980","900","29560","27570"
"Leaver CS","2022","East Midlands (England)","Heterosexual / straight","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Declared non-disabled","80","70","27480","26800"
"Leaver CS","2022","East Midlands (England)","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Declared non-disabled","230","190","27760","27570"
"Leaver CS","2022","East Midlands (England)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","450","410","25190","21260"
"Leaver CS","2022","East of England","Heterosexual / straight","Declared disabled","240","210","29390","27570"
"Leaver CS","2022","East of England","Heterosexual / straight","Declared non-disabled","1370","1250","31010","27570"
"Leaver CS","2022","East of England","Heterosexual / straight","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","East of England","Heterosexual / straight","Unknown","90","80","35200","32960"
"Leaver CS","2022","East of England","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
