"Status","Year","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East Midlands (England)","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","140","140","26780","21950"
"Leaver Dept.","2021","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","130","130","32610","29930"
"Leaver Dept.","2021","London","Asian","540","510","39490","34560"
"Leaver Dept.","2021","London","Black","310","300","36650","33690"
"Leaver Dept.","2021","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","210","200","42200","35750"
"Leaver Dept.","2021","London","Other ethnicity","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","190","180","42620","37840"
"Leaver Dept.","2021","London","Unknown","1460","1260","43220","38750"
"Leaver Dept.","2021","London","White","2540","2380","46980","41970"
"Leaver Dept.","2021","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","130","120","30040","27570"
"Leaver Dept.","2021","North East (England)","White","440","420","26930","24700"
"Leaver Dept.","2021","North West (England)","Asian","100","100","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","40","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","250","240","27870","24980"
"Leaver Dept.","2021","North West (England)","White","650","610","30430","27570"
"Leaver Dept.","2021","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","60","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","160","150","32190","27570"
"Leaver Dept.","2021","Scotland","White","420","400","30150","27570"
"Leaver Dept.","2021","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","South East (England)","White","290","280","33650","29290"
"Leaver Dept.","2021","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","150","150","35490","32370"
"Leaver Dept.","2021","South West (England)","White","570","550","34480","31820"
"Leaver Dept.","2021","Unknown","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","410","410","33970","32000"
"Leaver Dept.","2021","Unknown","White","220","220","37940","32000"
"Leaver Dept.","2021","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","100","100","29980","25500"
"Leaver Dept.","2021","Wales","White","400","390","31600","27570"
"Leaver Dept.","2021","West Midlands (England)","Asian","120","120","24040","21380"
"Leaver Dept.","2021","West Midlands (England)","Black","30","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","120","120","29590","24250"
"Leaver Dept.","2021","West Midlands (England)","White","240","230","30020","26550"
"Leaver Dept.","2021","Yorkshire and The Humber","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","190","150","34840","32430"
"Leaver Dept.","2021","Yorkshire and The Humber","White","350","340","34120","30830"
"Leaver Dept.","2022","East Midlands (England)","Asian","70","60","29540","24350"
"Leaver Dept.","2022","East Midlands (England)","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","90","90","28890","25160"
"Leaver Dept.","2022","East Midlands (England)","White","390","370","32560","27570"
"Leaver Dept.","2022","East of England","Asian","60","50","42610","29290"
"Leaver Dept.","2022","East of England","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","60","50","39680","34530"
"Leaver Dept.","2022","East of England","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","East of England","White","430","400","37710","30760"
"Leaver Dept.","2022","London","Asian","1350","1250","40170","33880"
"Leaver Dept.","2022","London","Black","770","730","37490","32640"
"Leaver Dept.","2022","London","Mixed","370","340","40820","36750"
"Leaver Dept.","2022","London","Other ethnicity","110","100","43940","37810"
"Leaver Dept.","2022","London","Undeclared","460","420","45970","40940"
"Leaver Dept.","2022","London","Unknown","2240","1550","41530","34550"
"Leaver Dept.","2022","London","White","4980","4530","46890","40600"
"Leaver Dept.","2022","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","160","160","30090","27120"
"Leaver Dept.","2022","North East (England)","White","740","710","31610","27570"
"Leaver Dept.","2022","North West (England)","Asian","200","190","28260","27570"
"Leaver Dept.","2022","North West (England)","Black","80","80","31120","27570"
"Leaver Dept.","2022","North West (England)","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","80","80","36500","33760"
"Leaver Dept.","2022","North West (England)","Unknown","250","250","29910","27570"
"Leaver Dept.","2022","North West (England)","White","1410","1350","32910","27570"
"Leaver Dept.","2022","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","210","200","32530","27570"
"Leaver Dept.","2022","Scotland","White","930","900","29680","27570"
"Leaver Dept.","2022","South East (England)","Asian","70","70","36190","31040"
"Leaver Dept.","2022","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","90","80","40190","35750"
"Leaver Dept.","2022","South East (England)","Unknown","80","70","35140","29290"
"Leaver Dept.","2022","South East (England)","White","780","720","40250","34740"
"Leaver Dept.","2022","South West (England)","Asian","110","100","36290","29000"
"Leaver Dept.","2022","South West (England)","Black","60","60","37220","35000"
"Leaver Dept.","2022","South West (England)","Mixed","50","50","33940","32310"
"Leaver Dept.","2022","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","110","110","41520","38150"
"Leaver Dept.","2022","South West (England)","Unknown","110","110","32870","29230"
"Leaver Dept.","2022","South West (England)","White","1680","1590","36840","32170"
"Leaver Dept.","2022","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","390","210","36470","32000"
"Leaver Dept.","2022","Unknown","White","290","270","38050","32180"
"Leaver Dept.","2022","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","70","70","32590","29540"
"Leaver Dept.","2022","Wales","Unknown","100","100","31580","27570"
"Leaver Dept.","2022","Wales","White","520","510","34120","28560"
"Leaver Dept.","2022","West Midlands (England)","Asian","300","290","29010","26000"
"Leaver Dept.","2022","West Midlands (England)","Black","100","100","33240","27570"
"Leaver Dept.","2022","West Midlands (England)","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","170","160","28680","25120"
"Leaver Dept.","2022","West Midlands (England)","White","640","600","35820","29510"
"Leaver Dept.","2022","Yorkshire and The Humber","Asian","170","160","31860","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Mixed","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","440","180","33160","28000"
"Leaver Dept.","2022","Yorkshire and The Humber","White","930","830","37820","32790"
"New entrant CS","2021","East Midlands (England)","Asian","250","240","26200","25560"
"New entrant CS","2021","East Midlands (England)","Black","90","90","26600","27570"
"New entrant CS","2021","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","60","50","27350","27570"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","650","630","25030","22850"
"New entrant CS","2021","East Midlands (England)","White","1380","1350","26710","25560"
"New entrant CS","2021","East of England","Asian","200","190","28380","27570"
"New entrant CS","2021","East of England","Black","180","170","27840","28600"
"New entrant CS","2021","East of England","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","110","110","27270","27570"
"New entrant CS","2021","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","640","620","25820","24620"
"New entrant CS","2021","East of England","White","1820","1770","27130","27570"
"New entrant CS","2021","London","Asian","1800","1760","33430","31060"
"New entrant CS","2021","London","Black","1570","1540","31370","31060"
"New entrant CS","2021","London","Chinese","60","60","36530","33180"
"New entrant CS","2021","London","Mixed","630","620","33660","31060"
"New entrant CS","2021","London","Other ethnicity","180","180","34140","31060"
"New entrant CS","2021","London","Undeclared","370","360","34270","31060"
"New entrant CS","2021","London","Unknown","4600","4540","36590","31060"
"New entrant CS","2021","London","White","5900","5750","36990","32540"
"New entrant CS","2021","North East (England)","Asian","90","90","26430","21010"
"New entrant CS","2021","North East (England)","Black","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","50","50","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","1030","1000","23830","21010"
"New entrant CS","2021","North East (England)","White","2010","1980","24770","21010"
"New entrant CS","2021","North West (England)","Asian","360","350","27030","27570"
"New entrant CS","2021","North West (England)","Black","150","140","28550","27570"
"New entrant CS","2021","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Mixed","120","120","25370","24830"
"New entrant CS","2021","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","80","70","27720","24240"
"New entrant CS","2021","North West (England)","Unknown","1770","1720","25880","22850"
"New entrant CS","2021","North West (England)","White","3530","3470","26890","24250"
"New entrant CS","2021","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","180","180","23040","20140"
"New entrant CS","2021","Northern Ireland","White","160","160","25180","20310"
"New entrant CS","2021","Overseas","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Asian","70","70","28680","27570"
"New entrant CS","2021","Scotland","Black","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Mixed","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","1750","1700","27840","21150"
"New entrant CS","2021","Scotland","White","2510","2460","27170","25560"
"New entrant CS","2021","South East (England)","Asian","260","250","28910","27850"
"New entrant CS","2021","South East (England)","Black","200","200","28720","29290"
"New entrant CS","2021","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Mixed","120","120","27570","27570"
"New entrant CS","2021","South East (England)","Other ethnicity","40","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Undeclared","120","110","29070","27570"
"New entrant CS","2021","South East (England)","Unknown","1300","1250","27120","24880"
"New entrant CS","2021","South East (England)","White","3570","3460","28000","27570"
"New entrant CS","2021","South West (England)","Asian","140","130","31240","27570"
"New entrant CS","2021","South West (England)","Black","80","70","29770","27570"
"New entrant CS","2021","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Mixed","120","110","28930","27570"
"New entrant CS","2021","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Undeclared","100","100","29870","27570"
"New entrant CS","2021","South West (England)","Unknown","960","920","28350","25560"
"New entrant CS","2021","South West (England)","White","3540","3400","28860","27570"
"New entrant CS","2021","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","540","530","36990","28000"
"New entrant CS","2021","Unknown","White","270","260","30330","27570"
"New entrant CS","2021","Wales","Asian","90","90","25120","22920"
"New entrant CS","2021","Wales","Black","30","30","[c]","[c]"
"New entrant CS","2021","Wales","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Mixed","60","50","24860","22350"
"New entrant CS","2021","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","980","940","24910","21970"
"New entrant CS","2021","Wales","White","1750","1700","26350","22920"
"New entrant CS","2021","West Midlands (England)","Asian","460","440","26470","26550"
"New entrant CS","2021","West Midlands (England)","Black","160","160","26260","27570"
"New entrant CS","2021","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Mixed","100","100","27250","25560"
"New entrant CS","2021","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Undeclared","60","60","28900","27570"
"New entrant CS","2021","West Midlands (England)","Unknown","900","860","26720","22570"
"New entrant CS","2021","West Midlands (England)","White","1760","1700","28260","27570"
"New entrant CS","2021","Yorkshire and The Humber","Asian","350","340","26680","27570"
"New entrant CS","2021","Yorkshire and The Humber","Black","100","100","27080","27570"
"New entrant CS","2021","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Mixed","120","110","25720","27570"
"New entrant CS","2021","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","60","60","28370","27570"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","1510","1470","27600","23440"
"New entrant CS","2021","Yorkshire and The Humber","White","2360","2300","28040","27570"
"New entrant CS","2022","East Midlands (England)","Asian","320","300","25550","23140"
"New entrant CS","2022","East Midlands (England)","Black","130","130","26340","25480"
"New entrant CS","2022","East Midlands (England)","Mixed","100","100","24590","23170"
"New entrant CS","2022","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","70","60","30830","28200"
"New entrant CS","2022","East Midlands (England)","Unknown","990","940","25740","24090"
"New entrant CS","2022","East Midlands (England)","White","2010","1950","27030","24800"
"New entrant CS","2022","East of England","Asian","160","160","28670","27570"
"New entrant CS","2022","East of England","Black","130","120","27210","27570"
"New entrant CS","2022","East of England","Mixed","90","90","28110","27120"
"New entrant CS","2022","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","900","830","26970","24800"
"New entrant CS","2022","East of England","White","1930","1850","27790","25500"
"New entrant CS","2022","London","Asian","1690","1640","34560","31060"
"New entrant CS","2022","London","Black","1340","1300","32870","31060"
"New entrant CS","2022","London","Mixed","560","540","34540","31800"
"New entrant CS","2022","London","Other ethnicity","190","190","33120","31060"
"New entrant CS","2022","London","Undeclared","250","240","37520","33210"
"New entrant CS","2022","London","Unknown","4520","4270","35700","30750"
"New entrant CS","2022","London","White","5220","5090","38470","33570"
"New entrant CS","2022","North East (England)","Asian","140","140","27420","26590"
"New entrant CS","2022","North East (England)","Black","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Mixed","50","50","25980","23800"
"New entrant CS","2022","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","1160","1120","25710","22600"
"New entrant CS","2022","North East (England)","White","2780","2710","26610","23170"
"New entrant CS","2022","North West (England)","Asian","600","580","26880","26370"
"New entrant CS","2022","North West (England)","Black","230","220","27060","25950"
"New entrant CS","2022","North West (England)","Mixed","170","160","26710","23170"
"New entrant CS","2022","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","80","80","30620","27570"
"New entrant CS","2022","North West (England)","Unknown","2770","2650","26640","24800"
"New entrant CS","2022","North West (England)","White","4960","4830","27540","24880"
"New entrant CS","2022","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","240","240","25730","21250"
"New entrant CS","2022","Northern Ireland","White","350","340","29440","26590"
"New entrant CS","2022","Overseas","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Asian","200","200","28580","27230"
"New entrant CS","2022","Scotland","Black","110","100","26950","23920"
"New entrant CS","2022","Scotland","Mixed","80","80","29880","27230"
"New entrant CS","2022","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","70","70","29080","27570"
"New entrant CS","2022","Scotland","Unknown","2650","2560","28540","24880"
"New entrant CS","2022","Scotland","White","4460","4380","29000","27230"
"New entrant CS","2022","South East (England)","Asian","220","210","29460","27570"
"New entrant CS","2022","South East (England)","Black","170","160","27680","27570"
"New entrant CS","2022","South East (England)","Mixed","140","130","27570","26590"
