"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Scottish Fiscal Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Fiscal Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Fiscal Commission","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Forestry","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Forestry","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Forestry","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Forestry","50-59","40","40","[c]","[c]"
"In post","2022","Male","Scottish Forestry","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Forestry","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Government (excl. agencies)","20-29","640","630","31830","31540"
"In post","2022","Male","Scottish Government (excl. agencies)","30-39","970","960","42140","39660"
"In post","2022","Male","Scottish Government (excl. agencies)","40-49","1000","990","50390","47490"
"In post","2022","Male","Scottish Government (excl. agencies)","50-59","950","940","49950","47490"
"In post","2022","Male","Scottish Government (excl. agencies)","60-64","240","220","47320","44130"
"In post","2022","Male","Scottish Government (excl. agencies)","65+","80","70","41520","36130"
"In post","2022","Male","Scottish Housing Regulator","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Housing Regulator","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Housing Regulator","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Housing Regulator","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Housing Regulator","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Prison Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Prison Service","20-29","300","300","26350","23330"
"In post","2022","Male","Scottish Prison Service","30-39","640","630","30930","32170"
"In post","2022","Male","Scottish Prison Service","40-49","450","440","33670","35000"
"In post","2022","Male","Scottish Prison Service","50-59","1150","1100","36500","35000"
"In post","2022","Male","Scottish Prison Service","60-64","320","210","35870","35000"
"In post","2022","Male","Scottish Prison Service","65+","80","50","35450","35000"
"In post","2022","Male","Scottish Public Pensions Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","30-39","30","30","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","40-49","40","30","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","50-59","40","40","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Serious Fraud Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Serious Fraud Office","30-39","60","60","45620","40560"
"In post","2022","Male","Serious Fraud Office","40-49","60","60","52980","55750"
"In post","2022","Male","Serious Fraud Office","50-59","80","80","51330","47170"
"In post","2022","Male","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Serious Fraud Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Security Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Security Scotland","20-29","220","220","25860","24400"
"In post","2022","Male","Social Security Scotland","30-39","320","320","30710","27230"
"In post","2022","Male","Social Security Scotland","40-49","250","250","34290","27940"
"In post","2022","Male","Social Security Scotland","50-59","150","150","36610","31540"
"In post","2022","Male","Social Security Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Security Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Submarine Delivery Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Submarine Delivery Agency","20-29","320","320","28550","27540"
"In post","2022","Male","Submarine Delivery Agency","30-39","310","310","39970","39860"
"In post","2022","Male","Submarine Delivery Agency","40-49","250","240","47770","45000"
"In post","2022","Male","Submarine Delivery Agency","50-59","330","330","52680","52000"
"In post","2022","Male","Submarine Delivery Agency","60-64","100","90","51570","46000"
"In post","2022","Male","Submarine Delivery Agency","65+","30","30","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","The Insolvency Service","20-29","70","70","25530","21130"
"In post","2022","Male","The Insolvency Service","30-39","140","140","32000","29120"
"In post","2022","Male","The Insolvency Service","40-49","210","200","35270","34500"
"In post","2022","Male","The Insolvency Service","50-59","230","220","39080","37470"
"In post","2022","Male","The Insolvency Service","60-64","60","50","34620","35240"
"In post","2022","Male","The Insolvency Service","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","20-29","40","40","[c]","[c]"
"In post","2022","Male","The National Archives","30-39","50","50","[c]","[c]"
"In post","2022","Male","The National Archives","40-49","80","70","40250","36800"
"In post","2022","Male","The National Archives","50-59","80","80","40200","37080"
"In post","2022","Male","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Transport Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Transport Scotland","20-29","30","30","[c]","[c]"
"In post","2022","Male","Transport Scotland","30-39","60","60","41190","39660"
"In post","2022","Male","Transport Scotland","40-49","90","90","52790","51990"
"In post","2022","Male","Transport Scotland","50-59","80","80","53710","50670"
"In post","2022","Male","Transport Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Transport Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","20-29","50","50","38080","34190"
"In post","2022","Male","UK Export Finance","30-39","50","50","54080","52500"
"In post","2022","Male","UK Export Finance","40-49","70","70","59920","56770"
"In post","2022","Male","UK Export Finance","50-59","70","70","66830","55460"
"In post","2022","Male","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","20-29","500","490","31700","28590"
"In post","2022","Male","UK Health Security Agency","30-39","520","500","42400","39490"
"In post","2022","Male","UK Health Security Agency","40-49","570","550","51490","49340"
"In post","2022","Male","UK Health Security Agency","50-59","480","460","56310","50420"
"In post","2022","Male","UK Health Security Agency","60-64","130","120","67120","58770"
"In post","2022","Male","UK Health Security Agency","65+","60","50","62300","54230"
"In post","2022","Male","UK Hydrographic Office","20-29","110","110","27300","26740"
"In post","2022","Male","UK Hydrographic Office","30-39","150","150","35030","33290"
"In post","2022","Male","UK Hydrographic Office","40-49","140","140","39620","33650"
"In post","2022","Male","UK Hydrographic Office","50-59","140","140","39370","35340"
"In post","2022","Male","UK Hydrographic Office","60-64","50","40","[c]","[c]"
"In post","2022","Male","UK Hydrographic Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","30-39","60","60","44770","40220"
"In post","2022","Male","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","20-29","550","540","30560","30710"
"In post","2022","Male","UK Statistics Authority","30-39","620","600","37920","36840"
"In post","2022","Male","UK Statistics Authority","40-49","490","470","41590","37770"
"In post","2022","Male","UK Statistics Authority","50-59","520","450","36660","31860"
"In post","2022","Male","UK Statistics Authority","60-64","200","150","27690","20350"
"In post","2022","Male","UK Statistics Authority","65+","120","80","24360","20350"
"In post","2022","Male","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","20-29","330","320","29550","27320"
"In post","2022","Male","Valuation Office Agency","30-39","340","340","34570","31900"
"In post","2022","Male","Valuation Office Agency","40-49","380","380","37050","33370"
"In post","2022","Male","Valuation Office Agency","50-59","570","560","41480","39500"
"In post","2022","Male","Valuation Office Agency","60-64","180","150","39400","34000"
"In post","2022","Male","Valuation Office Agency","65+","50","40","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","30-39","40","40","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","40-49","40","40","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","20-29","240","230","28650","25860"
"In post","2022","Male","Welsh Government (excl. agencies)","30-39","470","470","38700","38160"
"In post","2022","Male","Welsh Government (excl. agencies)","40-49","680","670","46020","41980"
"In post","2022","Male","Welsh Government (excl. agencies)","50-59","720","700","47950","47470"
"In post","2022","Male","Welsh Government (excl. agencies)","60-64","190","170","48900","47470"
"In post","2022","Male","Welsh Government (excl. agencies)","65+","90","70","45210","38160"
"In post","2022","Male","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","20-29","80","80","28100","26000"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service Inspectorate","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Prosecution Service Inspectorate","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","20-29","40","30","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","20-29","60","60","30520","28500"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","60","60","26180","24370"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Development","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Development","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Development","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Development","50-59","[c]","[c]","[c]","[c]"
