"Status","Year","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","50","40","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","80","80","30570","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","70","70","31070","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","60","60","31760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","50","50","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","120","120","29330","28480"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","100","90","33300","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","260","250","25710","23960"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","90","90","27440","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","260","250","31040","28310"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","330","310","25910","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","270","250","26290","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","200","190","26730","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","190","180","27570","25130"
"In post","2022","Animal and Plant Health Agency","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","450","430","32700","28550"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","40","40","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","90","90","40190","37480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","40","40","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East of England","100","90","52160","50450"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","6370","6290","50110","46500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North East (England)","480","450","30530","25550"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","North West (England)","520","510","47310","41990"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Scotland","300","290","42850","33280"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South East (England)","230","230","45170","34640"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","South West (England)","240","240","54030","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","480","470","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Wales","80","80","42000","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","150","150","58600","54010"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","870","830","38490","33300"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East of England","50","50","31740","29990"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","East of England","40","30","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East of England","320","310","34670","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","South West (England)","140","130","33550","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","North West (England)","50","50","34430","29160"
"In post","2022","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","40","40","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","North West (England)","220","210","29360","27570"
"In post","2022","Charity Commission","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Counter Fraud","Wales","160","150","24880","22740"
"In post","2022","Companies House","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Wales","230","220","39850","38000"
"In post","2022","Companies House","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Finance","Wales","70","60","30060","24730"
"In post","2022","Companies House","Human Resources","Wales","60","50","37260","39820"
"In post","2022","Companies House","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Scotland","40","40","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Wales","420","370","24810","22740"
"In post","2022","Companies House","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","70","70","57770","58030"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","100","90","64300","59890"
"In post","2022","Competition and Markets Authority","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","140","130","68590","71370"
"In post","2022","Competition and Markets Authority","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","330","320","62430","57920"
"In post","2022","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Scotland","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Scotland","310","290","27310","25120"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","East of England","70","70","37650","38330"
"In post","2022","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","North West (England)","180","170","35560","38330"
"In post","2022","Crown Commercial Service","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","Wales","70","60","34370","31250"
"In post","2022","Crown Commercial Service","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","East of England","40","40","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","North West (England)","50","50","41350","38980"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","East of England","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","North West (England)","80","80","36260","30700"
"In post","2022","Crown Commercial Service","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Scotland","60","60","41540","38600"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Scotland","50","40","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Scotland","720","690","54240","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Scotland","1450","1350","27500","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","London","40","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","London","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","South East (England)","[c]","[c]","[c]","[c]"
