"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","National Savings and Investments","No function","Female","60","60","48820","42750"
"In post","2021","National Savings and Investments","No function","Male","50","50","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","No function","Female","70","60","43880","36800"
"In post","2021","Northern Ireland Office","No function","Male","60","60","45710","38930"
"In post","2021","Northern Ireland Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Analysis","Female","80","80","40340","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Analysis","Male","70","70","39160","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Female","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Male","50","50","45020","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","No function","Female","950","900","50340","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","No function","Male","400","390","55420","59810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Analysis","Male","50","50","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Male","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Female","50","50","59400","62300"
"In post","2021","Office of Gas and Electricity Markets","Legal","Male","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","No function","Female","380","370","39430","34240"
"In post","2021","Office of Gas and Electricity Markets","No function","Male","480","480","43230","36290"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","No function","Female","120","120","43250","38760"
"In post","2021","Office of Qualifications and Examinations Regulation","No function","Male","70","70","50700","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Analysis","Male","30","30","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","No function","Female","90","80","48910","49580"
"In post","2021","Office of Rail and Road","No function","Male","130","130","60050","60020"
"In post","2021","Office of Rail and Road","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","Female","40","40","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","No function","Female","750","680","21810","19930"
"In post","2021","Office of the Public Guardian","No function","Male","600","570","21860","19930"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","No function","Female","330","290","40650","34860"
"In post","2021","Planning Inspectorate","No function","Male","410","380","46800","47660"
"In post","2021","Planning Inspectorate","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Communications","Female","40","40","[c]","[c]"
"In post","2021","Public Health England","Communications","Male","30","30","[c]","[c]"
"In post","2021","Public Health England","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Digital, Data & Technology","Male","90","90","45450","42440"
"In post","2021","Public Health England","Finance","Female","80","80","39430","34240"
"In post","2021","Public Health England","Finance","Male","70","70","48030","41730"
"In post","2021","Public Health England","Human Resources","Female","100","100","43590","38550"
"In post","2021","Public Health England","Human Resources","Male","30","30","[c]","[c]"
"In post","2021","Public Health England","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","No function","Female","4510","4040","41880","36690"
"In post","2021","Public Health England","No function","Male","1860","1760","48510","40810"
"In post","2021","Public Health England","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data & Technology","Male","50","50","41320","36780"
"In post","2021","Registers of Scotland","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","Female","30","30","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","No function","Female","470","440","31300","30080"
"In post","2021","Registers of Scotland","No function","Male","460","450","31310","30080"
"In post","2021","Registers of Scotland","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Unknown","Female","160","160","33120","32700"
"In post","2021","Royal Fleet Auxiliary","Unknown","Male","1670","1670","38060","34460"
"In post","2021","Rural Payments Agency","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Communications","Female","70","60","28740","26320"
"In post","2021","Rural Payments Agency","Communications","Male","40","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Grants Management","Female","1090","950","25070","21050"
"In post","2021","Rural Payments Agency","Grants Management","Male","800","780","26120","24920"
"In post","2021","Rural Payments Agency","Project Delivery","Female","70","60","38490","35900"
"In post","2021","Rural Payments Agency","Project Delivery","Male","80","70","37370","36520"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Female","70","60","47420","47760"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Digital, Data & Technology","Male","50","50","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Legal","Female","1140","1010","27060","22820"
"In post","2021","Scottish Courts and Tribunals Service","Legal","Male","500","470","27440","22820"
"In post","2021","Scottish Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Fiscal Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Project Delivery","Female","80","70","30180","29140"
"In post","2021","Scottish Forestry","Project Delivery","Male","80","70","40310","37530"
"In post","2021","Scottish Forestry","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Forestry","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government (excl. agencies)","Unknown","Female","4300","4040","42560","38540"
"In post","2021","Scottish Government (excl. agencies)","Unknown","Male","3520","3450","43750","39110"
"In post","2021","Scottish Housing Regulator","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Scottish Housing Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Commercial","Female","40","30","[c]","[c]"
"In post","2021","Scottish Prison Service","Commercial","Male","50","50","[c]","[c]"
"In post","2021","Scottish Prison Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","Female","60","50","32480","25870"
"In post","2021","Scottish Prison Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","Female","90","80","32840","30930"
"In post","2021","Scottish Prison Service","Human Resources","Male","40","40","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","No function","Female","1290","1220","29850","28410"
"In post","2021","Scottish Prison Service","No function","Male","2600","2420","32460","33650"
"In post","2021","Scottish Prison Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Property","Female","30","30","[c]","[c]"
"In post","2021","Scottish Prison Service","Property","Male","220","220","30580","28870"
"In post","2021","Scottish Prison Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","Female","160","130","28590","26160"
"In post","2021","Scottish Public Pensions Agency","Unknown","Male","130","130","30910","26160"
"In post","2021","Serious Fraud Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","Female","100","100","42940","34370"
"In post","2021","Serious Fraud Office","Counter Fraud","Male","150","140","47400","41280"
"In post","2021","Serious Fraud Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data & Technology","Male","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","Female","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","No function","Female","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","No function","Male","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Female","660","620","30650","26160"
"In post","2021","Social Security Scotland","Unknown","Male","480","480","32930","28170"
"In post","2021","Standards and Testing Agency","No function","Female","80","80","43090","40940"
"In post","2021","Standards and Testing Agency","No function","Male","40","40","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Female","130","120","28540","24910"
"In post","2021","Student Awards Agency for Scotland","Unknown","Male","110","110","31230","27150"
"In post","2021","Submarine Delivery Agency","Commercial","Female","70","70","37150","33680"
"In post","2021","Submarine Delivery Agency","Commercial","Male","80","80","43480","40850"
"In post","2021","Submarine Delivery Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data & Technology","Male","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Female","160","150","34570","32320"
"In post","2021","Submarine Delivery Agency","Human Resources","Male","70","70","43990","34850"
"In post","2021","Submarine Delivery Agency","Project Delivery","Female","300","290","39270","37210"
"In post","2021","Submarine Delivery Agency","Project Delivery","Male","1020","1010","43000","41170"
"In post","2021","Teaching Regulation Agency","No function","Female","50","40","[c]","[c]"
"In post","2021","Teaching Regulation Agency","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Female","40","40","[c]","[c]"
"In post","2021","The National Archives","Digital, Data & Technology","Male","60","60","40820","40130"
"In post","2021","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","No function","Female","190","180","34310","31150"
"In post","2021","The National Archives","No function","Male","150","140","34230","28940"
"In post","2021","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Female","210","200","40780","38060"
"In post","2021","Transport Scotland","Unknown","Male","280","280","46830","46600"
"In post","2021","UK Export Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Commercial","Female","60","60","45420","44080"
"In post","2021","UK Export Finance","Commercial","Male","130","130","58130","52500"
"In post","2021","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
