"Status","Year","Sex","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Tees Valley and Durham","Tax","50","40","[c]","[c]"
"In post","2021","Female","Tees Valley and Durham","Unknown","1640","1380","25150","27570"
"In post","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Operational Delivery","60","60","35250","33920"
"In post","2021","Female","Unknown","Other","170","170","32810","32700"
"In post","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Unknown","910","850","32270","28000"
"In post","2021","Female","West Central Scotland","Commercial","50","50","33140","33000"
"In post","2021","Female","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Counter Fraud","50","50","27360","25040"
"In post","2021","Female","West Central Scotland","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Female","West Central Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Finance","350","270","23890","21440"
"In post","2021","Female","West Central Scotland","Human Resources","330","300","24990","21580"
"In post","2021","Female","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Legal","290","260","46710","46080"
"In post","2021","Female","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Operational Delivery","2800","2480","26470","24890"
"In post","2021","Female","West Central Scotland","Other","370","350","27760","23450"
"In post","2021","Female","West Central Scotland","Policy","80","70","31740","22080"
"In post","2021","Female","West Central Scotland","Project Delivery","140","130","37350","34850"
"In post","2021","Female","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Security","170","160","29090","26010"
"In post","2021","Female","West Central Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Central Scotland","Tax","290","260","32770","31810"
"In post","2021","Female","West Central Scotland","Unknown","4380","3880","30730","27570"
"In post","2021","Female","West Midlands","Commercial","70","70","38800","36780"
"In post","2021","Female","West Midlands","Communications","70","60","43880","40000"
"In post","2021","Female","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Digital, Data and Technology","200","190","40460","36960"
"In post","2021","Female","West Midlands","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Finance","180","180","40780","37100"
"In post","2021","Female","West Midlands","Human Resources","110","110","38820","38400"
"In post","2021","Female","West Midlands","Inspector of Education and Training","70","70","62880","51360"
"In post","2021","Female","West Midlands","Intelligence Analysis","40","30","[c]","[c]"
"In post","2021","Female","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Female","West Midlands","Legal","310","280","44900","48080"
"In post","2021","Female","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Operational Delivery","4540","4100","27310","24700"
"In post","2021","Female","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Other","150","130","27000","21430"
"In post","2021","Female","West Midlands","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Policy","290","270","39960","34530"
"In post","2021","Female","West Midlands","Project Delivery","180","170","40660","38630"
"In post","2021","Female","West Midlands","Property","120","110","33080","30000"
"In post","2021","Female","West Midlands","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Science and Engineering","150","130","36990","35980"
"In post","2021","Female","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands","Tax","580","530","32700","31810"
"In post","2021","Female","West Midlands","Unknown","3590","3040","26260","27570"
"In post","2021","Female","West Midlands","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Commercial","90","80","31840","31040"
"In post","2021","Female","West Wales and The Valleys","Communications","60","60","31920","26780"
"In post","2021","Female","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Digital, Data and Technology","260","240","34270","31380"
"In post","2021","Female","West Wales and The Valleys","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Finance","200","190","34780","30730"
"In post","2021","Female","West Wales and The Valleys","Human Resources","180","170","33230","31380"
"In post","2021","Female","West Wales and The Valleys","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Legal","70","60","46440","43160"
"In post","2021","Female","West Wales and The Valleys","Medicine","60","50","61510","60830"
"In post","2021","Female","West Wales and The Valleys","Operational Delivery","5210","4410","24360","21590"
"In post","2021","Female","West Wales and The Valleys","Other","410","380","37780","37410"
"In post","2021","Female","West Wales and The Valleys","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Policy","440","410","37470","37410"
"In post","2021","Female","West Wales and The Valleys","Project Delivery","70","70","36400","33590"
"In post","2021","Female","West Wales and The Valleys","Property","70","60","31580","26850"
"In post","2021","Female","West Wales and The Valleys","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Security","40","40","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Social Research","60","60","44960","47000"
"In post","2021","Female","West Wales and The Valleys","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Wales and The Valleys","Unknown","2340","2010","25490","27570"
"In post","2021","Female","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Commercial","110","110","40210","36820"
"In post","2021","Female","West Yorkshire","Communications","30","30","[c]","[c]"
"In post","2021","Female","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Digital, Data and Technology","160","150","36980","31810"
"In post","2021","Female","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Finance","310","270","30800","25560"
"In post","2021","Female","West Yorkshire","Human Resources","150","140","40320","37770"
"In post","2021","Female","West Yorkshire","Intelligence Analysis","50","50","39830","36820"
"In post","2021","Female","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Legal","270","250","41730","38760"
"In post","2021","Female","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Operational Delivery","3930","3480","27220","24920"
"In post","2021","Female","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Other","70","60","31640","25560"
"In post","2021","Female","West Yorkshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Policy","400","390","42030","37500"
"In post","2021","Female","West Yorkshire","Project Delivery","140","130","41240","38630"
"In post","2021","Female","West Yorkshire","Property","90","80","34960","31100"
"In post","2021","Female","West Yorkshire","Psychology","70","70","35320","31180"
"In post","2021","Female","West Yorkshire","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Female","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Yorkshire","Tax","700","650","31100","31810"
"In post","2021","Female","West Yorkshire","Unknown","2900","2530","29910","27570"
"In post","2021","Female","West Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Digital, Data and Technology","50","50","36670","37640"
"In post","2021","Male","Bedfordshire and Hertfordshire","Finance","40","40","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Legal","50","50","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Operational Delivery","930","890","31510","30400"
"In post","2021","Male","Bedfordshire and Hertfordshire","Other","70","60","29840","26670"
"In post","2021","Male","Bedfordshire and Hertfordshire","Policy","30","30","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Project Delivery","60","60","44280","40580"
"In post","2021","Male","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Science and Engineering","110","100","46610","42650"
"In post","2021","Male","Bedfordshire and Hertfordshire","Security","60","60","24950","22650"
"In post","2021","Male","Bedfordshire and Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedfordshire and Hertfordshire","Unknown","450","440","30330","29290"
"In post","2021","Male","Bedfordshire and Hertfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Commercial","90","90","40220","40330"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Communications","50","50","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","170","170","42240","39790"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Finance","140","130","40730","35300"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","International Trade","40","40","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Legal","90","70","48900","51970"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","1670","1630","30770","30400"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Other","410","400","28140","23120"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Policy","40","40","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","150","150","43670","40580"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Property","250","250","34590","33300"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","190","180","42790","40560"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Security","850","840","34690","34770"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Tax","90","80","38160","35000"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","440","430","29430","27570"
"In post","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Digital, Data and Technology","80","80","42960","45480"
"In post","2021","Male","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Operational Delivery","1170","1140","33210","31650"
"In post","2021","Male","Cheshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Project Delivery","30","30","[c]","[c]"
"In post","2021","Male","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire","Unknown","310","300","25610","27570"
"In post","2021","Male","Cheshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Operational Delivery","120","110","28640","26750"
"In post","2021","Male","Cornwall and Isles of Scilly","Other","140","130","23920","21130"
"In post","2021","Male","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Property","30","30","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Science and Engineering","90","90","24580","22500"
"In post","2021","Male","Cornwall and Isles of Scilly","Security","40","30","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","Unknown","260","250","25750","27570"
"In post","2021","Male","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Operational Delivery","460","450","26370","22850"
"In post","2021","Male","Cumbria","Other","60","60","22830","21060"
"In post","2021","Male","Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Project Delivery","70","70","42640","40140"
"In post","2021","Male","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cumbria","Science and Engineering","80","80","41540","40710"
"In post","2021","Male","Cumbria","Security","80","70","28410","23540"
"In post","2021","Male","Cumbria","Unknown","70","70","26410","27570"
"In post","2021","Male","Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Commercial","40","30","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Digital, Data and Technology","120","110","37200","32240"
"In post","2021","Male","Derbyshire and Nottinghamshire","Finance","60","60","40420","37270"
"In post","2021","Male","Derbyshire and Nottinghamshire","Human Resources","90","80","39320","33950"
"In post","2021","Male","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Legal","190","180","39400","33840"
"In post","2021","Male","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Operational Delivery","2430","2330","28470","26700"
"In post","2021","Male","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Other","100","90","37360","26470"
"In post","2021","Male","Derbyshire and Nottinghamshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Policy","80","80","43460","37900"
"In post","2021","Male","Derbyshire and Nottinghamshire","Project Delivery","90","90","44170","41800"
"In post","2021","Male","Derbyshire and Nottinghamshire","Property","160","150","40750","38630"
"In post","2021","Male","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Science and Engineering","190","180","44390","42530"
"In post","2021","Male","Derbyshire and Nottinghamshire","Security","60","60","32810","33200"
"In post","2021","Male","Derbyshire and Nottinghamshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derbyshire and Nottinghamshire","Tax","700","680","33460","31810"
"In post","2021","Male","Derbyshire and Nottinghamshire","Unknown","920","880","27740","27570"
"In post","2021","Male","Derbyshire and Nottinghamshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Commercial","110","110","44830","46100"
"In post","2021","Male","Devon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Digital, Data and Technology","620","610","38420","38450"
"In post","2021","Male","Devon","Finance","50","50","[c]","[c]"
"In post","2021","Male","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Legal","40","40","[c]","[c]"
"In post","2021","Male","Devon","Medicine","50","40","[c]","[c]"
"In post","2021","Male","Devon","Operational Delivery","1450","1370","29800","26780"
"In post","2021","Male","Devon","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Other","220","220","26150","21100"
"In post","2021","Male","Devon","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Project Delivery","210","210","41580","40040"
"In post","2021","Male","Devon","Property","140","130","34560","33300"
"In post","2021","Male","Devon","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Science and Engineering","650","620","39490","39750"
"In post","2021","Male","Devon","Security","380","360","27190","20920"
"In post","2021","Male","Devon","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon","Unknown","680","640","26320","27570"
"In post","2021","Male","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Digital, Data and Technology","190","190","38670","35340"
"In post","2021","Male","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Operational Delivery","1220","1170","29620","27830"
"In post","2021","Male","Dorset and Somerset","Other","340","330","27400","26670"
"In post","2021","Male","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Project Delivery","80","80","38310","37730"
"In post","2021","Male","Dorset and Somerset","Property","40","40","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Science and Engineering","260","250","34780","33760"
"In post","2021","Male","Dorset and Somerset","Security","110","100","23630","19560"
"In post","2021","Male","Dorset and Somerset","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset and Somerset","Unknown","330","320","27790","27570"
"In post","2021","Male","Dorset and Somerset","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Commercial","100","100","40660","37110"
"In post","2021","Male","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Digital, Data and Technology","100","100","35680","33300"
"In post","2021","Male","East Anglia","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Finance","60","60","40720","36970"
"In post","2021","Male","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Intelligence Analysis","240","240","33010","33300"
"In post","2021","Male","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Knowledge and Information Management","50","50","37810","35980"
"In post","2021","Male","East Anglia","Legal","180","180","33690","31810"
"In post","2021","Male","East Anglia","Medicine","40","30","[c]","[c]"
"In post","2021","Male","East Anglia","Operational Delivery","2940","2810","29270","28130"
"In post","2021","Male","East Anglia","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Other","420","410","25170","20920"
"In post","2021","Male","East Anglia","Policy","40","40","[c]","[c]"
"In post","2021","Male","East Anglia","Project Delivery","170","170","39460","38200"
"In post","2021","Male","East Anglia","Property","210","200","35380","33300"
"In post","2021","Male","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Science and Engineering","420","410","33650","30660"
"In post","2021","Male","East Anglia","Security","180","180","30990","28890"
"In post","2021","Male","East Anglia","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Anglia","Tax","70","70","39070","35000"
"In post","2021","Male","East Anglia","Unknown","750","720","29210","27570"
"In post","2021","Male","East Anglia","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Wales","Commercial","80","80","37620","35040"
"In post","2021","Male","East Wales","Communications","100","100","39330","37410"
"In post","2021","Male","East Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Wales","Digital, Data and Technology","740","740","40220","37410"
"In post","2021","Male","East Wales","Economics","100","100","41630","33970"
"In post","2021","Male","East Wales","Finance","150","150","41850","37410"
"In post","2021","Male","East Wales","Human Resources","150","150","36390","30360"
