"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Brighton and Hove","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","No function","90","70","28560","24590"
"In post","2021","Brighton and Hove","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Legal","30","30","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","No function","920","850","21780","21270"
"In post","2021","Bristol, City of","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","AA/AO","Unknown","280","240","20930","21010"
"In post","2021","Bristol, City of","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Counter Fraud","130","120","26210","25560"
"In post","2021","Bristol, City of","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Digital, Data & Technology","60","60","25860","25560"
"In post","2021","Bristol, City of","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Legal","40","40","[c]","[c]"
"In post","2021","Bristol, City of","EO","No function","500","470","26200","25880"
"In post","2021","Bristol, City of","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Property","40","40","[c]","[c]"
"In post","2021","Bristol, City of","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","EO","Unknown","530","470","27460","27570"
"In post","2021","Bristol, City of","G6/G7","Analysis","30","30","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Counter Fraud","80","70","56770","52580"
"In post","2021","Bristol, City of","G6/G7","Digital, Data & Technology","140","130","53440","50790"
"In post","2021","Bristol, City of","G6/G7","Finance","40","30","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Human Resources","50","40","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Legal","100","90","55930","54400"
"In post","2021","Bristol, City of","G6/G7","No function","860","800","57210","54940"
"In post","2021","Bristol, City of","G6/G7","Project Delivery","60","60","57280","54160"
"In post","2021","Bristol, City of","G6/G7","Property","40","40","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","No function","50","50","97080","91990"
"In post","2021","Bristol, City of","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SEO/HEO","Analysis","100","90","35970","33250"
"In post","2021","Bristol, City of","SEO/HEO","Commercial","50","40","[c]","[c]"
"In post","2021","Bristol, City of","SEO/HEO","Communications","60","60","35600","35900"
"In post","2021","Bristol, City of","SEO/HEO","Counter Fraud","160","150","34590","31810"
"In post","2021","Bristol, City of","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SEO/HEO","Digital, Data & Technology","170","160","35740","35900"
"In post","2021","Bristol, City of","SEO/HEO","Finance","60","60","35490","36640"
"In post","2021","Bristol, City of","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SEO/HEO","Human Resources","90","80","35900","36520"
"In post","2021","Bristol, City of","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SEO/HEO","Legal","60","60","35860","34480"
"In post","2021","Bristol, City of","SEO/HEO","No function","1180","1100","35190","33300"
"In post","2021","Bristol, City of","SEO/HEO","Project Delivery","80","80","35840","35900"
"In post","2021","Bristol, City of","SEO/HEO","Property","80","80","36740","36260"
"In post","2021","Bristol, City of","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","SEO/HEO","Unknown","60","50","33870","33190"
"In post","2021","Bristol, City of","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","No function","160","150","28750","28200"
"In post","2021","Bromley","AA/AO","No function","110","90","21550","21310"
"In post","2021","Bromley","AA/AO","Unknown","40","30","[c]","[c]"
"In post","2021","Bromley","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","EO","Unknown","220","200","31270","31060"
"In post","2021","Bromley","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","No function","360","350","27120","27850"
"In post","2021","Buckinghamshire CC","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","AA/AO","Unknown","150","140","21900","21870"
"In post","2021","Buckinghamshire CC","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Finance","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","No function","140","130","30620","32040"
"In post","2021","Buckinghamshire CC","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","EO","Unknown","230","220","28030","27570"
"In post","2021","Buckinghamshire CC","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Commercial","40","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Finance","70","70","38680","35300"
"In post","2021","Buckinghamshire CC","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","No function","120","120","39710","38160"
"In post","2021","Buckinghamshire CC","SEO/HEO","Project Delivery","80","80","37960","35300"
"In post","2021","Buckinghamshire CC","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","SEO/HEO","Unknown","70","70","37610","35530"
"In post","2021","Buckinghamshire CC","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","No function","90","80","29460","30760"
"In post","2021","Buckinghamshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","EO","Unknown","60","60","27950","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","AA/AO","No function","40","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","AA/AO","Property","70","60","20830","21100"
"In post","2021","Calderdale and Kirklees","AA/AO","Unknown","120","100","20790","21010"
"In post","2021","Calderdale and Kirklees","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","EO","Property","30","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","EO","Unknown","550","500","27430","27570"
"In post","2021","Calderdale and Kirklees","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","SEO/HEO","Unknown","60","60","33580","32470"
"In post","2021","Calderdale and Kirklees","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Unknown","No function","110","100","28420","28200"
"In post","2021","Cambridgeshire CC","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","No function","940","860","25980","25850"
"In post","2021","Cambridgeshire CC","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","AA/AO","Unknown","110","100","21540","21010"
"In post","2021","Cambridgeshire CC","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","No function","250","230","29260","27380"
"In post","2021","Cambridgeshire CC","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Property","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","EO","Unknown","320","300","27700","27570"
"In post","2021","Cambridgeshire CC","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","No function","170","160","63240","61680"
"In post","2021","Cambridgeshire CC","G6/G7","Project Delivery","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Property","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","No function","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Commercial","70","70","39340","40000"
"In post","2021","Cambridgeshire CC","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","No function","360","340","37920","36970"
"In post","2021","Cambridgeshire CC","SEO/HEO","Project Delivery","170","170","36880","36460"
"In post","2021","Cambridgeshire CC","SEO/HEO","Property","120","110","37840","35890"
"In post","2021","Cambridgeshire CC","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","SEO/HEO","Unknown","270","270","35610","33300"
"In post","2021","Cambridgeshire CC","Unknown","No function","100","90","30450","30210"
"In post","2021","Cambridgeshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Counter Fraud","80","70","25110","25630"
"In post","2021","Camden and City of London","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","No function","630","600","22670","22680"
"In post","2021","Camden and City of London","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","AA/AO","Unknown","80","80","23990","24230"
"In post","2021","Camden and City of London","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Counter Fraud","390","370","30380","29570"
"In post","2021","Camden and City of London","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","No function","210","210","27750","26470"
"In post","2021","Camden and City of London","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","EO","Unknown","230","220","29800","28990"
"In post","2021","Camden and City of London","G6/G7","Analysis","130","120","85090","80750"
"In post","2021","Camden and City of London","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Counter Fraud","110","110","61700","59160"
"In post","2021","Camden and City of London","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Digital, Data & Technology","100","100","60180","57870"
"In post","2021","Camden and City of London","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Legal","50","50","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","No function","100","100","61950","59160"
"In post","2021","Camden and City of London","G6/G7","Project Delivery","40","30","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Analysis","70","70","41350","41210"
"In post","2021","Camden and City of London","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Counter Fraud","500","490","38540","36590"
"In post","2021","Camden and City of London","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","No function","280","270","36990","36160"
"In post","2021","Camden and City of London","SEO/HEO","Project Delivery","70","60","38990","40000"
"In post","2021","Camden and City of London","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","SEO/HEO","Unknown","150","150","39480","37510"
"In post","2021","Camden and City of London","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Commercial","[c]","[c]","[c]","[c]"
