"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Competition and Markets Authority","Heterosexual / straight","Male","340","330","63380","59140"
"In post","2022","Competition and Markets Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","LGBO","Male","50","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Undeclared","Female","40","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Undeclared","Male","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Heterosexual / straight","Female","120","110","28960","25120"
"In post","2022","Criminal Injuries Compensation Authority","Heterosexual / straight","Male","80","70","27290","25120"
"In post","2022","Criminal Injuries Compensation Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Female","40","30","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Male","40","40","[c]","[c]"
"In post","2022","Crown Commercial Service","Heterosexual / straight","Female","330","320","39140","38330"
"In post","2022","Crown Commercial Service","Heterosexual / straight","Male","270","270","42250","38980"
"In post","2022","Crown Commercial Service","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","Female","70","60","39030","38330"
"In post","2022","Crown Commercial Service","Unknown","Male","70","70","38530","32040"
"In post","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Female","1460","1360","35690","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Male","550","540","37770","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","LGBO","Female","60","60","30820","27230"
"In post","2022","Crown Office and Procurator Fiscal Service","LGBO","Male","50","50","36170","28460"
"In post","2022","Crown Office and Procurator Fiscal Service","Undeclared","Female","80","70","38380","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Unknown","Female","70","60","45350","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Heterosexual / straight","Female","3520","3240","39380","32790"
"In post","2022","Crown Prosecution Service","Heterosexual / straight","Male","1630","1590","44450","48080"
"In post","2022","Crown Prosecution Service","LGBO","Female","140","140","35280","26970"
"In post","2022","Crown Prosecution Service","LGBO","Male","140","140","42770","38180"
"In post","2022","Crown Prosecution Service","Undeclared","Female","140","130","38410","30130"
"In post","2022","Crown Prosecution Service","Undeclared","Male","80","80","41880","44660"
"In post","2022","Crown Prosecution Service","Unknown","Female","930","800","42090","38000"
"In post","2022","Crown Prosecution Service","Unknown","Male","460","440","46900","53050"
"In post","2022","Defence Electronics and Components Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Heterosexual / straight","Male","120","120","28850","26710"
"In post","2022","Defence Electronics and Components Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Undeclared","Female","40","40","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Undeclared","Male","240","220","30010","29470"
"In post","2022","Defence Electronics and Components Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Heterosexual / straight","Female","2990","2790","34570","32100"
"In post","2022","Defence Equipment and Support","Heterosexual / straight","Male","5580","5480","38090","36020"
"In post","2022","Defence Equipment and Support","LGBO","Female","110","110","30640","28410"
"In post","2022","Defence Equipment and Support","LGBO","Male","180","180","34740","33050"
"In post","2022","Defence Equipment and Support","Undeclared","Female","380","360","36300","33940"
"In post","2022","Defence Equipment and Support","Undeclared","Male","790","760","40130","39420"
"In post","2022","Defence Equipment and Support","Unknown","Female","240","220","32090","30120"
"In post","2022","Defence Equipment and Support","Unknown","Male","480","470","34480","32070"
"In post","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Female","360","340","40500","38460"
"In post","2022","Defence Science and Technology Laboratory","Heterosexual / straight","Male","600","590","42460","40580"
"In post","2022","Defence Science and Technology Laboratory","LGBO","Female","60","60","34080","29230"
"In post","2022","Defence Science and Technology Laboratory","LGBO","Male","50","50","36630","32830"
"In post","2022","Defence Science and Technology Laboratory","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Undeclared","Male","50","50","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Unknown","Female","1220","1130","38400","38070"
"In post","2022","Defence Science and Technology Laboratory","Unknown","Male","2300","2240","42490","42020"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Female","2250","2170","48130","45270"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Male","2210","2190","50110","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Female","250","250","44330","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Male","270","260","49260","49860"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Female","260","250","49120","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Male","300","290","52000","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","240","230","45550","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","250","240","46890","40400"
"In post","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","830","810","46790","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","660","660","48140","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","LGBO","Female","100","100","45070","46200"
"In post","2022","Department for Digital, Culture, Media and Sport","LGBO","Male","120","120","46600","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","80","80","42980","34830"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","60","60","46610","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","90","90","47560","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","70","70","45600","40280"
"In post","2022","Department for Education (excl. agencies)","Heterosexual / straight","Female","2840","2680","43480","40230"
"In post","2022","Department for Education (excl. agencies)","Heterosexual / straight","Male","1780","1760","45400","42220"
"In post","2022","Department for Education (excl. agencies)","LGBO","Female","220","210","42910","40230"
"In post","2022","Department for Education (excl. agencies)","LGBO","Male","180","180","44550","40230"
"In post","2022","Department for Education (excl. agencies)","Undeclared","Female","260","250","43870","40230"
"In post","2022","Department for Education (excl. agencies)","Undeclared","Male","200","200","45500","43250"
"In post","2022","Department for Education (excl. agencies)","Unknown","Female","470","450","43970","40230"
"In post","2022","Department for Education (excl. agencies)","Unknown","Male","340","340","44120","40300"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Female","2640","2500","41200","37070"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Male","1990","1970","43720","39330"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Female","210","200","40660","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Male","220","220","42820","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Female","240","230","40520","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Male","220","220","41170","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","500","470","41180","38060"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","470","460","41900","37480"
"In post","2022","Department for International Trade","Heterosexual / straight","Female","840","830","46550","42930"
"In post","2022","Department for International Trade","Heterosexual / straight","Male","900","890","48050","47000"
"In post","2022","Department for International Trade","LGBO","Female","70","70","43640","39420"
"In post","2022","Department for International Trade","LGBO","Male","130","130","46950","41730"
"In post","2022","Department for International Trade","Undeclared","Female","70","70","44200","39340"
"In post","2022","Department for International Trade","Undeclared","Male","80","70","48820","51710"
"In post","2022","Department for International Trade","Unknown","Female","400","400","43280","38540"
"In post","2022","Department for International Trade","Unknown","Male","390","390","47170","40850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","Female","1300","1250","45620","40600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","Male","1120","1110","46180","42690"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","Female","150","140","41400","39100"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","Male","160","160","46420","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","Female","110","110","43910","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","Male","110","110","47180","42980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","180","180","46460","40600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","180","170","45340","39600"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Female","1170","1120","47140","42890"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Male","1270","1250","51860","49570"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Female","100","90","44830","42470"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Male","160","160","49350","44480"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Female","90","80","46780","42470"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Male","210","210","52090","54110"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Female","280","270","44150","42470"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Male","400","390","43710","42470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Female","40810","35620","27790","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Male","21390","20610","29330","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Female","1830","1720","27830","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Male","2070","2010","28490","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Female","4650","3970","26920","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Male","2760","2620","28540","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Female","11750","9650","26730","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Male","6190","5890","28900","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Female","1500","1420","47700","47090"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Male","760","740","49790","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Female","160","160","43480","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Male","120","120","49260","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Female","980","950","45580","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Male","560","550","47780","49530"
"In post","2022","Disclosure Scotland","Heterosexual / straight","Female","110","100","30880","25930"
"In post","2022","Disclosure Scotland","Heterosexual / straight","Male","110","110","30830","23230"
"In post","2022","Disclosure Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Unknown","Female","60","50","26260","23230"
"In post","2022","Disclosure Scotland","Unknown","Male","50","40","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Female","2370","2030","25230","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Male","1650","1590","29730","26130"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Female","100","90","23380","21840"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Male","80","80","25940","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Female","890","680","23630","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Male","510","490","28720","23280"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Female","430","370","22560","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Male","320","300","26830","21840"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Female","840","770","29960","26780"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Male","2050","1960","30520","27930"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Female","70","70","27420","26470"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Male","90","90","30590","29420"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Female","250","220","29310","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Male","580","540","29750","27030"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Female","360","340","26800","26130"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Male","690","670","27870","26700"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Female","780","730","40120","36500"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Male","570","570","42740","37100"
"In post","2022","Education and Skills Funding Agency","LGBO","Female","50","50","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Male","50","50","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","Female","60","60","40580","36780"
"In post","2022","Education and Skills Funding Agency","Undeclared","Male","60","60","43580","40860"
"In post","2022","Education and Skills Funding Agency","Unknown","Female","180","170","41470","37100"
"In post","2022","Education and Skills Funding Agency","Unknown","Male","160","160","43650","40300"
"In post","2022","Education Scotland","Heterosexual / straight","Female","150","150","59160","65280"
"In post","2022","Education Scotland","Heterosexual / straight","Male","50","50","[c]","[c]"
"In post","2022","Education Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Unknown","Female","80","80","53300","49860"
"In post","2022","Education Scotland","Unknown","Male","40","30","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Female","60","50","55510","64520"
"In post","2022","Estyn","Heterosexual / straight","Male","40","40","[c]","[c]"
"In post","2022","Estyn","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Heterosexual / straight","Female","250","240","39500","33050"
"In post","2022","FCDO Services","Heterosexual / straight","Male","590","570","40180","37750"
"In post","2022","FCDO Services","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Male","60","60","46640","43920"
"In post","2022","FCDO Services","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Male","110","100","42210","42080"
"In post","2022","Food Standards Agency","Heterosexual / straight","Female","490","480","39290","37350"
"In post","2022","Food Standards Agency","Heterosexual / straight","Male","530","520","37630","32830"
"In post","2022","Food Standards Agency","LGBO","Female","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Male","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Female","50","50","39030","37350"
"In post","2022","Food Standards Agency","Undeclared","Male","80","70","38760","37350"
"In post","2022","Food Standards Agency","Unknown","Female","70","60","37850","32830"
"In post","2022","Food Standards Agency","Unknown","Male","170","160","30430","26750"
"In post","2022","Food Standards Scotland","Heterosexual / straight","Female","90","80","36050","32310"
"In post","2022","Food Standards Scotland","Heterosexual / straight","Male","90","80","36340","31540"
"In post","2022","Food Standards Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Unknown","Female","50","50","34160","31540"
"In post","2022","Food Standards Scotland","Unknown","Male","60","60","36180","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Female","2580","2490","47920","43300"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Male","2280","2260","50980","50840"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Female","130","130","44540","38600"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Male","240","240","51910","53470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Female","240","230","48880","49370"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Male","300","300","50850","47230"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","700","680","47060","48500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","620","610","49930","51500"
"In post","2022","Forestry and Land Scotland","Heterosexual / straight","Female","130","120","35040","31060"
"In post","2022","Forestry and Land Scotland","Heterosexual / straight","Male","190","180","34990","31060"
"In post","2022","Forestry and Land Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Unknown","Female","200","190","31440","29500"
"In post","2022","Forestry and Land Scotland","Unknown","Male","450","440","32240","28980"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Female","70","60","64220","65470"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Male","100","90","70820","59900"
"In post","2022","Government Actuary's Department","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Heterosexual / straight","Female","200","190","45870","43160"
"In post","2022","Government Internal Audit Agency","Heterosexual / straight","Male","190","180","51350","49750"
"In post","2022","Government Internal Audit Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Undeclared","Female","30","30","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Heterosexual / straight","Female","1170","1070","53150","51250"
"In post","2022","Government Legal Department","Heterosexual / straight","Male","580","560","52740","51250"
"In post","2022","Government Legal Department","LGBO","Female","70","70","50940","51250"
"In post","2022","Government Legal Department","LGBO","Male","90","90","54340","51350"
"In post","2022","Government Legal Department","Undeclared","Female","110","100","53460","52730"
"In post","2022","Government Legal Department","Undeclared","Male","70","70","55490","52730"
"In post","2022","Government Legal Department","Unknown","Female","360","310","57900","63730"
"In post","2022","Government Legal Department","Unknown","Male","180","180","59470","65630"
"In post","2022","Government Property Agency","Heterosexual / straight","Female","120","120","47010","43700"
"In post","2022","Government Property Agency","Heterosexual / straight","Male","130","120","54610","54700"
"In post","2022","Government Property Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Heterosexual / straight","Female","1010","920","38230","34880"
"In post","2022","Health and Safety Executive","Heterosexual / straight","Male","940","920","48200","45870"
"In post","2022","Health and Safety Executive","LGBO","Female","70","70","34850","31660"
"In post","2022","Health and Safety Executive","LGBO","Male","50","50","41930","39330"
"In post","2022","Health and Safety Executive","Undeclared","Female","200","180","38890","35910"
"In post","2022","Health and Safety Executive","Undeclared","Male","210","210","48050","45870"
"In post","2022","Health and Safety Executive","Unknown","Female","100","90","37540","33360"
"In post","2022","Health and Safety Executive","Unknown","Male","130","130","44490","41000"
"In post","2022","HM Courts and Tribunals Service","Heterosexual / straight","Female","8450","7400","26420","21650"
"In post","2022","HM Courts and Tribunals Service","Heterosexual / straight","Male","3140","3030","27920","23720"
"In post","2022","HM Courts and Tribunals Service","LGBO","Female","280","270","25980","21270"
"In post","2022","HM Courts and Tribunals Service","LGBO","Male","280","270","28050","23720"
"In post","2022","HM Courts and Tribunals Service","Undeclared","Female","1250","1100","26890","21650"
"In post","2022","HM Courts and Tribunals Service","Undeclared","Male","580","560","28570","23720"
"In post","2022","HM Courts and Tribunals Service","Unknown","Female","1400","1270","25680","23720"
"In post","2022","HM Courts and Tribunals Service","Unknown","Male","730","710","26140","21650"
"In post","2022","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Heterosexual / straight","Female","2470","2190","31350","27130"
"In post","2022","HM Land Registry","Heterosexual / straight","Male","1500","1420","33690","31740"
"In post","2022","HM Land Registry","LGBO","Female","80","80","28190","26300"
"In post","2022","HM Land Registry","LGBO","Male","90","90","32090","27130"
"In post","2022","HM Land Registry","Undeclared","Female","390","330","31940","27130"
"In post","2022","HM Land Registry","Undeclared","Male","270","240","34730","33840"
"In post","2022","HM Land Registry","Unknown","Female","1070","960","28220","27130"
"In post","2022","HM Land Registry","Unknown","Male","770","740","29580","27130"
"In post","2022","HM Prison and Probation Service","Heterosexual / straight","Female","22970","21410","29960","27380"
"In post","2022","HM Prison and Probation Service","Heterosexual / straight","Male","19850","19100","31370","30140"
"In post","2022","HM Prison and Probation Service","LGBO","Female","2250","2190","29630","27380"
"In post","2022","HM Prison and Probation Service","LGBO","Male","950","920","31360","29260"
"In post","2022","HM Prison and Probation Service","Undeclared","Female","2050","1890","31040","29060"
"In post","2022","HM Prison and Probation Service","Undeclared","Male","2150","2040","33220","31650"
"In post","2022","HM Prison and Probation Service","Unknown","Female","5760","5260","27870","25740"
"In post","2022","HM Prison and Probation Service","Unknown","Male","5750","5340","29450","28700"
"In post","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Female","21260","19160","33660","31020"
"In post","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Male","18200","17610","35810","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","LGBO","Female","1140","1090","33420","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","LGBO","Male","1530","1500","34250","31020"
"In post","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Female","2260","1980","33320","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Male","2350","2230","36780","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","Female","10700","9440","29090","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Unknown","Male","10070","9710","31560","26820"
"In post","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Female","830","800","46710","42890"
"In post","2022","HM Treasury (excl. agencies)","Heterosexual / straight","Male","810","800","49340","52500"
"In post","2022","HM Treasury (excl. agencies)","LGBO","Female","90","90","44510","34320"
"In post","2022","HM Treasury (excl. agencies)","LGBO","Male","100","90","46770","45650"
"In post","2022","HM Treasury (excl. agencies)","Undeclared","Female","100","100","42450","35600"
"In post","2022","HM Treasury (excl. agencies)","Undeclared","Male","130","130","47250","49500"
"In post","2022","HM Treasury (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Heterosexual / straight","Female","14280","12920","32070","28650"
"In post","2022","Home Office","Heterosexual / straight","Male","12730","12290","33160","28670"
"In post","2022","Home Office","LGBO","Female","500","480","32440","26850"
"In post","2022","Home Office","LGBO","Male","680","660","34820","30820"
"In post","2022","Home Office","Undeclared","Female","1880","1670","32080","28650"
"In post","2022","Home Office","Undeclared","Male","2020","1920","34280","30150"
"In post","2022","Home Office","Unknown","Female","2210","2140","32000","27370"
"In post","2022","Home Office","Unknown","Male","2230","2150","32680","27370"
"In post","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Female","110","110","49030","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Male","70","70","52130","50470"
"In post","2022","Institute for Apprenticeships and Technical Education","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Unknown","Female","50","50","44550","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Heterosexual / straight","Female","540","500","35200","30770"
"In post","2022","Intellectual Property Office","Heterosexual / straight","Male","490","470","42480","41420"
