"Status","Year","Sexual_orientation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Property","Female","100","90","35940","33300"
"In post","2022","LGBO","Property","Male","130","130","40260","35840"
"In post","2022","LGBO","Psychology","Female","60","60","30870","28380"
"In post","2022","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Science and Engineering","Female","210","200","34060","30930"
"In post","2022","LGBO","Science and Engineering","Male","260","260","36980","32910"
"In post","2022","LGBO","Security","Female","140","140","33090","30810"
"In post","2022","LGBO","Security","Male","160","160","34650","33630"
"In post","2022","LGBO","Social Research","Female","90","80","40970","37490"
"In post","2022","LGBO","Social Research","Male","30","30","[c]","[c]"
"In post","2022","LGBO","Statistics","Female","90","80","40410","38340"
"In post","2022","LGBO","Statistics","Male","90","90","41350","37930"
"In post","2022","LGBO","Tax","Female","350","340","34150","33080"
"In post","2022","LGBO","Tax","Male","530","520","34080","33020"
"In post","2022","LGBO","Unknown","Female","790","770","38290","33720"
"In post","2022","LGBO","Unknown","Male","900","890","41520","34640"
"In post","2022","LGBO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Female","340","320","39870","37860"
"In post","2022","Undeclared","Commercial","Male","310","300","42720","40650"
"In post","2022","Undeclared","Communications","Female","260","240","42530","39000"
"In post","2022","Undeclared","Communications","Male","200","200","42730","39180"
"In post","2022","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Female","360","300","27660","27570"
"In post","2022","Undeclared","Counter Fraud","Male","240","230","29990","27570"
"In post","2022","Undeclared","Digital, Data and Technology","Female","640","620","41350","38450"
"In post","2022","Undeclared","Digital, Data and Technology","Male","1340","1320","42090","38710"
"In post","2022","Undeclared","Economics","Female","70","60","44490","40650"
"In post","2022","Undeclared","Economics","Male","110","110","49470","51120"
"In post","2022","Undeclared","Finance","Female","720","680","38190","33370"
"In post","2022","Undeclared","Finance","Male","580","570","43410","40520"
"In post","2022","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Female","480","450","35480","32790"
"In post","2022","Undeclared","Human Resources","Male","260","260","38340","34770"
"In post","2022","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Female","180","160","33460","30500"
"In post","2022","Undeclared","Intelligence Analysis","Male","240","230","36050","33300"
"In post","2022","Undeclared","Internal Audit","Female","50","50","46770","43070"
"In post","2022","Undeclared","Internal Audit","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","International Trade","Female","40","40","[c]","[c]"
"In post","2022","Undeclared","International Trade","Male","50","50","48930","51710"
"In post","2022","Undeclared","Knowledge and Information Management","Female","150","140","33230","31860"
"In post","2022","Undeclared","Knowledge and Information Management","Male","150","150","36720","33300"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Female","510","460","48870","47100"
"In post","2022","Undeclared","Legal","Male","460","440","47810","44780"
"In post","2022","Undeclared","Medicine","Female","160","140","63190","54340"
"In post","2022","Undeclared","Medicine","Male","90","80","71600","70330"
"In post","2022","Undeclared","Operational Delivery","Female","12130","10500","28160","26820"
"In post","2022","Undeclared","Operational Delivery","Male","9200","8700","30480","27570"
"In post","2022","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Other","Female","1390","1290","29270","26670"
"In post","2022","Undeclared","Other","Male","1300","1260","31720","27570"
"In post","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Female","1610","1550","45680","41100"
"In post","2022","Undeclared","Policy","Male","1530","1510","48660","47200"
"In post","2022","Undeclared","Project Delivery","Female","630","590","40990","39420"
"In post","2022","Undeclared","Project Delivery","Male","730","710","47200","42700"
"In post","2022","Undeclared","Property","Female","280","260","37740","33370"
"In post","2022","Undeclared","Property","Male","430","410","39650","36450"
"In post","2022","Undeclared","Psychology","Female","60","60","34940","31180"
"In post","2022","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Female","440","400","39680","38680"
"In post","2022","Undeclared","Science and Engineering","Male","1110","1070","39760","38330"
"In post","2022","Undeclared","Security","Female","200","190","33240","31020"
"In post","2022","Undeclared","Security","Male","760","740","35800","39070"
"In post","2022","Undeclared","Social Research","Female","60","50","43070","38340"
"In post","2022","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","Female","80","70","41440","38340"
"In post","2022","Undeclared","Statistics","Male","90","90","43300","38500"
"In post","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","Female","600","550","37760","33370"
"In post","2022","Undeclared","Tax","Male","760","720","40860","35980"
"In post","2022","Undeclared","Unknown","Female","760","730","43070","39660"
"In post","2022","Undeclared","Unknown","Male","770","760","45710","40600"
"In post","2022","Undeclared","Veterinarian","Female","40","40","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","440","410","35760","33370"
"In post","2022","Unknown","Commercial","Male","410","390","39540","36650"
"In post","2022","Unknown","Communications","Female","410","400","42230","38750"
"In post","2022","Unknown","Communications","Male","300","300","42820","38930"
"In post","2022","Unknown","Corporate Finance","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Female","810","680","28670","27570"
"In post","2022","Unknown","Counter Fraud","Male","580","540","30620","27570"
"In post","2022","Unknown","Digital, Data and Technology","Female","1240","1190","41260","37930"
"In post","2022","Unknown","Digital, Data and Technology","Male","2720","2690","42330","38450"
"In post","2022","Unknown","Economics","Female","110","100","43150","37160"
"In post","2022","Unknown","Economics","Male","240","240","45660","37610"
"In post","2022","Unknown","Finance","Female","790","730","37970","34290"
"In post","2022","Unknown","Finance","Male","730","720","40580","37470"
"In post","2022","Unknown","Geography","Female","40","30","[c]","[c]"
"In post","2022","Unknown","Geography","Male","90","80","31150","29290"
"In post","2022","Unknown","Human Resources","Female","710","670","36500","32290"
"In post","2022","Unknown","Human Resources","Male","320","320","37950","33370"
"In post","2022","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","Female","140","140","33170","29680"
"In post","2022","Unknown","Intelligence Analysis","Male","190","190","34740","33080"
"In post","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","Female","220","220","44260","39210"
"In post","2022","Unknown","International Trade","Male","250","250","46700","40520"
"In post","2022","Unknown","Knowledge and Information Management","Female","180","170","36560","33080"
"In post","2022","Unknown","Knowledge and Information Management","Male","170","160","36450","33080"
"In post","2022","Unknown","Legal","Female","1650","1480","48980","51470"
"In post","2022","Unknown","Legal","Male","1250","1210","46870","41750"
"In post","2022","Unknown","Medicine","Female","330","280","53300","40730"
"In post","2022","Unknown","Medicine","Male","150","130","65240","54280"
"In post","2022","Unknown","Operational Delivery","Female","31030","26950","26710","24920"
"In post","2022","Unknown","Operational Delivery","Male","22900","21690","28490","26820"
"In post","2022","Unknown","Operational Research","Female","150","140","41850","38070"
"In post","2022","Unknown","Operational Research","Male","310","300","44750","47010"
"In post","2022","Unknown","Other","Female","2260","2060","31310","27570"
"In post","2022","Unknown","Other","Male","3300","3250","35700","32700"
"In post","2022","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Male","40","30","[c]","[c]"
"In post","2022","Unknown","Policy","Female","2330","2230","46250","41950"
"In post","2022","Unknown","Policy","Male","1990","1960","46950","42890"
"In post","2022","Unknown","Project Delivery","Female","1310","1210","40260","38070"
"In post","2022","Unknown","Project Delivery","Male","1130","1110","43530","40520"
"In post","2022","Unknown","Property","Female","510","470","32500","29750"
"In post","2022","Unknown","Property","Male","780","760","37280","33370"
"In post","2022","Unknown","Psychology","Female","200","190","35850","34340"
"In post","2022","Unknown","Psychology","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Female","1080","1020","39530","38070"
"In post","2022","Unknown","Science and Engineering","Male","2440","2380","41090","38600"
"In post","2022","Unknown","Security","Female","320","310","34060","31600"
"In post","2022","Unknown","Security","Male","1100","1090","33190","30690"
"In post","2022","Unknown","Social Research","Female","120","120","40200","38340"
"In post","2022","Unknown","Social Research","Male","70","70","41420","38340"
"In post","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Female","160","150","38820","36840"
"In post","2022","Unknown","Statistics","Male","200","200","41740","38020"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","Female","2730","2530","30050","26820"
"In post","2022","Unknown","Tax","Male","3140","3040","32420","30750"
"In post","2022","Unknown","Unknown","Female","5750","5490","39270","32000"
"In post","2022","Unknown","Unknown","Male","5490","5400","41750","33250"
"In post","2022","Unknown","Veterinarian","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Female","60","60","37140","35370"
"Leaver CS","2021","Heterosexual / straight","Commercial","Male","70","70","42030","40470"
"Leaver CS","2021","Heterosexual / straight","Communications","Female","70","60","37530","34160"
"Leaver CS","2021","Heterosexual / straight","Communications","Male","60","60","36630","32700"
"Leaver CS","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Female","70","60","41980","38100"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Male","160","160","43310","38770"
"Leaver CS","2021","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Economics","Male","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Female","80","80","36820","32430"
"Leaver CS","2021","Heterosexual / straight","Finance","Male","90","90","46770","44790"
"Leaver CS","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Female","130","120","37740","32550"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Male","80","80","41280","36100"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Female","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Intelligence Analysis","Male","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Female","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Female","140","120","53480","52670"
"Leaver CS","2021","Heterosexual / straight","Legal","Male","100","80","53740","55000"
"Leaver CS","2021","Heterosexual / straight","Medicine","Female","130","100","46900","37110"
"Leaver CS","2021","Heterosexual / straight","Medicine","Male","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Female","2330","2010","26470","22240"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Male","2250","2050","30310","25710"
"Leaver CS","2021","Heterosexual / straight","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other","Female","390","360","27030","21580"
"Leaver CS","2021","Heterosexual / straight","Other","Male","500","490","31140","29200"
"Leaver CS","2021","Heterosexual / straight","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Policy","Female","210","200","45340","40700"
"Leaver CS","2021","Heterosexual / straight","Policy","Male","200","190","49870","41970"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Female","140","130","37510","33080"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Male","180","170","45210","40020"
"Leaver CS","2021","Heterosexual / straight","Property","Female","70","60","32220","26500"
"Leaver CS","2021","Heterosexual / straight","Property","Male","170","150","34010","33000"
"Leaver CS","2021","Heterosexual / straight","Psychology","Female","60","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Female","180","170","31460","28170"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Male","310","300","33200","29520"
"Leaver CS","2021","Heterosexual / straight","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Female","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Male","220","210","30100","26930"
"Leaver CS","2021","Heterosexual / straight","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Female","2020","1660","27940","26120"
"Leaver CS","2021","Heterosexual / straight","Unknown","Male","1390","1280","30940","27040"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Delivery","Female","170","160","26110","21590"
"Leaver CS","2021","LGBO","Operational Delivery","Male","100","90","29690","23810"
"Leaver CS","2021","LGBO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Female","110","100","28960","25110"
"Leaver CS","2021","LGBO","Unknown","Male","120","110","29760","27570"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Female","440","370","27090","22820"
"Leaver CS","2021","Undeclared","Operational Delivery","Male","400","350","29850","26550"
"Leaver CS","2021","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Female","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Male","80","80","27850","26670"
"Leaver CS","2021","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Female","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Male","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Male","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","240","190","27440","26890"
"Leaver CS","2021","Undeclared","Unknown","Male","210","180","33190","27570"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Female","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Female","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Male","110","110","41000","38220"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Female","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
