"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","East of England","Declared non-disabled","320","300","31190","28550"
"In post","2022","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","Unknown","30","30","[c]","[c]"
"In post","2022","Mixed","London","Declared disabled","490","470","39810","34550"
"In post","2022","Mixed","London","Declared non-disabled","2620","2540","41850","37100"
"In post","2022","Mixed","London","Undeclared","160","150","41290","35090"
"In post","2022","Mixed","London","Unknown","320","320","43570","40050"
"In post","2022","Mixed","North East (England)","Declared disabled","40","40","[c]","[c]"
"In post","2022","Mixed","North East (England)","Declared non-disabled","180","170","29440","27130"
"In post","2022","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Declared disabled","170","160","29270","27570"
"In post","2022","Mixed","North West (England)","Declared non-disabled","620","590","30570","26820"
"In post","2022","Mixed","North West (England)","Undeclared","50","40","[c]","[c]"
"In post","2022","Mixed","North West (England)","Unknown","50","50","31670","28200"
"In post","2022","Mixed","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Declared non-disabled","90","90","49450","49370"
"In post","2022","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2022","Mixed","Scotland","Declared non-disabled","220","220","35370","28980"
"In post","2022","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","South East (England)","Declared disabled","120","120","32540","29290"
"In post","2022","Mixed","South East (England)","Declared non-disabled","540","520","31560","28330"
"In post","2022","Mixed","South East (England)","Undeclared","50","40","[c]","[c]"
"In post","2022","Mixed","South East (England)","Unknown","50","50","34560","31720"
"In post","2022","Mixed","South West (England)","Declared disabled","90","90","33380","30070"
"In post","2022","Mixed","South West (England)","Declared non-disabled","500","470","33520","29730"
"In post","2022","Mixed","South West (England)","Undeclared","40","30","[c]","[c]"
"In post","2022","Mixed","South West (England)","Unknown","50","40","[c]","[c]"
"In post","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wales","Declared disabled","70","70","28370","26590"
"In post","2022","Mixed","Wales","Declared non-disabled","300","280","32040","27570"
"In post","2022","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wales","Unknown","50","40","[c]","[c]"
"In post","2022","Mixed","West Midlands (England)","Declared disabled","100","80","28580","27570"
"In post","2022","Mixed","West Midlands (England)","Declared non-disabled","480","450","29790","27570"
"In post","2022","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands (England)","Unknown","50","50","32340","30660"
"In post","2022","Mixed","Yorkshire and The Humber","Declared disabled","100","90","31140","27570"
"In post","2022","Mixed","Yorkshire and The Humber","Declared non-disabled","410","380","31780","27570"
"In post","2022","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Yorkshire and The Humber","Unknown","30","30","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","Declared non-disabled","50","50","32430","27570"
"In post","2022","Other ethnicity","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","Declared non-disabled","80","70","31010","27570"
"In post","2022","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","Declared disabled","170","170","40030","34260"
"In post","2022","Other ethnicity","London","Declared non-disabled","950","910","40450","35050"
"In post","2022","Other ethnicity","London","Undeclared","50","50","[c]","[c]"
"In post","2022","Other ethnicity","London","Unknown","140","140","44910","40170"
"In post","2022","Other ethnicity","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","Declared disabled","40","30","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","Declared non-disabled","120","110","30680","27570"
"In post","2022","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scotland","Declared non-disabled","70","70","33670","27570"
"In post","2022","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South East (England)","Declared non-disabled","140","130","31690","28000"
"In post","2022","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South West (England)","Declared non-disabled","120","120","33020","29000"
"In post","2022","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wales","Declared non-disabled","80","80","32640","29430"
"In post","2022","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands (England)","Declared non-disabled","130","120","30170","26610"
"In post","2022","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Yorkshire and The Humber","Declared non-disabled","90","80","33170","27570"
"In post","2022","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Midlands (England)","Declared disabled","110","100","28620","27470"
"In post","2022","Undeclared","East Midlands (England)","Declared non-disabled","410","370","30040","27570"
"In post","2022","Undeclared","East Midlands (England)","Undeclared","350","330","33170","31650"
"In post","2022","Undeclared","East Midlands (England)","Unknown","70","70","37230","33080"
"In post","2022","Undeclared","East of England","Declared disabled","110","100","30130","29170"
"In post","2022","Undeclared","East of England","Declared non-disabled","480","430","30350","28200"
"In post","2022","Undeclared","East of England","Undeclared","400","380","32830","31220"
"In post","2022","Undeclared","East of England","Unknown","80","70","40420","34520"
"In post","2022","Undeclared","London","Declared disabled","410","390","39210","33020"
"In post","2022","Undeclared","London","Declared non-disabled","2070","1960","40790","35200"
"In post","2022","Undeclared","London","Undeclared","1550","1500","44910","40600"
"In post","2022","Undeclared","London","Unknown","400","380","46250","40810"
"In post","2022","Undeclared","North East (England)","Declared disabled","120","100","30140","27570"
"In post","2022","Undeclared","North East (England)","Declared non-disabled","420","380","29870","27130"
"In post","2022","Undeclared","North East (England)","Undeclared","450","410","32320","27570"
"In post","2022","Undeclared","North East (England)","Unknown","80","70","33130","28060"
"In post","2022","Undeclared","North West (England)","Declared disabled","280","250","29050","27570"
"In post","2022","Undeclared","North West (England)","Declared non-disabled","970","880","30270","27570"
"In post","2022","Undeclared","North West (England)","Undeclared","810","760","33710","30860"
"In post","2022","Undeclared","North West (England)","Unknown","170","160","33730","32070"
"In post","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Undeclared","50","40","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Declared non-disabled","70","70","44280","39970"
"In post","2022","Undeclared","Overseas","Undeclared","80","70","46400","41900"
"In post","2022","Undeclared","Overseas","Unknown","80","80","53620","53470"
"In post","2022","Undeclared","Scotland","Declared disabled","140","130","31810","27570"
"In post","2022","Undeclared","Scotland","Declared non-disabled","620","570","32850","27570"
"In post","2022","Undeclared","Scotland","Undeclared","400","370","34400","28760"
"In post","2022","Undeclared","Scotland","Unknown","430","390","36090","35000"
"In post","2022","Undeclared","South East (England)","Declared disabled","220","200","30970","28470"
"In post","2022","Undeclared","South East (England)","Declared non-disabled","1010","930","34290","30830"
"In post","2022","Undeclared","South East (England)","Undeclared","800","750","33590","31650"
"In post","2022","Undeclared","South East (England)","Unknown","140","140","37540","34520"
"In post","2022","Undeclared","South West (England)","Declared disabled","260","240","33670","31410"
"In post","2022","Undeclared","South West (England)","Declared non-disabled","1130","1060","36580","35070"
"In post","2022","Undeclared","South West (England)","Undeclared","790","760","37430","34400"
"In post","2022","Undeclared","South West (England)","Unknown","170","160","41510","38710"
"In post","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wales","Declared disabled","110","100","29860","27570"
"In post","2022","Undeclared","Wales","Declared non-disabled","530","480","31630","27570"
"In post","2022","Undeclared","Wales","Undeclared","460","430","34710","30900"
"In post","2022","Undeclared","Wales","Unknown","170","160","37300","33370"
"In post","2022","Undeclared","West Midlands (England)","Declared disabled","150","140","29290","27570"
"In post","2022","Undeclared","West Midlands (England)","Declared non-disabled","630","560","29290","27570"
"In post","2022","Undeclared","West Midlands (England)","Undeclared","410","380","33480","28920"
"In post","2022","Undeclared","West Midlands (England)","Unknown","100","90","36900","29360"
"In post","2022","Undeclared","Yorkshire and The Humber","Declared disabled","160","150","30460","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Declared non-disabled","690","630","31260","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Undeclared","520","490","33150","30820"
"In post","2022","Undeclared","Yorkshire and The Humber","Unknown","90","80","33920","29790"
"In post","2022","Unknown","East Midlands (England)","Declared disabled","60","50","28740","27380"
"In post","2022","Unknown","East Midlands (England)","Declared non-disabled","440","400","30590","27570"
"In post","2022","Unknown","East Midlands (England)","Undeclared","70","70","29960","29700"
"In post","2022","Unknown","East Midlands (England)","Unknown","2290","2180","28290","26470"
"In post","2022","Unknown","East of England","Declared disabled","50","40","[c]","[c]"
"In post","2022","Unknown","East of England","Declared non-disabled","400","370","31120","28100"
"In post","2022","Unknown","East of England","Undeclared","60","60","31010","29290"
"In post","2022","Unknown","East of England","Unknown","1790","1690","29460","26350"
"In post","2022","Unknown","London","Declared disabled","260","250","40300","36250"
"In post","2022","Unknown","London","Declared non-disabled","1490","1420","43510","36650"
"In post","2022","Unknown","London","Undeclared","250","240","40500","36710"
"In post","2022","Unknown","London","Unknown","14780","14470","43250","37610"
"In post","2022","Unknown","North East (England)","Declared disabled","90","70","26370","22200"
"In post","2022","Unknown","North East (England)","Declared non-disabled","670","600","27910","24920"
"In post","2022","Unknown","North East (England)","Undeclared","80","70","29280","27570"
"In post","2022","Unknown","North East (England)","Unknown","3770","3510","28040","24880"
"In post","2022","Unknown","North West (England)","Declared disabled","150","130","29480","26870"
"In post","2022","Unknown","North West (England)","Declared non-disabled","1390","1270","28030","25700"
"In post","2022","Unknown","North West (England)","Undeclared","170","150","30500","28920"
"In post","2022","Unknown","North West (England)","Unknown","6850","6540","29300","26590"
"In post","2022","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Unknown","760","730","27610","24880"
"In post","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Declared non-disabled","50","50","49100","52870"
"In post","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","460","450","49250","46600"
"In post","2022","Unknown","Scotland","Declared disabled","270","240","32920","33070"
"In post","2022","Unknown","Scotland","Declared non-disabled","730","660","28690","23740"
"In post","2022","Unknown","Scotland","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","Scotland","Unknown","9720","9190","31550","27230"
"In post","2022","Unknown","South East (England)","Declared disabled","110","90","31230","27570"
"In post","2022","Unknown","South East (England)","Declared non-disabled","780","720","32110","29230"
"In post","2022","Unknown","South East (England)","Undeclared","110","100","33270","31650"
"In post","2022","Unknown","South East (England)","Unknown","3570","3340","30490","26840"
"In post","2022","Unknown","South West (England)","Declared disabled","110","100","34120","29080"
"In post","2022","Unknown","South West (England)","Declared non-disabled","1110","1040","32300","29170"
"In post","2022","Unknown","South West (England)","Undeclared","100","100","32590","31650"
"In post","2022","Unknown","South West (England)","Unknown","3060","2920","32030","27130"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2200","2180","37120","32700"
"In post","2022","Unknown","Wales","Declared disabled","60","50","30760","27130"
"In post","2022","Unknown","Wales","Declared non-disabled","620","560","32550","27570"
"In post","2022","Unknown","Wales","Undeclared","60","50","29420","26260"
"In post","2022","Unknown","Wales","Unknown","3780","3590","28880","25210"
"In post","2022","Unknown","West Midlands (England)","Declared disabled","80","70","29750","27570"
"In post","2022","Unknown","West Midlands (England)","Declared non-disabled","730","670","30140","27570"
"In post","2022","Unknown","West Midlands (England)","Undeclared","80","80","30450","27570"
"In post","2022","Unknown","West Midlands (England)","Unknown","3280","3120","29910","26590"
"In post","2022","Unknown","Yorkshire and The Humber","Declared disabled","60","60","30650","26780"
"In post","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","700","640","32430","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Undeclared","80","70","31360","28920"
"In post","2022","Unknown","Yorkshire and The Humber","Unknown","4620","4430","31040","26820"
"In post","2022","White","East Midlands (England)","Declared disabled","2400","2200","29460","27570"
"In post","2022","White","East Midlands (England)","Declared non-disabled","12080","11220","31440","27570"
"In post","2022","White","East Midlands (England)","Undeclared","960","890","30150","27570"
"In post","2022","White","East Midlands (England)","Unknown","710","680","33300","30070"
"In post","2022","White","East of England","Declared disabled","2240","2050","30280","27570"
"In post","2022","White","East of England","Declared non-disabled","12830","11960","31390","28700"
"In post","2022","White","East of England","Undeclared","1030","950","31280","30200"
"In post","2022","White","East of England","Unknown","1080","1030","35210","32770"
"In post","2022","White","London","Declared disabled","5860","5610","44240","39000"
"In post","2022","White","London","Declared non-disabled","40750","39240","48310","43560"
"In post","2022","White","London","Undeclared","2250","2170","44880","40050"
"In post","2022","White","London","Unknown","4570","4420","47580","41970"
"In post","2022","White","North East (England)","Declared disabled","3510","3100","28200","26820"
"In post","2022","White","North East (England)","Declared non-disabled","20100","18260","30270","27570"
"In post","2022","White","North East (England)","Undeclared","1250","1130","30050","27570"
"In post","2022","White","North East (England)","Unknown","1510","1350","30040","26590"
"In post","2022","White","North West (England)","Declared disabled","6670","6030","29340","27570"
"In post","2022","White","North West (England)","Declared non-disabled","36350","33690","30980","27570"
"In post","2022","White","North West (England)","Undeclared","2260","2090","29790","27570"
"In post","2022","White","North West (England)","Unknown","2990","2840","33060","30640"
"In post","2022","White","Northern Ireland","Declared disabled","320","300","29240","26820"
"In post","2022","White","Northern Ireland","Declared non-disabled","2460","2340","30170","26820"
"In post","2022","White","Northern Ireland","Undeclared","160","150","29510","26820"
"In post","2022","White","Northern Ireland","Unknown","360","340","29950","26820"
"In post","2022","White","Overseas","Declared disabled","180","180","48400","51500"
"In post","2022","White","Overseas","Declared non-disabled","1950","1940","49660","49370"
"In post","2022","White","Overseas","Undeclared","70","60","46880","42130"
"In post","2022","White","Overseas","Unknown","330","330","55580","55130"
"In post","2022","White","Scotland","Declared disabled","4300","3930","31350","27570"
"In post","2022","White","Scotland","Declared non-disabled","26990","25240","33880","27570"
"In post","2022","White","Scotland","Undeclared","1050","980","31100","27570"
"In post","2022","White","Scotland","Unknown","4860","4550","37260","35000"
"In post","2022","White","South East (England)","Declared disabled","4050","3710","30690","27570"
"In post","2022","White","South East (England)","Declared non-disabled","24310","22680","32680","29260"
"In post","2022","White","South East (England)","Undeclared","1970","1820","31470","30700"
"In post","2022","White","South East (England)","Unknown","2140","1970","34130","30710"
"In post","2022","White","South West (England)","Declared disabled","4400","4070","32420","28420"
"In post","2022","White","South West (England)","Declared non-disabled","29260","27530","35260","32010"
"In post","2022","White","South West (England)","Undeclared","1600","1490","33520","31610"
"In post","2022","White","South West (England)","Unknown","2420","2290","36830","33670"
"In post","2022","White","Unknown","Declared disabled","100","90","33070","27570"
"In post","2022","White","Unknown","Declared non-disabled","600","580","34320","30490"
"In post","2022","White","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","White","Unknown","Unknown","50","50","[c]","[c]"
"In post","2022","White","Wales","Declared disabled","3510","3150","29390","26820"
"In post","2022","White","Wales","Declared non-disabled","24130","22350","32590","27570"
"In post","2022","White","Wales","Undeclared","1350","1230","29440","27480"
"In post","2022","White","Wales","Unknown","1770","1650","32380","29430"
"In post","2022","White","West Midlands (England)","Declared disabled","3000","2730","30160","27570"
"In post","2022","White","West Midlands (England)","Declared non-disabled","15320","14210","32070","27570"
"In post","2022","White","West Midlands (England)","Undeclared","1170","1080","30330","27570"
"In post","2022","White","West Midlands (England)","Unknown","1140","1080","35790","33200"
"In post","2022","White","Yorkshire and The Humber","Declared disabled","3710","3360","30980","27570"
"In post","2022","White","Yorkshire and The Humber","Declared non-disabled","21390","19730","32720","27570"
"In post","2022","White","Yorkshire and The Humber","Undeclared","1470","1360","31740","30870"
"In post","2022","White","Yorkshire and The Humber","Unknown","1510","1450","35460","31970"
"Leaver CS","2021","Asian","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","East of England","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","London","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Asian","London","Declared non-disabled","450","400","33180","28670"
"Leaver CS","2021","Asian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","London","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Asian","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North West (England)","Declared non-disabled","70","70","[c]","[c]"
"Leaver CS","2021","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South East (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South West (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Midlands (England)","Declared non-disabled","100","90","26940","21010"
"Leaver CS","2021","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Yorkshire and The Humber","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Black","London","Declared non-disabled","280","260","32040","27760"
"Leaver CS","2021","Black","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
