"Status","Year","Region_ITL3","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Clackmannanshire and Fife","Declared non-disabled","Unknown","60","50","27650","27570"
"In post","2022","Clackmannanshire and Fife","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Unknown","Heterosexual / straight","130","120","34770","35000"
"In post","2022","Clackmannanshire and Fife","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Unknown","Unknown","340","310","29680","26900"
"In post","2022","Conwy and Denbighshire","Declared disabled","Heterosexual / straight","70","60","30630","27570"
"In post","2022","Conwy and Denbighshire","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Declared non-disabled","Heterosexual / straight","490","460","36230","31470"
"In post","2022","Conwy and Denbighshire","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Declared disabled","Heterosexual / straight","190","170","27440","27570"
"In post","2022","Cornwall and Isles of Scilly","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Declared non-disabled","Heterosexual / straight","970","890","28190","27570"
"In post","2022","Cornwall and Isles of Scilly","Declared non-disabled","LGBO","40","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Declared non-disabled","Undeclared","110","100","27590","26930"
"In post","2022","Cornwall and Isles of Scilly","Declared non-disabled","Unknown","150","130","25460","22010"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","Undeclared","40","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","60","60","28020","21380"
"In post","2022","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Unknown","100","90","28520","26130"
"In post","2022","Coventry","Declared disabled","Heterosexual / straight","200","180","34350","30090"
"In post","2022","Coventry","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Declared non-disabled","Heterosexual / straight","1260","1200","38220","34760"
"In post","2022","Coventry","Declared non-disabled","LGBO","50","50","39260","37100"
"In post","2022","Coventry","Declared non-disabled","Undeclared","100","90","36970","33840"
"In post","2022","Coventry","Declared non-disabled","Unknown","290","270","36350","33420"
"In post","2022","Coventry","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Coventry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Unknown","Heterosexual / straight","230","230","34540","29730"
"In post","2022","Coventry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","Unknown","Unknown","240","230","38680","36500"
"In post","2022","Croydon","Declared disabled","Heterosexual / straight","770","720","38260","35050"
"In post","2022","Croydon","Declared disabled","LGBO","80","80","41360","35200"
"In post","2022","Croydon","Declared disabled","Undeclared","130","120","37520","34250"
"In post","2022","Croydon","Declared disabled","Unknown","50","50","36220","31740"
"In post","2022","Croydon","Declared non-disabled","Heterosexual / straight","6010","5720","39980","35200"
"In post","2022","Croydon","Declared non-disabled","LGBO","190","180","43480","37930"
"In post","2022","Croydon","Declared non-disabled","Undeclared","600","570","38780","35050"
"In post","2022","Croydon","Declared non-disabled","Unknown","300","280","38710","35130"
"In post","2022","Croydon","Undeclared","Heterosexual / straight","220","200","38240","35050"
"In post","2022","Croydon","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","Undeclared","Undeclared","310","290","42140","37610"
"In post","2022","Croydon","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Croydon","Unknown","Heterosexual / straight","290","280","40640","35050"
"In post","2022","Croydon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Croydon","Unknown","Unknown","1520","1480","38850","35050"
"In post","2022","Darlington","Declared disabled","Heterosexual / straight","120","110","35690","30770"
"In post","2022","Darlington","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Declared non-disabled","Heterosexual / straight","720","690","37580","36500"
"In post","2022","Darlington","Declared non-disabled","LGBO","40","40","[c]","[c]"
"In post","2022","Darlington","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"In post","2022","Darlington","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Undeclared","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Darlington","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2022","Darlington","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Unknown","Heterosexual / straight","120","120","33970","30160"
"In post","2022","Darlington","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Unknown","Unknown","110","100","36350","30210"
"In post","2022","Derby","Declared disabled","Heterosexual / straight","130","120","26290","24090"
"In post","2022","Derby","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Declared non-disabled","Heterosexual / straight","560","500","28050","26390"
"In post","2022","Derby","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Declared non-disabled","Undeclared","50","40","27210","21260"
"In post","2022","Derby","Declared non-disabled","Unknown","140","110","24660","21260"
"In post","2022","Derby","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Unknown","Unknown","100","90","27510","26310"
"In post","2022","Derry City and Strabane","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Declared disabled","Heterosexual / straight","470","420","29640","27570"
"In post","2022","Devon CC","Declared disabled","LGBO","50","50","28750","27570"
"In post","2022","Devon CC","Declared disabled","Undeclared","60","50","29700","27570"
"In post","2022","Devon CC","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2022","Devon CC","Declared non-disabled","Heterosexual / straight","3360","3110","34020","30930"
"In post","2022","Devon CC","Declared non-disabled","LGBO","190","180","31160","27570"
"In post","2022","Devon CC","Declared non-disabled","Undeclared","510","470","36460","36160"
"In post","2022","Devon CC","Declared non-disabled","Unknown","330","270","27240","26120"
"In post","2022","Devon CC","Undeclared","Heterosexual / straight","120","110","28990","27170"
"In post","2022","Devon CC","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Undeclared","Undeclared","80","80","29420","27570"
"In post","2022","Devon CC","Undeclared","Unknown","50","50","27780","27570"
"In post","2022","Devon CC","Unknown","Heterosexual / straight","130","120","33360","29010"
"In post","2022","Devon CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Unknown","Unknown","260","250","26000","23140"
"In post","2022","Dorset","Declared disabled","Heterosexual / straight","190","180","29800","27570"
"In post","2022","Dorset","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Declared disabled","Undeclared","30","30","[c]","[c]"
"In post","2022","Dorset","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Declared non-disabled","Heterosexual / straight","1190","1130","29970","27260"
"In post","2022","Dorset","Declared non-disabled","LGBO","50","50","[c]","[c]"
"In post","2022","Dorset","Declared non-disabled","Undeclared","100","90","29580","27570"
"In post","2022","Dorset","Declared non-disabled","Unknown","120","110","28140","27130"
"In post","2022","Dorset","Undeclared","Heterosexual / straight","90","90","30390","27570"
"In post","2022","Dorset","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Undeclared","Undeclared","70","60","32870","31650"
"In post","2022","Dorset","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Dorset","Unknown","Heterosexual / straight","70","70","30340","26670"
"In post","2022","Dorset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Unknown","Unknown","200","190","29330","24920"
"In post","2022","Dudley","Declared disabled","Heterosexual / straight","130","110","25840","25630"
"In post","2022","Dudley","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Declared non-disabled","Heterosexual / straight","560","490","26110","27570"
"In post","2022","Dudley","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Declared non-disabled","Undeclared","70","50","25000","21260"
"In post","2022","Dudley","Declared non-disabled","Unknown","180","150","25050","26440"
"In post","2022","Dudley","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Dudley","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared non-disabled","Heterosexual / straight","190","170","30210","27570"
"In post","2022","Dumfries and Galloway","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Declared non-disabled","Unknown","120","120","29850","27360"
"In post","2022","Dumfries and Galloway","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","Heterosexual / straight","70","60","32380","35000"
"In post","2022","Dumfries and Galloway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","Unknown","110","100","29800","29550"
"In post","2022","Durham","Declared disabled","Heterosexual / straight","490","430","27360","25710"
"In post","2022","Durham","Declared disabled","LGBO","30","30","[c]","[c]"
"In post","2022","Durham","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2022","Durham","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2022","Durham","Declared non-disabled","Heterosexual / straight","3110","2810","28170","26100"
"In post","2022","Durham","Declared non-disabled","LGBO","140","140","28460","25700"
"In post","2022","Durham","Declared non-disabled","Undeclared","230","210","28350","26120"
"In post","2022","Durham","Declared non-disabled","Unknown","360","310","28140","27130"
"In post","2022","Durham","Undeclared","Heterosexual / straight","230","210","30290","31650"
"In post","2022","Durham","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Undeclared","Undeclared","110","100","28440","27130"
"In post","2022","Durham","Undeclared","Unknown","150","130","30520","31650"
"In post","2022","Durham","Unknown","Heterosexual / straight","120","110","26910","22600"
"In post","2022","Durham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Unknown","Unknown","610","590","24990","22600"
"In post","2022","Ealing","Declared disabled","Heterosexual / straight","70","60","33390","31060"
"In post","2022","Ealing","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Declared non-disabled","Heterosexual / straight","240","230","33000","31060"
"In post","2022","Ealing","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Declared non-disabled","Unknown","70","60","31350","31060"
"In post","2022","Ealing","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Heterosexual / straight","80","70","25260","27230"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Heterosexual / straight","630","590","27410","26640"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Unknown","70","60","25160","23230"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","Unknown","90","90","26290","23780"
"In post","2022","East Cumbria","Declared disabled","Heterosexual / straight","90","80","29630","27190"
"In post","2022","East Cumbria","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Declared non-disabled","Heterosexual / straight","580","530","28680","25190"
"In post","2022","East Cumbria","Declared non-disabled","LGBO","30","30","[c]","[c]"
"In post","2022","East Cumbria","Declared non-disabled","Undeclared","60","50","28280","25120"
"In post","2022","East Cumbria","Declared non-disabled","Unknown","120","110","27510","24920"
"In post","2022","East Cumbria","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","East Derbyshire","Declared disabled","Heterosexual / straight","70","60","26810","27570"
"In post","2022","East Derbyshire","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Declared non-disabled","Heterosexual / straight","220","190","28700","27570"
"In post","2022","East Derbyshire","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Heterosexual / straight","120","110","30490","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Heterosexual / straight","1180","1120","31090","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","LGBO","40","40","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Undeclared","90","90","31720","28750"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Declared non-disabled","Unknown","90","80","27810","26120"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Heterosexual / straight","60","50","34000","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Heterosexual / straight","260","250","32570","35000"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Unknown","480","470","29990","27230"
"In post","2022","East Kent","Declared disabled","Heterosexual / straight","360","330","28720","27370"
"In post","2022","East Kent","Declared disabled","LGBO","40","30","[c]","[c]"
"In post","2022","East Kent","Declared disabled","Undeclared","60","60","29360","27370"
"In post","2022","East Kent","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Declared non-disabled","Heterosexual / straight","2510","2340","28640","26820"
"In post","2022","East Kent","Declared non-disabled","LGBO","100","100","28810","26590"
"In post","2022","East Kent","Declared non-disabled","Undeclared","300","270","29260","27370"
"In post","2022","East Kent","Declared non-disabled","Unknown","170","150","30450","29290"
"In post","2022","East Kent","Undeclared","Heterosexual / straight","90","80","28690","27370"
"In post","2022","East Kent","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Undeclared","Undeclared","170","160","28900","27370"
"In post","2022","East Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Unknown","Heterosexual / straight","140","130","29990","24880"
"In post","2022","East Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Unknown","Unknown","460","430","26650","24880"
"In post","2022","East Lancashire","Declared disabled","Heterosexual / straight","80","70","26610","27570"
"In post","2022","East Lancashire","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Declared non-disabled","Heterosexual / straight","270","240","27340","27570"
"In post","2022","East Lancashire","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Declared non-disabled","Unknown","70","60","26960","27570"
"In post","2022","East Lancashire","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared non-disabled","Heterosexual / straight","60","60","30830","27570"
"In post","2022","East Lothian and Midlothian","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Declared disabled","Heterosexual / straight","160","140","28240","27570"
"In post","2022","East Merseyside","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Declared non-disabled","Heterosexual / straight","610","560","29230","27570"
"In post","2022","East Merseyside","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"In post","2022","East Merseyside","Declared non-disabled","Unknown","140","110","25880","27570"
"In post","2022","East Merseyside","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
