"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Levelling Up, Housing and Communities","South West (England)","550","510","34520","30320"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","South West (England)","540","510","33520","30730"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","South West (England)","1890","1660","27320","27570"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","South West (England)","1110","1040","38960","35610"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","South West (England)","40","40","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","South West (England)","360","320","30060","27130"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","South West (England)","1550","1470","37640","33370"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","South West (England)","30","30","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","South West (England)","240","220","29240","25800"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","South West (England)","18410","17760","38280","36350"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","South West (England)","2560","2370","28800","25710"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","South West (England)","420","400","36940","36410"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","South West (England)","240","230","41080","32010"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Attorney General's Departments","North West (England)","380","350","40560","38000"
"In post","2022","Greater Manchester","Cabinet Office","North West (England)","410","410","45390","38990"
"In post","2022","Greater Manchester","Department for Business, Energy and Industrial Strategy","North West (England)","560","540","36140","34390"
"In post","2022","Greater Manchester","Department for Digital, Culture, Media and Sport","North West (England)","110","110","41700","34960"
"In post","2022","Greater Manchester","Department for Education","North West (England)","1250","1210","40100","36500"
"In post","2022","Greater Manchester","Department for Environment, Food and Rural Affairs","North West (England)","50","40","[c]","[c]"
"In post","2022","Greater Manchester","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Department for Levelling Up, Housing and Communities","North West (England)","90","80","41310","38500"
"In post","2022","Greater Manchester","Department for Transport","North West (England)","180","170","27780","26780"
"In post","2022","Greater Manchester","Department for Work and Pensions","North West (England)","5290","4850","28400","27570"
"In post","2022","Greater Manchester","Department of Health and Social Care","North West (England)","310","290","35040","27780"
"In post","2022","Greater Manchester","Food Standards Agency","North West (England)","30","30","[c]","[c]"
"In post","2022","Greater Manchester","HM Revenue and Customs","North West (England)","6720","6390","33580","33080"
"In post","2022","Greater Manchester","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Home Office","North West (England)","1730","1660","32120","27370"
"In post","2022","Greater Manchester","Ministry of Defence","North West (England)","140","130","31440","26670"
"In post","2022","Greater Manchester","Ministry of Justice","North West (England)","3900","3660","28490","25120"
"In post","2022","Greater Manchester","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Office for Standards in Education, Children's Services and Skills","North West (England)","400","380","36100","31700"
"In post","2022","Greater Manchester","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Office of Rail and Road","North West (England)","30","30","[c]","[c]"
"In post","2022","Greater Manchester","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Attorney General's Departments","South East (England)","270","250","43170","39750"
"In post","2022","Hampshire and Isle of Wight","Cabinet Office","South East (England)","90","90","55600","52510"
"In post","2022","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","South East (England)","80","80","34670","34790"
"In post","2022","Hampshire and Isle of Wight","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","South East (England)","70","70","33330","30390"
"In post","2022","Hampshire and Isle of Wight","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Department for Transport","South East (England)","910","880","39290","31860"
"In post","2022","Hampshire and Isle of Wight","Department for Work and Pensions","South East (England)","1290","1120","26870","27570"
"In post","2022","Hampshire and Isle of Wight","Department of Health and Social Care","South East (England)","50","50","49210","40310"
"In post","2022","Hampshire and Isle of Wight","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","HM Revenue and Customs","South East (England)","1040","920","30170","26820"
"In post","2022","Hampshire and Isle of Wight","Home Office","South East (England)","580","560","29450","26410"
"In post","2022","Hampshire and Isle of Wight","Ministry of Defence","South East (England)","6750","6520","35380","33300"
"In post","2022","Hampshire and Isle of Wight","Ministry of Justice","South East (England)","1800","1660","28920","26900"
"In post","2022","Hampshire and Isle of Wight","National Crime Agency","South East (England)","70","70","37950","36410"
"In post","2022","Hampshire and Isle of Wight","Office for Standards in Education, Children's Services and Skills","South East (England)","40","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","UK Statistics Authority","South East (England)","2490","2040","29780","24250"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","West Midlands (England)","480","450","32180","29180"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department for Transport","West Midlands (England)","70","70","28800","26780"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","West Midlands (England)","900","790","25970","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Home Office","West Midlands (England)","110","100","26340","24890"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","West Midlands (England)","600","580","26250","22200"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","West Midlands (England)","1900","1800","29370","26360"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Department for Environment, Food and Rural Affairs","Scotland","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Department for Transport","Scotland","80","70","32210","31780"
"In post","2022","Highlands and Islands","Department for Work and Pensions","Scotland","450","410","26520","27570"
"In post","2022","Highlands and Islands","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Ministry of Defence","Scotland","350","340","26640","21280"
"In post","2022","Highlands and Islands","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Scottish Government","Scotland","1040","980","32250","30040"
"In post","2022","Inner London - East","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Cabinet Office","London","1100","1080","52590","54700"
"In post","2022","Inner London - East","Competition and Markets Authority","London","800","770","61480","57060"
"In post","2022","Inner London - East","Department for Business, Energy and Industrial Strategy","London","230","220","42530","39380"
"In post","2022","Inner London - East","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Department for Transport","London","120","100","32740","33390"
"In post","2022","Inner London - East","Department for Work and Pensions","London","2860","2660","30910","31060"
"In post","2022","Inner London - East","Department of Health and Social Care","London","1690","1620","49220","41010"
"In post","2022","Inner London - East","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","HM Revenue and Customs","London","5350","5110","43650","37930"
"In post","2022","Inner London - East","Home Office","London","420","400","36070","30460"
"In post","2022","Inner London - East","Ministry of Defence","London","70","70","26100","24360"
"In post","2022","Inner London - East","Ministry of Justice","London","3850","3720","37230","34260"
"In post","2022","Inner London - East","National Crime Agency","London","1520","1490","44870","40170"
"In post","2022","Inner London - East","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Office of Gas and Electricity Markets","London","740","730","48630","43860"
"In post","2022","Inner London - East","Office of Rail and Road","London","210","200","55810","55430"
"In post","2022","Inner London - West","Attorney General's Departments","London","4660","4390","50280","51250"
"In post","2022","Inner London - West","Cabinet Office","London","5480","5410","49680","41480"
"In post","2022","Inner London - West","Chancellor's other departments","London","360","340","60480","53090"
"In post","2022","Inner London - West","Charity Commission","London","80","80","44120","37910"
"In post","2022","Inner London - West","Department for Business, Energy and Industrial Strategy","London","5550","5430","49450","52080"
"In post","2022","Inner London - West","Department for Digital, Culture, Media and Sport","London","1780","1750","47680","51730"
"In post","2022","Inner London - West","Department for Education","London","2440","2350","50270","53420"
"In post","2022","Inner London - West","Department for Environment, Food and Rural Affairs","London","2790","2710","44600","39400"
"In post","2022","Inner London - West","Department for International Trade","London","2500","2480","46310","41260"
"In post","2022","Inner London - West","Department for Levelling Up, Housing and Communities","London","2250","2210","48490","53130"
"In post","2022","Inner London - West","Department for Transport","London","2930","2870","50110","46710"
"In post","2022","Inner London - West","Department for Work and Pensions","London","2840","2720","42980","36650"
"In post","2022","Inner London - West","Department of Health and Social Care","London","3390","3290","48860","44270"
"In post","2022","Inner London - West","Food Standards Agency","London","160","150","45040","40960"
"In post","2022","Inner London - West","Foreign, Commonwealth and Development Office","London","4060","3960","50150","47730"
"In post","2022","Inner London - West","HM Revenue and Customs","London","1190","1150","58200","62120"
"In post","2022","Inner London - West","HM Treasury","London","2310","2250","49300","52500"
"In post","2022","Inner London - West","Home Office","London","4550","4420","47540","41970"
"In post","2022","Inner London - West","Ministry of Defence","London","3190","3140","45460","44500"
"In post","2022","Inner London - West","Ministry of Justice","London","6970","6750","40010","34260"
"In post","2022","Inner London - West","Northern Ireland Office","London","90","80","51790","47580"
"In post","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","London","190","190","48360","42850"
"In post","2022","Inner London - West","Office of the Secretary of State for Scotland","London","40","40","[c]","[c]"
"In post","2022","Inner London - West","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","UK Export Finance","London","470","470","53170","49000"
"In post","2022","Inner London - West","UK Statistics Authority","London","340","330","45480","39840"
"In post","2022","Inner London - West","UK Supreme Court","London","50","50","38660","31960"
"In post","2022","Inner London - West","Water Services Regulation Authority","London","80","80","65430","63240"
"In post","2022","Inner London - West","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Attorney General's Departments","South East (England)","140","130","39790","30110"
"In post","2022","Kent","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Business, Energy and Industrial Strategy","South East (England)","60","50","28230","26000"
"In post","2022","Kent","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Environment, Food and Rural Affairs","South East (England)","80","70","31260","29180"
"In post","2022","Kent","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Department for Transport","South East (England)","210","200","30820","28600"
"In post","2022","Kent","Department for Work and Pensions","South East (England)","1760","1630","29020","29290"
"In post","2022","Kent","Department of Health and Social Care","South East (England)","50","50","45400","38580"
"In post","2022","Kent","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Kent","HM Revenue and Customs","South East (England)","250","230","32380","28920"
"In post","2022","Kent","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Home Office","South East (England)","2520","2320","27440","25310"
"In post","2022","Kent","Ministry of Defence","South East (England)","400","380","32980","29230"
"In post","2022","Kent","Ministry of Justice","South East (England)","3020","2860","30010","29430"
"In post","2022","Kent","National Crime Agency","South East (England)","200","200","40430","39840"
"In post","2022","Kent","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Kent","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Attorney General's Departments","North West (England)","180","170","40070","38000"
"In post","2022","Lancashire","Cabinet Office","North West (England)","40","40","[c]","[c]"
"In post","2022","Lancashire","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Business, Energy and Industrial Strategy","North West (England)","50","40","[c]","[c]"
"In post","2022","Lancashire","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Environment, Food and Rural Affairs","North West (England)","150","140","32980","29180"
"In post","2022","Lancashire","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Department for Transport","North West (England)","100","90","28380","26830"
"In post","2022","Lancashire","Department for Work and Pensions","North West (England)","8110","7390","28040","27570"
"In post","2022","Lancashire","Department of Health and Social Care","North West (England)","70","70","40870","36330"
"In post","2022","Lancashire","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Food Standards Agency","North West (England)","40","40","[c]","[c]"
"In post","2022","Lancashire","HM Land Registry","North West (England)","430","390","29700","27130"
"In post","2022","Lancashire","HM Revenue and Customs","North West (England)","1750","1560","29640","26590"
"In post","2022","Lancashire","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence","North West (England)","590","550","29540","26670"
"In post","2022","Lancashire","Ministry of Justice","North West (England)","3090","2850","29510","27120"
"In post","2022","Lancashire","National Crime Agency","North West (England)","70","70","38230","36410"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","East Midlands (England)","160","140","40100","48080"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Transport","East Midlands (England)","170","170","31450","27250"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","East Midlands (England)","1690","1500","25520","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","East Midlands (England)","310","290","29280","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","East Midlands (England)","260","230","29860","26820"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","East Midlands (England)","240","220","28330","26160"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","East Midlands (England)","240","230","26710","22330"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","East Midlands (England)","2990","2780","27790","25120"
"In post","2022","Leicestershire, Rutland and Northamptonshire","National Crime Agency","East Midlands (England)","90","90","38010","38540"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Business, Energy and Industrial Strategy","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","Lincolnshire","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","60","60","35640","34030"
"In post","2022","Lincolnshire","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Transport","East Midlands (England)","50","50","28770","26780"
"In post","2022","Lincolnshire","Department for Work and Pensions","East Midlands (England)","570","500","26470","27570"
"In post","2022","Lincolnshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Food Standards Agency","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Lincolnshire","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Ministry of Defence","East Midlands (England)","1130","1100","28310","25100"
"In post","2022","Lincolnshire","Ministry of Justice","East Midlands (England)","1050","1000","28770","26610"
"In post","2022","Lincolnshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Scottish Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Attorney General's Departments","North West (England)","390","370","37370","30130"
"In post","2022","Merseyside","Cabinet Office","North West (England)","480","470","40700","38330"
"In post","2022","Merseyside","Charity Commission","North West (England)","350","330","31850","29160"
"In post","2022","Merseyside","Department for Business, Energy and Industrial Strategy","North West (England)","50","50","34420","34190"
"In post","2022","Merseyside","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Department for Levelling Up, Housing and Communities","North West (England)","60","50","37230","30190"
"In post","2022","Merseyside","Department for Transport","North West (England)","140","130","31270","26780"
"In post","2022","Merseyside","Department for Work and Pensions","North West (England)","4880","4350","28510","27570"
"In post","2022","Merseyside","Department of Health and Social Care","North West (England)","130","120","43240","36820"
"In post","2022","Merseyside","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","HM Land Registry","North West (England)","530","480","30020","27130"
"In post","2022","Merseyside","HM Revenue and Customs","North West (England)","6080","5650","30940","26820"
"In post","2022","Merseyside","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Home Office","North West (England)","5490","5100","26910","24890"
"In post","2022","Merseyside","Ministry of Defence","North West (England)","370","350","27130","22330"
"In post","2022","Merseyside","Ministry of Justice","North West (England)","2160","2000","28530","25210"
"In post","2022","Merseyside","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Office for Standards in Education, Children's Services and Skills","North West (England)","30","30","[c]","[c]"
"In post","2022","Merseyside","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","Scotland","140","130","46810","37990"
"In post","2022","North Eastern Scotland","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Department for Transport","Scotland","80","80","33430","27930"
"In post","2022","North Eastern Scotland","Department for Work and Pensions","Scotland","370","340","41440","27570"
"In post","2022","North Eastern Scotland","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Home Office","Scotland","40","30","[c]","[c]"
"In post","2022","North Eastern Scotland","Ministry of Defence","Scotland","100","100","39420","44070"
"In post","2022","North Eastern Scotland","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Scottish Government","Scotland","1190","1120","34480","31540"
"In post","2022","North Yorkshire","Attorney General's Departments","Yorkshire and The Humber","170","170","42140","38180"
"In post","2022","North Yorkshire","Cabinet Office","Yorkshire and The Humber","560","540","32970","32000"
"In post","2022","North Yorkshire","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","1000","960","34950","30810"
"In post","2022","North Yorkshire","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Department for Transport","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Department for Work and Pensions","Yorkshire and The Humber","590","540","30270","27570"
"In post","2022","North Yorkshire","Department of Health and Social Care","Yorkshire and The Humber","90","90","42390","37260"
"In post","2022","North Yorkshire","Food Standards Agency","Yorkshire and The Humber","170","170","36990","32030"
"In post","2022","North Yorkshire","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Ministry of Defence","Yorkshire and The Humber","1440","1390","29400","26380"
"In post","2022","North Yorkshire","Ministry of Justice","Yorkshire and The Humber","440","400","30050","28200"
"In post","2022","North Yorkshire","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","North Yorkshire","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Business, Energy and Industrial Strategy","Northern Ireland","50","40","[c]","[c]"
"In post","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Transport","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Food Standards Agency","Northern Ireland","100","100","37610","37350"
"In post","2022","Northern Ireland","HM Revenue and Customs","Northern Ireland","2360","2220","30580","26820"
"In post","2022","Northern Ireland","Home Office","Northern Ireland","560","520","26350","24880"
"In post","2022","Northern Ireland","Ministry of Defence","Northern Ireland","890","870","24580","20560"
"In post","2022","Northern Ireland","National Crime Agency","Northern Ireland","120","120","40080","36740"
"In post","2022","Northern Ireland","Northern Ireland Office","Northern Ireland","90","90","41380","36720"
"In post","2022","Northern Ireland","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Attorney General's Departments","North East (England)","260","240","39310","34480"
"In post","2022","Northumberland, and Tyne and Wear","Cabinet Office","North East (England)","460","430","29540","25550"
"In post","2022","Northumberland, and Tyne and Wear","Department for Business, Energy and Industrial Strategy","North East (England)","220","200","32230","30950"
"In post","2022","Northumberland, and Tyne and Wear","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
