"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of the Secretary of State for Wales","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","No function","Office of the Secretary of State for Wales","30","30","[c]","[c]"
"In post","2022","Planning Inspectorate","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"In post","2022","Planning Inspectorate","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","No function","Department for Levelling Up, Housing and Communities","710","640","43620","43740"
"In post","2022","Planning Inspectorate","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data & Technology","Scottish Government","80","80","39520","37710"
"In post","2022","Registers of Scotland","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","Scottish Government","40","40","[c]","[c]"
"In post","2022","Registers of Scotland","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","No function","Scottish Government","920","870","32050","30840"
"In post","2022","Registers of Scotland","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","Scottish Government","80","80","39500","36130"
"In post","2022","Royal Fleet Auxiliary","Unknown","Ministry of Defence","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Analysis","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2022","Rural Payments Agency","Communications","Department for Environment, Food and Rural Affairs","50","50","33340","30320"
"In post","2022","Rural Payments Agency","Grants Management","Department for Environment, Food and Rural Affairs","2320","2130","25170","21300"
"In post","2022","Rural Payments Agency","Project Delivery","Department for Environment, Food and Rural Affairs","150","140","37350","35900"
"In post","2022","Scottish Courts and Tribunals Service","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data & Technology","Scottish Government","80","70","36910","32000"
"In post","2022","Scottish Courts and Tribunals Service","Finance","Scottish Government","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","Scottish Government","30","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Legal","Scottish Government","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","No function","Scottish Government","1710","1550","27320","23780"
"In post","2022","Scottish Courts and Tribunals Service","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Unknown","Scottish Government","190","180","36060","31060"
"In post","2022","Scottish Government (excl. agencies)","Unknown","Scottish Government","8850","8500","44110","39660"
"In post","2022","Scottish Housing Regulator","Unknown","Scottish Government","50","50","53340","51490"
"In post","2022","Scottish Prison Service","Commercial","Scottish Government","90","80","31510","26900"
"In post","2022","Scottish Prison Service","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data & Technology","Scottish Government","30","30","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","Scottish Government","70","70","33660","26900"
"In post","2022","Scottish Prison Service","Human Resources","Scottish Government","130","130","35630","35000"
"In post","2022","Scottish Prison Service","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","No function","Scottish Government","3940","3680","32560","35000"
"In post","2022","Scottish Prison Service","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Property","Scottish Government","250","240","31870","29900"
"In post","2022","Scottish Prison Service","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","Scottish Government","310","280","30300","25930"
"In post","2022","Serious Fraud Office","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Counter Fraud","Attorney General's Departments","240","230","46740","40270"
"In post","2022","Serious Fraud Office","Digital, Data & Technology","Attorney General's Departments","50","50","42900","40170"
"In post","2022","Serious Fraud Office","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Legal","Attorney General's Departments","60","60","58930","55170"
"In post","2022","Serious Fraud Office","No function","Attorney General's Departments","60","50","44270","38390"
"In post","2022","Serious Fraud Office","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Unknown","Scottish Government","2450","2380","30730","27230"
"In post","2022","Standards and Testing Agency","No function","Department for Education","130","120","41970","40780"
"In post","2022","Student Awards Agency for Scotland","Unknown","Scottish Government","230","220","31560","27230"
"In post","2022","Submarine Delivery Agency","Commercial","Ministry of Defence","160","160","40420","37450"
"In post","2022","Submarine Delivery Agency","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Digital, Data & Technology","Ministry of Defence","60","60","36090","34890"
"In post","2022","Submarine Delivery Agency","Finance","Ministry of Defence","50","50","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Project Delivery","Ministry of Defence","1610","1570","41020","39800"
"In post","2022","Submarine Delivery Agency","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Security","Ministry of Defence","40","30","[c]","[c]"
"In post","2022","Teaching Regulation Agency","No function","Department for Education","80","80","30800","26000"
"In post","2022","The Insolvency Service","Analysis","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Counter Fraud","Department for Business, Energy and Industrial Strategy","240","230","39350","38910"
"In post","2022","The Insolvency Service","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","50","50","43460","41870"
"In post","2022","The Insolvency Service","Finance","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Human Resources","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","Department for Business, Energy and Industrial Strategy","60","60","49150","47890"
"In post","2022","The Insolvency Service","No function","Department for Business, Energy and Industrial Strategy","1160","1090","28880","25060"
"In post","2022","The Insolvency Service","Project Delivery","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2022","The Insolvency Service","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","The National Archives","40","40","[c]","[c]"
"In post","2022","The National Archives","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data & Technology","The National Archives","130","130","40430","40000"
"In post","2022","The National Archives","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","No function","The National Archives","340","320","33940","30300"
"In post","2022","The National Archives","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","Scottish Government","530","510","45450","43000"
"In post","2022","UK Debt Management Office","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Digital, Data & Technology","HM Treasury","30","30","[c]","[c]"
"In post","2022","UK Debt Management Office","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Analysis","UK Export Finance","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Commercial","UK Export Finance","210","210","52350","47150"
"In post","2022","UK Export Finance","Communications","UK Export Finance","70","70","56560","52500"
"In post","2022","UK Export Finance","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data & Technology","UK Export Finance","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Finance","UK Export Finance","60","60","47310","39960"
"In post","2022","UK Export Finance","Human Resources","UK Export Finance","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","UK Export Finance","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","Department of Health and Social Care","140","140","47610","46000"
"In post","2022","UK Health Security Agency","Communications","Department of Health and Social Care","100","90","43770","40070"
"In post","2022","UK Health Security Agency","Digital, Data & Technology","Department of Health and Social Care","150","150","43740","38150"
"In post","2022","UK Health Security Agency","Finance","Department of Health and Social Care","110","100","42290","40470"
"In post","2022","UK Health Security Agency","Human Resources","Department of Health and Social Care","270","260","43110","36820"
"In post","2022","UK Health Security Agency","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","No function","Department of Health and Social Care","5800","5380","43000","36830"
"In post","2022","UK Health Security Agency","Property","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","UK Hydrographic Office","Commercial","Ministry of Defence","90","80","42310","42510"
"In post","2022","UK Hydrographic Office","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Digital, Data & Technology","Ministry of Defence","190","180","40580","42510"
"In post","2022","UK Hydrographic Office","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","No function","Ministry of Defence","540","510","31460","30970"
"In post","2022","UK Hydrographic Office","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Project Delivery","Department for Business, Energy and Industrial Strategy","180","180","46680","40220"
"In post","2022","UK Space Agency","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Analysis","UK Statistics Authority","1980","1900","38130","36840"
"In post","2022","UK Statistics Authority","Commercial","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","UK Statistics Authority","60","60","39150","36840"
"In post","2022","UK Statistics Authority","Digital, Data & Technology","UK Statistics Authority","660","650","41900","37570"
"In post","2022","UK Statistics Authority","Finance","UK Statistics Authority","50","50","36440","30210"
"In post","2022","UK Statistics Authority","Human Resources","UK Statistics Authority","150","130","38660","33520"
"In post","2022","UK Statistics Authority","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Legal","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","No function","UK Statistics Authority","2610","2130","27030","23430"
"In post","2022","UK Statistics Authority","Project Delivery","UK Statistics Authority","250","240","41100","36840"
"In post","2022","UK Statistics Authority","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","UK Statistics Authority","60","60","37580","32030"
"In post","2022","UK Supreme Court","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","UK Supreme Court","30","30","[c]","[c]"
"In post","2022","UK Supreme Court","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Analysis","HM Revenue and Customs","60","60","45650","42500"
"In post","2022","Valuation Office Agency","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data & Technology","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","HM Revenue and Customs","70","70","43110","38870"
"In post","2022","Valuation Office Agency","Human Resources","HM Revenue and Customs","90","90","40660","34000"
"In post","2022","Valuation Office Agency","Project Delivery","HM Revenue and Customs","80","70","41650","40160"
"In post","2022","Valuation Office Agency","Property","HM Revenue and Customs","3490","3260","34070","30620"
"In post","2022","Vehicle Certification Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","No function","Department for Transport","170","160","35990","34290"
"In post","2022","Vehicle Certification Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Unknown","Department for Environment, Food and Rural Affairs","160","160","41200","38750"
"In post","2022","Water Services Regulation Authority","Analysis","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","No function","Water Services Regulation Authority","100","100","54190","51630"
"In post","2022","Water Services Regulation Authority","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","Welsh Government","5890","5560","41930","38160"
"In post","2022","Welsh Revenue Authority","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","No function","Welsh Government","30","30","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Project Delivery","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2022","Wilton Park","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","No function","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","No function","Department for Environment, Food and Rural Affairs","140","130","28570","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Commercial","Cabinet Office","70","60","78260","68000"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Communications","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Cabinet Office","50","50","45650","48190"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Human Resources","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","No function","Cabinet Office","120","120","41840","32000"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Cabinet Office","50","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Charity Commission","30","30","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
