"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Department for Transport","1280","1250","39550","37660"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","4130","3960","42120","36890"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","460","450","43480","40070"
"In post","2022","Digital, Data & Technology","Food Standards Agency","60","60","45710","41220"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","340","340","42340","39190"
"In post","2022","Digital, Data & Technology","HM Land Registry","710","670","37870","38450"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","3020","2920","41860","40180"
"In post","2022","Digital, Data & Technology","HM Treasury","70","70","49160","45000"
"In post","2022","Digital, Data & Technology","Ministry of Defence","3210","3140","34480","33290"
"In post","2022","Digital, Data & Technology","Ministry of Justice","1270","1260","46450","43050"
"In post","2022","Digital, Data & Technology","National Crime Agency","270","260","42780","40170"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","80","70","46280","39850"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","70","70","53930","50580"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","240","240","39460","36360"
"In post","2022","Digital, Data & Technology","The National Archives","130","130","40430","40000"
"In post","2022","Digital, Data & Technology","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","660","650","41900","37570"
"In post","2022","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","150","140","35470","29030"
"In post","2022","Finance","Cabinet Office","140","140","47590","43090"
"In post","2022","Finance","Chancellor's other departments","30","30","[c]","[c]"
"In post","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","340","330","44470","41630"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","70","70","52150","56360"
"In post","2022","Finance","Department for Education","1270","1240","40690","36780"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","460","440","41400","37250"
"In post","2022","Finance","Department for International Trade","90","90","47580","44720"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","140","140","49680","48200"
"In post","2022","Finance","Department for Transport","470","450","40890","39040"
"In post","2022","Finance","Department for Work and Pensions","1960","1840","38170","35310"
"In post","2022","Finance","Department of Health and Social Care","650","630","42240","40650"
"In post","2022","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","50","50","42980","38340"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","320","310","44480","40600"
"In post","2022","Finance","HM Land Registry","50","50","49170","44900"
"In post","2022","Finance","HM Revenue and Customs","2760","2500","34580","31020"
"In post","2022","Finance","HM Treasury","130","120","51060","52840"
"In post","2022","Finance","Ministry of Defence","2080","1990","38130","33300"
"In post","2022","Finance","Ministry of Justice","710","690","42470","41100"
"In post","2022","Finance","National Crime Agency","60","60","37940","36740"
"In post","2022","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","150","140","35880","32380"
"In post","2022","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","60","60","47310","39960"
"In post","2022","Finance","UK Statistics Authority","50","50","36440","30210"
"In post","2022","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","2320","2130","25170","21300"
"In post","2022","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","260","250","40260","33900"
"In post","2022","Human Resources","Cabinet Office","1180","1130","39610","35590"
"In post","2022","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","390","370","41360","39820"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","80","80","43900","35520"
"In post","2022","Human Resources","Department for Education","170","160","35920","30260"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","330","310","41240","37340"
"In post","2022","Human Resources","Department for International Trade","130","120","44620","40540"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","100","100","41460","35600"
"In post","2022","Human Resources","Department for Transport","450","430","35680","32180"
"In post","2022","Human Resources","Department for Work and Pensions","1620","1520","34590","31880"
"In post","2022","Human Resources","Department of Health and Social Care","460","440","41830","36330"
"In post","2022","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","340","330","46730","40330"
"In post","2022","Human Resources","HM Land Registry","100","100","39260","33840"
"In post","2022","Human Resources","HM Revenue and Customs","1770","1650","37070","33370"
"In post","2022","Human Resources","HM Treasury","110","110","41920","39200"
"In post","2022","Human Resources","Ministry of Defence","2190","2060","32600","26930"
"In post","2022","Human Resources","Ministry of Justice","1170","1140","41160","36170"
"In post","2022","Human Resources","National Crime Agency","170","160","40590","39800"
"In post","2022","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","60","60","39860","32010"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","250","240","36130","35000"
"In post","2022","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","150","130","38660","33520"
"In post","2022","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Revenue and Customs","70","60","47280","43430"
"In post","2022","Internal Audit","HM Treasury","370","350","49340","47060"
"In post","2022","Internal Audit","Ministry of Defence","150","150","39160","36460"
"In post","2022","Internal Audit","Ministry of Justice","60","60","48200","48410"
"In post","2022","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Departments","8900","8270","45520","48830"
"In post","2022","Legal","Cabinet Office","60","60","79770","79760"
"In post","2022","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","170","160","68110","71370"
"In post","2022","Legal","Department for Business, Energy and Industrial Strategy","120","120","47900","43740"
"In post","2022","Legal","Department for Education","80","80","52270","54400"
"In post","2022","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Department for Work and Pensions","80","80","35310","27570"
"In post","2022","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Foreign, Commonwealth and Development Office","130","110","57090","57540"
"In post","2022","Legal","HM Land Registry","270","250","49180","56750"
"In post","2022","Legal","HM Revenue and Customs","1370","1290","42710","35690"
"In post","2022","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence","60","50","55390","54480"
"In post","2022","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","50","50","55030","60960"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","80","80","63160","64320"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Government","790","750","53520","53490"
"In post","2022","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","30","30","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","No function","Attorney General's Departments","60","50","44270","38390"
"In post","2022","No function","Cabinet Office","4210","4180","41080","32790"
"In post","2022","No function","Chancellor's other departments","60","60","55990","40800"
"In post","2022","No function","Charity Commission","310","290","31430","29160"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy","8800","8440","41730","39820"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","1590","1560","46650","51730"
"In post","2022","No function","Department for Education","4780","4590","44290","40230"
"In post","2022","No function","Department for Environment, Food and Rural Affairs","6830","6550","37640","34000"
"In post","2022","No function","Department for International Trade","2010","1990","47110","42460"
"In post","2022","No function","Department for Levelling Up, Housing and Communities","3150","3030","45000","40720"
"In post","2022","No function","Department for Transport","12100","11090","30650","26780"
"In post","2022","No function","Department for Work and Pensions","72980","65280","27010","27570"
"In post","2022","No function","Department of Health and Social Care","8520","7990","45140","40070"
"In post","2022","No function","Food Standards Agency","1060","1030","35970","30810"
"In post","2022","No function","Foreign, Commonwealth and Development Office","3600","3550","48330","40450"
"In post","2022","No function","HM Land Registry","5220","4700","28670","27130"
"In post","2022","No function","HM Revenue and Customs","33820","30950","30630","26820"
"In post","2022","No function","HM Treasury","1840","1800","47970","52500"
"In post","2022","No function","Ministry of Defence","3760","3620","38410","38070"
"In post","2022","No function","Ministry of Justice","81000","75700","29550","27120"
"In post","2022","No function","National Crime Agency","4780","4670","40370","37560"
"In post","2022","No function","Northern Ireland Office","120","120","46610","41750"
"In post","2022","No function","Office for Standards in Education, Children's Services and Skills","1410","1360","52600","51360"
"In post","2022","No function","Office of Gas and Electricity Markets","870","860","40300","33400"
"In post","2022","No function","Office of Qualifications and Examinations Regulation","220","210","45260","40370"
"In post","2022","No function","Office of Rail and Road","240","230","55150","55000"
"In post","2022","No function","Office of the Secretary of State for Scotland","40","40","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","30","30","[c]","[c]"
"In post","2022","No function","Scottish Government","8050","7490","30550","30450"
"In post","2022","No function","The National Archives","340","320","33940","30300"
"In post","2022","No function","UK Statistics Authority","2610","2130","27030","23430"
"In post","2022","No function","Water Services Regulation Authority","100","100","54190","51630"
"In post","2022","No function","Welsh Government","30","30","[c]","[c]"
"In post","2022","Project Delivery","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","Project Delivery","Cabinet Office","210","210","64860","54700"
"In post","2022","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Competition and Markets Authority","380","360","61910","56640"
"In post","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","850","830","43540","40220"
"In post","2022","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Department for Education","90","90","43910","41460"
"In post","2022","Project Delivery","Department for Environment, Food and Rural Affairs","330","310","33300","29720"
"In post","2022","Project Delivery","Department for International Trade","60","60","49490","51710"
"In post","2022","Project Delivery","Department for Levelling Up, Housing and Communities","190","190","44560","40840"
"In post","2022","Project Delivery","Department for Transport","600","580","46770","42520"
"In post","2022","Project Delivery","Department for Work and Pensions","1490","1330","35090","32250"
"In post","2022","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Estyn","90","90","65310","75480"
"In post","2022","Project Delivery","Food Standards Agency","40","30","[c]","[c]"
"In post","2022","Project Delivery","Foreign, Commonwealth and Development Office","1890","1840","52020","53000"
"In post","2022","Project Delivery","HM Land Registry","180","180","38710","38550"
"In post","2022","Project Delivery","HM Revenue and Customs","5060","4820","45960","40520"
"In post","2022","Project Delivery","HM Treasury","40","40","[c]","[c]"
"In post","2022","Project Delivery","Ministry of Defence","14190","13720","39030","37640"
"In post","2022","Project Delivery","Ministry of Justice","290","290","41840","41420"
"In post","2022","Project Delivery","National Crime Agency","90","90","45130","45480"
"In post","2022","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scottish Government","30","30","[c]","[c]"
"In post","2022","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","UK Statistics Authority","250","240","41100","36840"
"In post","2022","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Property","Cabinet Office","420","410","50540","49700"
"In post","2022","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Business, Energy and Industrial Strategy","80","80","35900","28750"
"In post","2022","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Education","570","560","51080","50630"
"In post","2022","Property","Department for Environment, Food and Rural Affairs","410","390","38880","35900"
"In post","2022","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Property","Department for Transport","140","130","34050","30730"
"In post","2022","Property","Department for Work and Pensions","210","200","42650","37800"
"In post","2022","Property","Department of Health and Social Care","80","80","40100","38200"
"In post","2022","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Property","Foreign, Commonwealth and Development Office","430","430","42380","40090"
"In post","2022","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Property","HM Revenue and Customs","3740","3500","34580","31000"
"In post","2022","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Defence","2460","2390","31300","33000"
"In post","2022","Property","Ministry of Justice","560","540","42860","40330"
"In post","2022","Property","National Crime Agency","30","30","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Government","270","270","32520","30260"
"In post","2022","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","Attorney General's Departments","60","50","35090","31180"
"In post","2022","Security","Cabinet Office","990","950","33900","33000"
"In post","2022","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education","30","30","[c]","[c]"
"In post","2022","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport","230","230","38260","36160"
"In post","2022","Security","Department for Work and Pensions","130","120","31250","31530"
"In post","2022","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Security","Foreign, Commonwealth and Development Office","620","600","39570","34770"
"In post","2022","Security","HM Revenue and Customs","200","190","43600","40520"
"In post","2022","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Defence","7350","7200","30700","27370"
"In post","2022","Security","Ministry of Justice","830","830","39610","37790"
"In post","2022","Security","National Crime Agency","50","40","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","60","60","37580","32030"
"In post","2022","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Departments","160","160","46760","39750"
"In post","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","160","160","41200","38750"
"In post","2022","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","1740","1640","38970","35310"
"In post","2022","Unknown","Department of Health and Social Care","230","230","47940","49530"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","210","200","50200","45300"
"In post","2022","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","36540","34230","32660","28650"
"In post","2022","Unknown","Ministry of Defence","19230","18530","31990","26670"
"In post","2022","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","70","70","48900","49860"
"In post","2022","Unknown","Scottish Government","15340","14740","40160","36130"
"In post","2022","Unknown","Welsh Government","5890","5570","41930","38160"
"Leaver CS","2021","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","70","70","29110","22130"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","70","60","78260","68000"
"Leaver CS","2021","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","90","80","37310","34800"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2021","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","60","50","31160","28380"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Cabinet Office","50","50","45650","48190"
"Leaver CS","2021","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department for Transport","50","40","[c]","[c]"
