"Status","Year","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","770","740","42440","39040"
"Leaver CS","2022","Declared non-disabled","Economics","110","110","39660","34970"
"Leaver CS","2022","Declared non-disabled","Finance","410","370","39930","33630"
"Leaver CS","2022","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","370","340","38830","34290"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","100","100","67250","75500"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","100","90","31460","29250"
"Leaver CS","2022","Declared non-disabled","Internal Audit","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","290","270","35270","31400"
"Leaver CS","2022","Declared non-disabled","Legal","330","290","57310","55610"
"Leaver CS","2022","Declared non-disabled","Medicine","250","220","59290","41840"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","13450","11940","28310","27130"
"Leaver CS","2022","Declared non-disabled","Operational Research","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","1690","1570","28940","24050"
"Leaver CS","2022","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","880","810","48240","44500"
"Leaver CS","2022","Declared non-disabled","Project Delivery","510","480","41570","38580"
"Leaver CS","2022","Declared non-disabled","Property","270","240","37600","34000"
"Leaver CS","2022","Declared non-disabled","Psychology","70","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","1060","980","37360","35900"
"Leaver CS","2022","Declared non-disabled","Security","400","390","31990","28750"
"Leaver CS","2022","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","60","50","38400","33930"
"Leaver CS","2022","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","4260","3580","37930","30040"
"Leaver CS","2022","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","80","80","38910","36840"
"Leaver CS","2022","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","1150","980","28220","26340"
"Leaver CS","2022","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","150","140","27250","22270"
"Leaver CS","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","80","80","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","60","60","35470","34370"
"Leaver CS","2022","Undeclared","Security","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","390","340","38750","33300"
"Leaver CS","2022","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","150","80","37700","35340"
"Leaver CS","2022","Unknown","Communications","140","110","39100","34370"
"Leaver CS","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","430","380","40750","37410"
"Leaver CS","2022","Unknown","Economics","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","160","110","37630","33000"
"Leaver CS","2022","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","140","120","32730","27270"
"Leaver CS","2022","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","100","90","36390","31780"
"Leaver CS","2022","Unknown","Legal","130","120","52050","53050"
"Leaver CS","2022","Unknown","Medicine","150","130","58530","42120"
"Leaver CS","2022","Unknown","Operational Delivery","4530","4180","29450","24880"
"Leaver CS","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","760","720","32430","28980"
"Leaver CS","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","520","360","40550","36500"
"Leaver CS","2022","Unknown","Project Delivery","120","120","41520","38130"
"Leaver CS","2022","Unknown","Property","100","90","29100","25000"
"Leaver CS","2022","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","210","190","39710","33550"
"Leaver CS","2022","Unknown","Security","180","180","30820","26750"
"Leaver CS","2022","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","3230","2780","36330","27570"
"Leaver CS","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","160","160","28700","24590"
"Leaver Dept.","2021","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","120","120","42150","37220"
"Leaver Dept.","2021","Declared disabled","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","440","400","35070","32000"
"Leaver Dept.","2021","Declared non-disabled","Commercial","100","90","37050","36350"
"Leaver Dept.","2021","Declared non-disabled","Communications","110","100","45420","40800"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","110","110","44820","39200"
"Leaver Dept.","2021","Declared non-disabled","Economics","70","70","43640","38600"
"Leaver Dept.","2021","Declared non-disabled","Finance","150","150","46610","45150"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","190","190","38180","33620"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","50","50","48410","50700"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","80","80","55950","54300"
"Leaver Dept.","2021","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","1240","1190","29310","24890"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","210","200","37440","30750"
"Leaver Dept.","2021","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","880","850","45950","40940"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","270","270","41980","38680"
"Leaver Dept.","2021","Declared non-disabled","Property","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","90","90","37340","33900"
"Leaver Dept.","2021","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Statistics","60","60","41130","36300"
"Leaver Dept.","2021","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","3110","2850","35600","31990"
"Leaver Dept.","2021","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","120","110","28430","24890"
"Leaver Dept.","2021","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","90","90","44380","41790"
"Leaver Dept.","2021","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","260","250","36010","32000"
"Leaver Dept.","2021","Unknown","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","70","70","42630","39600"
"Leaver Dept.","2021","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","70","70","45050","44310"
"Leaver Dept.","2021","Unknown","Economics","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","80","70","42120","37480"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","70","70","43530","38540"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","470","450","28430","23530"
"Leaver Dept.","2021","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","600","590","42070","37240"
"Leaver Dept.","2021","Unknown","Project Delivery","80","70","42060","37290"
"Leaver Dept.","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","1680","1420","36080","32000"
"Leaver Dept.","2022","Declared disabled","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","70","60","41130","36330"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","730","700","30950","27570"
"Leaver Dept.","2022","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","80","80","29830","27570"
"Leaver Dept.","2022","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","190","170","43400","39600"
"Leaver Dept.","2022","Declared disabled","Project Delivery","60","60","38560","35110"
"Leaver Dept.","2022","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","140","130","35770","32560"
"Leaver Dept.","2022","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","330","290","39360","34550"
"Leaver Dept.","2022","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","240","230","39820","36780"
"Leaver Dept.","2022","Declared non-disabled","Communications","210","200","42350","37280"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","80","80","31150","27570"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","430","420","42360","38500"
"Leaver Dept.","2022","Declared non-disabled","Economics","110","100","46960","40010"
"Leaver Dept.","2022","Declared non-disabled","Finance","340","330","42310","38570"
"Leaver Dept.","2022","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","400","390","39320","32960"
"Leaver Dept.","2022","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","60","60","33230","30030"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","220","200","43730","40560"
"Leaver Dept.","2022","Declared non-disabled","Legal","70","60","58150","56920"
"Leaver Dept.","2022","Declared non-disabled","Medicine","250","200","81240","89370"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","5920","5590","32350","27570"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","560","550","30930","27570"
"Leaver Dept.","2022","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Policy","1320","1270","46250","41950"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","360","350","40850","37550"
"Leaver Dept.","2022","Declared non-disabled","Property","70","70","42990","39970"
"Leaver Dept.","2022","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","1360","1280","37440","33820"
"Leaver Dept.","2022","Declared non-disabled","Security","60","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Research","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Statistics","80","80","43480","42630"
"Leaver Dept.","2022","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","2110","1890","44960","39290"
"Leaver Dept.","2022","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Delivery","350","340","31370","27570"
"Leaver Dept.","2022","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","110","110","43470","40350"
"Leaver Dept.","2022","Undeclared","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","140","120","41150","38200"
"Leaver Dept.","2022","Unknown","Commercial","220","70","45220","40650"
"Leaver Dept.","2022","Unknown","Communications","180","70","41680","37560"
"Leaver Dept.","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","240","140","41950","38540"
"Leaver Dept.","2022","Unknown","Economics","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","220","80","41210","37690"
"Leaver Dept.","2022","Unknown","Human Resources","130","90","37860","32000"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","70","60","46420","47090"
"Leaver Dept.","2022","Unknown","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicine","130","110","108890","114000"
"Leaver Dept.","2022","Unknown","Operational Delivery","1520","1400","36180","28750"
"Leaver Dept.","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","120","120","33970","30700"
"Leaver Dept.","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","790","400","43090","40050"
"Leaver Dept.","2022","Unknown","Project Delivery","70","70","40650","39510"
"Leaver Dept.","2022","Unknown","Property","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","740","680","45410","41730"
"Leaver Dept.","2022","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","1840","1520","38070","32000"
"Leaver Dept.","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data and Technology","80","70","37980","37000"
"New entrant CS","2021","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","60","60","34730","29760"
"New entrant CS","2021","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Operational Delivery","800","770","24940","22850"
"New entrant CS","2021","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other","100","100","24020","20920"
"New entrant CS","2021","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Policy","230","220","34790","32790"
"New entrant CS","2021","Declared disabled","Project Delivery","70","70","35680","33000"
"New entrant CS","2021","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","100","90","29460","28200"
"New entrant CS","2021","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","90","80","23490","20140"
"New entrant CS","2021","Declared disabled","Unknown","2230","2170","27160","27570"
"New entrant CS","2021","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","220","210","35490","34000"
"New entrant CS","2021","Declared non-disabled","Communications","180","180","36560","32560"
