"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Commercial","140","130","38970","36780"
"In post","2022","Greater Manchester","Female","Communications","60","60","35290","32010"
"In post","2022","Greater Manchester","Female","Counter Fraud","130","110","29800","27570"
"In post","2022","Greater Manchester","Female","Digital, Data and Technology","400","380","41580","36950"
"In post","2022","Greater Manchester","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Finance","210","190","39820","36500"
"In post","2022","Greater Manchester","Female","Human Resources","230","220","40750","38160"
"In post","2022","Greater Manchester","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Intelligence Analysis","110","100","28790","26700"
"In post","2022","Greater Manchester","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Legal","400","370","41910","40180"
"In post","2022","Greater Manchester","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Operational Delivery","6830","6160","27060","25610"
"In post","2022","Greater Manchester","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Other","490","440","26920","25880"
"In post","2022","Greater Manchester","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Policy","550","530","40340","36740"
"In post","2022","Greater Manchester","Female","Project Delivery","200","190","43460","40180"
"In post","2022","Greater Manchester","Female","Property","110","110","36990","31990"
"In post","2022","Greater Manchester","Female","Psychology","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Female","Science and Engineering","80","70","33450","31300"
"In post","2022","Greater Manchester","Female","Security","70","70","36090","32740"
"In post","2022","Greater Manchester","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Female","Statistics","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Female","Tax","880","830","33540","33080"
"In post","2022","Greater Manchester","Female","Unknown","520","500","38380","33370"
"In post","2022","Greater Manchester","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Commercial","100","100","39460","36500"
"In post","2022","Greater Manchester","Male","Communications","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Male","Counter Fraud","120","120","31530","27570"
"In post","2022","Greater Manchester","Male","Digital, Data and Technology","810","800","44420","40150"
"In post","2022","Greater Manchester","Male","Economics","40","30","[c]","[c]"
"In post","2022","Greater Manchester","Male","Finance","210","200","41320","37450"
"In post","2022","Greater Manchester","Male","Human Resources","150","150","37000","33220"
"In post","2022","Greater Manchester","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Intelligence Analysis","120","110","29320","26480"
"In post","2022","Greater Manchester","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Legal","400","380","39440","33370"
"In post","2022","Greater Manchester","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Operational Delivery","4900","4710","28100","26820"
"In post","2022","Greater Manchester","Male","Operational Research","40","40","[c]","[c]"
"In post","2022","Greater Manchester","Male","Other","340","320","27610","25880"
"In post","2022","Greater Manchester","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Policy","430","430","42420","36740"
"In post","2022","Greater Manchester","Male","Project Delivery","200","200","42140","40520"
"In post","2022","Greater Manchester","Male","Property","160","160","41760","39850"
"In post","2022","Greater Manchester","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Science and Engineering","70","60","36880","34140"
"In post","2022","Greater Manchester","Male","Security","90","90","39560","36480"
"In post","2022","Greater Manchester","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Male","Statistics","60","60","38830","33370"
"In post","2022","Greater Manchester","Male","Tax","1110","1090","34570","33080"
"In post","2022","Greater Manchester","Male","Unknown","500","500","37080","33080"
"In post","2022","Greater Manchester","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Commercial","150","140","35200","34800"
"In post","2022","Hampshire and Isle of Wight","Female","Communications","100","90","34750","33000"
"In post","2022","Hampshire and Isle of Wight","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Counter Fraud","80","60","28290","27570"
"In post","2022","Hampshire and Isle of Wight","Female","Digital, Data and Technology","200","190","35420","33070"
"In post","2022","Hampshire and Isle of Wight","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Finance","450","440","35370","33300"
"In post","2022","Hampshire and Isle of Wight","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Human Resources","200","190","34540","31660"
"In post","2022","Hampshire and Isle of Wight","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Knowledge and Information Management","90","80","30810","29200"
"In post","2022","Hampshire and Isle of Wight","Female","Legal","140","130","48120","53050"
"In post","2022","Hampshire and Isle of Wight","Female","Medicine","140","120","49320","39630"
"In post","2022","Hampshire and Isle of Wight","Female","Operational Delivery","3390","2850","26820","25120"
"In post","2022","Hampshire and Isle of Wight","Female","Operational Research","130","120","41890","42700"
"In post","2022","Hampshire and Isle of Wight","Female","Other","770","720","25650","21830"
"In post","2022","Hampshire and Isle of Wight","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Policy","200","190","36940","33300"
"In post","2022","Hampshire and Isle of Wight","Female","Project Delivery","610","560","36430","33300"
"In post","2022","Hampshire and Isle of Wight","Female","Property","130","120","34020","33300"
"In post","2022","Hampshire and Isle of Wight","Female","Psychology","30","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Female","Science and Engineering","210","200","38160","38070"
"In post","2022","Hampshire and Isle of Wight","Female","Security","150","140","29100","26670"
"In post","2022","Hampshire and Isle of Wight","Female","Social Research","140","130","38440","38340"
"In post","2022","Hampshire and Isle of Wight","Female","Statistics","100","90","40430","38340"
"In post","2022","Hampshire and Isle of Wight","Female","Tax","190","160","32470","33080"
"In post","2022","Hampshire and Isle of Wight","Female","Unknown","90","80","42960","33300"
"In post","2022","Hampshire and Isle of Wight","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Commercial","90","90","37640","34800"
"In post","2022","Hampshire and Isle of Wight","Male","Communications","70","70","33090","31860"
"In post","2022","Hampshire and Isle of Wight","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Digital, Data and Technology","360","360","38240","36040"
"In post","2022","Hampshire and Isle of Wight","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Finance","270","260","38780","33630"
"In post","2022","Hampshire and Isle of Wight","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Human Resources","60","60","36310","33300"
"In post","2022","Hampshire and Isle of Wight","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Knowledge and Information Management","60","60","31740","29220"
"In post","2022","Hampshire and Isle of Wight","Male","Legal","100","100","49670","53050"
"In post","2022","Hampshire and Isle of Wight","Male","Medicine","60","50","61030","47680"
"In post","2022","Hampshire and Isle of Wight","Male","Operational Delivery","2730","2480","28850","26840"
"In post","2022","Hampshire and Isle of Wight","Male","Operational Research","300","290","44300","47010"
"In post","2022","Hampshire and Isle of Wight","Male","Other","860","850","29840","26930"
"In post","2022","Hampshire and Isle of Wight","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Policy","140","140","41420","40000"
"In post","2022","Hampshire and Isle of Wight","Male","Project Delivery","460","460","43930","40580"
"In post","2022","Hampshire and Isle of Wight","Male","Property","200","200","37480","34000"
"In post","2022","Hampshire and Isle of Wight","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Male","Science and Engineering","850","820","39700","38070"
"In post","2022","Hampshire and Isle of Wight","Male","Security","570","560","29280","26380"
"In post","2022","Hampshire and Isle of Wight","Male","Social Research","90","90","39840","38340"
"In post","2022","Hampshire and Isle of Wight","Male","Statistics","80","80","42340","38340"
"In post","2022","Hampshire and Isle of Wight","Male","Tax","170","160","34720","33370"
"In post","2022","Hampshire and Isle of Wight","Male","Unknown","130","130","64850","74490"
"In post","2022","Hampshire and Isle of Wight","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Digital, Data and Technology","60","60","30240","26350"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Finance","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Human Resources","70","60","35430","31060"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Operational Delivery","1570","1430","27170","25700"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Other","300","260","23010","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Policy","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Security","30","30","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Digital, Data and Technology","80","80","31190","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Human Resources","40","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Operational Delivery","1180","1140","28940","27380"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Other","220","210","22990","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Science and Engineering","50","40","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Security","110","110","32860","39070"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Operational Delivery","390","340","27370","27570"
"In post","2022","Highlands and Islands","Female","Other","190","170","23330","21260"
"In post","2022","Highlands and Islands","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Property","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Female","Unknown","340","320","31700","30020"
"In post","2022","Highlands and Islands","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Operational Delivery","250","230","30170","27570"
"In post","2022","Highlands and Islands","Male","Other","160","150","23220","21170"
"In post","2022","Highlands and Islands","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Property","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Science and Engineering","50","50","27560","25000"
"In post","2022","Highlands and Islands","Male","Security","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Male","Unknown","410","400","33150","30550"
"In post","2022","Highlands and Islands","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Commercial","50","50","[c]","[c]"
"In post","2022","Inner London - East","Female","Communications","150","140","45050","40450"
"In post","2022","Inner London - East","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Counter Fraud","80","70","31100","31060"
"In post","2022","Inner London - East","Female","Digital, Data and Technology","310","300","48770","42320"
"In post","2022","Inner London - East","Female","Economics","70","70","56860","55860"
"In post","2022","Inner London - East","Female","Finance","240","230","45290","41750"
"In post","2022","Inner London - East","Female","Human Resources","270","260","46220","40910"
"In post","2022","Inner London - East","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Intelligence Analysis","60","60","37710","34720"
"In post","2022","Inner London - East","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Legal","570","550","48470","40910"
"In post","2022","Inner London - East","Female","Medicine","130","120","72910","72280"
"In post","2022","Inner London - East","Female","Operational Delivery","5080","4730","34130","31060"
"In post","2022","Inner London - East","Female","Operational Research","50","50","[c]","[c]"
"In post","2022","Inner London - East","Female","Other","480","460","42030","33100"
"In post","2022","Inner London - East","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Policy","280","270","50440","44100"
"In post","2022","Inner London - East","Female","Project Delivery","490","450","47510","41670"
"In post","2022","Inner London - East","Female","Property","110","110","40680","36140"
"In post","2022","Inner London - East","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Female","Science and Engineering","190","180","47030","41040"
"In post","2022","Inner London - East","Female","Security","60","60","40390","41040"
"In post","2022","Inner London - East","Female","Social Research","70","70","50880","48370"
"In post","2022","Inner London - East","Female","Statistics","90","80","52320","54270"
"In post","2022","Inner London - East","Female","Tax","660","620","41330","37930"
"In post","2022","Inner London - East","Female","Unknown","790","770","48770","43810"
"In post","2022","Inner London - East","Male","Commercial","50","50","50480","47650"
"In post","2022","Inner London - East","Male","Communications","100","90","50630","44310"
"In post","2022","Inner London - East","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","Counter Fraud","80","70","33150","31880"
"In post","2022","Inner London - East","Male","Digital, Data and Technology","460","450","51260","46570"
"In post","2022","Inner London - East","Male","Economics","140","140","56800","56000"
"In post","2022","Inner London - East","Male","Finance","230","230","49530","45200"
"In post","2022","Inner London - East","Male","Human Resources","100","100","45000","40510"
"In post","2022","Inner London - East","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","Intelligence Analysis","90","90","47110","42990"
"In post","2022","Inner London - East","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","Legal","600","590","48660","40910"
"In post","2022","Inner London - East","Male","Medicine","70","70","70520","68180"
"In post","2022","Inner London - East","Male","Operational Delivery","3670","3580","37080","33140"
"In post","2022","Inner London - East","Male","Operational Research","70","70","50170","45990"
"In post","2022","Inner London - East","Male","Other","380","370","46810","37970"
"In post","2022","Inner London - East","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","Policy","260","250","55580","56190"
"In post","2022","Inner London - East","Male","Project Delivery","350","340","55380","53390"
"In post","2022","Inner London - East","Male","Property","170","160","46340","44740"
"In post","2022","Inner London - East","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Male","Science and Engineering","90","80","49200","41970"
"In post","2022","Inner London - East","Male","Security","50","50","[c]","[c]"
"In post","2022","Inner London - East","Male","Social Research","30","30","[c]","[c]"
"In post","2022","Inner London - East","Male","Statistics","120","110","46500","43430"
"In post","2022","Inner London - East","Male","Tax","760","730","45090","40880"
"In post","2022","Inner London - East","Male","Unknown","810","800","52040","54700"
"In post","2022","Inner London - West","Female","Commercial","430","420","45910","41750"
"In post","2022","Inner London - West","Female","Communications","1130","1100","46670","43750"
"In post","2022","Inner London - West","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Female","Counter Fraud","170","160","39680","33100"
"In post","2022","Inner London - West","Female","Digital, Data and Technology","800","780","48270","45000"
"In post","2022","Inner London - West","Female","Economics","520","500","47350","43950"
"In post","2022","Inner London - West","Female","Finance","1030","990","48080","44110"
"In post","2022","Inner London - West","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Female","Human Resources","1270","1230","46470","41750"
"In post","2022","Inner London - West","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Female","Intelligence Analysis","170","160","42880","38860"
"In post","2022","Inner London - West","Female","Internal Audit","80","70","53690","50240"
"In post","2022","Inner London - West","Female","International Trade","570","560","47000","43710"
"In post","2022","Inner London - West","Female","Knowledge and Information Management","300","290","41620","37900"
"In post","2022","Inner London - West","Female","Legal","2090","1900","58950","58650"
"In post","2022","Inner London - West","Female","Medicine","60","60","68650","65540"
"In post","2022","Inner London - West","Female","Operational Delivery","5770","5460","37150","31980"
"In post","2022","Inner London - West","Female","Operational Research","90","80","51330","53360"
"In post","2022","Inner London - West","Female","Other","1290","1240","40900","32000"
"In post","2022","Inner London - West","Female","Planning","40","40","[c]","[c]"
"In post","2022","Inner London - West","Female","Policy","10890","10490","48750","46000"
"In post","2022","Inner London - West","Female","Project Delivery","1060","1030","48450","44500"
"In post","2022","Inner London - West","Female","Property","220","220","46810","41970"
"In post","2022","Inner London - West","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Female","Science and Engineering","110","110","54840","51630"
"In post","2022","Inner London - West","Female","Security","360","360","42290","37650"
"In post","2022","Inner London - West","Female","Social Research","270","270","45040","42470"
"In post","2022","Inner London - West","Female","Statistics","320","310","46800","43400"
"In post","2022","Inner London - West","Female","Tax","70","70","59260","62120"
"In post","2022","Inner London - West","Female","Unknown","3520","3450","47420","40600"
"In post","2022","Inner London - West","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Male","Commercial","380","370","49920","45600"
"In post","2022","Inner London - West","Male","Communications","750","750","47510","43300"
"In post","2022","Inner London - West","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Male","Counter Fraud","200","200","46560","40270"
"In post","2022","Inner London - West","Male","Digital, Data and Technology","1300","1290","50760","47340"
"In post","2022","Inner London - West","Male","Economics","880","870","48260","43950"
"In post","2022","Inner London - West","Male","Finance","1100","1090","51370","47370"
"In post","2022","Inner London - West","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Male","Human Resources","610","600","47780","42680"
"In post","2022","Inner London - West","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Male","Intelligence Analysis","300","300","46140","44500"
"In post","2022","Inner London - West","Male","Internal Audit","100","100","54900","53070"
"In post","2022","Inner London - West","Male","International Trade","640","630","48140","47980"
"In post","2022","Inner London - West","Male","Knowledge and Information Management","270","270","43650","39390"
"In post","2022","Inner London - West","Male","Legal","1110","1080","60780","62140"
"In post","2022","Inner London - West","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Male","Operational Delivery","4170","4100","39940","34260"
"In post","2022","Inner London - West","Male","Operational Research","110","100","52990","54110"
"In post","2022","Inner London - West","Male","Other","900","890","46940","35760"
"In post","2022","Inner London - West","Male","Planning","50","50","[c]","[c]"
"In post","2022","Inner London - West","Male","Policy","9410","9320","50510","52500"
"In post","2022","Inner London - West","Male","Project Delivery","1000","980","52490","52050"
"In post","2022","Inner London - West","Male","Property","350","340","52370","50320"
"In post","2022","Inner London - West","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Male","Science and Engineering","180","180","55120","54650"
"In post","2022","Inner London - West","Male","Security","660","660","42060","40600"
"In post","2022","Inner London - West","Male","Social Research","100","100","48400","44520"
"In post","2022","Inner London - West","Male","Statistics","410","400","47000","42850"
"In post","2022","Inner London - West","Male","Tax","90","90","62020","62120"
"In post","2022","Inner London - West","Male","Unknown","2960","2950","53160","51550"
"In post","2022","Inner London - West","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Communications","[c]","[c]","[c]","[c]"
