"Status","Year","Profession_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Central Scotland","30-39","100","90","24460","21130"
"In post","2021","Human Resources","West Central Scotland","40-49","120","110","25610","21580"
"In post","2021","Human Resources","West Central Scotland","50-59","200","190","25940","22080"
"In post","2021","Human Resources","West Central Scotland","60-64","40","30","[c]","[c]"
"In post","2021","Human Resources","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Midlands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Midlands","30-39","40","40","[c]","[c]"
"In post","2021","Human Resources","West Midlands","40-49","50","40","[c]","[c]"
"In post","2021","Human Resources","West Midlands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Midlands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Wales and The Valleys","30-39","60","60","30810","30730"
"In post","2021","Human Resources","West Wales and The Valleys","40-49","70","60","34860","32470"
"In post","2021","Human Resources","West Wales and The Valleys","50-59","70","60","36400","33350"
"In post","2021","Human Resources","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Yorkshire","20-29","30","30","[c]","[c]"
"In post","2021","Human Resources","West Yorkshire","30-39","40","40","[c]","[c]"
"In post","2021","Human Resources","West Yorkshire","40-49","60","50","42770","39450"
"In post","2021","Human Resources","West Yorkshire","50-59","60","60","43950","41080"
"In post","2021","Human Resources","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","50-59","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Anglia","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Anglia","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Anglia","50-59","50","50","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Wales","50-59","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Greater Manchester","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Greater Manchester","40-49","40","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Greater Manchester","50-59","60","60","65310","64500"
"In post","2021","Inspector of Education and Training","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Inner London - West","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Inner London - West","40-49","70","70","64000","64500"
"In post","2021","Inspector of Education and Training","Inner London - West","50-59","100","90","68010","64500"
"In post","2021","Inspector of Education and Training","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Inner London - West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","North Yorkshire","40-49","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","North Yorkshire","50-59","50","50","[c]","[c]"
"In post","2021","Inspector of Education and Training","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands","40-49","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands","50-59","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cheshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cheshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cheshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cheshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Devon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Devon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Devon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Devon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Anglia","20-29","60","60","29030","26670"
"In post","2021","Intelligence Analysis","East Anglia","30-39","100","100","33220","33300"
"In post","2021","Intelligence Analysis","East Anglia","40-49","90","90","34380","33300"
"In post","2021","Intelligence Analysis","East Anglia","50-59","100","100","32950","33300"
"In post","2021","Intelligence Analysis","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","50-59","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Greater Manchester","30-39","90","90","27480","25310"
"In post","2021","Intelligence Analysis","Greater Manchester","40-49","70","60","29300","27370"
"In post","2021","Intelligence Analysis","Greater Manchester","50-59","60","60","28880","27250"
"In post","2021","Intelligence Analysis","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","50-59","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - West","20-29","190","190","41140","37640"
"In post","2021","Intelligence Analysis","Inner London - West","30-39","200","200","47640","45200"
"In post","2021","Intelligence Analysis","Inner London - West","40-49","150","140","53450","53360"
"In post","2021","Intelligence Analysis","Inner London - West","50-59","130","120","47440","45620"
"In post","2021","Intelligence Analysis","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Kent","30-39","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Kent","40-49","110","100","28230","27370"
"In post","2021","Intelligence Analysis","Kent","50-59","90","90","29410","27370"
"In post","2021","Intelligence Analysis","Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Merseyside","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Merseyside","30-39","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Merseyside","40-49","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Merseyside","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","30-39","50","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","40-49","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","50-59","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - West and North West","20-29","80","80","30210","29250"
"In post","2021","Intelligence Analysis","Outer London - West and North West","30-39","80","70","31460","29250"
"In post","2021","Intelligence Analysis","Outer London - West and North West","40-49","90","80","31770","29450"
"In post","2021","Intelligence Analysis","Outer London - West and North West","50-59","140","140","35160","31870"
"In post","2021","Intelligence Analysis","Outer London - West and North West","60-64","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","30-39","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South Yorkshire","30-39","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands","65+","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Yorkshire","30-39","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","West Yorkshire","40-49","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cheshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cheshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Cheshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Devon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Devon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Devon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Devon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Anglia","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Anglia","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Anglia","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Anglia","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
