"Status","Year","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","660","530","26430","26890"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","50","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","170","140","22080","20100"
"Leaver CS","2021","Declared disabled","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","430","390","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","620","500","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office (incl. agencies)","Home Office","150","120","29820","26410"
"Leaver CS","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","270","250","30980","26670"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Prison Service","Scottish Government","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","150","140","52750","41860"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","70","70","51800","46140"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","80","70","32770","22220"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","170","150","45210","51120"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","310","290","36140","31950"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","130","120","32040","28650"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","130","120","49990","47800"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","190","180","45150","40510"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","60","60","47330","42940"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2910","2420","26260","25110"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","160","130","24470","21590"
"Leaver CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","140","110","28260","26780"
"Leaver CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","60","50","40690","34770"
"Leaver CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Forestry and Land Scotland","Scottish Government","60","60","30280","28120"
"Leaver CS","2021","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Government Legal Department","Attorney General's Departments","80","70","53990","51250"
"Leaver CS","2021","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","100","90","44370","44690"
"Leaver CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","820","690","24410","20280"
"Leaver CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","150","120","33290","27130"
"Leaver CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","2280","2090","38180","31650"
"Leaver CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2700","2240","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Home Office (incl. agencies)","Home Office","970","840","30530","25630"
"Leaver CS","2021","Declared non-disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","60","50","39470","36180"
"Leaver CS","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","90","80","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","1350","1260","31640","29200"
"Leaver CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","60","50","45930","42490"
"Leaver CS","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","120","120","39960","32500"
"Leaver CS","2021","Declared non-disabled","National Crime Agency","National Crime Agency","60","50","46190","43710"
"Leaver CS","2021","Declared non-disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","110","100","52620","51360"
"Leaver CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","80","70","44890","38000"
"Leaver CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Public Health England","Department of Health and Social Care","500","470","39860","33100"
"Leaver CS","2021","Declared non-disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","120","110","44950","35110"
"Leaver CS","2021","Declared non-disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","100","80","33270","29540"
"Leaver CS","2021","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","130","110","31010","26350"
"Leaver CS","2021","Declared non-disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","110","100","43650","37410"
"Leaver CS","2021","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","110","26650","25180"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","80","70","23190","20100"
"Leaver CS","2021","Undeclared","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Ministry of Justice","520","440","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","340","290","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Home Office","70","60","32330","28680"
"Leaver CS","2021","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","160","150","31880","28910"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
