"Status","Year","Age","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","EO","Essex","840","770","29150","29290"
"In post","2021","50-59","EO","Gloucestershire, Wiltshire and Bath/Bristol area","1380","1290","27160","27530"
"In post","2021","50-59","EO","Greater Manchester","1620","1510","27000","27570"
"In post","2021","50-59","EO","Hampshire and Isle of Wight","1250","1180","27320","27370"
"In post","2021","50-59","EO","Herefordshire, Worcestershire and Warwickshire","400","370","27690","27570"
"In post","2021","50-59","EO","Highlands and Islands","250","230","29130","27570"
"In post","2021","50-59","EO","Inner London - East","1180","1130","31020","31060"
"In post","2021","50-59","EO","Inner London - West","1810","1760","30240","30110"
"In post","2021","50-59","EO","Kent","1210","1110","28970","28130"
"In post","2021","50-59","EO","Lancashire","1550","1410","27610","27570"
"In post","2021","50-59","EO","Leicestershire, Rutland and Northamptonshire","620","570","27600","27570"
"In post","2021","50-59","EO","Lincolnshire","280","260","27860","27570"
"In post","2021","50-59","EO","Merseyside","1710","1550","26800","27370"
"In post","2021","50-59","EO","North Eastern Scotland","180","170","29920","27570"
"In post","2021","50-59","EO","North Yorkshire","360","340","28010","27570"
"In post","2021","50-59","EO","Northern Ireland","280","260","27520","27420"
"In post","2021","50-59","EO","Northumberland and Tyne and Wear","1440","1280","26960","27570"
"In post","2021","50-59","EO","Outer London - East and North East","550","510","31120","31060"
"In post","2021","50-59","EO","Outer London - South","1100","1040","30220","29630"
"In post","2021","50-59","EO","Outer London - West and North West","1190","1070","30390","30840"
"In post","2021","50-59","EO","Overseas","100","100","28390","27370"
"In post","2021","50-59","EO","Shropshire and Staffordshire","870","810","27930","27570"
"In post","2021","50-59","EO","South Yorkshire","860","780","27440","27570"
"In post","2021","50-59","EO","Southern Scotland","590","540","27150","27570"
"In post","2021","50-59","EO","Surrey, East and West Sussex","1020","930","28480","27570"
"In post","2021","50-59","EO","Tees Valley and Durham","860","780","27650","27570"
"In post","2021","50-59","EO","Unknown","180","170","28450","27570"
"In post","2021","50-59","EO","West Central Scotland","1760","1630","28720","27570"
"In post","2021","50-59","EO","West Midlands","1690","1540","27180","27570"
"In post","2021","50-59","EO","West Wales and The Valleys","1200","1110","27440","27570"
"In post","2021","50-59","EO","West Yorkshire","1380","1260","27410","27570"
"In post","2021","50-59","G6/G7","Bedfordshire and Hertfordshire","110","110","63820","62140"
"In post","2021","50-59","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","290","270","60960","59090"
"In post","2021","50-59","G6/G7","Cheshire","90","90","59120","57400"
"In post","2021","50-59","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Cumbria","30","30","[c]","[c]"
"In post","2021","50-59","G6/G7","Derbyshire and Nottinghamshire","460","440","59240","55610"
"In post","2021","50-59","G6/G7","Devon","320","310","56190","54200"
"In post","2021","50-59","G6/G7","Dorset and Somerset","100","90","59650","57290"
"In post","2021","50-59","G6/G7","East Anglia","310","300","59590","56050"
"In post","2021","50-59","G6/G7","East Wales","740","720","59600","59720"
"In post","2021","50-59","G6/G7","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","50-59","G6/G7","Eastern Scotland","830","800","64170","61010"
"In post","2021","50-59","G6/G7","Essex","140","140","59950","54770"
"In post","2021","50-59","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","1760","1730","57810","56070"
"In post","2021","50-59","G6/G7","Greater Manchester","700","690","58080","55430"
"In post","2021","50-59","G6/G7","Hampshire and Isle of Wight","680","670","58000","54540"
"In post","2021","50-59","G6/G7","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"In post","2021","50-59","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Inner London - East","930","910","63950","62000"
"In post","2021","50-59","G6/G7","Inner London - West","4250","4150","63100","61590"
"In post","2021","50-59","G6/G7","Kent","130","130","56660","54750"
"In post","2021","50-59","G6/G7","Lancashire","380","370","56970","53460"
"In post","2021","50-59","G6/G7","Leicestershire, Rutland and Northamptonshire","70","70","60010","55610"
"In post","2021","50-59","G6/G7","Lincolnshire","40","30","[c]","[c]"
"In post","2021","50-59","G6/G7","Merseyside","540","530","57060","54310"
"In post","2021","50-59","G6/G7","North Eastern Scotland","60","60","67500","61010"
"In post","2021","50-59","G6/G7","North Yorkshire","280","260","60210","57330"
"In post","2021","50-59","G6/G7","Northern Ireland","90","90","57830","53090"
"In post","2021","50-59","G6/G7","Northumberland and Tyne and Wear","600","580","54950","52580"
"In post","2021","50-59","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Outer London - South","580","570","64410","61960"
"In post","2021","50-59","G6/G7","Outer London - West and North West","200","190","61020","59120"
"In post","2021","50-59","G6/G7","Overseas","320","320","63490","63200"
"In post","2021","50-59","G6/G7","Shropshire and Staffordshire","240","230","58820","54540"
"In post","2021","50-59","G6/G7","South Yorkshire","360","350","56810","53830"
"In post","2021","50-59","G6/G7","Southern Scotland","160","160","58250","56610"
"In post","2021","50-59","G6/G7","Surrey, East and West Sussex","200","200","59810","58790"
"In post","2021","50-59","G6/G7","Tees Valley and Durham","160","150","57040","54990"
"In post","2021","50-59","G6/G7","Unknown","60","60","56540","54700"
"In post","2021","50-59","G6/G7","West Central Scotland","490","480","62010","61010"
"In post","2021","50-59","G6/G7","West Midlands","580","570","58170","55610"
"In post","2021","50-59","G6/G7","West Wales and The Valleys","330","330","62680","60830"
"In post","2021","50-59","G6/G7","West Yorkshire","670","650","57150","54990"
"In post","2021","50-59","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","50-59","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","East Anglia","30","30","[c]","[c]"
"In post","2021","50-59","SCS","East Wales","110","100","86250","78460"
"In post","2021","50-59","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Eastern Scotland","100","100","92030","83230"
"In post","2021","50-59","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","99780","92890"
"In post","2021","50-59","SCS","Greater Manchester","60","60","89320","81100"
"In post","2021","50-59","SCS","Hampshire and Isle of Wight","40","30","[c]","[c]"
"In post","2021","50-59","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Inner London - East","250","240","103820","97750"
"In post","2021","50-59","SCS","Inner London - West","1120","1100","97470","86690"
"In post","2021","50-59","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Merseyside","50","50","[c]","[c]"
"In post","2021","50-59","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Northumberland and Tyne and Wear","50","50","[c]","[c]"
"In post","2021","50-59","SCS","Outer London - South","30","30","[c]","[c]"
"In post","2021","50-59","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Overseas","110","110","90990","84620"
"In post","2021","50-59","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","South Yorkshire","40","40","[c]","[c]"
"In post","2021","50-59","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","West Central Scotland","50","40","[c]","[c]"
"In post","2021","50-59","SCS","West Midlands","70","70","101370","95000"
"In post","2021","50-59","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","West Yorkshire","80","80","92650","88040"
"In post","2021","50-59","SEO/HEO","Bedfordshire and Hertfordshire","320","320","39040","37890"
"In post","2021","50-59","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","850","820","39240","38160"
"In post","2021","50-59","SEO/HEO","Cheshire","280","270","40640","40210"
"In post","2021","50-59","SEO/HEO","Cornwall and Isles of Scilly","110","100","35710","33640"
"In post","2021","50-59","SEO/HEO","Cumbria","110","110","35810","34290"
"In post","2021","50-59","SEO/HEO","Derbyshire and Nottinghamshire","1050","1010","36700","35000"
"In post","2021","50-59","SEO/HEO","Devon","760","740","38330","38450"
"In post","2021","50-59","SEO/HEO","Dorset and Somerset","550","530","37330","35340"
"In post","2021","50-59","SEO/HEO","East Anglia","1040","1010","36910","34750"
"In post","2021","50-59","SEO/HEO","East Wales","1470","1420","37420","37410"
"In post","2021","50-59","SEO/HEO","East Yorkshire and Northern Lincolnshire","270","250","37160","33860"
"In post","2021","50-59","SEO/HEO","Eastern Scotland","1560","1510","39800","38700"
"In post","2021","50-59","SEO/HEO","Essex","480","460","38120","36840"
"In post","2021","50-59","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","3070","2980","37860","37730"
"In post","2021","50-59","SEO/HEO","Greater Manchester","1430","1380","35810","34500"
"In post","2021","50-59","SEO/HEO","Hampshire and Isle of Wight","1440","1400","36700","35590"
"In post","2021","50-59","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","270","260","37480","36440"
"In post","2021","50-59","SEO/HEO","Highlands and Islands","140","130","38350","36730"
"In post","2021","50-59","SEO/HEO","Inner London - East","1210","1180","41150","40450"
"In post","2021","50-59","SEO/HEO","Inner London - West","3810","3740","40050","39770"
"In post","2021","50-59","SEO/HEO","Kent","520","500","38050","37030"
"In post","2021","50-59","SEO/HEO","Lancashire","990","950","35920","34290"
"In post","2021","50-59","SEO/HEO","Leicestershire, Rutland and Northamptonshire","330","320","37880","35910"
"In post","2021","50-59","SEO/HEO","Lincolnshire","260","250","37050","36270"
"In post","2021","50-59","SEO/HEO","Merseyside","1280","1230","35660","34170"
"In post","2021","50-59","SEO/HEO","North Eastern Scotland","170","170","47860","39580"
"In post","2021","50-59","SEO/HEO","North Yorkshire","460","450","36790","35730"
"In post","2021","50-59","SEO/HEO","Northern Ireland","330","320","35860","35000"
"In post","2021","50-59","SEO/HEO","Northumberland and Tyne and Wear","1310","1240","34960","34270"
"In post","2021","50-59","SEO/HEO","Outer London - East and North East","140","140","40040","39000"
"In post","2021","50-59","SEO/HEO","Outer London - South","1200","1170","40070","39800"
"In post","2021","50-59","SEO/HEO","Outer London - West and North West","660","640","39620","38890"
"In post","2021","50-59","SEO/HEO","Overseas","380","380","42720","40120"
"In post","2021","50-59","SEO/HEO","Shropshire and Staffordshire","630","610","37950","36710"
"In post","2021","50-59","SEO/HEO","South Yorkshire","760","720","36190","35310"
"In post","2021","50-59","SEO/HEO","Southern Scotland","430","410","35850","33930"
"In post","2021","50-59","SEO/HEO","Surrey, East and West Sussex","540","520","38210","37280"
"In post","2021","50-59","SEO/HEO","Tees Valley and Durham","590","570","36980","36480"
"In post","2021","50-59","SEO/HEO","Unknown","140","130","38150","36460"
"In post","2021","50-59","SEO/HEO","West Central Scotland","1320","1260","37940","35860"
"In post","2021","50-59","SEO/HEO","West Midlands","1270","1220","36170","34480"
"In post","2021","50-59","SEO/HEO","West Wales and The Valleys","1040","990","38680","37410"
"In post","2021","50-59","SEO/HEO","West Yorkshire","1310","1250","36080","34880"
"In post","2021","50-59","Unknown","Bedfordshire and Hertfordshire","50","50","30940","28200"
"In post","2021","50-59","Unknown","Berkshire, Buckinghamshire and Oxfordshire","100","100","33000","33890"
"In post","2021","50-59","Unknown","Cheshire","50","50","30170","29150"
"In post","2021","50-59","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Cumbria","70","70","39990","37170"
"In post","2021","50-59","Unknown","Derbyshire and Nottinghamshire","120","110","31620","31420"
"In post","2021","50-59","Unknown","Devon","80","80","38220","37170"
"In post","2021","50-59","Unknown","Dorset and Somerset","50","50","30440","28200"
"In post","2021","50-59","Unknown","East Anglia","120","110","30240","28200"
"In post","2021","50-59","Unknown","East Wales","100","90","31220","31090"
"In post","2021","50-59","Unknown","East Yorkshire and Northern Lincolnshire","70","60","30250","28200"
"In post","2021","50-59","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Essex","50","40","[c]","[c]"
"In post","2021","50-59","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","440","430","47640","42900"
"In post","2021","50-59","Unknown","Greater Manchester","190","180","32020","30210"
"In post","2021","50-59","Unknown","Hampshire and Isle of Wight","90","80","33260","31420"
"In post","2021","50-59","Unknown","Herefordshire, Worcestershire and Warwickshire","80","70","30900","30320"
"In post","2021","50-59","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Inner London - East","140","140","36370","36580"
"In post","2021","50-59","Unknown","Inner London - West","50","50","[c]","[c]"
"In post","2021","50-59","Unknown","Kent","80","70","30800","28200"
"In post","2021","50-59","Unknown","Lancashire","100","90","30580","30210"
"In post","2021","50-59","Unknown","Leicestershire, Rutland and Northamptonshire","70","70","30680","28200"
"In post","2021","50-59","Unknown","Lincolnshire","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","Merseyside","100","90","30790","28200"
"In post","2021","50-59","Unknown","North Yorkshire","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","Northumberland and Tyne and Wear","90","80","32170","28200"
"In post","2021","50-59","Unknown","Outer London - East and North East","80","70","35360","36580"
"In post","2021","50-59","Unknown","Outer London - South","60","60","36460","35940"
"In post","2021","50-59","Unknown","Outer London - West and North West","50","50","35040","33410"
"In post","2021","50-59","Unknown","Overseas","60","60","[c]","[c]"
"In post","2021","50-59","Unknown","Shropshire and Staffordshire","120","110","31020","34320"
"In post","2021","50-59","Unknown","South Yorkshire","90","90","31060","31420"
"In post","2021","50-59","Unknown","Surrey, East and West Sussex","90","90","30870","28480"
"In post","2021","50-59","Unknown","Tees Valley and Durham","80","80","31330","29200"
"In post","2021","50-59","Unknown","Unknown","520","520","42180","37150"
"In post","2021","50-59","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","West Midlands","190","170","31510","28200"
"In post","2021","50-59","Unknown","West Wales and The Valleys","140","140","30510","28200"
"In post","2021","50-59","Unknown","West Yorkshire","110","110","32510","32690"
"In post","2021","60-64","AA/AO","Bedfordshire and Hertfordshire","130","120","22150","21590"
"In post","2021","60-64","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","320","280","23340","21270"
"In post","2021","60-64","AA/AO","Cheshire","120","100","22570","21010"
"In post","2021","60-64","AA/AO","Cornwall and Isles of Scilly","100","80","20830","21010"
"In post","2021","60-64","AA/AO","Cumbria","80","70","21500","21050"
"In post","2021","60-64","AA/AO","Derbyshire and Nottinghamshire","340","270","21450","21010"
"In post","2021","60-64","AA/AO","Devon","350","280","21910","21010"
"In post","2021","60-64","AA/AO","Dorset and Somerset","210","190","21750","20970"
"In post","2021","60-64","AA/AO","East Anglia","530","460","22190","21010"
"In post","2021","60-64","AA/AO","East Wales","560","450","21430","21010"
"In post","2021","60-64","AA/AO","East Yorkshire and Northern Lincolnshire","160","120","24200","21280"
"In post","2021","60-64","AA/AO","Eastern Scotland","580","490","22220","21150"
"In post","2021","60-64","AA/AO","Essex","170","140","23090","21440"
"In post","2021","60-64","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","350","310","22020","21010"
"In post","2021","60-64","AA/AO","Greater Manchester","510","400","21150","21010"
"In post","2021","60-64","AA/AO","Hampshire and Isle of Wight","680","530","20980","20140"
"In post","2021","60-64","AA/AO","Herefordshire, Worcestershire and Warwickshire","150","130","21560","21010"
"In post","2021","60-64","AA/AO","Highlands and Islands","100","90","21960","21590"
"In post","2021","60-64","AA/AO","Inner London - East","280","250","25310","25110"
"In post","2021","60-64","AA/AO","Inner London - West","480","440","24640","24100"
"In post","2021","60-64","AA/AO","Kent","260","220","23100","22080"
"In post","2021","60-64","AA/AO","Lancashire","560","450","21750","21010"
"In post","2021","60-64","AA/AO","Leicestershire, Rutland and Northamptonshire","270","230","20900","20600"
"In post","2021","60-64","AA/AO","Lincolnshire","170","150","21310","20920"
"In post","2021","60-64","AA/AO","Merseyside","810","640","21030","21010"
"In post","2021","60-64","AA/AO","North Eastern Scotland","60","50","23630","22120"
"In post","2021","60-64","AA/AO","North Yorkshire","190","160","21130","20920"
"In post","2021","60-64","AA/AO","Northern Ireland","150","130","20870","20310"
"In post","2021","60-64","AA/AO","Northumberland and Tyne and Wear","1210","900","20760","21010"
"In post","2021","60-64","AA/AO","Outer London - East and North East","120","100","25110","24890"
"In post","2021","60-64","AA/AO","Outer London - South","240","220","24430","25630"
"In post","2021","60-64","AA/AO","Outer London - West and North West","240","210","24320","24660"
"In post","2021","60-64","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","AA/AO","Shropshire and Staffordshire","320","260","21790","21010"
"In post","2021","60-64","AA/AO","South Yorkshire","310","230","21650","21010"
"In post","2021","60-64","AA/AO","Southern Scotland","290","220","21510","21440"
"In post","2021","60-64","AA/AO","Surrey, East and West Sussex","340","290","22280","21010"
"In post","2021","60-64","AA/AO","Tees Valley and Durham","450","330","22830","21100"
"In post","2021","60-64","AA/AO","Unknown","40","30","[c]","[c]"
"In post","2021","60-64","AA/AO","West Central Scotland","680","530","21400","21010"
"In post","2021","60-64","AA/AO","West Midlands","490","400","20780","21010"
"In post","2021","60-64","AA/AO","West Wales and The Valleys","710","520","20780","21010"
"In post","2021","60-64","AA/AO","West Yorkshire","440","340","21720","21010"
"In post","2021","60-64","EO","Bedfordshire and Hertfordshire","150","130","29460","29290"
"In post","2021","60-64","EO","Berkshire, Buckinghamshire and Oxfordshire","230","200","28830","28350"
"In post","2021","60-64","EO","Cheshire","80","60","29230","27570"
"In post","2021","60-64","EO","Cornwall and Isles of Scilly","70","60","27130","27570"
"In post","2021","60-64","EO","Cumbria","60","50","26280","26780"
"In post","2021","60-64","EO","Derbyshire and Nottinghamshire","260","200","27230","27570"
"In post","2021","60-64","EO","Devon","230","190","26220","27130"
"In post","2021","60-64","EO","Dorset and Somerset","180","150","27510","27570"
"In post","2021","60-64","EO","East Anglia","280","240","27850","27570"
"In post","2021","60-64","EO","East Wales","380","300","27480","27570"
"In post","2021","60-64","EO","East Yorkshire and Northern Lincolnshire","210","170","27790","27570"
"In post","2021","60-64","EO","Eastern Scotland","420","310","29030","27570"
"In post","2021","60-64","EO","Essex","220","180","29180","29290"
"In post","2021","60-64","EO","Gloucestershire, Wiltshire and Bath/Bristol area","430","350","27260","27570"
"In post","2021","60-64","EO","Greater Manchester","380","290","27100","27570"
"In post","2021","60-64","EO","Hampshire and Isle of Wight","390","330","27610","27570"
"In post","2021","60-64","EO","Herefordshire, Worcestershire and Warwickshire","90","80","26830","27570"
"In post","2021","60-64","EO","Highlands and Islands","80","70","28910","27570"
"In post","2021","60-64","EO","Inner London - East","270","240","31640","31560"
"In post","2021","60-64","EO","Inner London - West","470","440","30080","30170"
"In post","2021","60-64","EO","Kent","290","230","29030","28370"
"In post","2021","60-64","EO","Lancashire","340","260","27630","27570"
"In post","2021","60-64","EO","Leicestershire, Rutland and Northamptonshire","160","130","27630","27570"
"In post","2021","60-64","EO","Lincolnshire","90","70","27900","27570"
"In post","2021","60-64","EO","Merseyside","510","380","27050","27570"
"In post","2021","60-64","EO","North Eastern Scotland","40","30","[c]","[c]"
"In post","2021","60-64","EO","North Yorkshire","100","90","27380","26930"
"In post","2021","60-64","EO","Northern Ireland","60","50","27910","28130"
"In post","2021","60-64","EO","Northumberland and Tyne and Wear","490","360","27310","27570"
"In post","2021","60-64","EO","Outer London - East and North East","140","110","31370","31060"
"In post","2021","60-64","EO","Outer London - South","280","240","30310","30110"
"In post","2021","60-64","EO","Outer London - West and North West","360","280","30320","31060"
"In post","2021","60-64","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Shropshire and Staffordshire","280","230","27550","27570"
"In post","2021","60-64","EO","South Yorkshire","210","150","27550","27570"
"In post","2021","60-64","EO","Southern Scotland","250","180","27540","27570"
"In post","2021","60-64","EO","Surrey, East and West Sussex","340","270","28890","27910"
"In post","2021","60-64","EO","Tees Valley and Durham","200","140","27690","27570"
"In post","2021","60-64","EO","Unknown","40","30","[c]","[c]"
"In post","2021","60-64","EO","West Central Scotland","460","330","28320","27570"
"In post","2021","60-64","EO","West Midlands","460","360","27260","27570"
"In post","2021","60-64","EO","West Wales and The Valleys","320","230","27400","27570"
"In post","2021","60-64","EO","West Yorkshire","350","260","27410","27570"
"In post","2021","60-64","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","70","60","59970","58030"
"In post","2021","60-64","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Derbyshire and Nottinghamshire","80","60","60420","58130"
"In post","2021","60-64","G6/G7","Devon","40","30","[c]","[c]"
"In post","2021","60-64","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","East Anglia","60","50","62090","59070"
"In post","2021","60-64","G6/G7","East Wales","120","100","62300","60830"
"In post","2021","60-64","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Eastern Scotland","150","120","64360","61010"
"In post","2021","60-64","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","330","290","59050","56450"
"In post","2021","60-64","G6/G7","Greater Manchester","100","90","59550","56650"
"In post","2021","60-64","G6/G7","Hampshire and Isle of Wight","160","140","57380","56350"
"In post","2021","60-64","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Inner London - East","180","160","64970","64410"
"In post","2021","60-64","G6/G7","Inner London - West","700","640","64670","62610"
"In post","2021","60-64","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Lancashire","60","40","59090","56240"
"In post","2021","60-64","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Merseyside","80","70","58810","56370"
"In post","2021","60-64","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","North Yorkshire","50","40","63020","59690"
"In post","2021","60-64","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Northumberland and Tyne and Wear","80","70","57780","55610"
"In post","2021","60-64","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Outer London - South","90","80","65870","63400"
"In post","2021","60-64","G6/G7","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","60-64","G6/G7","Overseas","60","60","64300","64130"
"In post","2021","60-64","G6/G7","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","60-64","G6/G7","South Yorkshire","40","40","[c]","[c]"
"In post","2021","60-64","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","60-64","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","West Central Scotland","80","70","64210","64060"
"In post","2021","60-64","G6/G7","West Midlands","120","100","59210","56480"
"In post","2021","60-64","G6/G7","West Wales and The Valleys","70","60","62650","60830"
"In post","2021","60-64","G6/G7","West Yorkshire","100","80","56920","53150"
"In post","2021","60-64","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","60-64","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Inner London - East","60","50","104910","97960"
"In post","2021","60-64","SCS","Inner London - West","160","150","101760","92480"
"In post","2021","60-64","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Overseas","30","30","[c]","[c]"
"In post","2021","60-64","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
