"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Courts and Tribunals Service","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Inner London - East","60","60","43070","42500"
"In post","2021","HM Courts and Tribunals Service","Legal","Inner London - West","140","130","51920","55490"
"In post","2021","HM Courts and Tribunals Service","Legal","Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Lancashire","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Merseyside","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Outer London - South","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Outer London - West and North West","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","South Yorkshire","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Surrey, East and West Sussex","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Tees Valley and Durham","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Midlands","70","60","40810","43090"
"In post","2021","HM Courts and Tribunals Service","Legal","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Yorkshire","60","50","36940","38830"
"In post","2021","HM Courts and Tribunals Service","No function","Bedfordshire and Hertfordshire","290","250","21990","20910"
"In post","2021","HM Courts and Tribunals Service","No function","Berkshire, Buckinghamshire and Oxfordshire","280","250","22030","21180"
"In post","2021","HM Courts and Tribunals Service","No function","Cheshire","100","90","21710","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Cornwall and Isles of Scilly","60","50","21510","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Cumbria","80","60","21610","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Derbyshire and Nottinghamshire","360","320","20870","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Devon","180","150","21120","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Dorset and Somerset","190","170","20340","19830"
"In post","2021","HM Courts and Tribunals Service","No function","East Anglia","450","390","21000","19830"
"In post","2021","HM Courts and Tribunals Service","No function","East Wales","440","400","21280","19830"
"In post","2021","HM Courts and Tribunals Service","No function","East Yorkshire and Northern Lincolnshire","130","110","20920","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Essex","230","200","21430","20650"
"In post","2021","HM Courts and Tribunals Service","No function","Gloucestershire, Wiltshire and Bath/Bristol area","420","380","21220","19930"
"In post","2021","HM Courts and Tribunals Service","No function","Greater Manchester","990","900","21830","20520"
"In post","2021","HM Courts and Tribunals Service","No function","Hampshire and Isle of Wight","340","300","21990","20650"
"In post","2021","HM Courts and Tribunals Service","No function","Herefordshire, Worcestershire and Warwickshire","190","170","20990","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Inner London - East","680","640","24100","22680"
"In post","2021","HM Courts and Tribunals Service","No function","Inner London - West","1840","1770","26720","23500"
"In post","2021","HM Courts and Tribunals Service","No function","Kent","280","250","21070","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Lancashire","270","240","21250","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Leicestershire, Rutland and Northamptonshire","820","720","20580","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Lincolnshire","90","80","21450","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Merseyside","470","420","21670","20650"
"In post","2021","HM Courts and Tribunals Service","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","North Yorkshire","80","70","21660","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Northumberland and Tyne and Wear","350","300","21200","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Outer London - East and North East","270","230","22890","22450"
"In post","2021","HM Courts and Tribunals Service","No function","Outer London - South","420","380","22990","22080"
"In post","2021","HM Courts and Tribunals Service","No function","Outer London - West and North West","410","380","23390","22450"
"In post","2021","HM Courts and Tribunals Service","No function","Shropshire and Staffordshire","590","540","20200","18880"
"In post","2021","HM Courts and Tribunals Service","No function","South Yorkshire","270","220","20850","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Surrey, East and West Sussex","310","270","22760","20650"
"In post","2021","HM Courts and Tribunals Service","No function","Tees Valley and Durham","240","200","21190","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","West Central Scotland","190","170","21700","20650"
"In post","2021","HM Courts and Tribunals Service","No function","West Midlands","1020","920","21720","20420"
"In post","2021","HM Courts and Tribunals Service","No function","West Wales and The Valleys","400","360","20500","19830"
"In post","2021","HM Courts and Tribunals Service","No function","West Yorkshire","640","550","21060","19960"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Inner London - West","190","180","42530","36800"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Devon","520","490","38110","38450"
"In post","2021","HM Land Registry","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Outer London - South","40","40","[c]","[c]"
"In post","2021","HM Land Registry","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Derbyshire and Nottinghamshire","70","60","36150","33840"
"In post","2021","HM Land Registry","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Outer London - South","40","30","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","No function","Derbyshire and Nottinghamshire","410","370","28650","27130"
"In post","2021","HM Land Registry","No function","Devon","330","290","27640","27130"
"In post","2021","HM Land Registry","No function","Dorset and Somerset","270","240","27970","27130"
"In post","2021","HM Land Registry","No function","East Anglia","240","220","29040","27130"
"In post","2021","HM Land Registry","No function","East Yorkshire and Northern Lincolnshire","310","280","27880","27130"
"In post","2021","HM Land Registry","No function","Gloucestershire, Wiltshire and Bath/Bristol area","300","250","28530","27130"
"In post","2021","HM Land Registry","No function","Lancashire","380","340","27700","27130"
"In post","2021","HM Land Registry","No function","Leicestershire, Rutland and Northamptonshire","280","260","27880","27130"
"In post","2021","HM Land Registry","No function","Merseyside","420","370","28270","27130"
"In post","2021","HM Land Registry","No function","Outer London - South","230","210","34950","30600"
"In post","2021","HM Land Registry","No function","Shropshire and Staffordshire","310","280","27240","27130"
"In post","2021","HM Land Registry","No function","Tees Valley and Durham","660","600","27280","27130"
"In post","2021","HM Land Registry","No function","West Midlands","230","200","28480","27130"
"In post","2021","HM Land Registry","No function","West Wales and The Valleys","670","600","28140","27130"
"In post","2021","HM Land Registry","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Devon","40","40","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","East Anglia","50","50","46320","46600"
"In post","2021","HM Prison and Probation Service","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Inner London - West","120","110","55410","53670"
"In post","2021","HM Prison and Probation Service","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Outer London - South","100","100","44710","44570"
"In post","2021","HM Prison and Probation Service","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
