"Status","Year","Age","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Asian","80","80","23800","22350"
"Leaver CS","2021","20-29","Operational Delivery","Black","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Mixed","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Unknown","820","800","22240","21050"
"Leaver CS","2021","20-29","Operational Delivery","White","1040","1010","23300","21590"
"Leaver CS","2021","20-29","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other","Unknown","90","90","27120","27010"
"Leaver CS","2021","20-29","Other","White","80","80","25880","21980"
"Leaver CS","2021","20-29","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Policy","Unknown","120","120","27210","24920"
"Leaver CS","2021","20-29","Policy","White","70","70","36680","34020"
"Leaver CS","2021","20-29","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","White","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Property","White","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Unknown","50","50","24710","24370"
"Leaver CS","2021","20-29","Science and Engineering","White","160","160","23120","21570"
"Leaver CS","2021","20-29","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","White","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Asian","140","140","25210","25110"
"Leaver CS","2021","20-29","Unknown","Black","60","60","25840","25110"
"Leaver CS","2021","20-29","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","750","680","27270","27570"
"Leaver CS","2021","20-29","Unknown","White","700","660","24820","21150"
"Leaver CS","2021","30-39","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","White","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","White","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","White","60","60","45340","42240"
"Leaver CS","2021","30-39","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","White","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","White","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","White","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Asian","70","70","28490","25860"
"Leaver CS","2021","30-39","Operational Delivery","Black","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Unknown","430","400","26020","22710"
"Leaver CS","2021","30-39","Operational Delivery","White","750","700","28530","24110"
"Leaver CS","2021","30-39","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Unknown","60","50","28500","29930"
"Leaver CS","2021","30-39","Other","White","110","110","30600","27760"
"Leaver CS","2021","30-39","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Unknown","80","70","44760","40090"
"Leaver CS","2021","30-39","Policy","White","110","100","45550","41450"
"Leaver CS","2021","30-39","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","White","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","White","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","White","90","80","34790","36000"
"Leaver CS","2021","30-39","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Asian","90","80","26880","27500"
"Leaver CS","2021","30-39","Unknown","Black","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","540","490","32500","27570"
"Leaver CS","2021","30-39","Unknown","White","640","550","29960","27570"
"Leaver CS","2021","30-39","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Chinese","[c]","[c]","[c]","[c]"
