"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Policy","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data and Technology","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Policy","EO","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education","Policy","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Department for Education","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Policy","SEO/HEO","60","60","35370","36500"
"Leaver CS","2022","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","170","160","21490","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","110","100","25560","25190"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","80","70","33400","32160"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","EO","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","160","160","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","EO","40","30","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data and Technology","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Operational Delivery","AA/AO","450","380","21770","21840"
"Leaver CS","2022","Department for Transport","Operational Delivery","EO","300","260","27600","26780"
"Leaver CS","2022","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Operational Delivery","SEO/HEO","60","50","38700","34800"
"Leaver CS","2022","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","EO","30","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","70","70","61450","59120"
"Leaver CS","2022","Department for Transport","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","100","100","38710","35860"
