"Status","Year","Organisation","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Policy","80","50","37480","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Operational Delivery","320","290","21080","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Operational Delivery","200","180","19670","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Operational Delivery","200","200","25820","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Operational Delivery","300","290","25390","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Policy","50","50","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Heterosexual / straight","Legal","170","160","47100","50500"
"New entrant CS","2022","Government Legal Department","Heterosexual / straight","Other","80","80","27930","26950"
"New entrant CS","2022","Government Legal Department","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Operational Delivery","130","130","34600","31660"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
