"Status","Year","Parent_department","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Female","140","130","44460","40000"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Male","90","90","49720","46660"
"In post","2022","Office of Rail and Road","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","White","Female","100","90","51570","51310"
"In post","2022","Office of Rail and Road","White","Male","150","150","58920","56000"
"In post","2022","Office of the Secretary of State for Scotland","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","White","Female","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","White","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Asian","Female","170","160","35040","31540"
"In post","2022","Scottish Government","Asian","Male","130","130","36600","31540"
"In post","2022","Scottish Government","Black","Female","50","50","[c]","[c]"
"In post","2022","Scottish Government","Black","Male","50","50","[c]","[c]"
"In post","2022","Scottish Government","Mixed","Female","90","80","40470","36130"
"In post","2022","Scottish Government","Mixed","Male","70","70","39820","34800"
"In post","2022","Scottish Government","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2022","Scottish Government","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Undeclared","Female","250","230","38420","35000"
"In post","2022","Scottish Government","Undeclared","Male","430","400","39200","35000"
"In post","2022","Scottish Government","Unknown","Female","3800","3540","32140","27940"
"In post","2022","Scottish Government","Unknown","Male","3540","3390","33470","31540"
"In post","2022","Scottish Government","White","Female","9220","8650","38880","34600"
"In post","2022","Scottish Government","White","Male","7510","7300","39820","35000"
"In post","2022","The National Archives","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Female","60","60","33160","31280"
"In post","2022","The National Archives","Unknown","Male","60","60","36090","33950"
"In post","2022","The National Archives","White","Female","190","180","36560","34260"
"In post","2022","The National Archives","White","Male","170","170","36820","33360"
"In post","2022","UK Export Finance","Asian","Female","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Asian","Male","50","50","[c]","[c]"
"In post","2022","UK Export Finance","Black","Female","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","White","Female","120","120","51020","47230"
"In post","2022","UK Export Finance","White","Male","190","190","59280","52500"
"In post","2022","UK Statistics Authority","Asian","Female","100","90","33590","30710"
"In post","2022","UK Statistics Authority","Asian","Male","90","80","31830","30210"
"In post","2022","UK Statistics Authority","Black","Female","50","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Black","Male","50","50","31850","30210"
"In post","2022","UK Statistics Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Mixed","Female","60","50","32480","30710"
"In post","2022","UK Statistics Authority","Mixed","Male","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Female","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Female","470","400","29080","24250"
"In post","2022","UK Statistics Authority","Unknown","Male","480","450","34280","30710"
"In post","2022","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","White","Female","2650","2330","33350","30710"
"In post","2022","UK Statistics Authority","White","Male","1810","1670","35590","31700"
"In post","2022","UK Statistics Authority","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","White","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","White","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","White","Female","100","90","58280","51630"
"In post","2022","Water Services Regulation Authority","White","Male","100","90","60570","56360"
"In post","2022","Welsh Government","Asian","Female","40","30","[c]","[c]"
"In post","2022","Welsh Government","Asian","Male","30","30","[c]","[c]"
"In post","2022","Welsh Government","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Mixed","Female","40","30","[c]","[c]"
"In post","2022","Welsh Government","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Undeclared","Female","100","90","43220","38160"
"In post","2022","Welsh Government","Undeclared","Male","150","140","44320","41980"
"In post","2022","Welsh Government","Unknown","Female","100","100","37970","31210"
"In post","2022","Welsh Government","Unknown","Male","100","90","43500","38160"
"In post","2022","Welsh Government","White","Female","3260","3010","40820","38160"
"In post","2022","Welsh Government","White","Male","2100","2040","43790","38160"
"Leaver CS","2021","Attorney General's Departments","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","White","Female","150","130","45620","50600"
"Leaver CS","2021","Attorney General's Departments","White","Male","110","100","52950","55310"
"Leaver CS","2021","Cabinet Office","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Female","100","90","43890","32430"
"Leaver CS","2021","Cabinet Office","Unknown","Male","110","110","52360","35590"
"Leaver CS","2021","Cabinet Office","White","Female","60","50","45690","38640"
"Leaver CS","2021","Cabinet Office","White","Male","70","60","51800","52630"
"Leaver CS","2021","Chancellor's other departments","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","White","Male","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","80","70","32640","25380"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","120","110","37700","29000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","White","Female","110","100","39560","33990"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","White","Male","140","130","45870","40140"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","White","Female","120","110","46280","40860"
"Leaver CS","2021","Department for Education","White","Male","90","90","44370","40400"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","270","250","32000","26230"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","230","220","35210","29090"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Female","30","30","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","Female","60","60","24420","21590"
"Leaver CS","2021","Department for Transport","Unknown","Male","80","80","33090","26370"
"Leaver CS","2021","Department for Transport","White","Female","210","160","25890","21590"
"Leaver CS","2021","Department for Transport","White","Male","280","240","33120","26780"
"Leaver CS","2021","Department for Work and Pensions","Asian","Female","140","110","25350","25110"
"Leaver CS","2021","Department for Work and Pensions","Asian","Male","110","110","26240","25110"
