"Status","Year","Function_of_post","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Digital, Data and Technology","700","680","42780","39880"
"In post","2022","Digital, Data & Technology","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Operational Delivery","50","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","West Yorkshire","Unknown","50","50","43970","40180"
"In post","2022","Finance","Bedfordshire and Hertfordshire","Finance","90","90","45010","40850"
"In post","2022","Finance","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Berkshire, Buckinghamshire and Oxfordshire","Finance","300","290","37990","35000"
"In post","2022","Finance","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cheshire","Finance","50","40","[c]","[c]"
"In post","2022","Finance","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Finance","160","150","38710","35900"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Devon","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Devon","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Devon","Finance","120","110","38640","35310"
"In post","2022","Finance","Devon","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Dorset and Somerset","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Anglia","Finance","160","160","34790","31200"
"In post","2022","Finance","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Finance","180","170","34690","30210"
"In post","2022","Finance","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Eastern Scotland","Finance","150","140","37020","34520"
"In post","2022","Finance","Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Eastern Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Essex","Finance","60","50","33090","29200"
"In post","2022","Finance","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","940","900","39060","33740"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Commercial","50","50","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Finance","350","330","41110","36700"
"In post","2022","Finance","Greater Manchester","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Security","40","40","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Hampshire and Isle of Wight","Finance","380","360","38200","33300"
"In post","2022","Finance","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Hampshire and Isle of Wight","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Herefordshire, Worcestershire and Warwickshire","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - East","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - East","Finance","420","410","47820","43810"
"In post","2022","Finance","Inner London - East","Operational Delivery","80","70","32450","31020"
"In post","2022","Finance","Inner London - East","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - East","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - East","Unknown","30","30","[c]","[c]"
"In post","2022","Finance","Inner London - West","Commercial","90","90","43640","39000"
"In post","2022","Finance","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Finance","1740","1710","49880","45310"
"In post","2022","Finance","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Operational Delivery","80","80","46150","41000"
"In post","2022","Finance","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Security","80","80","45110","39960"
"In post","2022","Finance","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Inner London - West","Unknown","140","140","51220","49700"
"In post","2022","Finance","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Kent","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lancashire","Commercial","40","30","[c]","[c]"
"In post","2022","Finance","Lancashire","Finance","370","350","35770","34290"
"In post","2022","Finance","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lancashire","Security","40","40","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire","Finance","30","30","[c]","[c]"
"In post","2022","Finance","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","Commercial","40","40","[c]","[c]"
"In post","2022","Finance","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","Finance","250","230","34000","27720"
"In post","2022","Finance","Merseyside","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Finance","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","Finance","120","120","38980","36790"
"In post","2022","Finance","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Commercial","30","30","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Finance","440","410","40600","35510"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Operational Delivery","120","100","30770","28920"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Security","60","60","39420","35310"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","Finance","90","90","47740","42100"
"In post","2022","Finance","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Overseas","Finance","40","30","[c]","[c]"
"In post","2022","Finance","Overseas","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","Finance","150","150","40840","40180"
"In post","2022","Finance","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Commercial","150","140","35240","32320"
"In post","2022","Finance","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Digital, Data and Technology","50","40","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Finance","300","290","39400","35310"
"In post","2022","Finance","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Finance","70","60","36880","33930"
"In post","2022","Finance","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Operational Delivery","130","120","27080","21250"
"In post","2022","Finance","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","Finance","200","190","36560","33370"
"In post","2022","Finance","Surrey, East and West Sussex","Operational Delivery","90","70","25160","22080"
"In post","2022","Finance","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","Finance","140","130","39810","36500"
"In post","2022","Finance","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Finance","180","160","30610","26820"
"In post","2022","Finance","West Central Scotland","Operational Delivery","390","320","23520","22080"
"In post","2022","Finance","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Commercial","40","40","[c]","[c]"
"In post","2022","Finance","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Digital, Data and Technology","120","120","41430","37100"
"In post","2022","Finance","West Midlands","Finance","380","370","39450","36500"
"In post","2022","Finance","West Midlands","Operational Delivery","70","60","23620","21250"
"In post","2022","Finance","West Midlands","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Finance","220","210","35090","31850"
"In post","2022","Finance","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Commercial","70","70","35390","31990"
"In post","2022","Finance","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Finance","590","560","39160","36520"
"In post","2022","Finance","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Operational Delivery","320","270","23710","22080"
"In post","2022","Finance","West Yorkshire","Security","50","50","46050","39200"
"In post","2022","Finance","West Yorkshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","160","150","27650","24920"
"In post","2022","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Cheshire","Operational Delivery","110","110","24140","21300"
"In post","2022","Grants Management","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Cumbria","Operational Delivery","780","690","24170","21300"
"In post","2022","Grants Management","Derbyshire and Nottinghamshire","Operational Delivery","90","90","24240","21300"
"In post","2022","Grants Management","Devon","Operational Delivery","180","170","26410","25190"
"In post","2022","Grants Management","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","East Anglia","Operational Delivery","60","50","24810","21300"
"In post","2022","Grants Management","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","50","50","27520","24920"
"In post","2022","Grants Management","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","160","150","25080","21300"
"In post","2022","Grants Management","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Leicestershire, Rutland and Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North Yorkshire","Operational Delivery","170","160","26340","24920"
"In post","2022","Grants Management","Northumberland, and Tyne and Wear","Operational Delivery","400","370","24520","21300"
"In post","2022","Grants Management","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Yorkshire","Operational Delivery","70","70","24850","21300"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Human Resources","80","70","38380","34000"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","150","140","38820","33180"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Human Resources","250","230","30930","26670"
"In post","2022","Human Resources","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Human Resources","340","320","39560","35310"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Operational Delivery","90","80","31200","27570"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"In post","2022","Human Resources","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Human Resources","140","130","37430","33710"
"In post","2022","Human Resources","Devon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Dorset and Somerset","Human Resources","80","80","34210","32900"
"In post","2022","Human Resources","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Anglia","Human Resources","180","160","35660","33300"
"In post","2022","Human Resources","East Anglia","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Human Resources","East Anglia","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Wales","Human Resources","400","380","37220","32550"
"In post","2022","Human Resources","East Wales","Operational Delivery","50","40","[c]","[c]"
"In post","2022","Human Resources","East Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Wales","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Eastern Scotland","Human Resources","220","210","35970","33540"
"In post","2022","Human Resources","Eastern Scotland","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Human Resources","Eastern Scotland","Other","40","40","[c]","[c]"
"In post","2022","Human Resources","Eastern Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
