"Status","Year","Profession_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Medicine","Undeclared","Declared non-disabled","110","100","62300","50810"
"In post","2022","Medicine","Undeclared","Undeclared","40","30","[c]","[c]"
"In post","2022","Medicine","Undeclared","Unknown","90","80","74720","78190"
"In post","2022","Medicine","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Declared non-disabled","60","60","51410","42120"
"In post","2022","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Unknown","390","340","57910","45840"
"In post","2022","Operational Delivery","Heterosexual / straight","Declared disabled","23430","21010","28030","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","Declared non-disabled","130330","120110","29010","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","Undeclared","6940","6350","28880","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","Unknown","8640","8100","32390","30210"
"In post","2022","Operational Delivery","LGBO","Declared disabled","2460","2350","28200","27570"
"In post","2022","Operational Delivery","LGBO","Declared non-disabled","6760","6520","28780","27370"
"In post","2022","Operational Delivery","LGBO","Undeclared","590","560","28510","27570"
"In post","2022","Operational Delivery","LGBO","Unknown","570","560","30890","27640"
"In post","2022","Operational Delivery","Undeclared","Declared disabled","3230","2840","27490","27130"
"In post","2022","Operational Delivery","Undeclared","Declared non-disabled","12070","10780","28520","27130"
"In post","2022","Operational Delivery","Undeclared","Undeclared","4840","4450","29890","27570"
"In post","2022","Operational Delivery","Undeclared","Unknown","1210","1130","37150","33350"
"In post","2022","Operational Delivery","Unknown","Declared disabled","2210","1880","26710","26400"
"In post","2022","Operational Delivery","Unknown","Declared non-disabled","18630","15980","27190","27060"
"In post","2022","Operational Delivery","Unknown","Undeclared","2550","2250","29470","31530"
"In post","2022","Operational Delivery","Unknown","Unknown","30550","28530","27530","24890"
"In post","2022","Operational Research","Heterosexual / straight","Declared disabled","60","60","43900","42520"
"In post","2022","Operational Research","Heterosexual / straight","Declared non-disabled","440","420","46990","47010"
"In post","2022","Operational Research","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Declared non-disabled","50","50","39610","37910"
"In post","2022","Operational Research","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Declared non-disabled","360","350","44420","47010"
"In post","2022","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Unknown","90","90","41560","37470"
"In post","2022","Other","Heterosexual / straight","Declared disabled","2550","2350","28480","26930"
"In post","2022","Other","Heterosexual / straight","Declared non-disabled","16200","15360","30290","26930"
"In post","2022","Other","Heterosexual / straight","Undeclared","880","830","27670","25630"
"In post","2022","Other","Heterosexual / straight","Unknown","1480","1420","31510","26900"
"In post","2022","Other","LGBO","Declared disabled","250","240","27370","27570"
"In post","2022","Other","LGBO","Declared non-disabled","660","650","31370","27570"
"In post","2022","Other","LGBO","Undeclared","50","50","26060","26350"
"In post","2022","Other","LGBO","Unknown","50","50","32590","26930"
"In post","2022","Other","Undeclared","Declared disabled","350","320","28090","25970"
"In post","2022","Other","Undeclared","Declared non-disabled","1430","1350","30360","26950"
"In post","2022","Other","Undeclared","Undeclared","640","620","29830","26930"
"In post","2022","Other","Undeclared","Unknown","280","270","35960","29470"
"In post","2022","Other","Unknown","Declared disabled","180","160","29600","27570"
"In post","2022","Other","Unknown","Declared non-disabled","1370","1240","31360","27570"
"In post","2022","Other","Unknown","Undeclared","100","90","27710","26670"
"In post","2022","Other","Unknown","Unknown","3910","3810","35170","32550"
"In post","2022","Planning","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Heterosexual / straight","Declared non-disabled","150","140","46570","41980"
"In post","2022","Planning","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","Declared non-disabled","240","220","56300","58810"
"In post","2022","Planning Inspectors","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Declared disabled","2230","2160","45110","40220"
"In post","2022","Policy","Heterosexual / straight","Declared non-disabled","18450","17880","48220","45650"
"In post","2022","Policy","Heterosexual / straight","Undeclared","780","760","45170","40220"
"In post","2022","Policy","Heterosexual / straight","Unknown","1680","1640","44720","40230"
"In post","2022","Policy","LGBO","Declared disabled","470","450","44710","40050"
"In post","2022","Policy","LGBO","Declared non-disabled","1610","1590","47730","45200"
"In post","2022","Policy","LGBO","Undeclared","120","120","44230","39850"
"In post","2022","Policy","LGBO","Unknown","180","180","43520","40050"
"In post","2022","Policy","Undeclared","Declared disabled","310","300","44450","40100"
"In post","2022","Policy","Undeclared","Declared non-disabled","1590","1540","47500","43900"
"In post","2022","Policy","Undeclared","Undeclared","750","730","48480","47470"
"In post","2022","Policy","Undeclared","Unknown","500","490","45560","40650"
"In post","2022","Policy","Unknown","Declared disabled","100","90","49360","49170"
"In post","2022","Policy","Unknown","Declared non-disabled","760","720","48040","47770"
"In post","2022","Policy","Unknown","Undeclared","60","60","48030","45260"
"In post","2022","Policy","Unknown","Unknown","3400","3330","46140","41950"
"In post","2022","Project Delivery","Heterosexual / straight","Declared disabled","1150","1100","41040","38830"
"In post","2022","Project Delivery","Heterosexual / straight","Declared non-disabled","9350","9010","44080","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Undeclared","330","320","42400","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","630","610","44670","40580"
"In post","2022","Project Delivery","LGBO","Declared disabled","120","110","41810","37460"
"In post","2022","Project Delivery","LGBO","Declared non-disabled","430","430","43230","40170"
"In post","2022","Project Delivery","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Unknown","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Declared disabled","160","150","41390","39990"
"In post","2022","Project Delivery","Undeclared","Declared non-disabled","730","700","44190","40540"
"In post","2022","Project Delivery","Undeclared","Undeclared","370","350","45210","41000"
"In post","2022","Project Delivery","Undeclared","Unknown","110","100","46650","41840"
"In post","2022","Project Delivery","Unknown","Declared disabled","90","80","36590","33570"
"In post","2022","Project Delivery","Unknown","Declared non-disabled","950","890","39850","38070"
"In post","2022","Project Delivery","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","1360","1320","43500","40520"
"In post","2022","Property","Heterosexual / straight","Declared disabled","470","450","37180","33300"
"In post","2022","Property","Heterosexual / straight","Declared non-disabled","4360","4190","38820","34000"
"In post","2022","Property","Heterosexual / straight","Undeclared","210","210","38150","34260"
"In post","2022","Property","Heterosexual / straight","Unknown","320","310","36230","33300"
"In post","2022","Property","LGBO","Declared disabled","40","30","[c]","[c]"
"In post","2022","Property","LGBO","Declared non-disabled","160","150","37770","33300"
"In post","2022","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Declared disabled","60","50","36940","33300"
"In post","2022","Property","Undeclared","Declared non-disabled","380","360","39430","34770"
"In post","2022","Property","Undeclared","Undeclared","230","220","39450","36330"
"In post","2022","Property","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Property","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2022","Property","Unknown","Declared non-disabled","330","300","38910","36500"
"In post","2022","Property","Unknown","Undeclared","80","70","36440","32390"
"In post","2022","Property","Unknown","Unknown","860","830","33940","30600"
"In post","2022","Psychology","Heterosexual / straight","Declared disabled","90","90","33050","29750"
"In post","2022","Psychology","Heterosexual / straight","Declared non-disabled","960","920","36200","31140"
"In post","2022","Psychology","Heterosexual / straight","Undeclared","70","70","37560","31180"
"In post","2022","Psychology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","Declared non-disabled","50","50","31920","29060"
"In post","2022","Psychology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Psychology","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2022","Psychology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Declared non-disabled","70","60","42420","41660"
"In post","2022","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Unknown","140","130","32440","29060"
"In post","2022","Science and Engineering","Heterosexual / straight","Declared disabled","700","670","36800","34550"
"In post","2022","Science and Engineering","Heterosexual / straight","Declared non-disabled","6910","6670","38760","37400"
"In post","2022","Science and Engineering","Heterosexual / straight","Undeclared","230","220","36850","33740"
"In post","2022","Science and Engineering","Heterosexual / straight","Unknown","570","550","41670","40450"
"In post","2022","Science and Engineering","LGBO","Declared disabled","80","80","35650","32000"
"In post","2022","Science and Engineering","LGBO","Declared non-disabled","350","340","35720","32330"
"In post","2022","Science and Engineering","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Undeclared","Declared disabled","120","120","36780","35670"
"In post","2022","Science and Engineering","Undeclared","Declared non-disabled","850","800","39390","38280"
"In post","2022","Science and Engineering","Undeclared","Undeclared","400","380","38670","36460"
"In post","2022","Science and Engineering","Undeclared","Unknown","180","170","45820","42150"
"In post","2022","Science and Engineering","Unknown","Declared disabled","110","110","37510","38070"
"In post","2022","Science and Engineering","Unknown","Declared non-disabled","2360","2270","40860","38110"
"In post","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","1040","990","40380","38930"
"In post","2022","Security","Heterosexual / straight","Declared disabled","550","530","31950","29120"
"In post","2022","Security","Heterosexual / straight","Declared non-disabled","4980","4870","31770","28080"
"In post","2022","Security","Heterosexual / straight","Undeclared","360","350","31700","28080"
"In post","2022","Security","Heterosexual / straight","Unknown","720","700","31480","29140"
"In post","2022","Security","LGBO","Declared disabled","40","30","[c]","[c]"
"In post","2022","Security","LGBO","Declared non-disabled","200","200","33610","31990"
"In post","2022","Security","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2022","Security","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Security","Undeclared","Declared disabled","70","70","35790","38440"
"In post","2022","Security","Undeclared","Declared non-disabled","430","410","34210","34580"
"In post","2022","Security","Undeclared","Undeclared","350","340","36510","39070"
"In post","2022","Security","Undeclared","Unknown","110","100","35080","39070"
"In post","2022","Security","Unknown","Declared disabled","40","40","[c]","[c]"
"In post","2022","Security","Unknown","Declared non-disabled","320","310","36670","36650"
"In post","2022","Security","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","1020","1010","32090","28650"
"In post","2022","Social Research","Heterosexual / straight","Declared disabled","90","80","41430","39300"
"In post","2022","Social Research","Heterosexual / straight","Declared non-disabled","690","650","44400","41160"
"In post","2022","Social Research","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Heterosexual / straight","Unknown","150","150","37200","38340"
"In post","2022","Social Research","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","Declared non-disabled","70","70","42140","38050"
"In post","2022","Social Research","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Social Research","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Unknown","150","150","39730","38340"
"In post","2022","Statistics","Heterosexual / straight","Declared disabled","170","160","43700","39100"
"In post","2022","Statistics","Heterosexual / straight","Declared non-disabled","1330","1270","45370","41750"
"In post","2022","Statistics","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"In post","2022","Statistics","Heterosexual / straight","Unknown","170","160","41670","38340"
"In post","2022","Statistics","LGBO","Declared disabled","40","40","[c]","[c]"
"In post","2022","Statistics","LGBO","Declared non-disabled","110","110","41980","38340"
"In post","2022","Statistics","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Undeclared","Declared non-disabled","90","90","43000","39850"
"In post","2022","Statistics","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2022","Statistics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Declared non-disabled","90","80","45120","40520"
"In post","2022","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","260","260","38810","36840"
"In post","2022","Tax","Heterosexual / straight","Declared disabled","1150","1070","36780","33370"
"In post","2022","Tax","Heterosexual / straight","Declared non-disabled","9690","9230","36730","33370"
"In post","2022","Tax","Heterosexual / straight","Undeclared","280","270","36820","33370"
"In post","2022","Tax","Heterosexual / straight","Unknown","390","370","36670","33370"
"In post","2022","Tax","LGBO","Declared disabled","170","160","34330","33080"
"In post","2022","Tax","LGBO","Declared non-disabled","650","630","34170","33080"
"In post","2022","Tax","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2022","Tax","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Undeclared","Declared disabled","150","130","36810","33370"
"In post","2022","Tax","Undeclared","Declared non-disabled","580","540","38310","33430"
"In post","2022","Tax","Undeclared","Undeclared","560","520","41410","37930"
"In post","2022","Tax","Undeclared","Unknown","80","70","39500","35980"
"In post","2022","Tax","Unknown","Declared disabled","110","100","36720","33440"
"In post","2022","Tax","Unknown","Declared non-disabled","680","620","37430","33430"
"In post","2022","Tax","Unknown","Undeclared","60","50","41210","35980"
"In post","2022","Tax","Unknown","Unknown","5020","4800","30270","26820"
"In post","2022","Unknown","Heterosexual / straight","Declared disabled","1800","1720","40220","34600"
"In post","2022","Unknown","Heterosexual / straight","Declared non-disabled","13670","13270","42910","37300"
"In post","2022","Unknown","Heterosexual / straight","Undeclared","430","410","40270","35070"
"In post","2022","Unknown","Heterosexual / straight","Unknown","1890","1810","43920","39660"
"In post","2022","Unknown","LGBO","Declared disabled","420","410","38530","33720"
"In post","2022","Unknown","LGBO","Declared non-disabled","1060","1050","40340","34600"
"In post","2022","Unknown","LGBO","Undeclared","70","70","39810","34590"
"In post","2022","Unknown","LGBO","Unknown","150","140","41930","36130"
"In post","2022","Unknown","Undeclared","Declared disabled","200","190","41770","36760"
"In post","2022","Unknown","Undeclared","Declared non-disabled","860","840","45300","40600"
"In post","2022","Unknown","Undeclared","Undeclared","280","280","43090","38290"
"In post","2022","Unknown","Undeclared","Unknown","190","180","45030","40650"
"In post","2022","Unknown","Unknown","Declared disabled","170","160","34780","30040"
"In post","2022","Unknown","Unknown","Declared non-disabled","1650","1550","40330","35390"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","9410","9170","40610","32000"
"In post","2022","Veterinarian","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Heterosexual / straight","Declared non-disabled","240","230","43700","39910"
"In post","2022","Veterinarian","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Declared non-disabled","100","90","41570","39520"
"Leaver CS","2021","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Declared non-disabled","110","100","37610","33260"
"Leaver CS","2021","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","70","60","35470","32940"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Declared non-disabled","170","160","44530","40000"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","140","140","41720","38220"
"Leaver CS","2021","Economics","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Heterosexual / straight","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Economics","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Declared non-disabled","140","130","42760","39800"
"Leaver CS","2021","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
