"Status","Year","Organisation","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Education and Skills Funding Agency","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","38750","36500"
"In post","2022","Education and Skills Funding Agency","Female","Greater Manchester","130","120","37330","36500"
"In post","2022","Education and Skills Funding Agency","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Inner London - West","160","150","46680","40940"
"In post","2022","Education and Skills Funding Agency","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","South Yorkshire","170","160","37300","36500"
"In post","2022","Education and Skills Funding Agency","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Female","Tees Valley and Durham","100","90","37090","36500"
"In post","2022","Education and Skills Funding Agency","Female","West Midlands","320","310","41200","37100"
"In post","2022","Education and Skills Funding Agency","Female","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Greater Manchester","100","100","39220","36500"
"In post","2022","Education and Skills Funding Agency","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Inner London - West","130","130","52520","53760"
"In post","2022","Education and Skills Funding Agency","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","South Yorkshire","150","140","40570","36780"
"In post","2022","Education and Skills Funding Agency","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Male","Tees Valley and Durham","70","70","38780","36500"
"In post","2022","Education and Skills Funding Agency","Male","West Midlands","240","240","41970","37030"
"In post","2022","Education and Skills Funding Agency","Male","West Yorkshire","30","30","[c]","[c]"
"In post","2022","Education Scotland","Female","Eastern Scotland","80","80","51720","49860"
"In post","2022","Education Scotland","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Female","West Central Scotland","140","140","58240","65280"
"In post","2022","Education Scotland","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Male","West Central Scotland","60","60","57210","57190"
"In post","2022","Estyn","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","East Wales","50","40","50870","44730"
"In post","2022","Estyn","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","East Wales","30","30","[c]","[c]"
"In post","2022","Estyn","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Female","Berkshire, Buckinghamshire and Oxfordshire","260","250","37600","31580"
"In post","2022","FCDO Services","Female","Inner London - West","40","40","[c]","[c]"
"In post","2022","FCDO Services","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Male","Berkshire, Buckinghamshire and Oxfordshire","530","510","39250","37480"
"In post","2022","FCDO Services","Male","Inner London - West","130","120","47820","42680"
"In post","2022","FCDO Services","Male","Overseas","120","120","40500","40330"
"In post","2022","Food Standards Agency","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","East Wales","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Inner London - West","80","80","46760","40650"
"In post","2022","Food Standards Agency","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","North Yorkshire","90","80","35390","31100"
"In post","2022","Food Standards Agency","Female","Northern Ireland","70","70","37400","37350"
"In post","2022","Food Standards Agency","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","West Wales and The Valleys","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","East Anglia","50","50","31940","28520"
"In post","2022","Food Standards Agency","Male","East Wales","40","30","[c]","[c]"
"In post","2022","Food Standards Agency","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Inner London - West","80","80","43290","40960"
"In post","2022","Food Standards Agency","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","North Yorkshire","90","90","38530","37350"
"In post","2022","Food Standards Agency","Male","Northern Ireland","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Male","West Wales and The Valleys","50","40","[c]","[c]"
"In post","2022","Food Standards Agency","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Female","North Eastern Scotland","110","110","35550","31540"
"In post","2022","Food Standards Scotland","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Male","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","Food Standards Scotland","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Male","North Eastern Scotland","100","90","39320","33070"
"In post","2022","Food Standards Scotland","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Berkshire, Buckinghamshire and Oxfordshire","160","160","29930","27050"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Inner London - West","2090","2020","48530","44110"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Overseas","920","920","52390","53470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Southern Scotland","460","440","40850","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Berkshire, Buckinghamshire and Oxfordshire","110","110","35620","27330"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Inner London - West","1800","1790","52280","52430"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Overseas","1160","1160","52510","53610"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Southern Scotland","370","360","42970","39630"
"In post","2022","Forestry and Land Scotland","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Female","Eastern Scotland","150","140","35400","32040"
"In post","2022","Forestry and Land Scotland","Female","Highlands and Islands","140","130","30790","30020"
"In post","2022","Forestry and Land Scotland","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Female","Southern Scotland","50","50","29680","28980"
"In post","2022","Forestry and Land Scotland","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Male","Eastern Scotland","200","190","36540","34220"
"In post","2022","Forestry and Land Scotland","Male","Highlands and Islands","260","250","31570","28980"
"In post","2022","Forestry and Land Scotland","Male","North Eastern Scotland","60","60","31290","28980"
"In post","2022","Forestry and Land Scotland","Male","Southern Scotland","140","140","32030","28980"
"In post","2022","Forestry and Land Scotland","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Female","Inner London - West","80","70","61890","64100"
"In post","2022","Government Actuary's Department","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Male","Inner London - West","130","120","67740","57250"
"In post","2022","Government Internal Audit Agency","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Inner London - West","80","70","49580","47060"
"In post","2022","Government Internal Audit Agency","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Inner London - West","90","90","54140","53070"
"In post","2022","Government Internal Audit Agency","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Female","Inner London - West","1600","1450","54410","51830"
"In post","2022","Government Legal Department","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Female","West Yorkshire","60","50","52030","51520"
"In post","2022","Government Legal Department","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Male","Inner London - West","860","830","54840","52040"
"In post","2022","Government Legal Department","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Female","Inner London - West","40","30","[c]","[c]"
"In post","2022","Government Property Agency","Female","West Midlands","40","40","[c]","[c]"
"In post","2022","Government Property Agency","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Male","Inner London - West","70","70","53440","54700"
"In post","2022","Government Property Agency","Male","West Midlands","40","40","[c]","[c]"
"In post","2022","Government Property Agency","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Derbyshire and Nottinghamshire","170","150","39370","34880"
"In post","2022","Health and Safety Executive","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","East Wales","50","40","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Female","Inner London - East","80","80","44470","43710"
