"Status","Year","Parent_department","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","Male","Declared non-disabled","24210","23360","31930","29740"
"In post","2022","Ministry of Justice","Male","Undeclared","4720","4400","32700","31650"
"In post","2022","Ministry of Justice","Male","Unknown","4510","4350","28400","25830"
"In post","2022","National Crime Agency","Female","Declared disabled","120","110","37170","36310"
"In post","2022","National Crime Agency","Female","Declared non-disabled","700","660","41500","39840"
"In post","2022","National Crime Agency","Female","Unknown","1670","1610","36980","36200"
"In post","2022","National Crime Agency","Male","Declared disabled","130","130","39900","37360"
"In post","2022","National Crime Agency","Male","Declared non-disabled","930","920","45650","43710"
"In post","2022","National Crime Agency","Male","Unknown","1990","1980","41460","39730"
"In post","2022","Northern Ireland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Female","Declared non-disabled","60","60","46160","37680"
"In post","2022","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Male","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Female","Declared disabled","100","100","46280","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Female","Declared non-disabled","1020","970","50490","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Female","Unknown","110","100","44260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Male","Declared disabled","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Male","Declared non-disabled","500","500","53350","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Male","Unknown","50","50","39580","32010"
"In post","2022","Office of Gas and Electricity Markets","Female","Declared disabled","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Female","Declared non-disabled","540","520","42480","36700"
"In post","2022","Office of Gas and Electricity Markets","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Male","Declared disabled","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Male","Declared non-disabled","640","630","44900","38030"
"In post","2022","Office of Gas and Electricity Markets","Male","Unknown","50","50","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Female","Declared non-disabled","120","120","41410","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Male","Declared non-disabled","70","70","49170","43110"
"In post","2022","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Female","Declared non-disabled","130","120","50590","50810"
"In post","2022","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Male","Declared non-disabled","190","180","57240","55700"
"In post","2022","Office of the Secretary of State for Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Female","Declared disabled","1070","1000","36360","31540"
"In post","2022","Scottish Government","Female","Declared non-disabled","6920","6510","38600","33070"
"In post","2022","Scottish Government","Female","Undeclared","220","200","39120","36130"
"In post","2022","Scottish Government","Female","Unknown","5400","5020","34810","30450"
"In post","2022","Scottish Government","Male","Declared disabled","910","880","37000","35000"
"In post","2022","Scottish Government","Male","Declared non-disabled","5070","4970","40360","36130"
"In post","2022","Scottish Government","Male","Undeclared","160","150","41500","37710"
"In post","2022","Scottish Government","Male","Unknown","5600","5350","35560","35000"
"In post","2022","The National Archives","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","Declared non-disabled","200","190","36310","34360"
"In post","2022","The National Archives","Female","Unknown","90","80","34570","30300"
"In post","2022","The National Archives","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Declared non-disabled","160","160","37130","34770"
"In post","2022","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","Unknown","80","80","35710","31680"
"In post","2022","UK Export Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Declared non-disabled","190","180","48180","43000"
"In post","2022","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Declared non-disabled","240","240","56270","50530"
"In post","2022","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","Declared disabled","370","330","33020","30710"
"In post","2022","UK Statistics Authority","Female","Declared non-disabled","1730","1520","34070","30710"
"In post","2022","UK Statistics Authority","Female","Undeclared","80","70","29170","24750"
"In post","2022","UK Statistics Authority","Female","Unknown","1180","1040","30890","30210"
"In post","2022","UK Statistics Authority","Male","Declared disabled","220","200","33050","31320"
"In post","2022","UK Statistics Authority","Male","Declared non-disabled","1200","1100","36680","33210"
"In post","2022","UK Statistics Authority","Male","Undeclared","60","50","31620","30210"
"In post","2022","UK Statistics Authority","Male","Unknown","1030","960","34140","30710"
"In post","2022","UK Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Declared non-disabled","110","110","53830","46000"
"In post","2022","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Declared non-disabled","90","90","55400","51630"
"In post","2022","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Female","Declared disabled","210","190","39090","38160"
"In post","2022","Welsh Government","Female","Declared non-disabled","3040","2810","41030","38160"
"In post","2022","Welsh Government","Female","Undeclared","90","80","41250","38160"
"In post","2022","Welsh Government","Female","Unknown","220","200","38940","35180"
"In post","2022","Welsh Government","Male","Declared disabled","140","140","40600","38160"
"In post","2022","Welsh Government","Male","Declared non-disabled","2000","1950","44100","38160"
"In post","2022","Welsh Government","Male","Undeclared","100","90","44030","41980"
"In post","2022","Welsh Government","Male","Unknown","170","170","40800","34190"
"Leaver CS","2021","Attorney General's Departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Declared non-disabled","160","140","45200","50000"
"Leaver CS","2021","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","Unknown","60","60","44820","51250"
"Leaver CS","2021","Attorney General's Departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Declared non-disabled","110","100","52030","55000"
"Leaver CS","2021","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Declared non-disabled","80","70","44490","34780"
"Leaver CS","2021","Cabinet Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","Unknown","90","90","42200","32000"
"Leaver CS","2021","Cabinet Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Declared non-disabled","80","70","60890","54700"
"Leaver CS","2021","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","Unknown","100","100","47270","33470"
"Leaver CS","2021","Chancellor's other departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Declared non-disabled","110","100","40990","33780"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Unknown","70","70","31330","24980"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Declared non-disabled","180","170","45880","40220"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Unknown","100","100","38260","31500"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Declared non-disabled","130","120","46090","40780"
"Leaver CS","2021","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Declared non-disabled","110","110","43600","40210"
"Leaver CS","2021","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","Unknown","280","260","31950","26420"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","Unknown","240","230","35950","29300"
"Leaver CS","2021","Department for International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Unknown","50","50","29310","18200"
"Leaver CS","2021","Department for International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Declared non-disabled","180","150","27150","21590"
"Leaver CS","2021","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","Unknown","60","50","22630","21590"
"Leaver CS","2021","Department for Transport","Male","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","Declared non-disabled","250","210","34470","26780"
"Leaver CS","2021","Department for Transport","Male","Undeclared","60","50","35820","30780"
"Leaver CS","2021","Department for Transport","Male","Unknown","70","70","29900","26260"
"Leaver CS","2021","Department for Work and Pensions","Female","Declared disabled","420","330","26700","27570"
"Leaver CS","2021","Department for Work and Pensions","Female","Declared non-disabled","1920","1510","26070","25110"
"Leaver CS","2021","Department for Work and Pensions","Female","Undeclared","80","60","27220","25150"
"Leaver CS","2021","Department for Work and Pensions","Female","Unknown","410","390","27230","27570"
"Leaver CS","2021","Department for Work and Pensions","Male","Declared disabled","250","220","26790","26890"
"Leaver CS","2021","Department for Work and Pensions","Male","Declared non-disabled","1100","990","28230","26120"
"Leaver CS","2021","Department for Work and Pensions","Male","Undeclared","60","50","28200","27570"
"Leaver CS","2021","Department for Work and Pensions","Male","Unknown","290","290","27250","27570"
"Leaver CS","2021","Department of Health and Social Care","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","Declared non-disabled","360","320","37150","32330"
"Leaver CS","2021","Department of Health and Social Care","Female","Undeclared","60","50","34120","32420"
"Leaver CS","2021","Department of Health and Social Care","Female","Unknown","190","80","42950","34530"
"Leaver CS","2021","Department of Health and Social Care","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Declared non-disabled","180","150","45670","36580"
"Leaver CS","2021","Department of Health and Social Care","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","90","80","45260","40020"
"Leaver CS","2021","ESTYN","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Declared non-disabled","70","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Declared non-disabled","100","60","46270","41900"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Declared non-disabled","90","70","31830","27130"
"Leaver CS","2021","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Declared non-disabled","60","40","35730","33180"
"Leaver CS","2021","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","Declared disabled","400","310","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","Declared non-disabled","1770","1420","27800","26000"
"Leaver CS","2021","HM Revenue and Customs","Female","Undeclared","200","160","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","Unknown","1080","890","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","Declared disabled","250","210","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","Declared non-disabled","1060","940","33860","26500"
"Leaver CS","2021","HM Revenue and Customs","Male","Undeclared","160","150","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","Unknown","780","720","26560","24500"
"Leaver CS","2021","HM Treasury","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Declared disabled","70","50","28120","25120"
"Leaver CS","2021","Home Office","Female","Declared non-disabled","490","400","28750","25120"
"Leaver CS","2021","Home Office","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Declared disabled","80","70","31330","27240"
"Leaver CS","2021","Home Office","Male","Declared non-disabled","480","430","32370","27370"
"Leaver CS","2021","Home Office","Male","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Declared disabled","150","140","28400","25000"
"Leaver CS","2021","Ministry of Defence","Female","Declared non-disabled","650","590","30010","26580"
"Leaver CS","2021","Ministry of Defence","Female","Undeclared","70","70","29930","26670"
"Leaver CS","2021","Ministry of Defence","Female","Unknown","250","230","30580","28100"
"Leaver CS","2021","Ministry of Defence","Male","Declared disabled","220","210","31930","28830"
"Leaver CS","2021","Ministry of Defence","Male","Declared non-disabled","1190","1140","34100","32350"
"Leaver CS","2021","Ministry of Defence","Male","Undeclared","150","150","34730","33450"
"Leaver CS","2021","Ministry of Defence","Male","Unknown","530","510","31990","29880"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Declared disabled","370","320","24570","20100"
"Leaver CS","2021","Ministry of Justice","Female","Declared non-disabled","1660","1450","25750","21170"
"Leaver CS","2021","Ministry of Justice","Female","Undeclared","270","220","27340","21400"
"Leaver CS","2021","Ministry of Justice","Female","Unknown","670","640","23360","19930"
"Leaver CS","2021","Ministry of Justice","Male","Declared disabled","270","250","24400","20650"
"Leaver CS","2021","Ministry of Justice","Male","Declared non-disabled","1620","1500","28890","21220"
"Leaver CS","2021","Ministry of Justice","Male","Undeclared","360","310","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Unknown","640","620","25290","21030"
"Leaver CS","2021","National Crime Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Unknown","70","70","44190","40710"
"Leaver CS","2021","Northern Ireland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Declared non-disabled","70","60","50510","51360"
"Leaver CS","2021","Office for Standards in Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Declared disabled","[c]","[c]","[c]","[c]"
