"Status","Year","Age","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Security","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Security","Unknown","430","430","27850","26610"
"In post","2022","20-29","Security","White","970","970","28470","26750"
"In post","2022","20-29","Unknown","Asian","660","640","29820","28650"
"In post","2022","20-29","Unknown","Black","180","180","31380","28710"
"In post","2022","20-29","Unknown","Mixed","200","190","33200","28670"
"In post","2022","20-29","Unknown","Other ethnicity","50","50","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","140","130","30110","27570"
"In post","2022","20-29","Unknown","Unknown","3350","3320","29450","27230"
"In post","2022","20-29","Unknown","White","6160","6080","29600","26670"
"In post","2022","30-39","Analysis","Asian","170","170","46690","42350"
"In post","2022","30-39","Analysis","Black","60","60","40040","38250"
"In post","2022","30-39","Analysis","Mixed","60","60","47830","50030"
"In post","2022","30-39","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Undeclared","80","80","44930","47010"
"In post","2022","30-39","Analysis","Unknown","290","280","45530","41750"
"In post","2022","30-39","Analysis","White","1680","1600","46090","42980"
"In post","2022","30-39","Commercial","Asian","90","90","41520","38690"
"In post","2022","30-39","Commercial","Black","40","40","[c]","[c]"
"In post","2022","30-39","Commercial","Mixed","30","30","[c]","[c]"
"In post","2022","30-39","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Undeclared","50","50","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","440","430","55850","56360"
"In post","2022","30-39","Commercial","White","970","930","40060","38180"
"In post","2022","30-39","Communications","Asian","250","250","32500","29200"
"In post","2022","30-39","Communications","Black","60","60","31980","27630"
"In post","2022","30-39","Communications","Mixed","70","60","39120","35250"
"In post","2022","30-39","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Undeclared","50","50","34340","33300"
"In post","2022","30-39","Communications","Unknown","720","700","35290","33080"
"In post","2022","30-39","Communications","White","1540","1490","37830","33370"
"In post","2022","30-39","Counter Fraud","Asian","300","300","32310","31020"
"In post","2022","30-39","Counter Fraud","Black","110","110","31400","31020"
"In post","2022","30-39","Counter Fraud","Mixed","60","60","34530","31020"
"In post","2022","30-39","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Undeclared","100","100","33630","31020"
"In post","2022","30-39","Counter Fraud","Unknown","590","570","32150","30750"
"In post","2022","30-39","Counter Fraud","White","1990","1910","33040","31990"
"In post","2022","30-39","Debt","Asian","160","140","22430","21250"
"In post","2022","30-39","Debt","Black","30","30","[c]","[c]"
"In post","2022","30-39","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","Unknown","320","290","22340","21250"
"In post","2022","30-39","Debt","White","730","660","23730","21260"
"In post","2022","30-39","Digital, Data & Technology","Asian","460","460","42420","40180"
"In post","2022","30-39","Digital, Data & Technology","Black","170","170","40200","36650"
"In post","2022","30-39","Digital, Data & Technology","Mixed","120","120","43290","41750"
"In post","2022","30-39","Digital, Data & Technology","Other ethnicity","30","30","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Undeclared","220","220","42140","40160"
"In post","2022","30-39","Digital, Data & Technology","Unknown","900","880","42570","39530"
"In post","2022","30-39","Digital, Data & Technology","White","3360","3280","41230","38650"
"In post","2022","30-39","Finance","Asian","300","290","39170","36650"
"In post","2022","30-39","Finance","Black","90","90","37040","35590"
"In post","2022","30-39","Finance","Mixed","60","50","42220","37940"
"In post","2022","30-39","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Undeclared","100","90","40890","36570"
"In post","2022","30-39","Finance","Unknown","400","390","39770","36820"
"In post","2022","30-39","Finance","White","1550","1480","40700","36780"
"In post","2022","30-39","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Unknown","220","210","23520","21300"
"In post","2022","30-39","Grants Management","White","200","180","24660","24920"
"In post","2022","30-39","Human Resources","Asian","190","180","35020","32640"
"In post","2022","30-39","Human Resources","Black","90","90","36200","34550"
"In post","2022","30-39","Human Resources","Mixed","70","70","42640","38550"
"In post","2022","30-39","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Undeclared","70","70","36560","33330"
"In post","2022","30-39","Human Resources","Unknown","310","300","37560","33370"
"In post","2022","30-39","Human Resources","White","1890","1790","36920","33080"
"In post","2022","30-39","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","White","80","80","42020","40180"
"In post","2022","30-39","Legal","Asian","330","320","44690","48080"
"In post","2022","30-39","Legal","Black","140","130","39230","37930"
"In post","2022","30-39","Legal","Mixed","90","90","48000","51250"
"In post","2022","30-39","Legal","Other ethnicity","30","30","[c]","[c]"
"In post","2022","30-39","Legal","Undeclared","70","60","49010","51130"
"In post","2022","30-39","Legal","Unknown","330","320","47730","51250"
"In post","2022","30-39","Legal","White","1900","1800","48170","50500"
"In post","2022","30-39","No function","Asian","4850","4560","32030","28310"
"In post","2022","30-39","No function","Black","2080","2010","31570","31030"
"In post","2022","30-39","No function","Mixed","1510","1440","34790","31060"
"In post","2022","30-39","No function","Other ethnicity","350","340","36620","32560"
"In post","2022","30-39","No function","Undeclared","1830","1750","34330","31060"
"In post","2022","30-39","No function","Unknown","10270","9720","31420","27570"
"In post","2022","30-39","No function","White","38480","36330","33120","28550"
"In post","2022","30-39","Project Delivery","Asian","390","380","42060","39830"
"In post","2022","30-39","Project Delivery","Black","160","160","39470","37790"
"In post","2022","30-39","Project Delivery","Mixed","130","130","44490","40520"
"In post","2022","30-39","Project Delivery","Other ethnicity","40","40","[c]","[c]"
"In post","2022","30-39","Project Delivery","Undeclared","190","180","40410","38880"
"In post","2022","30-39","Project Delivery","Unknown","790","780","42830","40520"
"In post","2022","30-39","Project Delivery","White","4330","4180","40930","39730"
"In post","2022","30-39","Property","Asian","90","90","38810","36500"
"In post","2022","30-39","Property","Black","40","40","[c]","[c]"
"In post","2022","30-39","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Undeclared","70","70","37130","32890"
"In post","2022","30-39","Property","Unknown","310","300","32530","29900"
"In post","2022","30-39","Property","White","1010","980","36720","33370"
"In post","2022","30-39","Security","Asian","90","90","38630","35430"
"In post","2022","30-39","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Mixed","30","30","[c]","[c]"
"In post","2022","30-39","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Undeclared","80","80","37280","37640"
"In post","2022","30-39","Security","Unknown","380","380","32530","30450"
"In post","2022","30-39","Security","White","1470","1450","33980","33300"
"In post","2022","30-39","Unknown","Asian","1500","1420","32890","28990"
"In post","2022","30-39","Unknown","Black","430","410","33510","29430"
"In post","2022","30-39","Unknown","Mixed","330","310","37000","33300"
"In post","2022","30-39","Unknown","Other ethnicity","70","70","33990","28990"
"In post","2022","30-39","Unknown","Undeclared","500","480","36810","31560"
"In post","2022","30-39","Unknown","Unknown","2880","2800","35940","31540"
"In post","2022","30-39","Unknown","White","11790","11220","34940","30820"
"In post","2022","40-49","Analysis","Asian","130","120","50470","51210"
"In post","2022","40-49","Analysis","Black","40","40","[c]","[c]"
"In post","2022","40-49","Analysis","Mixed","40","40","[c]","[c]"
"In post","2022","40-49","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Undeclared","60","50","52250","54210"
"In post","2022","40-49","Analysis","Unknown","130","120","47650","46100"
"In post","2022","40-49","Analysis","White","1250","1160","50280","48080"
"In post","2022","40-49","Commercial","Asian","70","70","47860","42470"
"In post","2022","40-49","Commercial","Black","30","30","[c]","[c]"
"In post","2022","40-49","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Undeclared","50","50","42260","39280"
"In post","2022","40-49","Commercial","Unknown","560","550","66350","64500"
"In post","2022","40-49","Commercial","White","980","950","46470","40910"
"In post","2022","40-49","Communications","Asian","150","150","36120","33080"
"In post","2022","40-49","Communications","Black","60","60","32510","26820"
"In post","2022","40-49","Communications","Mixed","40","30","[c]","[c]"
"In post","2022","40-49","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Undeclared","40","40","[c]","[c]"
"In post","2022","40-49","Communications","Unknown","390","370","39010","33230"
"In post","2022","40-49","Communications","White","1210","1150","41330","36970"
"In post","2022","40-49","Counter Fraud","Asian","360","330","31280","29290"
"In post","2022","40-49","Counter Fraud","Black","120","110","31690","31020"
"In post","2022","40-49","Counter Fraud","Mixed","50","40","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Undeclared","230","220","34410","31990"
"In post","2022","40-49","Counter Fraud","Unknown","430","410","33370","31870"
"In post","2022","40-49","Counter Fraud","White","2580","2420","33570","31880"
"In post","2022","40-49","Debt","Asian","160","130","23630","21260"
"In post","2022","40-49","Debt","Black","40","40","[c]","[c]"
"In post","2022","40-49","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","Undeclared","50","50","23420","21260"
"In post","2022","40-49","Debt","Unknown","190","170","23250","21250"
"In post","2022","40-49","Debt","White","830","730","24260","21260"
"In post","2022","40-49","Digital, Data & Technology","Asian","440","430","46670","41750"
"In post","2022","40-49","Digital, Data & Technology","Black","180","180","40730","38830"
"In post","2022","40-49","Digital, Data & Technology","Mixed","80","80","45970","42730"
"In post","2022","40-49","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Undeclared","300","300","43170","40170"
"In post","2022","40-49","Digital, Data & Technology","Unknown","750","730","45450","41460"
"In post","2022","40-49","Digital, Data & Technology","White","4200","4080","44520","40520"
"In post","2022","40-49","Finance","Asian","330","310","41370","37640"
"In post","2022","40-49","Finance","Black","130","120","40680","40050"
"In post","2022","40-49","Finance","Mixed","50","50","[c]","[c]"
"In post","2022","40-49","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Undeclared","130","120","41350","36860"
"In post","2022","40-49","Finance","Unknown","320","310","41370","38400"
"In post","2022","40-49","Finance","White","2200","2090","42820","37930"
"In post","2022","40-49","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Undeclared","30","30","[c]","[c]"
"In post","2022","40-49","Grants Management","Unknown","190","180","24870","21300"
"In post","2022","40-49","Grants Management","White","440","390","26150","24920"
"In post","2022","40-49","Human Resources","Asian","200","190","40900","37000"
"In post","2022","40-49","Human Resources","Black","100","90","38020","35520"
"In post","2022","40-49","Human Resources","Mixed","40","40","[c]","[c]"
"In post","2022","40-49","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Undeclared","80","80","37280","32980"
"In post","2022","40-49","Human Resources","Unknown","240","230","38070","33370"
"In post","2022","40-49","Human Resources","White","2280","2150","41050","36840"
"In post","2022","40-49","Internal Audit","Asian","30","30","[c]","[c]"
"In post","2022","40-49","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","White","130","120","47130","43920"
"In post","2022","40-49","Legal","Asian","380","350","48250","51470"
"In post","2022","40-49","Legal","Black","140","130","45550","49210"
"In post","2022","40-49","Legal","Mixed","90","80","53420","53050"
"In post","2022","40-49","Legal","Other ethnicity","30","30","[c]","[c]"
"In post","2022","40-49","Legal","Undeclared","100","90","51090","53050"
"In post","2022","40-49","Legal","Unknown","360","330","50170","53050"
"In post","2022","40-49","Legal","White","2270","2070","51650","53350"
"In post","2022","40-49","No function","Asian","4570","4160","32700","27980"
"In post","2022","40-49","No function","Black","2170","2070","32490","31060"
"In post","2022","40-49","No function","Mixed","1070","1010","35830","31060"
"In post","2022","40-49","No function","Other ethnicity","380","360","36370","31060"
"In post","2022","40-49","No function","Undeclared","2300","2160","34400","30270"
"In post","2022","40-49","No function","Unknown","6910","6410","32810","27570"
"In post","2022","40-49","No function","White","42450","39320","34220","28010"
"In post","2022","40-49","Project Delivery","Asian","330","320","45060","40580"
"In post","2022","40-49","Project Delivery","Black","210","210","39950","37930"
"In post","2022","40-49","Project Delivery","Mixed","90","90","45980","41920"
"In post","2022","40-49","Project Delivery","Other ethnicity","30","30","[c]","[c]"
"In post","2022","40-49","Project Delivery","Undeclared","320","310","45020","41520"
"In post","2022","40-49","Project Delivery","Unknown","610","580","48870","48080"
"In post","2022","40-49","Project Delivery","White","4680","4500","45650","41000"
"In post","2022","40-49","Property","Asian","130","120","39200","35080"
"In post","2022","40-49","Property","Black","50","50","[c]","[c]"
"In post","2022","40-49","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Property","Undeclared","170","160","36640","33370"
"In post","2022","40-49","Property","Unknown","230","220","34890","29900"
"In post","2022","40-49","Property","White","1490","1450","39650","36500"
"In post","2022","40-49","Security","Asian","90","90","36230","34550"
"In post","2022","40-49","Security","Black","40","40","[c]","[c]"
"In post","2022","40-49","Security","Mixed","30","30","[c]","[c]"
"In post","2022","40-49","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Security","Undeclared","130","120","38400","39070"
"In post","2022","40-49","Security","Unknown","240","240","35940","35790"
"In post","2022","40-49","Security","White","1660","1630","35220","33380"
"In post","2022","40-49","Unknown","Asian","1610","1490","34040","29080"
"In post","2022","40-49","Unknown","Black","540","510","35690","31520"
"In post","2022","40-49","Unknown","Mixed","280","260","40260","35070"
"In post","2022","40-49","Unknown","Other ethnicity","70","60","36520","30920"
"In post","2022","40-49","Unknown","Undeclared","840","800","35960","30980"
"In post","2022","40-49","Unknown","Unknown","2110","2040","39160","33270"
"In post","2022","40-49","Unknown","White","13970","13250","38240","32740"
"In post","2022","50-59","Analysis","Asian","50","50","48630","47250"
"In post","2022","50-59","Analysis","Black","40","40","[c]","[c]"
"In post","2022","50-59","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Analysis","Undeclared","50","50","47760","43810"
"In post","2022","50-59","Analysis","Unknown","70","70","48650","44000"
"In post","2022","50-59","Analysis","White","860","820","50320","47010"
"In post","2022","50-59","Commercial","Asian","40","40","[c]","[c]"
"In post","2022","50-59","Commercial","Black","50","50","43060","38940"
"In post","2022","50-59","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Commercial","Undeclared","70","70","48250","43110"
"In post","2022","50-59","Commercial","Unknown","470","460","68610","64500"
"In post","2022","50-59","Commercial","White","1070","1050","47390","41630"
"In post","2022","50-59","Communications","Asian","50","50","36050","33080"
"In post","2022","50-59","Communications","Black","50","50","37060","33080"
"In post","2022","50-59","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Undeclared","60","60","36470","33370"
"In post","2022","50-59","Communications","Unknown","190","190","37120","33080"
"In post","2022","50-59","Communications","White","960","910","38240","33370"
"In post","2022","50-59","Counter Fraud","Asian","330","310","31210","31020"
"In post","2022","50-59","Counter Fraud","Black","250","240","31410","31020"
"In post","2022","50-59","Counter Fraud","Mixed","70","70","31510","31000"
"In post","2022","50-59","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Undeclared","430","400","33780","31880"
"In post","2022","50-59","Counter Fraud","Unknown","530","500","35880","33370"
"In post","2022","50-59","Counter Fraud","White","4190","3930","33380","29560"
"In post","2022","50-59","Debt","Asian","140","120","24970","25110"
"In post","2022","50-59","Debt","Black","80","70","26330","26180"
"In post","2022","50-59","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","Undeclared","90","90","24740","22080"
"In post","2022","50-59","Debt","Unknown","220","190","23860","21260"
"In post","2022","50-59","Debt","White","1380","1220","24900","21680"
"In post","2022","50-59","Digital, Data & Technology","Asian","200","200","41840","38160"
"In post","2022","50-59","Digital, Data & Technology","Black","180","170","41070","37760"
"In post","2022","50-59","Digital, Data & Technology","Mixed","60","50","45230","40520"
"In post","2022","50-59","Digital, Data & Technology","Other ethnicity","30","30","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Undeclared","430","420","42340","38900"
"In post","2022","50-59","Digital, Data & Technology","Unknown","500","490","44620","40520"
"In post","2022","50-59","Digital, Data & Technology","White","4540","4420","42720","39650"
"In post","2022","50-59","Finance","Asian","210","210","41700","38220"
"In post","2022","50-59","Finance","Black","150","140","42280","38780"
"In post","2022","50-59","Finance","Mixed","40","40","[c]","[c]"
"In post","2022","50-59","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Undeclared","190","180","37800","34650"
"In post","2022","50-59","Finance","Unknown","270","250","40280","36570"
"In post","2022","50-59","Finance","White","2940","2780","40440","35980"
"In post","2022","50-59","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Grants Management","Undeclared","40","30","[c]","[c]"
"In post","2022","50-59","Grants Management","Unknown","150","140","25910","21300"
"In post","2022","50-59","Grants Management","White","370","340","27810","25190"
"In post","2022","50-59","Human Resources","Asian","110","110","39810","34340"
"In post","2022","50-59","Human Resources","Black","120","120","38370","35090"
"In post","2022","50-59","Human Resources","Mixed","50","50","[c]","[c]"
"In post","2022","50-59","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Human Resources","Undeclared","130","130","36110","33300"
"In post","2022","50-59","Human Resources","Unknown","210","200","39880","35980"
"In post","2022","50-59","Human Resources","White","2810","2690","39860","35310"
"In post","2022","50-59","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Internal Audit","White","260","250","50000","47100"
"In post","2022","50-59","Legal","Asian","210","190","46040","48080"
"In post","2022","50-59","Legal","Black","230","220","45400","39740"
"In post","2022","50-59","Legal","Mixed","80","70","53990","57160"
"In post","2022","50-59","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal","Undeclared","110","100","53500","55190"
"In post","2022","50-59","Legal","Unknown","400","370","51330","54770"
"In post","2022","50-59","Legal","White","2410","2240","49510","51940"
"In post","2022","50-59","No function","Asian","3180","2930","32360","28250"
"In post","2022","50-59","No function","Black","3250","3130","32360","30460"
"In post","2022","50-59","No function","Mixed","880","830","33930","30320"
"In post","2022","50-59","No function","Other ethnicity","380","360","36040","31070"
"In post","2022","50-59","No function","Undeclared","3630","3360","32500","28210"
"In post","2022","50-59","No function","Unknown","7040","6500","31590","27570"
"In post","2022","50-59","No function","White","57320","52830","32500","27570"
"In post","2022","50-59","Project Delivery","Asian","240","240","46450","41670"
"In post","2022","50-59","Project Delivery","Black","180","180","42760","38800"
"In post","2022","50-59","Project Delivery","Mixed","90","80","48180","42890"
"In post","2022","50-59","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Project Delivery","Undeclared","490","470","43580","40930"
"In post","2022","50-59","Project Delivery","Unknown","500","490","47430","41470"
"In post","2022","50-59","Project Delivery","White","6350","6150","45500","41080"
"In post","2022","50-59","Property","Asian","110","100","35600","30600"
"In post","2022","50-59","Property","Black","80","80","38510","36540"
"In post","2022","50-59","Property","Mixed","30","30","[c]","[c]"
"In post","2022","50-59","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Undeclared","320","300","38820","34000"
"In post","2022","50-59","Property","Unknown","290","280","35600","29900"
"In post","2022","50-59","Property","White","2460","2390","39710","35260"
"In post","2022","50-59","Security","Asian","70","70","29000","22900"
"In post","2022","50-59","Security","Black","40","40","[c]","[c]"
"In post","2022","50-59","Security","Mixed","30","30","[c]","[c]"
"In post","2022","50-59","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Undeclared","220","220","36890","38570"
"In post","2022","50-59","Security","Unknown","290","280","33160","33300"
"In post","2022","50-59","Security","White","2980","2930","33580","33300"
"In post","2022","50-59","Unknown","Asian","1080","1030","32950","29080"
"In post","2022","50-59","Unknown","Black","800","760","33390","29080"
"In post","2022","50-59","Unknown","Mixed","260","240","34540","29410"
"In post","2022","50-59","Unknown","Other ethnicity","60","50","32670","29080"
"In post","2022","50-59","Unknown","Undeclared","1400","1340","35020","30780"
"In post","2022","50-59","Unknown","Unknown","2120","2020","39100","34600"
"In post","2022","50-59","Unknown","White","17410","16660","35980","30590"
"In post","2022","60-64","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","White","180","160","44540","40250"
"In post","2022","60-64","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","70","60","59310","56430"
"In post","2022","60-64","Commercial","White","240","220","45480","40580"
"In post","2022","60-64","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Unknown","30","30","[c]","[c]"
"In post","2022","60-64","Communications","White","210","180","36520","32040"
"In post","2022","60-64","Counter Fraud","Asian","100","80","30930","28920"
"In post","2022","60-64","Counter Fraud","Black","70","60","29350","27570"
"In post","2022","60-64","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Undeclared","140","100","33370","28920"
"In post","2022","60-64","Counter Fraud","Unknown","130","110","34540","28920"
"In post","2022","60-64","Counter Fraud","White","1220","910","31390","27570"
"In post","2022","60-64","Debt","Asian","60","50","25790","25220"
"In post","2022","60-64","Debt","Black","30","30","[c]","[c]"
"In post","2022","60-64","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Undeclared","40","30","[c]","[c]"
"In post","2022","60-64","Debt","Unknown","70","60","24110","22080"
"In post","2022","60-64","Debt","White","500","380","23990","21690"
"In post","2022","60-64","Digital, Data & Technology","Asian","40","30","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Black","30","30","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Undeclared","90","80","40390","38040"
"In post","2022","60-64","Digital, Data & Technology","Unknown","90","80","42540","36460"
"In post","2022","60-64","Digital, Data & Technology","White","1000","870","39530","35980"
"In post","2022","60-64","Finance","Asian","60","50","39500","36910"
"In post","2022","60-64","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Undeclared","50","40","35000","31990"
"In post","2022","60-64","Finance","Unknown","70","60","31580","27190"
"In post","2022","60-64","Finance","White","650","540","36640","33300"
"In post","2022","60-64","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","Unknown","50","40","[c]","[c]"
"In post","2022","60-64","Grants Management","White","120","90","25670","24920"
"In post","2022","60-64","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Undeclared","40","30","[c]","[c]"
"In post","2022","60-64","Human Resources","Unknown","40","40","[c]","[c]"
