"Status","Year","Sexual_orientation","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","G6/G7","White","1030","930","60670","58240"
"Leaver CS","2021","Heterosexual / straight","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SCS","White","210","190","96890","93400"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Asian","150","140","36990","36670"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Black","90","90","36700","35740"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Mixed","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","SEO/HEO","White","2220","2030","37250","36500"
"Leaver CS","2021","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","White","450","380","38040","36030"
"Leaver CS","2021","LGBO","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","AA/AO","White","290","280","20770","21010"
"Leaver CS","2021","LGBO","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","EO","White","130","120","27050","27570"
"Leaver CS","2021","LGBO","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","G6/G7","White","70","60","59770","58290"
"Leaver CS","2021","LGBO","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","SEO/HEO","White","120","110","36530","36730"
"Leaver CS","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Undeclared","160","140","22880","21010"
"Leaver CS","2021","Undeclared","AA/AO","Unknown","100","80","21460","20850"
"Leaver CS","2021","Undeclared","AA/AO","White","450","370","20990","20940"
"Leaver CS","2021","Undeclared","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Undeclared","110","100","28760","27240"
"Leaver CS","2021","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","White","290","230","27710","27570"
"Leaver CS","2021","Undeclared","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Undeclared","50","50","60950","60640"
"Leaver CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","White","120","110","62290","59590"
"Leaver CS","2021","Undeclared","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Undeclared","160","140","38280","37280"
"Leaver CS","2021","Undeclared","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","White","230","200","38450","37190"
"Leaver CS","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","White","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Asian","180","140","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Black","60","40","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Undeclared","290","230","19770","19130"
"Leaver CS","2021","Unknown","AA/AO","Unknown","2660","2440","21160","21010"
"Leaver CS","2021","Unknown","AA/AO","White","2350","1840","21290","20830"
"Leaver CS","2021","Unknown","EO","Asian","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Undeclared","170","140","27430","27570"
"Leaver CS","2021","Unknown","EO","Unknown","1320","1180","27190","27570"
"Leaver CS","2021","Unknown","EO","White","1270","1000","27690","27570"
"Leaver CS","2021","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","500","430","60350","57910"
"Leaver CS","2021","Unknown","G6/G7","White","440","370","61040","58140"
"Leaver CS","2021","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","100","80","99060","86750"
"Leaver CS","2021","Unknown","SCS","White","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","180","160","35120","34880"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","950","860","36010","35110"
"Leaver CS","2021","Unknown","SEO/HEO","White","1110","950","37880","37130"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","630","590","34750","32400"
"Leaver CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Asian","550","510","21940","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Black","320","300","22610","22480"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Mixed","210","200","21610","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Undeclared","90","80","22080","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Unknown","110","100","23350","21290"
"Leaver CS","2022","Heterosexual / straight","AA/AO","White","7590","6780","21700","21260"
"Leaver CS","2022","Heterosexual / straight","EO","Asian","560","530","28210","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Black","410","390","29150","29290"
"Leaver CS","2022","Heterosexual / straight","EO","Mixed","200","190","27970","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Other ethnicity","60","60","29040","29290"
"Leaver CS","2022","Heterosexual / straight","EO","Undeclared","60","50","28570","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","White","4800","4250","27620","27570"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Asian","170","160","59240","57170"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Black","100","90","57540","54270"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Mixed","60","60","60120","58290"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","White","2010","1830","60250","57680"
"Leaver CS","2022","Heterosexual / straight","SCS","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","White","350","320","96000","92900"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Asian","400","370","37100","36780"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Black","250","240","37440","36380"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Mixed","130","120","37410","37190"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","White","4160","3810","37560","36810"
"Leaver CS","2022","Heterosexual / straight","Unknown","Asian","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Black","80","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","White","970","860","38040","34310"
"Leaver CS","2022","LGBO","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","AA/AO","White","630","610","21400","21260"
"Leaver CS","2022","LGBO","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","EO","White","430","410","27420","27570"
"Leaver CS","2022","LGBO","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","G6/G7","White","140","130","60910","57540"
"Leaver CS","2022","LGBO","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","SEO/HEO","White","290","280","36510","36330"
"Leaver CS","2022","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","White","80","80","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","Undeclared","270","240","22600","21260"
"Leaver CS","2022","Undeclared","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","AA/AO","White","650","530","21660","21260"
"Leaver CS","2022","Undeclared","EO","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","Undeclared","230","190","28410","27570"
"Leaver CS","2022","Undeclared","EO","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","EO","White","500","420","27610","27570"
"Leaver CS","2022","Undeclared","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","Undeclared","110","110","58870","57110"
"Leaver CS","2022","Undeclared","G6/G7","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","G6/G7","White","190","170","60940","58190"
"Leaver CS","2022","Undeclared","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","Undeclared","270","250","38590","38110"
"Leaver CS","2022","Undeclared","SEO/HEO","Unknown","200","40","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO/HEO","White","400","360","38080","37520"
"Leaver CS","2022","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","White","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Asian","240","200","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Black","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Undeclared","210","160","21020","20430"
"Leaver CS","2022","Unknown","AA/AO","Unknown","3920","3650","21630","21260"
"Leaver CS","2022","Unknown","AA/AO","White","2240","1760","22030","21260"
"Leaver CS","2022","Unknown","EO","Asian","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Black","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Undeclared","160","130","27900","27570"
"Leaver CS","2022","Unknown","EO","Unknown","1660","1570","27260","27570"
"Leaver CS","2022","Unknown","EO","White","1040","810","27960","27570"
"Leaver CS","2022","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","630","590","60690","57430"
"Leaver CS","2022","Unknown","G6/G7","White","520","440","59920","59000"
"Leaver CS","2022","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Unknown","90","90","107180","95140"
"Leaver CS","2022","Unknown","SCS","White","100","70","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Asian","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Black","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","150","140","35870","34530"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","1300","1210","36770","36130"
"Leaver CS","2022","Unknown","SEO/HEO","White","920","750","38100","37290"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","860","760","36370","33420"
"Leaver CS","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Asian","130","120","21440","20920"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Black","60","60","21950","21300"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","AA/AO","White","660","620","20910","21010"
"Leaver Dept.","2021","Heterosexual / straight","EO","Asian","210","200","27480","27570"
"Leaver Dept.","2021","Heterosexual / straight","EO","Black","120","120","27420","27570"
