"Status","Year","Sex","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Veterinarian","Declared non-disabled","170","160","44260","40810"
"In post","2022","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Declared disabled","250","240","39140","36500"
"In post","2022","Male","Commercial","Declared non-disabled","1790","1760","42080","38800"
"In post","2022","Male","Commercial","Undeclared","180","170","44270","41500"
"In post","2022","Male","Commercial","Unknown","590","580","40300","38260"
"In post","2022","Male","Communications","Declared disabled","120","120","37320","34360"
"In post","2022","Male","Communications","Declared non-disabled","1060","1040","43000","39580"
"In post","2022","Male","Communications","Undeclared","80","80","40200","37800"
"In post","2022","Male","Communications","Unknown","430","420","43630","40000"
"In post","2022","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","Declared non-disabled","60","60","57180","48090"
"In post","2022","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Declared disabled","370","340","28390","27570"
"In post","2022","Male","Counter Fraud","Declared non-disabled","1990","1870","30530","27570"
"In post","2022","Male","Counter Fraud","Undeclared","150","140","30200","27570"
"In post","2022","Male","Counter Fraud","Unknown","170","160","35080","31000"
"In post","2022","Male","Digital, Data and Technology","Declared disabled","1040","1010","40860","36970"
"In post","2022","Male","Digital, Data and Technology","Declared non-disabled","8340","8220","43170","40060"
"In post","2022","Male","Digital, Data and Technology","Undeclared","800","790","41740","38460"
"In post","2022","Male","Digital, Data and Technology","Unknown","2830","2800","42490","38550"
"In post","2022","Male","Economics","Declared disabled","70","70","47860","41840"
"In post","2022","Male","Economics","Declared non-disabled","850","840","49500","51210"
"In post","2022","Male","Economics","Undeclared","70","70","45630","40370"
"In post","2022","Male","Economics","Unknown","330","320","44350","37930"
"In post","2022","Male","Finance","Declared disabled","460","440","40040","36050"
"In post","2022","Male","Finance","Declared non-disabled","3750","3700","43620","40000"
"In post","2022","Male","Finance","Undeclared","340","330","41970","39740"
"In post","2022","Male","Finance","Unknown","890","880","40810","37000"
"In post","2022","Male","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Declared non-disabled","180","180","32140","33290"
"In post","2022","Male","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","Unknown","100","100","31220","29290"
"In post","2022","Male","Human Resources","Declared disabled","370","360","40210","36190"
"In post","2022","Male","Human Resources","Declared non-disabled","1880","1840","40610","36740"
"In post","2022","Male","Human Resources","Undeclared","150","140","39120","35590"
"In post","2022","Male","Human Resources","Unknown","440","430","37330","33300"
"In post","2022","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Inspector of Education and Training","Declared non-disabled","230","230","73150","75500"
"In post","2022","Male","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Intelligence Analysis","Declared disabled","150","140","35260","33080"
"In post","2022","Male","Intelligence Analysis","Declared non-disabled","1220","1190","35090","31810"
"In post","2022","Male","Intelligence Analysis","Undeclared","160","160","36100","33330"
"In post","2022","Male","Intelligence Analysis","Unknown","220","220","35780","33300"
"In post","2022","Male","Internal Audit","Declared disabled","40","40","[c]","[c]"
"In post","2022","Male","Internal Audit","Declared non-disabled","280","270","47750","45390"
"In post","2022","Male","Internal Audit","Undeclared","30","30","[c]","[c]"
"In post","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","International Trade","Declared disabled","60","60","49820","51710"
"In post","2022","Male","International Trade","Declared non-disabled","510","500","48110","47070"
"In post","2022","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","International Trade","Unknown","290","290","47010","41280"
"In post","2022","Male","Knowledge and Information Management","Declared disabled","130","130","36730","33220"
"In post","2022","Male","Knowledge and Information Management","Declared non-disabled","730","720","36720","33570"
"In post","2022","Male","Knowledge and Information Management","Undeclared","80","80","38650","32750"
"In post","2022","Male","Knowledge and Information Management","Unknown","130","120","37340","33300"
"In post","2022","Male","Legal","Declared disabled","410","390","49450","50510"
"In post","2022","Male","Legal","Declared non-disabled","3430","3330","49820","50500"
"In post","2022","Male","Legal","Undeclared","300","290","45400","40180"
"In post","2022","Male","Legal","Unknown","1080","1060","43640","39540"
"In post","2022","Male","Medicine","Declared disabled","40","40","[c]","[c]"
"In post","2022","Male","Medicine","Declared non-disabled","430","390","63590","61440"
"In post","2022","Male","Medicine","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","Medicine","Unknown","250","230","70130","66570"
"In post","2022","Male","Operational Delivery","Declared disabled","11360","10670","28530","27570"
"In post","2022","Male","Operational Delivery","Declared non-disabled","67040","64420","29930","27570"
"In post","2022","Male","Operational Delivery","Undeclared","7710","7240","30520","29730"
"In post","2022","Male","Operational Delivery","Unknown","18780","18040","29850","26820"
"In post","2022","Male","Operational Research","Declared disabled","50","50","44730","41320"
"In post","2022","Male","Operational Research","Declared non-disabled","540","530","46400","47010"
"In post","2022","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Operational Research","Unknown","80","70","42420","39040"
"In post","2022","Male","Other","Declared disabled","1330","1280","29200","27040"
"In post","2022","Male","Other","Declared non-disabled","8520","8350","32030","27570"
"In post","2022","Male","Other","Undeclared","860","830","29330","26670"
"In post","2022","Male","Other","Unknown","3600","3560","35170","32670"
"In post","2022","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Declared non-disabled","100","90","46540","41500"
"In post","2022","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Declared non-disabled","170","150","56950","58810"
"In post","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectors","Unknown","50","40","[c]","[c]"
"In post","2022","Male","Policy","Declared disabled","1290","1270","46130","40740"
"In post","2022","Male","Policy","Declared non-disabled","10320","10180","49520","48770"
"In post","2022","Male","Policy","Undeclared","890","880","48380","45260"
"In post","2022","Male","Policy","Unknown","2540","2520","46580","41990"
"In post","2022","Male","Project Delivery","Declared disabled","620","600","42330","40180"
"In post","2022","Male","Project Delivery","Declared non-disabled","5600","5490","45800","41330"
"In post","2022","Male","Project Delivery","Undeclared","430","420","44980","41310"
"In post","2022","Male","Project Delivery","Unknown","1080","1070","45710","41000"
"In post","2022","Male","Property","Declared disabled","320","310","37530","33310"
"In post","2022","Male","Property","Declared non-disabled","3080","2990","40410","36630"
"In post","2022","Male","Property","Undeclared","340","330","40260","36900"
"In post","2022","Male","Property","Unknown","740","730","35660","32890"
"In post","2022","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Declared non-disabled","130","130","38160","31180"
"In post","2022","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Science and Engineering","Declared disabled","660","640","37590","37220"
"In post","2022","Male","Science and Engineering","Declared non-disabled","7310","7130","39680","38070"
"In post","2022","Male","Science and Engineering","Undeclared","560","540","37870","35240"
"In post","2022","Male","Science and Engineering","Unknown","1060","1040","40290","38930"
"In post","2022","Male","Security","Declared disabled","510","490","32770","31230"
"In post","2022","Male","Security","Declared non-disabled","4460","4380","31980","28080"
"In post","2022","Male","Security","Undeclared","620","610","34350","36480"
"In post","2022","Male","Security","Unknown","1550","1530","31900","28890"
"In post","2022","Male","Social Research","Declared disabled","40","40","[c]","[c]"
"In post","2022","Male","Social Research","Declared non-disabled","250","240","45750","41340"
"In post","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Social Research","Unknown","100","100","38740","38340"
"In post","2022","Male","Statistics","Declared disabled","120","120","41950","38340"
"In post","2022","Male","Statistics","Declared non-disabled","890","880","44880","40520"
"In post","2022","Male","Statistics","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","Statistics","Unknown","230","230","40380","38000"
"In post","2022","Male","Tax","Declared disabled","750","710","37140","33370"
"In post","2022","Male","Tax","Declared non-disabled","6000","5820","37760","33370"
"In post","2022","Male","Tax","Undeclared","560","540","41050","35980"
"In post","2022","Male","Tax","Unknown","3000","2920","31980","28920"
"In post","2022","Male","Unknown","Declared disabled","1110","1090","40550","34550"
"In post","2022","Male","Unknown","Declared non-disabled","8030","7930","43830","37300"
"In post","2022","Male","Unknown","Undeclared","380","370","42810","39580"
"In post","2022","Male","Unknown","Unknown","5450","5370","42330","33370"
"In post","2022","Male","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Declared non-disabled","150","150","44920","44780"
"In post","2022","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Declared non-disabled","70","60","37810","35860"
"Leaver CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Communications","Unknown","50","50","34600","32940"
"Leaver CS","2021","Female","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Declared non-disabled","70","60","40540","37060"
"Leaver CS","2021","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Declared non-disabled","80","80","39980","34860"
"Leaver CS","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Declared non-disabled","120","110","37370","32460"
"Leaver CS","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Human Resources","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inspector of Education and Training","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Female","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Declared non-disabled","50","50","33150","30460"
"Leaver CS","2021","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Declared non-disabled","160","130","52620","51390"
"Leaver CS","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Declared non-disabled","110","90","46650","36330"
"Leaver CS","2021","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicine","Unknown","60","50","44950","31370"
"Leaver CS","2021","Female","Operational Delivery","Declared disabled","470","390","25150","21430"
"Leaver CS","2021","Female","Operational Delivery","Declared non-disabled","2280","1950","26450","22350"
"Leaver CS","2021","Female","Operational Delivery","Undeclared","270","220","26940","22450"
"Leaver CS","2021","Female","Operational Delivery","Unknown","1140","1050","25960","21870"
"Leaver CS","2021","Female","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Declared disabled","80","70","27250","21580"
"Leaver CS","2021","Female","Other","Declared non-disabled","310","280","27180","21580"
"Leaver CS","2021","Female","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","Unknown","160","150","30360","28650"
"Leaver CS","2021","Female","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Female","Policy","Declared non-disabled","220","200","46420","40780"
"Leaver CS","2021","Female","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","Unknown","140","140","37790","32650"
"Leaver CS","2021","Female","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Declared non-disabled","130","120","39550","33850"
"Leaver CS","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Declared non-disabled","70","60","32380","26210"
"Leaver CS","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Property","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Declared non-disabled","170","160","31140","28380"
"Leaver CS","2021","Female","Science and Engineering","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","Unknown","90","80","33260","28660"
"Leaver CS","2021","Female","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Declared disabled","890","690","26830","26890"
"Leaver CS","2021","Female","Unknown","Declared non-disabled","4180","3330","27600","25120"
"Leaver CS","2021","Female","Unknown","Undeclared","340","280","29050","26890"
"Leaver CS","2021","Female","Unknown","Unknown","1810","1490","31520","27570"
"Leaver CS","2021","Female","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Declared non-disabled","70","60","43130","40250"
"Leaver CS","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Declared non-disabled","60","60","37410","32700"
"Leaver CS","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Declared non-disabled","160","150","44730","40290"
"Leaver CS","2021","Male","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","Unknown","120","110","41650","38450"
"Leaver CS","2021","Male","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Economics","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Economics","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Declared non-disabled","90","90","46640","44790"
"Leaver CS","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Declared non-disabled","70","60","40790","36820"
"Leaver CS","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Declared non-disabled","120","100","56750","55610"
"Leaver CS","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Male","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Medicine","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Delivery","Declared disabled","370","330","28630","25310"
"Leaver CS","2021","Male","Operational Delivery","Declared non-disabled","2200","1990","30530","25880"
"Leaver CS","2021","Male","Operational Delivery","Undeclared","390","330","30830","26780"
"Leaver CS","2021","Male","Operational Delivery","Unknown","1130","1070","28950","24250"
"Leaver CS","2021","Male","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","Declared disabled","80","80","29460","27340"
"Leaver CS","2021","Male","Other","Declared non-disabled","440","430","31560","29930"
"Leaver CS","2021","Male","Other","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Male","Other","Unknown","320","320","32700","29930"
"Leaver CS","2021","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Declared non-disabled","220","210","51330","46200"
"Leaver CS","2021","Male","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","Unknown","150","150","43950","38750"
"Leaver CS","2021","Male","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Declared non-disabled","160","160","45910","40000"
"Leaver CS","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Declared non-disabled","180","160","35180","33250"
"Leaver CS","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Property","Unknown","70","60","27870","25500"
"Leaver CS","2021","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Declared non-disabled","300","280","33930","31950"
"Leaver CS","2021","Male","Science and Engineering","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Unknown","90","90","33460","28540"
"Leaver CS","2021","Male","Security","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Male","Security","Declared non-disabled","180","170","30670","27250"
"Leaver CS","2021","Male","Security","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Male","Security","Unknown","100","100","28240","24610"
"Leaver CS","2021","Male","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
