"Status","Year","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Human Resources","White","440","400","36330","31890"
"Leaver CS","2022","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","White","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Asian","60","60","39670","37620"
"Leaver CS","2022","Legal","Black","30","30","[c]","[c]"
"Leaver CS","2022","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","80","80","46690","50120"
"Leaver CS","2022","Legal","White","500","450","47500","50500"
"Leaver CS","2022","No function","Asian","1310","1210","32430","27570"
"Leaver CS","2022","No function","Black","960","910","31130","29290"
"Leaver CS","2022","No function","Mixed","560","530","30020","27570"
"Leaver CS","2022","No function","Other ethnicity","170","160","34460","31060"
"Leaver CS","2022","No function","Undeclared","850","740","33050","27570"
"Leaver CS","2022","No function","Unknown","4660","4210","29530","25120"
"Leaver CS","2022","No function","White","15950","14140","31710","27570"
"Leaver CS","2022","Project Delivery","Asian","50","50","43120","36740"
"Leaver CS","2022","Project Delivery","Black","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","70","60","40990","38780"
"Leaver CS","2022","Project Delivery","Unknown","200","190","37650","33930"
"Leaver CS","2022","Project Delivery","White","920","860","39210","35630"
"Leaver CS","2022","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","50","50","33690","27000"
"Leaver CS","2022","Property","Unknown","130","110","27460","22040"
"Leaver CS","2022","Property","White","390","350","34330","30000"
"Leaver CS","2022","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Security","Unknown","150","140","29280","26670"
"Leaver CS","2022","Security","White","590","560","32800","32000"
"Leaver CS","2022","Unknown","Asian","590","500","30050","27570"
"Leaver CS","2022","Unknown","Black","260","220","30930","28670"
"Leaver CS","2022","Unknown","Mixed","150","130","31550","27570"
"Leaver CS","2022","Unknown","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","460","390","31940","29080"
"Leaver CS","2022","Unknown","Unknown","3030","2690","31070","27570"
"Leaver CS","2022","Unknown","White","6940","5880","32090","26670"
"Leaver Dept.","2021","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","170","170","41430","36030"
"Leaver Dept.","2021","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","White","80","80","41130","40580"
"Leaver Dept.","2021","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","60","60","40480","38810"
"Leaver Dept.","2021","Communications","White","110","110","43100","38320"
"Leaver Dept.","2021","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","50","50","48120","47960"
"Leaver Dept.","2021","Digital, Data & Technology","White","130","120","45950","40600"
"Leaver Dept.","2021","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","White","110","110","45420","43250"
"Leaver Dept.","2021","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","80","80","41660","37360"
"Leaver Dept.","2021","Human Resources","White","310","300","38310","32960"
"Leaver Dept.","2021","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","60","50","41140","35230"
"Leaver Dept.","2021","Legal","White","120","120","45390","44680"
"Leaver Dept.","2021","No function","Asian","290","290","33340","31230"
"Leaver Dept.","2021","No function","Black","150","140","33210","32560"
"Leaver Dept.","2021","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Mixed","130","130","40070","33690"
"Leaver Dept.","2021","No function","Other ethnicity","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","160","160","36360","32700"
"Leaver Dept.","2021","No function","Unknown","1330","1300","36730","32000"
"Leaver Dept.","2021","No function","White","1920","1860","39880","33570"
"Leaver Dept.","2021","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","80","80","42760","38600"
"Leaver Dept.","2021","Project Delivery","White","370","360","40760","34590"
"Leaver Dept.","2021","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Property","White","70","70","38370","33100"
"Leaver Dept.","2021","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","480","450","33000","30210"
"Leaver Dept.","2021","Unknown","Black","230","210","32700","29120"
"Leaver Dept.","2021","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","130","120","36120","31210"
"Leaver Dept.","2021","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","170","160","33570","29640"
"Leaver Dept.","2021","Unknown","Unknown","1270","1020","36080","32120"
"Leaver Dept.","2021","Unknown","White","3040","2790","34760","29290"
"Leaver Dept.","2022","Analysis","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","150","30","[c]","[c]"
"Leaver Dept.","2022","Analysis","White","270","250","42440","38020"
"Leaver Dept.","2022","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","180","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","220","200","43310","40040"
"Leaver Dept.","2022","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","150","60","[c]","[c]"
"Leaver Dept.","2022","Communications","White","250","230","43440","37850"
"Leaver Dept.","2022","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","100","100","32210","27570"
"Leaver Dept.","2022","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","White","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Asian","90","90","42310","37430"
"Leaver Dept.","2022","Digital, Data & Technology","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","160","70","41060","38650"
"Leaver Dept.","2022","Digital, Data & Technology","White","410","400","42270","38000"
"Leaver Dept.","2022","Finance","Asian","70","70","39170","36810"
"Leaver Dept.","2022","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","150","30","[c]","[c]"
"Leaver Dept.","2022","Finance","White","290","270","42380","37590"
"Leaver Dept.","2022","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","60","60","33300","32000"
"Leaver Dept.","2022","Human Resources","Black","60","60","35720","32330"
"Leaver Dept.","2022","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","100","60","37180","31990"
"Leaver Dept.","2022","Human Resources","White","490","470","38770","32330"
"Leaver Dept.","2022","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","60","50","48370","52560"
"Leaver Dept.","2022","Legal","White","110","110","45960","50500"
"Leaver Dept.","2022","No function","Asian","1630","1530","36170","30710"
"Leaver Dept.","2022","No function","Black","850","800","36190","31060"
"Leaver Dept.","2022","No function","Mixed","420","400","37340","32330"
"Leaver Dept.","2022","No function","Other ethnicity","130","120","41130","33300"
"Leaver Dept.","2022","No function","Undeclared","710","660","42330","37480"
"Leaver Dept.","2022","No function","Unknown","2240","1850","36430","32000"
"Leaver Dept.","2022","No function","White","8790","8220","39420","33210"
"Leaver Dept.","2022","Project Delivery","Asian","50","50","40240","36920"
"Leaver Dept.","2022","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","70","60","44500","39300"
"Leaver Dept.","2022","Project Delivery","White","490","480","39320","35370"
"Leaver Dept.","2022","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","White","110","100","40400","34770"
"Leaver Dept.","2022","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","100","100","38160","34590"
"Leaver Dept.","2022","Unknown","Asian","360","330","33170","28850"
"Leaver Dept.","2022","Unknown","Black","140","130","35740","35050"
"Leaver Dept.","2022","Unknown","Mixed","100","80","34460","31140"
"Leaver Dept.","2022","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","120","100","35620","32560"
"Leaver Dept.","2022","Unknown","Unknown","930","760","35810","31060"
"Leaver Dept.","2022","Unknown","White","2070","1840","36130","29080"
"New entrant CS","2021","Analysis","Asian","80","80","32520","31810"
"New entrant CS","2021","Analysis","Black","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","300","300","35630","32540"
"New entrant CS","2021","Analysis","White","720","710","33870","31920"
"New entrant CS","2021","Commercial","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","350","340","63250","67500"
"New entrant CS","2021","Commercial","White","320","320","35530","33000"
"New entrant CS","2021","Communications","Asian","60","60","29770","25750"
"New entrant CS","2021","Communications","Black","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","660","660","29860","25560"
"New entrant CS","2021","Communications","White","520","510","31270","25560"
"New entrant CS","2021","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","80","80","28690","25560"
"New entrant CS","2021","Counter Fraud","White","100","100","31920","29570"
"New entrant CS","2021","Debt","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","650","640","20420","20140"
"New entrant CS","2021","Debt","White","240","240","20590","20140"
"New entrant CS","2021","Digital, Data & Technology","Asian","160","160","40270","35970"
"New entrant CS","2021","Digital, Data & Technology","Black","70","70","39320","38630"
"New entrant CS","2021","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","660","650","39700","36030"
"New entrant CS","2021","Digital, Data & Technology","White","860","850","39780","36500"
"New entrant CS","2021","Finance","Asian","70","70","35350","33760"
"New entrant CS","2021","Finance","Black","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","240","230","33270","32790"
"New entrant CS","2021","Finance","White","380","370","35980","31900"
"New entrant CS","2021","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","70","60","32630","28680"
"New entrant CS","2021","Human Resources","Black","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","180","180","32190","28000"
"New entrant CS","2021","Human Resources","White","550","520","32240","28000"
"New entrant CS","2021","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","130","130","36460","33550"
"New entrant CS","2021","Legal","Black","60","50","32190","26950"
"New entrant CS","2021","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","370","360","31790","26410"
"New entrant CS","2021","Legal","White","780","750","36880","36160"
"New entrant CS","2021","No function","Asian","1060","1010","28870","26130"
"New entrant CS","2021","No function","Black","730","690","29520","26810"
"New entrant CS","2021","No function","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","No function","Mixed","490","470","29330","26880"
"New entrant CS","2021","No function","Other ethnicity","100","100","30200","26880"
"New entrant CS","2021","No function","Undeclared","400","370","30800","27500"
