"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Property","Greater Manchester","130","130","37980","33310"
"In post","2022","Female","Property","Hampshire and Isle of Wight","150","140","33630","33300"
"In post","2022","Female","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Inner London - East","170","160","41970","36130"
"In post","2022","Female","Property","Inner London - West","280","270","45770","41750"
"In post","2022","Female","Property","Kent","40","40","[c]","[c]"
"In post","2022","Female","Property","Lancashire","70","60","36130","32440"
"In post","2022","Female","Property","Leicestershire, Rutland and Northamptonshire","60","60","23580","19050"
"In post","2022","Female","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Merseyside","100","90","33970","31000"
"In post","2022","Female","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","North Yorkshire","70","70","34800","33300"
"In post","2022","Female","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Northumberland, and Tyne and Wear","130","120","32540","31900"
"In post","2022","Female","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Outer London - South","130","120","40640","36870"
"In post","2022","Female","Property","Outer London - West and North West","130","120","33370","30600"
"In post","2022","Female","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Shropshire and Staffordshire","140","130","34730","33000"
"In post","2022","Female","Property","South Yorkshire","80","70","36720","32890"
"In post","2022","Female","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","Surrey, East and West Sussex","80","70","36860","32560"
"In post","2022","Female","Property","Tees Valley and Durham","280","270","26220","22040"
"In post","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Property","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Female","Property","West Midlands","160","150","35150","32000"
"In post","2022","Female","Property","West Wales and The Valleys","80","70","30800","30450"
"In post","2022","Female","Property","West Yorkshire","200","180","36570","33370"
"In post","2022","Female","Security","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2022","Female","Security","Berkshire, Buckinghamshire and Oxfordshire","190","180","31810","29760"
"In post","2022","Female","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Devon","70","60","26610","25000"
"In post","2022","Female","Security","Dorset and Somerset","40","40","[c]","[c]"
"In post","2022","Female","Security","East Anglia","210","210","30620","29400"
"In post","2022","Female","Security","East Wales","40","40","[c]","[c]"
"In post","2022","Female","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Gloucestershire, Wiltshire and Bath/Bristol area","160","160","30720","29230"
"In post","2022","Female","Security","Greater Manchester","50","50","35930","33300"
"In post","2022","Female","Security","Hampshire and Isle of Wight","160","150","29420","26670"
"In post","2022","Female","Security","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2022","Female","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Inner London - East","70","60","40150","40990"
"In post","2022","Female","Security","Inner London - West","520","510","42640","38860"
"In post","2022","Female","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Lincolnshire","30","30","[c]","[c]"
"In post","2022","Female","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","North Yorkshire","290","270","29630","26670"
"In post","2022","Female","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Outer London - West and North West","90","90","31700","29250"
"In post","2022","Female","Security","Overseas","40","40","[c]","[c]"
"In post","2022","Female","Security","Shropshire and Staffordshire","60","50","33120","33000"
"In post","2022","Female","Security","South Yorkshire","50","40","[c]","[c]"
"In post","2022","Female","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","West Central Scotland","220","200","30410","26670"
"In post","2022","Female","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Bedfordshire and Hertfordshire","280","260","32000","26910"
"In post","2022","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","760","720","30950","26670"
"In post","2022","Female","Unknown","Cheshire","80","70","29010","22830"
"In post","2022","Female","Unknown","Cornwall and Isles of Scilly","120","100","27330","21830"
"In post","2022","Female","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Derbyshire and Nottinghamshire","190","180","32930","27250"
"In post","2022","Female","Unknown","Devon","340","310","28400","23280"
"In post","2022","Female","Unknown","Dorset and Somerset","280","260","26940","22080"
"In post","2022","Female","Unknown","East Anglia","960","870","25470","21680"
"In post","2022","Female","Unknown","East Wales","2430","2240","39540","38160"
"In post","2022","Female","Unknown","East Yorkshire and Northern Lincolnshire","230","220","25530","24890"
"In post","2022","Female","Unknown","Eastern Scotland","5170","4870","41100","36130"
"In post","2022","Female","Unknown","Essex","460","420","27900","25510"
"In post","2022","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1260","1170","30270","26670"
"In post","2022","Female","Unknown","Greater Manchester","820","780","31310","27370"
"In post","2022","Female","Unknown","Hampshire and Isle of Wight","1320","1240","30520","26670"
"In post","2022","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","170","160","26160","21680"
"In post","2022","Female","Unknown","Highlands and Islands","450","430","30400","27830"
"In post","2022","Female","Unknown","Inner London - East","240","220","34870","30460"
"In post","2022","Female","Unknown","Inner London - West","3690","3540","46240","41970"
"In post","2022","Female","Unknown","Kent","1140","1010","27290","25310"
"In post","2022","Female","Unknown","Lancashire","260","240","31120","26670"
"In post","2022","Female","Unknown","Leicestershire, Rutland and Northamptonshire","200","180","27630","25310"
"In post","2022","Female","Unknown","Lincolnshire","380","350","25570","21380"
"In post","2022","Female","Unknown","Merseyside","3400","3050","26460","24890"
"In post","2022","Female","Unknown","North Eastern Scotland","370","350","35000","31540"
"In post","2022","Female","Unknown","North Yorkshire","420","390","28520","22330"
"In post","2022","Female","Unknown","Northern Ireland","480","440","26690","24880"
"In post","2022","Female","Unknown","Northumberland, and Tyne and Wear","350","330","28040","25260"
"In post","2022","Female","Unknown","Outer London - East and North East","60","60","34410","29250"
"In post","2022","Female","Unknown","Outer London - South","3190","2960","37340","35050"
"In post","2022","Female","Unknown","Outer London - West and North West","1450","1300","31490","29080"
"In post","2022","Female","Unknown","Overseas","410","400","42500","40170"
"In post","2022","Female","Unknown","Shropshire and Staffordshire","530","500","30980","26670"
"In post","2022","Female","Unknown","South Yorkshire","1510","1340","29120","25040"
"In post","2022","Female","Unknown","Southern Scotland","520","470","30390","27570"
"In post","2022","Female","Unknown","Surrey, East and West Sussex","610","550","30730","27370"
"In post","2022","Female","Unknown","Tees Valley and Durham","590","490","24950","21680"
"In post","2022","Female","Unknown","Unknown","280","280","34200","32700"
"In post","2022","Female","Unknown","West Central Scotland","3140","2980","36430","31540"
"In post","2022","Female","Unknown","West Midlands","650","590","28070","25310"
"In post","2022","Female","Unknown","West Wales and The Valleys","1690","1580","37560","38160"
"In post","2022","Female","Unknown","West Yorkshire","630","590","31530","27570"
"In post","2022","Male","Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Male","Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Dorset and Somerset","70","70","36890","30640"
"In post","2022","Male","Analysis","East Anglia","190","180","36720","35900"
"In post","2022","Male","Analysis","East Wales","580","570","38050","36840"
"In post","2022","Male","Analysis","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Eastern Scotland","40","30","[c]","[c]"
"In post","2022","Male","Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","180","180","39200","38070"
"In post","2022","Male","Analysis","Greater Manchester","180","170","39550","34960"
"In post","2022","Male","Analysis","Hampshire and Isle of Wight","520","500","40740","38110"
"In post","2022","Male","Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Inner London - East","500","490","50470","45010"
"In post","2022","Male","Analysis","Inner London - West","1540","1520","50200","47410"
"In post","2022","Male","Analysis","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Merseyside","70","70","41380","40180"
"In post","2022","Male","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Northumberland, and Tyne and Wear","80","80","38660","35590"
"In post","2022","Male","Analysis","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Outer London - South","30","30","[c]","[c]"
"In post","2022","Male","Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","South Yorkshire","110","110","45750","44610"
"In post","2022","Male","Analysis","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Male","Analysis","West Midlands","40","30","[c]","[c]"
"In post","2022","Male","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","Analysis","West Yorkshire","140","130","40980","36050"
"In post","2022","Male","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Berkshire, Buckinghamshire and Oxfordshire","90","80","44600","41250"
"In post","2022","Male","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2022","Male","Commercial","Devon","100","100","46200","47960"
"In post","2022","Male","Commercial","Dorset and Somerset","50","50","42880","42510"
"In post","2022","Male","Commercial","East Anglia","80","80","45530","38980"
"In post","2022","Male","Commercial","East Wales","80","80","39630","34140"
"In post","2022","Male","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Eastern Scotland","70","70","38310","37710"
"In post","2022","Male","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","560","550","45700","41450"
"In post","2022","Male","Commercial","Greater Manchester","150","150","46160","40520"
"In post","2022","Male","Commercial","Hampshire and Isle of Wight","110","110","45420","40580"
"In post","2022","Male","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Inner London - East","100","90","56030","53120"
"In post","2022","Male","Commercial","Inner London - West","820","810","65100","58080"
"In post","2022","Male","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Merseyside","110","110","45110","38980"
"In post","2022","Male","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","Male","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Outer London - West and North West","40","30","[c]","[c]"
"In post","2022","Male","Commercial","Overseas","30","30","[c]","[c]"
"In post","2022","Male","Commercial","Shropshire and Staffordshire","80","80","39920","27560"
"In post","2022","Male","Commercial","South Yorkshire","50","50","45260","36940"
"In post","2022","Male","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Commercial","Unknown","30","30","[c]","[c]"
"In post","2022","Male","Commercial","West Central Scotland","120","120","40670","34610"
"In post","2022","Male","Commercial","West Midlands","60","60","55470","46770"
"In post","2022","Male","Commercial","West Wales and The Valleys","100","90","32790","30730"
"In post","2022","Male","Commercial","West Yorkshire","130","130","47440","44310"
"In post","2022","Male","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"In post","2022","Male","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Derbyshire and Nottinghamshire","330","320","29270","26820"
"In post","2022","Male","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","East Wales","410","410","31050","26820"
"In post","2022","Male","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","37030","34770"
"In post","2022","Male","Communications","Greater Manchester","370","360","29670","26820"
"In post","2022","Male","Communications","Hampshire and Isle of Wight","70","70","33540","31860"
"In post","2022","Male","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Inner London - East","90","90","51000","44310"
"In post","2022","Male","Communications","Inner London - West","840","830","48060","42890"
"In post","2022","Male","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Merseyside","40","40","[c]","[c]"
"In post","2022","Male","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Northumberland, and Tyne and Wear","720","710","29750","26820"
"In post","2022","Male","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","West Midlands","280","280","30000","26820"
"In post","2022","Male","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","Communications","West Yorkshire","360","360","31200","26820"
"In post","2022","Male","Counter Fraud","Bedfordshire and Hertfordshire","50","50","32500","29820"
"In post","2022","Male","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","70","60","33350","33020"
"In post","2022","Male","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Derbyshire and Nottinghamshire","400","380","35060","33180"
"In post","2022","Male","Counter Fraud","Devon","50","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","East Anglia","230","220","29290","27570"
"In post","2022","Male","Counter Fraud","East Wales","310","300","32280","28920"
"In post","2022","Male","Counter Fraud","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Eastern Scotland","210","200","31340","27570"
"In post","2022","Male","Counter Fraud","Essex","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","270","260","36160","33080"
"In post","2022","Male","Counter Fraud","Greater Manchester","770","750","34750","33080"
"In post","2022","Male","Counter Fraud","Hampshire and Isle of Wight","140","130","30450","27570"
"In post","2022","Male","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Inner London - East","820","800","39430","37930"
"In post","2022","Male","Counter Fraud","Inner London - West","260","260","46860","40960"
"In post","2022","Male","Counter Fraud","Kent","210","200","30440","28920"
"In post","2022","Male","Counter Fraud","Lancashire","100","90","29580","27570"
"In post","2022","Male","Counter Fraud","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2022","Male","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","Merseyside","400","390","34410","30180"
"In post","2022","Male","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","North Yorkshire","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Northern Ireland","230","230","33380","33080"
"In post","2022","Male","Counter Fraud","Northumberland, and Tyne and Wear","430","420","33050","27830"
"In post","2022","Male","Counter Fraud","Outer London - East and North East","190","180","29280","30330"
"In post","2022","Male","Counter Fraud","Outer London - South","480","470","40860","37930"
"In post","2022","Male","Counter Fraud","Outer London - West and North West","50","50","33910","31880"
"In post","2022","Male","Counter Fraud","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","South Yorkshire","50","40","[c]","[c]"
"In post","2022","Male","Counter Fraud","Southern Scotland","100","90","26660","26820"
"In post","2022","Male","Counter Fraud","Surrey, East and West Sussex","80","80","29920","28920"
"In post","2022","Male","Counter Fraud","Tees Valley and Durham","60","50","25790","27570"
"In post","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","West Central Scotland","500","470","30310","27570"
"In post","2022","Male","Counter Fraud","West Midlands","510","480","33060","31000"
"In post","2022","Male","Counter Fraud","West Wales and The Valleys","190","180","27130","27570"
"In post","2022","Male","Counter Fraud","West Yorkshire","560","540","33860","33080"
"In post","2022","Male","Debt","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Derbyshire and Nottinghamshire","120","110","22720","21250"
"In post","2022","Male","Debt","Dorset and Somerset","40","40","[c]","[c]"
"In post","2022","Male","Debt","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","East Wales","200","190","24270","21250"
"In post","2022","Male","Debt","Eastern Scotland","280","270","22710","21250"
"In post","2022","Male","Debt","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Greater Manchester","130","120","23080","21260"
"In post","2022","Male","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Herefordshire, Worcestershire and Warwickshire","60","50","21940","21260"
"In post","2022","Male","Debt","Highlands and Islands","30","30","[c]","[c]"
"In post","2022","Male","Debt","Inner London - East","110","100","30420","26400"
"In post","2022","Male","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"In post","2022","Male","Debt","Merseyside","160","150","23630","21250"
"In post","2022","Male","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Northumberland, and Tyne and Wear","360","340","22610","21260"
"In post","2022","Male","Debt","Outer London - South","80","80","29600","26400"
"In post","2022","Male","Debt","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","South Yorkshire","70","60","23080","21260"
"In post","2022","Male","Debt","Southern Scotland","110","110","23710","21250"
"In post","2022","Male","Debt","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","West Central Scotland","160","150","23170","21250"
"In post","2022","Male","Debt","West Midlands","220","210","22410","21260"
"In post","2022","Male","Debt","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","Debt","West Yorkshire","300","280","23580","21260"
"In post","2022","Male","Digital, Data & Technology","Bedfordshire and Hertfordshire","130","130","36880","36300"
"In post","2022","Male","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","220","220","40670","38200"
"In post","2022","Male","Digital, Data & Technology","Cheshire","140","140","39150","38240"
"In post","2022","Male","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Derbyshire and Nottinghamshire","160","150","38150","33370"
"In post","2022","Male","Digital, Data & Technology","Devon","1150","1110","39540","38550"
"In post","2022","Male","Digital, Data & Technology","Dorset and Somerset","230","230","38690","36460"
"In post","2022","Male","Digital, Data & Technology","East Anglia","230","220","33850","32870"
"In post","2022","Male","Digital, Data & Technology","East Wales","720","710","42120","39360"
"In post","2022","Male","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Eastern Scotland","240","240","38480","34040"
"In post","2022","Male","Digital, Data & Technology","Essex","200","190","37790","35160"
"In post","2022","Male","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","1050","1030","39890","36900"
"In post","2022","Male","Digital, Data & Technology","Greater Manchester","750","730","44420","40180"
"In post","2022","Male","Digital, Data & Technology","Hampshire and Isle of Wight","410","400","36560","33300"
"In post","2022","Male","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","80","80","31430","27570"
"In post","2022","Male","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Inner London - East","870","860","52820","54700"
"In post","2022","Male","Digital, Data & Technology","Inner London - West","1400","1390","49340","45710"
"In post","2022","Male","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Lancashire","560","550","43810","39750"
"In post","2022","Male","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","60","60","36780","36050"
"In post","2022","Male","Digital, Data & Technology","Lincolnshire","60","60","29880","27570"
"In post","2022","Male","Digital, Data & Technology","Merseyside","300","300","36900","33300"
"In post","2022","Male","Digital, Data & Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","North Yorkshire","120","120","39530","37720"
"In post","2022","Male","Digital, Data & Technology","Northern Ireland","50","50","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Northumberland, and Tyne and Wear","1420","1390","42860","40060"
"In post","2022","Male","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","Outer London - South","60","50","46360","37930"
"In post","2022","Male","Digital, Data & Technology","Outer London - West and North West","140","140","40980","39650"
"In post","2022","Male","Digital, Data & Technology","Overseas","50","50","33290","33300"
"In post","2022","Male","Digital, Data & Technology","Shropshire and Staffordshire","310","300","43090","40520"
"In post","2022","Male","Digital, Data & Technology","South Yorkshire","310","300","43940","40670"
"In post","2022","Male","Digital, Data & Technology","Southern Scotland","170","170","41000","38500"
"In post","2022","Male","Digital, Data & Technology","Surrey, East and West Sussex","180","180","40370","40180"
"In post","2022","Male","Digital, Data & Technology","Tees Valley and Durham","90","80","38500","36500"
"In post","2022","Male","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2022","Male","Digital, Data & Technology","West Central Scotland","190","190","36950","33240"
"In post","2022","Male","Digital, Data & Technology","West Midlands","380","370","40330","36500"
