"Status","Year","Sexual_orientation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Human Resources","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","920","890","35730","32000"
"In post","2022","Unknown","Human Resources","White","410","370","33470","29180"
"In post","2022","Unknown","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Asian","140","120","43210","44040"
"In post","2022","Unknown","Legal","Black","80","80","44100","40450"
"In post","2022","Unknown","Legal","Mixed","40","30","[c]","[c]"
"In post","2022","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","1200","1120","48030","50500"
"In post","2022","Unknown","Legal","White","1130","1010","48670","53350"
"In post","2022","Unknown","No function","Asian","1920","1680","31110","27570"
"In post","2022","Unknown","No function","Black","910","840","31410","30750"
"In post","2022","Unknown","No function","Mixed","340","310","32780","28390"
"In post","2022","Unknown","No function","Other ethnicity","150","130","35010","29260"
"In post","2022","Unknown","No function","Undeclared","2400","2110","32120","27570"
"In post","2022","Unknown","No function","Unknown","36070","33940","29940","27080"
"In post","2022","Unknown","No function","White","18900","16410","30690","27570"
"In post","2022","Unknown","Project Delivery","Asian","130","120","41600","38600"
"In post","2022","Unknown","Project Delivery","Black","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Mixed","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","170","160","42840","40090"
"In post","2022","Unknown","Project Delivery","Unknown","2400","2340","42250","40000"
"In post","2022","Unknown","Project Delivery","White","1540","1430","42240","39940"
"In post","2022","Unknown","Property","Asian","40","40","[c]","[c]"
"In post","2022","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Undeclared","250","220","36180","32890"
"In post","2022","Unknown","Property","Unknown","1270","1230","31940","26950"
"In post","2022","Unknown","Property","White","290","280","35650","33300"
"In post","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","1300","1280","31490","27680"
"In post","2022","Unknown","Security","White","350","340","37410","38070"
"In post","2022","Unknown","Unknown","Asian","90","80","33370","28980"
"In post","2022","Unknown","Unknown","Black","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","110","100","37180","33000"
"In post","2022","Unknown","Unknown","Unknown","10750","10420","35020","30780"
"In post","2022","Unknown","Unknown","White","2310","2160","37050","31990"
"Leaver CS","2021","Heterosexual / straight","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Analysis","White","110","100","38730","32380"
"Leaver CS","2021","Heterosexual / straight","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Commercial","White","130","120","41100","36290"
"Leaver CS","2021","Heterosexual / straight","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Communications","White","110","110","37090","32680"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Digital, Data & Technology","White","170","160","43380","39770"
"Leaver CS","2021","Heterosexual / straight","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Finance","White","120","110","40450","36600"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Human Resources","White","190","180","38490","33560"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Asian","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Legal","White","270","240","46690","46730"
"Leaver CS","2021","Heterosexual / straight","No function","Asian","290","270","30000","24390"
"Leaver CS","2021","Heterosexual / straight","No function","Black","180","170","32140","25930"
"Leaver CS","2021","Heterosexual / straight","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","No function","Mixed","100","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","No function","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","No function","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","No function","Unknown","130","120","36820","26380"
"Leaver CS","2021","Heterosexual / straight","No function","White","4200","3760","32810","25900"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Project Delivery","White","520","480","39390","35550"
"Leaver CS","2021","Heterosexual / straight","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Property","White","240","220","32640","29440"
"Leaver CS","2021","Heterosexual / straight","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Security","White","230","220","30220","26670"
"Leaver CS","2021","Heterosexual / straight","Unknown","Asian","340","310","28010","27400"
"Leaver CS","2021","Heterosexual / straight","Unknown","Black","180","170","29170","26650"
"Leaver CS","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Mixed","120","110","29120","27050"
"Leaver CS","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","White","4200","3640","30140","26890"
"Leaver CS","2021","LGBO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","No function","White","290","280","32670","23360"
"Leaver CS","2021","LGBO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","White","220","210","30660","27570"
"Leaver CS","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Unknown","100","90","27920","22820"
"Leaver CS","2021","Undeclared","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Undeclared","170","150","33860","29560"
"Leaver CS","2021","Undeclared","No function","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","White","520","430","30660","26040"
"Leaver CS","2021","Undeclared","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","White","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Asian","[c]","[c]","[c]","[c]"
