"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","130","120","29010","24370"
"Leaver CS","2021","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","150","140","52750","41860"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","200","190","44840","32910"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","70","70","51800","46140"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","80","70","32770","22220"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Declared non-disabled","170","150","45210","51120"
"Leaver CS","2021","Crown Prosecution Service","Unknown","70","70","38780","37910"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Declared disabled","60","60","30230","31490"
"Leaver CS","2021","Defence Equipment and Support","Declared non-disabled","310","290","36140","31950"
"Leaver CS","2021","Defence Equipment and Support","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","70","60","31540","26730"
"Leaver CS","2021","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Declared non-disabled","130","120","32040","28650"
"Leaver CS","2021","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","130","120","49990","47800"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","60","60","45280","39160"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Declared non-disabled","190","180","45150","40510"
"Leaver CS","2021","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","270","250","38160","33510"
"Leaver CS","2021","Department for International Development","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","100","100","31430","24410"
"Leaver CS","2021","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Declared non-disabled","60","60","47330","42940"
"Leaver CS","2021","Department for Transport (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Declared disabled","660","530","26430","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Declared non-disabled","2910","2420","26260","25110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","130","110","26650","25180"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","700","670","27220","27570"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Declared disabled","50","30","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Declared non-disabled","160","130","24470","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Declared non-disabled","140","110","28260","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Declared non-disabled","60","50","40690","34770"
"Leaver CS","2021","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","60","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Declared non-disabled","60","60","30280","28120"
"Leaver CS","2021","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Declared non-disabled","80","70","53990","51250"
"Leaver CS","2021","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Declared non-disabled","100","90","44370","44690"
"Leaver CS","2021","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Declared disabled","170","140","22080","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Declared non-disabled","820","690","24410","20280"
"Leaver CS","2021","HM Courts and Tribunals Service","Undeclared","80","70","23190","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","320","310","21880","19930"
"Leaver CS","2021","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Declared non-disabled","150","120","33290","27130"
"Leaver CS","2021","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","90","80","29090","22350"
"Leaver CS","2021","HM Prison and Probation Service","Declared disabled","430","390","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Declared non-disabled","2280","2090","38180","31650"
"Leaver CS","2021","HM Prison and Probation Service","Undeclared","520","440","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","910","870","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Declared disabled","620","500","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Declared non-disabled","2700","2240","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","340","290","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","1780","1530","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Declared disabled","150","120","29820","26410"
"Leaver CS","2021","Home Office (incl. agencies)","Declared non-disabled","970","840","30530","25630"
"Leaver CS","2021","Home Office (incl. agencies)","Undeclared","70","60","32330","28680"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","140","140","27020","24880"
"Leaver CS","2021","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","60","50","39470","36180"
"Leaver CS","2021","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","90","80","45260","40020"
"Leaver CS","2021","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","270","250","30980","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","1350","1260","31640","29200"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","160","150","31880","28910"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","510","480","30590","28140"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","60","50","45930","42490"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","120","120","39960","32500"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","70","60","36460","30850"
"Leaver CS","2021","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","60","50","46190","43710"
"Leaver CS","2021","National Crime Agency","Unknown","110","110","42680","40000"
"Leaver CS","2021","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","110","100","52620","51360"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","80","70","44890","38000"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","500","470","39860","33100"
"Leaver CS","2021","Public Health England","Undeclared","80","70","35090","33090"
"Leaver CS","2021","Public Health England","Unknown","130","110","47640","39710"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","150","150","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","90","80","25660","22800"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Unknown","100","90","27780","22820"
"Leaver CS","2021","Scottish Fiscal Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","120","110","44950","35110"
"Leaver CS","2021","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","130","120","40450","33620"
"Leaver CS","2021","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","200","180","32250","33650"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
