"Status","Year","Function_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Declared non-disabled","Other ethnicity","50","50","31530","30330"
"In post","2022","Counter Fraud","Declared non-disabled","Undeclared","380","340","30560","27570"
"In post","2022","Counter Fraud","Declared non-disabled","Unknown","300","270","33850","31010"
"In post","2022","Counter Fraud","Declared non-disabled","White","8900","8200","32830","28920"
"In post","2022","Counter Fraud","Undeclared","Asian","50","50","30880","28160"
"In post","2022","Counter Fraud","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Undeclared","400","380","36900","33370"
"In post","2022","Counter Fraud","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","White","440","400","32250","28920"
"In post","2022","Counter Fraud","Unknown","Asian","100","90","32420","31020"
"In post","2022","Counter Fraud","Unknown","Black","40","40","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Undeclared","80","80","36510","33440"
"In post","2022","Counter Fraud","Unknown","Unknown","1860","1790","32610","31020"
"In post","2022","Counter Fraud","Unknown","White","620","570","33670","33080"
"In post","2022","Debt","Declared disabled","Asian","70","60","24100","22030"
"In post","2022","Debt","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Declared disabled","Undeclared","30","30","[c]","[c]"
"In post","2022","Debt","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Declared disabled","White","650","560","23310","21260"
"In post","2022","Debt","Declared non-disabled","Asian","610","530","23230","21260"
"In post","2022","Debt","Declared non-disabled","Black","170","150","24830","21260"
"In post","2022","Debt","Declared non-disabled","Mixed","60","50","23300","21260"
"In post","2022","Debt","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Debt","Declared non-disabled","Undeclared","110","100","23820","21260"
"In post","2022","Debt","Declared non-disabled","Unknown","100","90","23680","21260"
"In post","2022","Debt","Declared non-disabled","White","3180","2800","24100","21260"
"In post","2022","Debt","Undeclared","Asian","40","30","[c]","[c]"
"In post","2022","Debt","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Undeclared","Undeclared","80","70","23860","22080"
"In post","2022","Debt","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Undeclared","White","180","170","23490","21260"
"In post","2022","Debt","Unknown","Asian","50","40","27340","26400"
"In post","2022","Debt","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Unknown","1140","1060","22650","21250"
"In post","2022","Debt","Unknown","White","190","160","26930","22080"
"In post","2022","Digital, Data & Technology","Declared disabled","Asian","90","90","38880","35010"
"In post","2022","Digital, Data & Technology","Declared disabled","Black","60","60","39620","38260"
"In post","2022","Digital, Data & Technology","Declared disabled","Mixed","50","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Declared disabled","Undeclared","90","80","38700","34450"
"In post","2022","Digital, Data & Technology","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Declared disabled","White","1670","1600","38950","35310"
"In post","2022","Digital, Data & Technology","Declared non-disabled","Asian","1050","1030","42470","39660"
"In post","2022","Digital, Data & Technology","Declared non-disabled","Black","490","490","39560","36330"
"In post","2022","Digital, Data & Technology","Declared non-disabled","Mixed","270","260","42120","40140"
"In post","2022","Digital, Data & Technology","Declared non-disabled","Other ethnicity","100","90","42880","37930"
"In post","2022","Digital, Data & Technology","Declared non-disabled","Undeclared","510","490","42130","39650"
"In post","2022","Digital, Data & Technology","Declared non-disabled","Unknown","460","440","38880","35310"
"In post","2022","Digital, Data & Technology","Declared non-disabled","White","11800","11410","41860","38650"
"In post","2022","Digital, Data & Technology","Undeclared","Asian","50","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Undeclared","450","440","41380","38450"
"In post","2022","Digital, Data & Technology","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","White","640","620","39740","36500"
"In post","2022","Digital, Data & Technology","Unknown","Asian","220","210","41330","37650"
"In post","2022","Digital, Data & Technology","Unknown","Black","80","70","38540","36740"
"In post","2022","Digital, Data & Technology","Unknown","Mixed","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","110","110","41540","39220"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","2510","2470","41840","38450"
"In post","2022","Digital, Data & Technology","Unknown","White","1240","1210","41330","38330"
"In post","2022","Finance","Declared disabled","Asian","80","70","39140","36500"
"In post","2022","Finance","Declared disabled","Black","30","30","[c]","[c]"
"In post","2022","Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Undeclared","50","50","35600","31990"
"In post","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","White","920","850","37400","33300"
"In post","2022","Finance","Declared non-disabled","Asian","880","860","39140","36500"
"In post","2022","Finance","Declared non-disabled","Black","360","350","39700","36990"
"In post","2022","Finance","Declared non-disabled","Mixed","150","150","41590","37800"
"In post","2022","Finance","Declared non-disabled","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Undeclared","210","200","39550","36540"
"In post","2022","Finance","Declared non-disabled","Unknown","220","200","37810","34290"
"In post","2022","Finance","Declared non-disabled","White","6580","6210","40200","36190"
"In post","2022","Finance","Undeclared","Asian","50","50","38660","34350"
"In post","2022","Finance","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Undeclared","210","190","39650","36070"
"In post","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","White","330","310","39360","34550"
"In post","2022","Finance","Unknown","Asian","130","130","37050","33370"
"In post","2022","Finance","Unknown","Black","30","30","[c]","[c]"
"In post","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","50","50","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","1210","1160","37140","33370"
"In post","2022","Finance","Unknown","White","710","670","38900","35300"
"In post","2022","Grants Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","White","160","140","25600","21300"
"In post","2022","Grants Management","Declared non-disabled","Asian","30","30","[c]","[c]"
"In post","2022","Grants Management","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared non-disabled","Undeclared","50","50","26740","26030"
"In post","2022","Grants Management","Declared non-disabled","Unknown","840","790","23870","21300"
"In post","2022","Grants Management","Declared non-disabled","White","1140","1030","25970","24920"
"In post","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Asian","90","90","37950","34550"
"In post","2022","Human Resources","Declared disabled","Black","50","40","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Mixed","60","60","42770","35700"
"In post","2022","Human Resources","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Undeclared","50","50","36600","33430"
"In post","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","White","1320","1240","37870","33350"
"In post","2022","Human Resources","Declared non-disabled","Asian","470","460","37170","33120"
"In post","2022","Human Resources","Declared non-disabled","Black","290","280","35640","32700"
"In post","2022","Human Resources","Declared non-disabled","Mixed","160","160","39770","36010"
"In post","2022","Human Resources","Declared non-disabled","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Undeclared","120","120","36270","33240"
"In post","2022","Human Resources","Declared non-disabled","Unknown","130","120","36950","31990"
"In post","2022","Human Resources","Declared non-disabled","White","6640","6260","38400","33370"
"In post","2022","Human Resources","Undeclared","Asian","30","30","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Undeclared","150","140","36740","33300"
"In post","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","White","380","360","36450","33300"
"In post","2022","Human Resources","Unknown","Asian","70","70","33810","32640"
"In post","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","880","850","35780","32000"
"In post","2022","Human Resources","Unknown","White","600","560","34840","31780"
"In post","2022","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","White","80","70","44800","39980"
"In post","2022","Internal Audit","Declared non-disabled","Asian","70","60","45800","43360"
"In post","2022","Internal Audit","Declared non-disabled","Black","30","30","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","White","440","410","46830","43710"
"In post","2022","Internal Audit","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","White","30","30","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Asian","110","100","41200","34480"
"In post","2022","Legal","Declared disabled","Black","70","70","42420","39380"
"In post","2022","Legal","Declared disabled","Mixed","40","30","[c]","[c]"
"In post","2022","Legal","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2022","Legal","Declared disabled","White","920","850","44450","41750"
"In post","2022","Legal","Declared non-disabled","Asian","870","820","44670","48080"
"In post","2022","Legal","Declared non-disabled","Black","470","460","42300","37930"
"In post","2022","Legal","Declared non-disabled","Mixed","240","220","48490","50500"
"In post","2022","Legal","Declared non-disabled","Other ethnicity","80","80","49340","50880"
"In post","2022","Legal","Declared non-disabled","Undeclared","170","160","48270","48830"
"In post","2022","Legal","Declared non-disabled","Unknown","350","320","46480","48830"
"In post","2022","Legal","Declared non-disabled","White","6310","5850","48520","51250"
"In post","2022","Legal","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Undeclared","100","90","53360","55210"
"In post","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","White","160","150","50950","52630"
"In post","2022","Legal","Unknown","Asian","180","170","40360","40000"
"In post","2022","Legal","Unknown","Black","80","80","34630","27670"
"In post","2022","Legal","Unknown","Mixed","50","40","[c]","[c]"
"In post","2022","Legal","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2022","Legal","Unknown","Unknown","990","930","48180","50500"
"In post","2022","Legal","Unknown","White","1020","960","41380","40000"
"In post","2022","No function","Declared disabled","Asian","1830","1670","30210","27570"
"In post","2022","No function","Declared disabled","Black","1350","1270","31580","30430"
"In post","2022","No function","Declared disabled","Mixed","870","810","31200","28200"
"In post","2022","No function","Declared disabled","Other ethnicity","260","240","33180","31060"
"In post","2022","No function","Declared disabled","Undeclared","1160","1050","29820","27570"
"In post","2022","No function","Declared disabled","Unknown","760","670","30970","27570"
"In post","2022","No function","Declared disabled","White","26740","24110","29790","27570"
"In post","2022","No function","Declared non-disabled","Asian","14010","13030","31160","27570"
"In post","2022","No function","Declared non-disabled","Black","7800","7500","31300","30220"
"In post","2022","No function","Declared non-disabled","Mixed","3830","3660","33560","29300"
"In post","2022","No function","Declared non-disabled","Other ethnicity","1110","1050","34620","31060"
"In post","2022","No function","Declared non-disabled","Undeclared","4680","4250","31480","27570"
"In post","2022","No function","Declared non-disabled","Unknown","5200","4700","30600","27570"
"In post","2022","No function","Declared non-disabled","White","140980","130030","32320","27570"
"In post","2022","No function","Undeclared","Asian","810","750","31560","27570"
"In post","2022","No function","Undeclared","Black","560","530","31870","31060"
"In post","2022","No function","Undeclared","Mixed","290","280","33020","30160"
"In post","2022","No function","Undeclared","Other ethnicity","90","90","34510","31060"
"In post","2022","No function","Undeclared","Undeclared","2930","2760","34390","30780"
"In post","2022","No function","Undeclared","Unknown","790","720","31210","28920"
"In post","2022","No function","Undeclared","White","10600","9700","31010","28200"
"In post","2022","No function","Unknown","Asian","1300","1230","37020","32960"
"In post","2022","No function","Unknown","Black","520","500","37050","32940"
"In post","2022","No function","Unknown","Mixed","360","340","37610","33560"
"In post","2022","No function","Unknown","Other ethnicity","130","130","41310","36280"
"In post","2022","No function","Unknown","Undeclared","1170","1090","38620","35000"
"In post","2022","No function","Unknown","Unknown","32810","31080","30340","27080"
"In post","2022","No function","Unknown","White","11600","10790","36030","33080"
"In post","2022","Project Delivery","Declared disabled","Asian","110","100","40920","37930"
"In post","2022","Project Delivery","Declared disabled","Black","70","70","35900","33370"
"In post","2022","Project Delivery","Declared disabled","Mixed","60","50","40370","37900"
"In post","2022","Project Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Undeclared","130","120","39840","40520"
"In post","2022","Project Delivery","Declared disabled","Unknown","70","60","37940","33500"
"In post","2022","Project Delivery","Declared disabled","White","2180","2070","39820","36980"
"In post","2022","Project Delivery","Declared non-disabled","Asian","980","940","41920","38600"
"In post","2022","Project Delivery","Declared non-disabled","Black","530","520","39680","37610"
"In post","2022","Project Delivery","Declared non-disabled","Mixed","330","320","42070","38600"
"In post","2022","Project Delivery","Declared non-disabled","Other ethnicity","90","80","43890","42210"
"In post","2022","Project Delivery","Declared non-disabled","Undeclared","520","500","41840","40370"
"In post","2022","Project Delivery","Declared non-disabled","Unknown","490","470","39810","37410"
"In post","2022","Project Delivery","Declared non-disabled","White","15830","15200","42540","40000"
"In post","2022","Project Delivery","Undeclared","Asian","50","50","41430","37900"
"In post","2022","Project Delivery","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Undeclared","540","520","43190","40580"
"In post","2022","Project Delivery","Undeclared","Unknown","50","50","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","White","710","670","40750","39860"
"In post","2022","Project Delivery","Unknown","Asian","120","120","43800","40180"
"In post","2022","Project Delivery","Unknown","Black","70","70","43210","40180"
"In post","2022","Project Delivery","Unknown","Mixed","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Undeclared","90","90","43540","40520"
"In post","2022","Project Delivery","Unknown","Unknown","2100","2040","43210","40180"
"In post","2022","Project Delivery","Unknown","White","1370","1310","42830","40520"
"In post","2022","Property","Declared disabled","Asian","40","40","[c]","[c]"
"In post","2022","Property","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Undeclared","60","60","37230","33370"
"In post","2022","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","White","620","590","36150","33300"
"In post","2022","Property","Declared non-disabled","Asian","360","340","35780","32280"
"In post","2022","Property","Declared non-disabled","Black","150","140","37220","34260"
"In post","2022","Property","Declared non-disabled","Mixed","80","80","36100","33380"
"In post","2022","Property","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared non-disabled","Undeclared","330","310","37260","33500"
"In post","2022","Property","Declared non-disabled","Unknown","100","90","37500","32630"
"In post","2022","Property","Declared non-disabled","White","5240","5030","38100","33380"
"In post","2022","Property","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Undeclared","270","250","37710","33370"
"In post","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","White","330","310","37470","34000"
"In post","2022","Property","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","1210","1170","31750","26880"
"In post","2022","Property","Unknown","White","510","500","33570","31900"
"In post","2022","Security","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2022","Security","Declared disabled","Unknown","30","30","[c]","[c]"
"In post","2022","Security","Declared disabled","White","720","690","32620","30450"
"In post","2022","Security","Declared non-disabled","Asian","230","220","33860","31660"
"In post","2022","Security","Declared non-disabled","Black","100","100","33590","30800"
"In post","2022","Security","Declared non-disabled","Mixed","80","80","35930","34550"
"In post","2022","Security","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","Declared non-disabled","Undeclared","180","170","35180","33300"
"In post","2022","Security","Declared non-disabled","Unknown","160","150","32430","29250"
"In post","2022","Security","Declared non-disabled","White","5950","5810","32690","30450"
"In post","2022","Security","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Undeclared","270","270","37230","39070"
"In post","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","White","530","520","33660","33300"
"In post","2022","Security","Unknown","Asian","50","50","[c]","[c]"
"In post","2022","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Undeclared","50","50","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","1210","1190","31410","27680"
"In post","2022","Security","Unknown","White","920","890","32770","33200"
"In post","2022","Unknown","Declared disabled","Asian","450","410","33310","29080"
"In post","2022","Unknown","Declared disabled","Black","230","220","33060","29130"
"In post","2022","Unknown","Declared disabled","Mixed","150","140","35200","30090"
"In post","2022","Unknown","Declared disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Undeclared","300","280","32770","28650"
"In post","2022","Unknown","Declared disabled","Unknown","150","150","34870","30070"
"In post","2022","Unknown","Declared disabled","White","5270","4970","33660","29080"
"In post","2022","Unknown","Declared non-disabled","Asian","4430","4140","32340","28990"
"In post","2022","Unknown","Declared non-disabled","Black","1810","1720","33350","29130"
"In post","2022","Unknown","Declared non-disabled","Mixed","850","800","36170","30820"
"In post","2022","Unknown","Declared non-disabled","Other ethnicity","220","200","33730","29110"
"In post","2022","Unknown","Declared non-disabled","Undeclared","1490","1390","34740","30410"
"In post","2022","Unknown","Declared non-disabled","Unknown","480","460","34740","29500"
"In post","2022","Unknown","Declared non-disabled","White","44140","41740","35220","30500"
"In post","2022","Unknown","Undeclared","Asian","160","150","32790","29080"
"In post","2022","Unknown","Undeclared","Black","70","60","30840","29130"
"In post","2022","Unknown","Undeclared","Mixed","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Undeclared","1420","1340","35000","30980"
"In post","2022","Unknown","Undeclared","Unknown","60","60","35910","33300"
"In post","2022","Unknown","Undeclared","White","1750","1660","32140","27370"
"In post","2022","Unknown","Unknown","Asian","350","340","34290","28650"
"In post","2022","Unknown","Unknown","Black","110","110","38120","35050"
"In post","2022","Unknown","Unknown","Mixed","90","90","38330","34630"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","200","190","41540","36580"
"In post","2022","Unknown","Unknown","Unknown","10500","10180","35100","30820"
"In post","2022","Unknown","Unknown","White","4870","4680","37420","31540"
"Leaver CS","2021","Analysis","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Declared non-disabled","White","100","90","41540","34870"
"Leaver CS","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","White","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
