"Status","Year","Disability","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Finance","Unknown","1990","1930","38480","33300"
"In post","2022","Declared non-disabled","Geography","Analysis","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Geography","No function","250","240","31930","33290"
"In post","2022","Declared non-disabled","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Human Resources","5680","5380","39160","34610"
"In post","2022","Declared non-disabled","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","No function","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","610","570","40390","36620"
"In post","2022","Declared non-disabled","Inspector of Education and Training","No function","740","730","65690","70500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Project Delivery","60","50","75040","75480"
"In post","2022","Declared non-disabled","Intelligence Analysis","Analysis","80","80","38630","37350"
"In post","2022","Declared non-disabled","Intelligence Analysis","Counter Fraud","160","150","40090","37610"
"In post","2022","Declared non-disabled","Intelligence Analysis","No function","300","290","30870","28350"
"In post","2022","Declared non-disabled","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Intelligence Analysis","Security","690","670","38920","36140"
"In post","2022","Declared non-disabled","Intelligence Analysis","Unknown","1080","1020","29670","27370"
"In post","2022","Declared non-disabled","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Internal Audit","540","510","46720","43710"
"In post","2022","Declared non-disabled","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","International Trade","No function","870","860","48120","47980"
"In post","2022","Declared non-disabled","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Analysis","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Communications","80","70","40820","40660"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Digital, Data & Technology","600","580","32490","29670"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Legal","60","50","34370","27570"
"In post","2022","Declared non-disabled","Knowledge and Information Management","No function","580","550","35240","31990"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Project Delivery","70","70","41480","38600"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Security","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","170","160","38540","37980"
"In post","2022","Declared non-disabled","Legal","Counter Fraud","2030","1940","34000","33080"
"In post","2022","Declared non-disabled","Legal","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Legal","5440","5060","56700","55610"
"In post","2022","Declared non-disabled","Legal","No function","940","840","45560","44780"
"In post","2022","Declared non-disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Unknown","140","130","57970","61440"
"In post","2022","Declared non-disabled","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","No function","320","280","78200","83320"
"In post","2022","Declared non-disabled","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Medicine","Unknown","1190","1050","46730","39030"
"In post","2022","Declared non-disabled","Operational Delivery","Analysis","510","490","34880","31670"
"In post","2022","Declared non-disabled","Operational Delivery","Commercial","310","300","44240","40150"
"In post","2022","Declared non-disabled","Operational Delivery","Communications","1080","1040","31490","26820"
"In post","2022","Declared non-disabled","Operational Delivery","Counter Fraud","2500","2290","31180","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Debt","1900","1690","25500","22080"
"In post","2022","Declared non-disabled","Operational Delivery","Digital, Data & Technology","350","330","38130","33930"
"In post","2022","Declared non-disabled","Operational Delivery","Finance","940","820","28310","22080"
"In post","2022","Declared non-disabled","Operational Delivery","Grants Management","2080","1920","25020","21300"
"In post","2022","Declared non-disabled","Operational Delivery","Human Resources","1070","1000","30860","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Legal","2120","1960","27610","26820"
"In post","2022","Declared non-disabled","Operational Delivery","No function","132400","120780","28540","27570"
"In post","2022","Declared non-disabled","Operational Delivery","Project Delivery","1370","1300","37370","34260"
"In post","2022","Declared non-disabled","Operational Delivery","Property","780","730","31670","26030"
"In post","2022","Declared non-disabled","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Delivery","Unknown","20360","18720","29250","26030"
"In post","2022","Declared non-disabled","Operational Research","Analysis","570","540","44770","44220"
"In post","2022","Declared non-disabled","Operational Research","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","No function","240","230","45740","47010"
"In post","2022","Declared non-disabled","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Operational Research","Unknown","50","50","51620","47880"
"In post","2022","Declared non-disabled","Other","Analysis","280","270","58790","52140"
"In post","2022","Declared non-disabled","Other","Commercial","70","60","43530","39880"
"In post","2022","Declared non-disabled","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Counter Fraud","200","180","43690","40180"
"In post","2022","Declared non-disabled","Other","Debt","1890","1610","22680","21260"
"In post","2022","Declared non-disabled","Other","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Legal","330","320","33650","27580"
"In post","2022","Declared non-disabled","Other","No function","5200","4910","32110","27570"
"In post","2022","Declared non-disabled","Other","Project Delivery","2420","2320","35420","30900"
"In post","2022","Declared non-disabled","Other","Property","180","180","27100","22230"
"In post","2022","Declared non-disabled","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Unknown","8930","8590","28250","24630"
"In post","2022","Declared non-disabled","Planning","No function","110","110","46640","41650"
"In post","2022","Declared non-disabled","Planning","Unknown","60","60","44770","38160"
"In post","2022","Declared non-disabled","Planning Inspectors","No function","270","240","56300","58810"
"In post","2022","Declared non-disabled","Policy","Analysis","340","320","48340","49860"
"In post","2022","Declared non-disabled","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Digital, Data & Technology","140","140","45860","40720"
"In post","2022","Declared non-disabled","Policy","Finance","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Legal","60","60","47200","42360"
"In post","2022","Declared non-disabled","Policy","No function","16010","15560","47830","44540"
"In post","2022","Declared non-disabled","Policy","Project Delivery","1270","1220","54840","55210"
"In post","2022","Declared non-disabled","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Policy","Unknown","4440","4280","47360","42550"
"In post","2022","Declared non-disabled","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Commercial","80","70","44840","40050"
"In post","2022","Declared non-disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Digital, Data & Technology","150","140","40760","36490"
"In post","2022","Declared non-disabled","Project Delivery","Finance","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","No function","380","370","45520","41830"
"In post","2022","Declared non-disabled","Project Delivery","Project Delivery","9350","8960","43500","40520"
"In post","2022","Declared non-disabled","Project Delivery","Property","50","50","47870","43010"
"In post","2022","Declared non-disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","1380","1330","44870","41950"
"In post","2022","Declared non-disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Finance","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Project Delivery","50","50","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Property","5040","4820","38780","34000"
"In post","2022","Declared non-disabled","Property","Unknown","70","70","40780","38160"
"In post","2022","Declared non-disabled","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Psychology","No function","1110","1070","36300","31180"
"In post","2022","Declared non-disabled","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","Analysis","510","490","36890","35900"
"In post","2022","Declared non-disabled","Science and Engineering","Commercial","100","90","41470","41840"
"In post","2022","Declared non-disabled","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","Digital, Data & Technology","920","860","39160","39650"
"In post","2022","Declared non-disabled","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","No function","5030","4820","40190","38070"
"In post","2022","Declared non-disabled","Science and Engineering","Project Delivery","2520","2470","39150","37810"
"In post","2022","Declared non-disabled","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Science and Engineering","Unknown","1390","1350","36280","33000"
"In post","2022","Declared non-disabled","Security","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Finance","240","230","43130","37590"
"In post","2022","Declared non-disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","No function","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Project Delivery","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Security","5350","5240","31730","28080"
"In post","2022","Declared non-disabled","Security","Unknown","270","260","30430","28650"
"In post","2022","Declared non-disabled","Social Research","Analysis","690","650","43420","38340"
"In post","2022","Declared non-disabled","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","Unknown","140","140","48180","44620"
"In post","2022","Declared non-disabled","Statistics","Analysis","1410","1360","44920","40520"
"In post","2022","Declared non-disabled","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","No function","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","Unknown","130","130","42830","40100"
"In post","2022","Declared non-disabled","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","Communications","1350","1300","29210","26820"
"In post","2022","Declared non-disabled","Tax","Counter Fraud","1200","1130","42570","40180"
"In post","2022","Declared non-disabled","Tax","Debt","400","380","22350","21250"
"In post","2022","Declared non-disabled","Tax","Digital, Data & Technology","50","50","40310","40180"
"In post","2022","Declared non-disabled","Tax","Finance","60","60","36030","37610"
"In post","2022","Declared non-disabled","Tax","Human Resources","120","110","35240","33080"
"In post","2022","Declared non-disabled","Tax","Legal","220","210","42380","40180"
"In post","2022","Declared non-disabled","Tax","No function","7800","7410","37710","33370"
"In post","2022","Declared non-disabled","Tax","Project Delivery","380","350","35730","33370"
"In post","2022","Declared non-disabled","Unknown","Analysis","110","110","42340","39410"
"In post","2022","Declared non-disabled","Unknown","Commercial","350","340","71650","64500"
"In post","2022","Declared non-disabled","Unknown","Communications","320","320","45330","40600"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","470","470","34470","30750"
"In post","2022","Declared non-disabled","Unknown","Debt","70","60","26350","21250"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","1050","1040","50420","54700"
"In post","2022","Declared non-disabled","Unknown","Finance","210","200","45900","40600"
"In post","2022","Declared non-disabled","Unknown","Human Resources","870","840","40770","35810"
"In post","2022","Declared non-disabled","Unknown","Legal","140","130","64080","67700"
"In post","2022","Declared non-disabled","Unknown","No function","3580","3500","41810","34550"
"In post","2022","Declared non-disabled","Unknown","Project Delivery","240","230","61450","54700"
"In post","2022","Declared non-disabled","Unknown","Property","80","80","46410","49700"
"In post","2022","Declared non-disabled","Unknown","Security","570","550","35160","33300"
"In post","2022","Declared non-disabled","Unknown","Unknown","9180","8840","41120","36130"
"In post","2022","Declared non-disabled","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","No function","300","290","43720","39920"
"In post","2022","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Commercial","190","190","39990","37400"
"In post","2022","Undeclared","Commercial","Finance","30","30","[c]","[c]"
"In post","2022","Undeclared","Commercial","No function","60","60","51400","50190"
"In post","2022","Undeclared","Commercial","Project Delivery","50","50","43330","42010"
"In post","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Communications","140","130","40710","37910"
"In post","2022","Undeclared","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Counter Fraud","330","300","29800","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Digital, Data & Technology","990","970","40690","37710"
"In post","2022","Undeclared","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","70","70","49630","48070"
"In post","2022","Undeclared","Economics","Analysis","50","50","[c]","[c]"
"In post","2022","Undeclared","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","No function","40","40","[c]","[c]"
"In post","2022","Undeclared","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Finance","460","440","40880","36970"
"In post","2022","Undeclared","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","190","180","36820","33300"
"In post","2022","Undeclared","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Human Resources","450","430","37740","34260"
"In post","2022","Undeclared","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","No function","70","70","31090","28960"
"In post","2022","Undeclared","Intelligence Analysis","Security","90","80","39660","37000"
"In post","2022","Undeclared","Intelligence Analysis","Unknown","100","90","31280","28800"
"In post","2022","Undeclared","Internal Audit","Internal Audit","50","50","52180","49980"
"In post","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","No function","50","40","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Digital, Data & Technology","80","80","32330","30570"
"In post","2022","Undeclared","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","No function","40","30","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Counter Fraud","230","220","35440","33370"
"In post","2022","Undeclared","Legal","Legal","220","200","58740","60960"
"In post","2022","Undeclared","Legal","No function","100","90","46570","44780"
"In post","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Unknown","80","70","51740","40060"
"In post","2022","Undeclared","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Communications","70","70","29880","26820"
"In post","2022","Undeclared","Operational Delivery","Counter Fraud","200","190","30740","28920"
"In post","2022","Undeclared","Operational Delivery","Debt","170","150","24720","22080"
"In post","2022","Undeclared","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Finance","80","70","29340","22080"
"In post","2022","Undeclared","Operational Delivery","Grants Management","50","40","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Human Resources","70","60","28480","27570"
"In post","2022","Undeclared","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Legal","40","40","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","No function","12770","11640","29120","27570"
"In post","2022","Undeclared","Operational Delivery","Project Delivery","60","50","36070","36190"
"In post","2022","Undeclared","Operational Delivery","Property","70","60","31630","26800"
"In post","2022","Undeclared","Operational Delivery","Unknown","1250","1150","30350","27370"
"In post","2022","Undeclared","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Debt","140","120","22230","21260"
"In post","2022","Undeclared","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","No function","290","280","30180","27570"
"In post","2022","Undeclared","Other","Project Delivery","210","200","33660","31980"
"In post","2022","Undeclared","Other","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","950","910","27070","22330"
"In post","2022","Undeclared","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","No function","1290","1270","46540","42470"
"In post","2022","Undeclared","Policy","Project Delivery","90","90","55680","55210"
"In post","2022","Undeclared","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Unknown","270","260","44660","41950"
"In post","2022","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Project Delivery","640","620","43080","40580"
"In post","2022","Undeclared","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","80","70","47900","42420"
"In post","2022","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Property","530","500","38600","34320"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","No function","130","120","37050","31180"
"In post","2022","Undeclared","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","No function","230","220","35510","32350"
"In post","2022","Undeclared","Science and Engineering","Project Delivery","250","240","41170","40340"
"In post","2022","Undeclared","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","160","160","36310","33300"
"In post","2022","Undeclared","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Project Delivery","[c]","[c]","[c]","[c]"
