"Status","Year","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Internal Audit","70","70","38360","38650"
"In post","2022","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Knowledge and Information Management","260","250","32990","31490"
"In post","2022","South East (England)","Legal","780","710","46990","47100"
"In post","2022","South East (England)","Medicine","400","340","52820","40000"
"In post","2022","South East (England)","Operational Delivery","23830","21740","28900","27570"
"In post","2022","South East (England)","Operational Research","440","420","43500","47010"
"In post","2022","South East (England)","Other","3120","2980","27860","26350"
"In post","2022","South East (England)","Planning Inspectors","40","40","[c]","[c]"
"In post","2022","South East (England)","Policy","520","500","39990","37870"
"In post","2022","South East (England)","Project Delivery","1440","1370","39770","38110"
"In post","2022","South East (England)","Property","950","910","37180","33370"
"In post","2022","South East (England)","Psychology","210","200","36570","31180"
"In post","2022","South East (England)","Science and Engineering","2030","1940","38750","38070"
"In post","2022","South East (England)","Security","1850","1810","31990","28990"
"In post","2022","South East (England)","Social Research","230","220","39160","38340"
"In post","2022","South East (England)","Statistics","200","190","40840","38340"
"In post","2022","South East (England)","Tax","550","490","35580","33370"
"In post","2022","South East (England)","Unknown","560","540","44750","33370"
"In post","2022","South East (England)","Veterinarian","50","50","49980","52290"
"In post","2022","South West (England)","Commercial","1860","1780","39670","37400"
"In post","2022","South West (England)","Communications","310","290","36350","33890"
"In post","2022","South West (England)","Corporate Finance","40","40","[c]","[c]"
"In post","2022","South West (England)","Counter Fraud","360","310","28090","27570"
"In post","2022","South West (England)","Digital, Data and Technology","2780","2700","38510","37000"
"In post","2022","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Finance","1790","1720","38590","33300"
"In post","2022","South West (England)","Geography","440","420","31470","33290"
"In post","2022","South West (England)","Human Resources","1030","960","36340","33290"
"In post","2022","South West (England)","Inspector of Education and Training","100","100","67210","72990"
"In post","2022","South West (England)","Intelligence Analysis","50","50","31920","27380"
"In post","2022","South West (England)","Internal Audit","110","100","43290","42090"
"In post","2022","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Knowledge and Information Management","390","370","34380","32300"
"In post","2022","South West (England)","Legal","580","540","44860","44780"
"In post","2022","South West (England)","Medicine","410","350","46810","39030"
"In post","2022","South West (England)","Operational Delivery","15460","14040","28620","27470"
"In post","2022","South West (England)","Operational Research","110","100","42720","42000"
"In post","2022","South West (England)","Other","5200","4930","30890","27340"
"In post","2022","South West (England)","Planning","40","40","[c]","[c]"
"In post","2022","South West (England)","Planning Inspectors","60","50","57230","58810"
"In post","2022","South West (England)","Policy","1100","1050","41180","36970"
"In post","2022","South West (England)","Project Delivery","4300","4160","41730","40000"
"In post","2022","South West (England)","Property","840","810","36620","33300"
"In post","2022","South West (England)","Psychology","110","110","37040","31180"
"In post","2022","South West (England)","Science and Engineering","6650","6440","39090","38070"
"In post","2022","South West (England)","Security","1270","1240","29090","25100"
"In post","2022","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Statistics","180","170","40290","36460"
"In post","2022","South West (England)","Tax","570","540","42650","40180"
"In post","2022","South West (England)","Unknown","440","430","46190","33370"
"In post","2022","South West (England)","Veterinarian","100","100","41090","37910"
"In post","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","30","30","[c]","[c]"
"In post","2022","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","40","30","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","550","510","29810","27570"
"In post","2022","Unknown","Other","1940","1930","36690","33430"
"In post","2022","Unknown","Policy","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","40","40","[c]","[c]"
"In post","2022","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","70","60","28790","27370"
"In post","2022","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","500","490","37740","32000"
"In post","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Commercial","370","350","35190","31850"
"In post","2022","Wales","Communications","380","360","37860","35920"
"In post","2022","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Counter Fraud","580","530","26820","27570"
"In post","2022","Wales","Digital, Data and Technology","2210","2170","40400","38160"
"In post","2022","Wales","Economics","180","180","37950","30790"
"In post","2022","Wales","Finance","790","740","38210","33300"
"In post","2022","Wales","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Human Resources","880","830","35620","31370"
"In post","2022","Wales","Inspector of Education and Training","80","70","73200","75480"
"In post","2022","Wales","Intelligence Analysis","60","60","29530","27380"
"In post","2022","Wales","Internal Audit","50","50","45730","41980"
"In post","2022","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Knowledge and Information Management","170","160","34950","30980"
"In post","2022","Wales","Legal","730","670","46700","48080"
"In post","2022","Wales","Medicine","300","270","51360","46650"
"In post","2022","Wales","Operational Delivery","21800","19780","27100","24730"
"In post","2022","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Other","1640","1550","33140","27570"
"In post","2022","Wales","Planning","70","70","43540","38160"
"In post","2022","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Policy","2110","2010","42330","38160"
"In post","2022","Wales","Project Delivery","650","620","42250","38160"
"In post","2022","Wales","Property","460","430","35870","32890"
"In post","2022","Wales","Psychology","60","50","34790","30450"
"In post","2022","Wales","Science and Engineering","760","720","40420","37910"
"In post","2022","Wales","Security","320","310","27700","24720"
"In post","2022","Wales","Social Research","440","420","39780","38340"
"In post","2022","Wales","Statistics","450","440","41840","38340"
"In post","2022","Wales","Tax","1760","1690","32650","33080"
"In post","2022","Wales","Unknown","490","470","33990","28880"
"In post","2022","Wales","Veterinarian","50","50","46170","38390"
"In post","2022","West Midlands (England)","Commercial","280","270","38210","36340"
"In post","2022","West Midlands (England)","Communications","160","160","39610","36780"
"In post","2022","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Counter Fraud","550","490","28630","27570"
"In post","2022","West Midlands (England)","Digital, Data and Technology","1210","1170","40140","36500"
"In post","2022","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Finance","810","780","39290","36400"
"In post","2022","West Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Human Resources","430","400","37640","33370"
"In post","2022","West Midlands (England)","Inspector of Education and Training","90","90","66590","70500"
"In post","2022","West Midlands (England)","Intelligence Analysis","90","80","31880","28890"
"In post","2022","West Midlands (England)","Internal Audit","50","50","51770","46380"
"In post","2022","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Knowledge and Information Management","120","120","27030","25120"
"In post","2022","West Midlands (England)","Legal","680","640","45550","48080"
"In post","2022","West Midlands (England)","Medicine","150","130","56690","42580"
"In post","2022","West Midlands (England)","Operational Delivery","21030","19290","27840","26780"
"In post","2022","West Midlands (England)","Operational Research","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Other","2010","1870","25830","22330"
"In post","2022","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Planning Inspectors","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Policy","940","910","40210","36500"
"In post","2022","West Midlands (England)","Project Delivery","690","660","41420","40180"
"In post","2022","West Midlands (England)","Property","590","560","36710","33300"
"In post","2022","West Midlands (England)","Psychology","150","140","32880","29060"
"In post","2022","West Midlands (England)","Science and Engineering","330","320","34750","32730"
"In post","2022","West Midlands (England)","Security","400","400","31730","28890"
"In post","2022","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Statistics","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Tax","1510","1430","36000","33370"
"In post","2022","West Midlands (England)","Unknown","670","660","39140","33080"
"In post","2022","West Midlands (England)","Veterinarian","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Commercial","630","600","38750","36500"
"In post","2022","Yorkshire and The Humber","Communications","170","170","43310","41130"
"In post","2022","Yorkshire and The Humber","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Counter Fraud","510","460","29320","27570"
"In post","2022","Yorkshire and The Humber","Digital, Data and Technology","1580","1530","42800","39580"
"In post","2022","Yorkshire and The Humber","Economics","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Finance","1200","1140","38820","35310"
"In post","2022","Yorkshire and The Humber","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Human Resources","740","700","39380","35310"
"In post","2022","Yorkshire and The Humber","Inspector of Education and Training","90","90","66870","70500"
"In post","2022","Yorkshire and The Humber","Intelligence Analysis","240","220","29070","27370"
"In post","2022","Yorkshire and The Humber","Internal Audit","50","50","48210","46870"
"In post","2022","Yorkshire and The Humber","International Trade","30","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Knowledge and Information Management","150","140","34630","31990"
"In post","2022","Yorkshire and The Humber","Legal","800","750","45510","48080"
"In post","2022","Yorkshire and The Humber","Medicine","160","150","51650","39030"
"In post","2022","Yorkshire and The Humber","Operational Delivery","22350","20400","28190","27120"
"In post","2022","Yorkshire and The Humber","Operational Research","50","50","39160","36050"
"In post","2022","Yorkshire and The Humber","Other","2200","2030","26160","22810"
"In post","2022","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Planning Inspectors","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Policy","2060","1970","41650","36960"
"In post","2022","Yorkshire and The Humber","Project Delivery","750","700","41050","37450"
"In post","2022","Yorkshire and The Humber","Property","730","690","38140","34000"
"In post","2022","Yorkshire and The Humber","Psychology","180","170","34650","30450"
"In post","2022","Yorkshire and The Humber","Science and Engineering","420","400","33620","30350"
"In post","2022","Yorkshire and The Humber","Security","630","610","34510","35310"
"In post","2022","Yorkshire and The Humber","Social Research","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Statistics","130","120","42450","36820"
"In post","2022","Yorkshire and The Humber","Tax","1750","1670","33290","33080"
"In post","2022","Yorkshire and The Humber","Unknown","1460","1410","36620","33000"
"In post","2022","Yorkshire and The Humber","Veterinarian","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Operational Delivery","620","560","23050","20420"
"Leaver CS","2021","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other","100","100","27880","29930"
"Leaver CS","2021","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Property","60","50","25810","25500"
"Leaver CS","2021","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","650","560","25240","26050"
"Leaver CS","2021","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Operational Delivery","660","600","27890","22570"
"Leaver CS","2021","East of England","Other","70","60","26060","21510"
"Leaver CS","2021","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Science and Engineering","140","120","31320","29920"
"Leaver CS","2021","East of England","Security","30","30","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","720","620","26640","27040"
"Leaver CS","2021","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Communications","130","130","40940","37370"
"Leaver CS","2021","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Digital, Data and Technology","140","140","47900","46000"
"Leaver CS","2021","London","Economics","70","70","[c]","[c]"
"Leaver CS","2021","London","Finance","80","80","49340","47280"
"Leaver CS","2021","London","Human Resources","110","100","47240","40890"
"Leaver CS","2021","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Intelligence Analysis","30","30","[c]","[c]"
"Leaver CS","2021","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","International Trade","40","40","[c]","[c]"
"Leaver CS","2021","London","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver CS","2021","London","Legal","170","150","56910","55000"
"Leaver CS","2021","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Operational Delivery","1260","1170","34210","28670"
"Leaver CS","2021","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other","230","220","37840","28650"
"Leaver CS","2021","London","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Policy","620","600","47250","40960"
"Leaver CS","2021","London","Project Delivery","90","90","51210","43790"
"Leaver CS","2021","London","Property","70","60","40260","33160"
"Leaver CS","2021","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Science and Engineering","90","80","38750","38990"
"Leaver CS","2021","London","Security","40","40","[c]","[c]"
"Leaver CS","2021","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","1950","1600","38630","31060"
"Leaver CS","2021","London","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Operational Delivery","360","310","24250","21430"
"Leaver CS","2021","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","1200","970","25010","21010"
"Leaver CS","2021","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","940","810","26540","22120"
"Leaver CS","2021","North West (England)","Other","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","1470","1230","25690","21010"
"Leaver CS","2021","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","130","100","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Other","70","70","39290","36960"
"Leaver CS","2021","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Operational Delivery","490","430","29360","25870"
"Leaver CS","2021","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Other","110","100","29370","23450"
"Leaver CS","2021","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Security","70","70","32390","38120"
"Leaver CS","2021","Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","1480","1260","32740","27570"
"Leaver CS","2021","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Finance","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Legal","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Medicine","60","50","42560","34570"
"Leaver CS","2021","South East (England)","Operational Delivery","1040","930","25490","22400"
"Leaver CS","2021","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Other","220","210","26290","22570"
"Leaver CS","2021","South East (England)","Policy","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Project Delivery","80","80","35010","33300"
"Leaver CS","2021","South East (England)","Property","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Science and Engineering","120","120","29630","27760"
"Leaver CS","2021","South East (England)","Security","110","110","30540","27250"
"Leaver CS","2021","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","700","590","27570","26890"
"Leaver CS","2021","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Commercial","60","60","36030","31680"
"Leaver CS","2021","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Digital, Data and Technology","80","70","36780","33290"
"Leaver CS","2021","South West (England)","Finance","50","50","39100","33660"
"Leaver CS","2021","South West (England)","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Operational Delivery","640","580","29180","25000"
"Leaver CS","2021","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Other","250","230","28970","24680"
"Leaver CS","2021","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Project Delivery","160","140","40310","38570"
"Leaver CS","2021","South West (England)","Property","60","50","32950","32430"
"Leaver CS","2021","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Science and Engineering","300","280","32200","29100"
"Leaver CS","2021","South West (England)","Security","70","60","27500","21130"
"Leaver CS","2021","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","580","490","26140","25860"
"Leaver CS","2021","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
