"Status","Year","Region_ITL3","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Merseyside","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Counter Fraud","60","60","29570","27570"
"In post","2022","East Merseyside","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Finance","80","60","24980","21260"
"In post","2022","East Merseyside","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","No function","920","830","28630","27570"
"In post","2022","East Merseyside","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","No function","1450","1350","29300","27380"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Security","50","50","36640","39070"
"In post","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Unknown","400","380","26470","26670"
"In post","2022","East Surrey","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","No function","1010","960","33440","32660"
"In post","2022","East Surrey","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Counter Fraud","40","40","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Digital, Data & Technology","60","50","34660","31860"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","No function","1730","1550","26760","26830"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Property","50","50","34560","28610"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Surrey, East and West Sussex","Unknown","70","60","29100","27370"
"In post","2022","Enfield","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Outer London - East and North East","No function","340","310","31300","31060"
"In post","2022","Enfield","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","No function","430","400","32170","29290"
"In post","2022","Essex Haven Gateway","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Essex","Property","90","90","34060","31450"
"In post","2022","Essex Haven Gateway","Essex","Security","80","80","33750","26670"
"In post","2022","Essex Haven Gateway","Essex","Unknown","290","270","29510","26310"
"In post","2022","Essex Thames Gateway","Essex","Counter Fraud","70","70","31210","29940"
"In post","2022","Essex Thames Gateway","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Essex","No function","850","770","27500","25110"
"In post","2022","Essex Thames Gateway","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Human Resources","80","70","35370","35310"
"In post","2022","Falkirk","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","No function","1620","1420","27030","26900"
"In post","2022","Falkirk","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","Eastern Scotland","Unknown","80","80","42250","32320"
"In post","2022","Fermanagh and Omagh","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Legal","70","70","40530","43130"
"In post","2022","Flintshire and Wrexham","East Wales","No function","1870","1770","26900","25830"
"In post","2022","Flintshire and Wrexham","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Property","80","70","38380","33380"
"In post","2022","Flintshire and Wrexham","East Wales","Security","40","40","[c]","[c]"
"In post","2022","Flintshire and Wrexham","East Wales","Unknown","50","50","36070","35310"
"In post","2022","Glasgow City","West Central Scotland","Analysis","70","70","40170","36000"
"In post","2022","Glasgow City","West Central Scotland","Commercial","180","180","40410","34500"
"In post","2022","Glasgow City","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","West Central Scotland","Counter Fraud","670","600","28460","27570"
"In post","2022","Glasgow City","West Central Scotland","Debt","130","110","23510","21260"
"In post","2022","Glasgow City","West Central Scotland","Digital, Data & Technology","210","210","38620","34040"
"In post","2022","Glasgow City","West Central Scotland","Finance","80","70","37990","34600"
"In post","2022","Glasgow City","West Central Scotland","Human Resources","540","510","26670","22330"
"In post","2022","Glasgow City","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","West Central Scotland","Legal","250","240","53430","53490"
"In post","2022","Glasgow City","West Central Scotland","No function","5890","5420","29060","27570"
"In post","2022","Glasgow City","West Central Scotland","Project Delivery","240","230","39670","38310"
"In post","2022","Glasgow City","West Central Scotland","Property","90","90","32970","29900"
"In post","2022","Glasgow City","West Central Scotland","Security","110","100","31390","26670"
"In post","2022","Glasgow City","West Central Scotland","Unknown","5010","4830","37510","31540"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","40","30","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","No function","1020","910","29750","27570"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Property","40","40","[c]","[c]"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Security","80","80","33290","39070"
"In post","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","210","200","29170","26350"
"In post","2022","Greater Manchester North East","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","No function","1140","1060","28080","27570"
"In post","2022","Greater Manchester North East","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","No function","2010","1820","25710","24260"
"In post","2022","Greater Manchester North West","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","No function","980","890","25510","23170"
"In post","2022","Greater Manchester South East","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Greater Manchester","Commercial","170","160","46220","40520"
"In post","2022","Greater Manchester South West","Greater Manchester","Communications","360","350","29580","26820"
"In post","2022","Greater Manchester South West","Greater Manchester","Counter Fraud","850","810","35460","33370"
"In post","2022","Greater Manchester South West","Greater Manchester","Debt","260","230","22690","21260"
"In post","2022","Greater Manchester South West","Greater Manchester","Digital, Data & Technology","180","170","39880","35980"
"In post","2022","Greater Manchester South West","Greater Manchester","Finance","80","70","38880","33370"
"In post","2022","Greater Manchester South West","Greater Manchester","Human Resources","300","290","37870","37300"
"In post","2022","Greater Manchester South West","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Greater Manchester","Legal","170","160","44380","40520"
"In post","2022","Greater Manchester South West","Greater Manchester","No function","3600","3370","29110","26820"
"In post","2022","Greater Manchester South West","Greater Manchester","Project Delivery","220","210","45080","40520"
"In post","2022","Greater Manchester South West","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South West","Greater Manchester","Security","40","40","[c]","[c]"
"In post","2022","Greater Manchester South West","Greater Manchester","Unknown","1010","980","34310","30820"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","No function","710","640","26520","27570"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","West Wales and The Valleys","Unknown","250","230","37990","38160"
"In post","2022","Gwynedd","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","No function","620","560","24610","21260"
"In post","2022","Gwynedd","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","West Wales and The Valleys","Unknown","120","110","31920","29430"
"In post","2022","Hackney and Newham","Inner London - East","Analysis","170","160","47020","43430"
"In post","2022","Hackney and Newham","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Inner London - East","Communications","30","30","[c]","[c]"
"In post","2022","Hackney and Newham","Inner London - East","Counter Fraud","1450","1400","38670","37610"
"In post","2022","Hackney and Newham","Inner London - East","Debt","250","220","29280","26400"
"In post","2022","Hackney and Newham","Inner London - East","Digital, Data & Technology","160","150","45910","40910"
"In post","2022","Hackney and Newham","Inner London - East","Finance","240","220","42780","37930"
"In post","2022","Hackney and Newham","Inner London - East","Human Resources","130","120","47980","43810"
"In post","2022","Hackney and Newham","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Inner London - East","Legal","450","430","52170","55260"
"In post","2022","Hackney and Newham","Inner London - East","No function","2770","2620","36910","31880"
"In post","2022","Hackney and Newham","Inner London - East","Project Delivery","700","640","46730","43430"
"In post","2022","Hackney and Newham","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hackney and Newham","Inner London - East","Unknown","160","150","31430","30460"
"In post","2022","Haringey and Islington","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","No function","1540","1470","32150","31060"
"In post","2022","Haringey and Islington","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Counter Fraud","50","50","33180","31880"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Digital, Data & Technology","50","50","35320","32330"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","No function","660","610","32570","31060"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Property","180","180","25310","22010"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","Outer London - West and North West","Unknown","2230","2030","31410","29080"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Counter Fraud","100","80","23410","21260"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","No function","1500","1390","27880","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Legal","200","180","41800","39750"
"In post","2022","Heart of Essex","Essex","No function","980","930","30350","29290"
"In post","2022","Heart of Essex","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","80","80","25070","23670"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","No function","140","130","32060","27570"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Security","80","80","34670","39070"
"In post","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Unknown","130","120","26380","21830"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Counter Fraud","80","80","32090","30770"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Debt","80","60","26470","25110"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Digital, Data & Technology","100","100","38510","37000"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Finance","80","80","46700","42200"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Human Resources","50","50","41130","37000"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Legal","180","160","43360","40000"
