"Status","Year","Parent_department","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Nottingham","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Sheffield","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Tyneside","80","80","43450","39100"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Warrington","50","50","38910","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Westminster","1610","1580","48600","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Wolverhampton","140","140","34660","30190"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","No function","York","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Westminster","100","100","44650","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Westminster","320","310","48130","54110"
"In post","2022","Department for Transport","Analysis","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Swansea","180","170","32630","30730"
"In post","2022","Department for Transport","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Westminster","130","120","50700","45200"
"In post","2022","Department for Transport","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Swansea","70","70","29710","26780"
"In post","2022","Department for Transport","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Westminster","80","80","49140","42890"
"In post","2022","Department for Transport","Counter Fraud","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Bristol, City of","50","50","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","East Sussex CC","40","30","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Nottingham","80","80","39060","33350"
"In post","2022","Department for Transport","Digital, Data & Technology","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Southampton","80","80","38610","33350"
"In post","2022","Department for Transport","Digital, Data & Technology","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Swansea","890","880","39750","38650"
"In post","2022","Department for Transport","Digital, Data & Technology","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Westminster","80","80","45590","42470"
"In post","2022","Department for Transport","Digital, Data & Technology","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Bristol, City of","30","30","[c]","[c]"
"In post","2022","Department for Transport","Finance","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Southampton","40","30","[c]","[c]"
"In post","2022","Department for Transport","Finance","Swansea","200","190","34760","31850"
"In post","2022","Department for Transport","Finance","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Westminster","150","150","52640","54110"
"In post","2022","Department for Transport","Human Resources","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Bristol, City of","50","40","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Southampton","40","30","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Swansea","210","200","32240","30730"
"In post","2022","Department for Transport","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Westminster","60","50","48370","46350"
"In post","2022","Department for Transport","Human Resources","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Aberdeen City and Aberdeenshire","80","70","33450","27930"
"In post","2022","Department for Transport","No function","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Ards and North Down","40","40","[c]","[c]"
"In post","2022","Department for Transport","No function","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Barnet","30","30","[c]","[c]"
"In post","2022","Department for Transport","No function","Barnsley, Doncaster and Rotherham","60","60","27550","26830"
"In post","2022","Department for Transport","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"In post","2022","Department for Transport","No function","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Berkshire","40","40","[c]","[c]"
"In post","2022","Department for Transport","No function","Bexley and Greenwich","60","60","32860","30830"
"In post","2022","Department for Transport","No function","Birmingham","290","280","28860","26470"
"In post","2022","Department for Transport","No function","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Bournemouth, Christchurch and Poole","30","30","[c]","[c]"
"In post","2022","Department for Transport","No function","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Bristol, City of","200","180","32890","27620"
"In post","2022","Department for Transport","No function","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Cardiff and Vale of Glamorgan","60","50","32380","26780"
"In post","2022","Department for Transport","No function","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Cornwall and Isles of Scilly","60","60","30150","26840"
"In post","2022","Department for Transport","No function","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Darlington","40","30","[c]","[c]"
"In post","2022","Department for Transport","No function","Derby","60","60","41500","29080"
"In post","2022","Department for Transport","No function","Devon CC","50","40","[c]","[c]"
"In post","2022","Department for Transport","No function","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","East Cumbria","40","30","[c]","[c]"
"In post","2022","Department for Transport","No function","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40","40","[c]","[c]"
"In post","2022","Department for Transport","No function","East Kent","110","110","30830","28240"
"In post","2022","Department for Transport","No function","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","East Merseyside","70","60","28890","26830"
"In post","2022","Department for Transport","No function","East Riding of Yorkshire","80","80","37120","31100"
"In post","2022","Department for Transport","No function","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","East Sussex CC","90","80","31150","27930"
"In post","2022","Department for Transport","No function","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Essex Haven Gateway","30","30","[c]","[c]"
"In post","2022","Department for Transport","No function","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Flintshire and Wrexham","40","40","[c]","[c]"
"In post","2022","Department for Transport","No function","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Greater Manchester North East","70","70","27740","26780"
"In post","2022","Department for Transport","No function","Greater Manchester North West","40","40","[c]","[c]"
"In post","2022","Department for Transport","No function","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Harrow and Hillingdon","70","70","32510","30830"
"In post","2022","Department for Transport","No function","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Heart of Essex","30","30","[c]","[c]"
"In post","2022","Department for Transport","No function","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Hertfordshire CC","60","50","30300","30730"
"In post","2022","Department for Transport","No function","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Inverclyde, East Renfrewshire, and Renfrewshire","50","50","44450","46400"
"In post","2022","Department for Transport","No function","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Isle of Anglesey","[c]","[c]","[c]","[c]"
