"Status","Year","Region_ITL3","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bournemouth and Poole","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","No function","Heterosexual / straight","190","170","25810","22920"
"In post","2021","Bournemouth and Poole","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Heterosexual / straight","290","260","26650","27570"
"In post","2021","Bournemouth and Poole","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Undeclared","50","50","26460","27470"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","90","70","28300","27570"
"In post","2021","Bradford","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Debt","Heterosexual / straight","160","140","25500","21440"
"In post","2021","Bradford","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Debt","Unknown","150","130","21740","20140"
"In post","2021","Bradford","Digital, Data & Technology","Heterosexual / straight","170","160","36890","31810"
"In post","2021","Bradford","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Digital, Data & Technology","Unknown","90","90","36690","31810"
"In post","2021","Bradford","Finance","Heterosexual / straight","160","140","24700","21440"
"In post","2021","Bradford","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Finance","Undeclared","50","40","24710","21440"
"In post","2021","Bradford","Finance","Unknown","170","140","22290","20640"
"In post","2021","Bradford","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","No function","Heterosexual / straight","590","530","27410","24000"
"In post","2021","Bradford","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","No function","Undeclared","70","60","25470","21440"
"In post","2021","Bradford","No function","Unknown","250","220","23520","20640"
"In post","2021","Bradford","Project Delivery","Heterosexual / straight","90","90","41500","38630"
"In post","2021","Bradford","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Heterosexual / straight","560","490","25320","27570"
"In post","2021","Bradford","Unknown","LGBO","40","30","[c]","[c]"
"In post","2021","Bradford","Unknown","Undeclared","60","50","25520","27570"
"In post","2021","Bradford","Unknown","Unknown","250","210","25210","27570"
"In post","2021","Breckland and South Norfolk","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","No function","Heterosexual / straight","310","300","28140","26300"
"In post","2021","Breckland and South Norfolk","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","No function","Unknown","70","70","28260","25300"
"In post","2021","Breckland and South Norfolk","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","No function","Heterosexual / straight","130","120","27720","26150"
"In post","2021","Brent","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","No function","Unknown","30","30","[c]","[c]"
"In post","2021","Brent","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","Heterosexual / straight","70","70","37070","34810"
"In post","2021","Brent","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","Unknown","40","30","[c]","[c]"
"In post","2021","Brent","Unknown","Heterosexual / straight","160","150","30680","31060"
"In post","2021","Brent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Unknown","60","60","29830","31060"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","No function","Heterosexual / straight","190","180","29890","25810"
"In post","2021","Bridgend and Neath Port Talbot","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Heterosexual / straight","330","290","25960","27570"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Unknown","100","90","25250","27570"
"In post","2021","Brighton and Hove","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","Heterosexual / straight","80","70","44680","43160"
"In post","2021","Brighton and Hove","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","No function","Heterosexual / straight","150","130","27090","22420"
"In post","2021","Brighton and Hove","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Heterosexual / straight","150","140","27650","27570"
"In post","2021","Brighton and Hove","Unknown","LGBO","50","50","27540","27570"
"In post","2021","Brighton and Hove","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","Bristol, City of","Analysis","Heterosexual / straight","110","100","40500","39070"
"In post","2021","Bristol, City of","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Commercial","Heterosexual / straight","60","50","41920","39830"
"In post","2021","Bristol, City of","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Communications","Heterosexual / straight","70","60","39640","36960"
"In post","2021","Bristol, City of","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Counter Fraud","Heterosexual / straight","230","220","35040","31810"
"In post","2021","Bristol, City of","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Counter Fraud","Undeclared","50","40","[c]","[c]"
"In post","2021","Bristol, City of","Counter Fraud","Unknown","90","90","32810","28130"
"In post","2021","Bristol, City of","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Digital, Data & Technology","Heterosexual / straight","250","240","42440","39850"
"In post","2021","Bristol, City of","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Digital, Data & Technology","Unknown","80","80","36870","33000"
"In post","2021","Bristol, City of","Finance","Heterosexual / straight","100","100","38810","36520"
"In post","2021","Bristol, City of","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Human Resources","Heterosexual / straight","130","120","41630","38650"
"In post","2021","Bristol, City of","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal","Heterosexual / straight","140","140","40460","38000"
"In post","2021","Bristol, City of","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal","Unknown","50","50","45700","51910"
"In post","2021","Bristol, City of","No function","Heterosexual / straight","2480","2320","37170","31810"
"In post","2021","Bristol, City of","No function","LGBO","160","150","34050","30250"
"In post","2021","Bristol, City of","No function","Undeclared","310","280","36730","31810"
"In post","2021","Bristol, City of","No function","Unknown","720","660","34050","29520"
"In post","2021","Bristol, City of","Project Delivery","Heterosexual / straight","110","110","43090","39300"
"In post","2021","Bristol, City of","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Property","Heterosexual / straight","120","110","39650","38630"
"In post","2021","Bristol, City of","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Property","Unknown","60","50","30810","26500"
"In post","2021","Bristol, City of","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","Heterosexual / straight","570","500","26420","27570"
"In post","2021","Bristol, City of","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","Undeclared","80","70","25470","27570"
"In post","2021","Bristol, City of","Unknown","Unknown","210","170","25970","27570"
"In post","2021","Bromley","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","No function","Heterosexual / straight","120","110","25310","22450"
"In post","2021","Bromley","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Heterosexual / straight","180","170","30960","31060"
"In post","2021","Bromley","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Bromley","Unknown","Unknown","60","60","31370","31060"
"In post","2021","Buckinghamshire CC","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","Heterosexual / straight","50","50","36110","36800"
"In post","2021","Buckinghamshire CC","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Finance","Heterosexual / straight","110","100","38500","35300"
"In post","2021","Buckinghamshire CC","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Human Resources","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","No function","Heterosexual / straight","510","480","30980","30400"
"In post","2021","Buckinghamshire CC","No function","LGBO","40","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","No function","Undeclared","60","50","31040","32040"
"In post","2021","Buckinghamshire CC","No function","Unknown","130","110","30800","30400"
"In post","2021","Buckinghamshire CC","Project Delivery","Heterosexual / straight","110","110","39640","35300"
"In post","2021","Buckinghamshire CC","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Heterosexual / straight","360","340","28860","27570"
"In post","2021","Buckinghamshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Unknown","50","50","28400","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","Unknown","40","30","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Security","Undeclared","[c]","[c]","[c]","[c]"
