"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Registers of Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","80","80","39500","36130"
"In post","2022","Royal Fleet Auxiliary","Other","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Operational Delivery","2410","2210","25400","21300"
"In post","2022","Rural Payments Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","150","140","37350","35900"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","80","70","36910","32000"
"In post","2022","Scottish Courts and Tribunals Service","Finance","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","30","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Legal","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","1690","1540","27220","23780"
"In post","2022","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Unknown","190","180","36060","31060"
"In post","2022","Scottish Government (excl. agencies)","Unknown","8850","8500","44110","39660"
"In post","2022","Scottish Housing Regulator","Unknown","50","50","53340","51490"
"In post","2022","Scottish Prison Service","Commercial","90","80","31510","26900"
"In post","2022","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","70","70","33660","26900"
"In post","2022","Scottish Prison Service","Human Resources","100","90","34240","35000"
"In post","2022","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Operational Delivery","3490","3280","32340","35000"
"In post","2022","Scottish Prison Service","Other","680","620","33380","31270"
"In post","2022","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Psychology","70","70","37900","35000"
"In post","2022","Scottish Public Pensions Agency","Unknown","310","280","30300","25930"
"In post","2022","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Counter Fraud","240","240","46670","40270"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","60","50","43290","40170"
"In post","2022","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Legal","60","60","58930","55170"
"In post","2022","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Unknown","2450","2380","30730","27230"
"In post","2022","Standards and Testing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Operational Delivery","70","70","45870","45250"
"In post","2022","Standards and Testing Agency","Policy","50","50","[c]","[c]"
"In post","2022","Standards and Testing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Unknown","230","220","31560","27230"
"In post","2022","Submarine Delivery Agency","Commercial","160","160","40420","37450"
"In post","2022","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Finance","50","50","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Operational Delivery","320","300","33300","32710"
"In post","2022","Submarine Delivery Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Project Delivery","500","490","45060","41590"
"In post","2022","Submarine Delivery Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Science and Engineering","780","770","41180","39860"
"In post","2022","Submarine Delivery Agency","Security","40","30","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Operational Delivery","50","50","31840","29360"
"In post","2022","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Counter Fraud","240","230","39350","38910"
"In post","2022","The Insolvency Service","Digital, Data and Technology","50","50","43460","41870"
"In post","2022","The Insolvency Service","Economics","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Finance","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Human Resources","50","40","[c]","[c]"
"In post","2022","The Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","60","60","49150","47890"
"In post","2022","The Insolvency Service","Operational Delivery","1130","1070","28400","24500"
"In post","2022","The Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Project Delivery","50","50","[c]","[c]"
"In post","2022","The Insolvency Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","40","40","[c]","[c]"
"In post","2022","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","120","110","41150","40540"
"In post","2022","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","90","90","34980","31840"
"In post","2022","The National Archives","Operational Delivery","170","160","29770","27110"
"In post","2022","The National Archives","Other","90","80","38870","34770"
"In post","2022","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","530","510","45450","43000"
"In post","2022","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Operational Delivery","40","40","[c]","[c]"
"In post","2022","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","280","280","52000","44160"
"In post","2022","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","140","140","47610","46000"
"In post","2022","UK Health Security Agency","Communications","100","90","43770","40070"
"In post","2022","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","150","150","43740","38150"
"In post","2022","UK Health Security Agency","Finance","110","100","42290","40470"
"In post","2022","UK Health Security Agency","Human Resources","270","260","43110","36820"
"In post","2022","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Medicine","340","290","90650","95140"
"In post","2022","UK Health Security Agency","Operational Delivery","3420","3180","39800","33340"
"In post","2022","UK Health Security Agency","Property","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Science and Engineering","2020","1900","40440","38770"
"In post","2022","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Commercial","90","80","42310","42510"
"In post","2022","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Digital, Data and Technology","180","170","40230","42510"
"In post","2022","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Geography","430","400","31390","33290"
"In post","2022","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Operational Delivery","80","80","29800","26900"
"In post","2022","UK Hydrographic Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Policy","70","70","48710","49400"
"In post","2022","UK Space Agency","Project Delivery","90","90","48300","40220"
"In post","2022","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","60","60","39150","36840"
"In post","2022","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Digital, Data and Technology","660","650","41900","37570"
"In post","2022","UK Statistics Authority","Economics","180","180","36380","30710"
"In post","2022","UK Statistics Authority","Finance","50","50","35900","30210"
"In post","2022","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Human Resources","150","130","38660","33520"
"In post","2022","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Operational Delivery","3050","2530","27560","23880"
"In post","2022","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Planning","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Policy","80","80","39450","36840"
"In post","2022","UK Statistics Authority","Project Delivery","250","240","41100","36840"
"In post","2022","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","60","60","37580","32030"
"In post","2022","UK Statistics Authority","Social Research","660","630","38820","38340"
"In post","2022","UK Statistics Authority","Statistics","590","570","43440","38340"
"In post","2022","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","70","70","43110","38870"
"In post","2022","Valuation Office Agency","Human Resources","90","90","40660","34000"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","1170","1110","29180","22040"
"In post","2022","Valuation Office Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","80","70","41650","40160"
"In post","2022","Valuation Office Agency","Property","2300","2140","36370","31900"
"In post","2022","Valuation Office Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","50","40","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Operational Delivery","80","70","28060","21840"
"In post","2022","Vehicle Certification Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Science and Engineering","90","90","42840","39940"
"In post","2022","Veterinary Medicines Directorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Operational Delivery","80","80","36050","32560"
"In post","2022","Veterinary Medicines Directorate","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Unknown","40","40","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Economics","40","40","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","50","50","59540","60000"
"In post","2022","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Communications","150","140","40460","38160"
"In post","2022","Welsh Government (excl. agencies)","Digital, Data and Technology","210","210","38820","38160"
"In post","2022","Welsh Government (excl. agencies)","Economics","50","40","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Finance","330","310","43390","38160"
"In post","2022","Welsh Government (excl. agencies)","Human Resources","200","180","35320","29430"
"In post","2022","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Knowledge and Information Management","110","110","34910","29430"
"In post","2022","Welsh Government (excl. agencies)","Legal","160","150","57340","61440"
"In post","2022","Welsh Government (excl. agencies)","Medicine","190","180","46640","47470"
"In post","2022","Welsh Government (excl. agencies)","Operational Delivery","1620","1520","38070","29430"
"In post","2022","Welsh Government (excl. agencies)","Other","640","610","43040","38160"
"In post","2022","Welsh Government (excl. agencies)","Planning","70","70","44280","38160"
"In post","2022","Welsh Government (excl. agencies)","Policy","1660","1580","43740","38160"
"In post","2022","Welsh Government (excl. agencies)","Project Delivery","140","130","45830","40100"
"In post","2022","Welsh Government (excl. agencies)","Property","60","60","40460","38160"
"In post","2022","Welsh Government (excl. agencies)","Science and Engineering","70","70","49360","47470"
"In post","2022","Welsh Government (excl. agencies)","Social Research","90","80","42670","40100"
"In post","2022","Welsh Government (excl. agencies)","Statistics","90","90","41100","38160"
"In post","2022","Welsh Government (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Operational Delivery","80","80","25740","24370"
"Leaver CS","2021","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","370","360","47820","36000"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","60","50","24840","22220"
"Leaver CS","2021","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","140","120","56110","55610"
"Leaver CS","2021","Crown Prosecution Service","Operational Delivery","110","100","27160","23520"
"Leaver CS","2021","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
